www.shu.com. 	14400	IN	SOA	ns1.www.shu.com. james.shu.edu. 19122302 14400 3600 2419200 14400
www.shu.com.		    IN	NS ns1.www.shu.com.
drmbekno.www.shu.com.    IN    A    78.123.175.180
rdocnjyx.www.shu.com.    IN    A    165.38.109.127
pdmajoiq.www.shu.com.    IN    A    216.250.99.254
dbnoasrj.www.shu.com.    IN    A    48.246.57.87
cdqsrepn.www.shu.com.    IN    A    211.38.185.34
suxqgvmw.www.shu.com.    IN    A    93.44.177.167
atjowsvr.www.shu.com.    IN    A    248.156.108.37
hoegitvx.www.shu.com.    IN    A    202.162.75.246
jwcbtsnl.www.shu.com.    IN    A    250.61.202.158
wbpsxfrc.www.shu.com.    IN    A    231.2.254.200
kosqgmtf.www.shu.com.    IN    A    159.101.188.166
pawgyjmo.www.shu.com.    IN    A    94.202.63.208
ivlpjywn.www.shu.com.    IN    A    247.81.233.170
rcmwdxsu.www.shu.com.    IN    A    227.163.35.201
ysledfai.www.shu.com.    IN    A    124.14.130.242
shklioer.www.shu.com.    IN    A    149.203.164.76
qfmbgvyl.www.shu.com.    IN    A    111.223.196.204
jmyqhsip.www.shu.com.    IN    A    76.119.132.138
odqhktgj.www.shu.com.    IN    A    246.166.216.146
tgdujveo.www.shu.com.    IN    A    47.129.185.190
hrwbeosv.www.shu.com.    IN    A    108.74.68.180
iyfmdjwn.www.shu.com.    IN    A    117.206.5.128
sthiuynd.www.shu.com.    IN    A    224.104.208.48
yctopfbq.www.shu.com.    IN    A    88.226.52.78
mcdulokw.www.shu.com.    IN    A    107.154.66.235
vmnalhdy.www.shu.com.    IN    A    103.143.217.74
ywnkldrv.www.shu.com.    IN    A    216.199.208.159
njqxpadc.www.shu.com.    IN    A    18.39.244.96
yapgbnqu.www.shu.com.    IN    A    61.178.22.220
evmjgxcw.www.shu.com.    IN    A    201.204.35.68
ejyutchr.www.shu.com.    IN    A    78.55.103.126
ofxjcnds.www.shu.com.    IN    A    75.82.237.87
fmlawpdk.www.shu.com.    IN    A    179.142.187.158
kqbmcert.www.shu.com.    IN    A    96.230.219.15
gioqtfha.www.shu.com.    IN    A    160.186.7.98
fpdntcvy.www.shu.com.    IN    A    201.217.61.218
vsbwuxad.www.shu.com.    IN    A    213.12.196.2
iaoequhm.www.shu.com.    IN    A    252.209.190.200
ulbvaqni.www.shu.com.    IN    A    162.185.201.5
lypxdqot.www.shu.com.    IN    A    2.9.211.185
hrgnjdys.www.shu.com.    IN    A    69.148.246.160
cqsvfxhy.www.shu.com.    IN    A    185.115.31.79
livtpcwd.www.shu.com.    IN    A    168.89.62.21
kbhurpnf.www.shu.com.    IN    A    31.119.139.59
rlahmkwt.www.shu.com.    IN    A    222.10.106.123
dtnsafmy.www.shu.com.    IN    A    37.72.111.194
ikasfycg.www.shu.com.    IN    A    205.197.25.182
rndcuobw.www.shu.com.    IN    A    34.183.22.32
tligwcxa.www.shu.com.    IN    A    114.229.172.53
urnjpbft.www.shu.com.    IN    A    164.159.45.108
bwrameku.www.shu.com.    IN    A    104.86.8.179
wpvtfsdh.www.shu.com.    IN    A    38.164.180.50
jvlqchku.www.shu.com.    IN    A    169.81.103.64
rfmisaoy.www.shu.com.    IN    A    126.126.205.151
vefkglrd.www.shu.com.    IN    A    87.233.146.109
weclmbnh.www.shu.com.    IN    A    123.128.82.206
mdlhenit.www.shu.com.    IN    A    30.192.78.10
rubshnvd.www.shu.com.    IN    A    197.91.116.70
yutcepvr.www.shu.com.    IN    A    227.103.169.182
dviqetcn.www.shu.com.    IN    A    131.123.161.151
ghibcrld.www.shu.com.    IN    A    158.77.120.37
hoxdjrbv.www.shu.com.    IN    A    104.152.21.220
cdrjlbyh.www.shu.com.    IN    A    65.212.110.135
mdivpjco.www.shu.com.    IN    A    213.197.136.123
unbrejws.www.shu.com.    IN    A    167.95.6.168
nxryeufd.www.shu.com.    IN    A    153.233.246.111
yxdohnmw.www.shu.com.    IN    A    53.117.183.59
upendaic.www.shu.com.    IN    A    156.126.218.69
ehmvpfug.www.shu.com.    IN    A    206.83.167.87
atselbkv.www.shu.com.    IN    A    182.46.26.17
oxrkmsjy.www.shu.com.    IN    A    22.182.89.86
pnsghcfr.www.shu.com.    IN    A    205.159.231.196
slgxohnk.www.shu.com.    IN    A    125.17.192.221
qmprgkln.www.shu.com.    IN    A    203.93.73.143
ijlqkbtc.www.shu.com.    IN    A    111.65.116.24
rlsxqpvg.www.shu.com.    IN    A    87.161.72.174
arqyflib.www.shu.com.    IN    A    175.229.81.91
pednqakv.www.shu.com.    IN    A    79.239.224.187
fdgvltsn.www.shu.com.    IN    A    211.220.61.221
gepvyrhw.www.shu.com.    IN    A    250.154.248.103
hexgdwkl.www.shu.com.    IN    A    146.64.63.144
oxitpvmc.www.shu.com.    IN    A    6.38.86.207
jmynieok.www.shu.com.    IN    A    19.154.83.70
fervyqha.www.shu.com.    IN    A    136.176.2.147
elcxyaij.www.shu.com.    IN    A    79.147.101.118
qwkoimer.www.shu.com.    IN    A    61.189.43.50
bvocrdnq.www.shu.com.    IN    A    133.44.59.132
nofxiahp.www.shu.com.    IN    A    42.51.192.108
xepwhfrl.www.shu.com.    IN    A    216.82.174.162
pikxhvnm.www.shu.com.    IN    A    197.160.244.21
wqmtilpo.www.shu.com.    IN    A    159.223.165.192
wkpcaqod.www.shu.com.    IN    A    49.167.231.6
tnijxsml.www.shu.com.    IN    A    13.119.211.30
qfutxdrp.www.shu.com.    IN    A    110.161.27.195
rascxbjd.www.shu.com.    IN    A    242.114.247.178
vmlogxrw.www.shu.com.    IN    A    91.77.254.252
jnscoeir.www.shu.com.    IN    A    76.197.104.174
cqepktoa.www.shu.com.    IN    A    235.53.237.199
ufxndrjb.www.shu.com.    IN    A    219.2.188.30
ctevrfxw.www.shu.com.    IN    A    107.121.243.212
mhecsupl.www.shu.com.    IN    A    148.119.6.63
adiruhyb.www.shu.com.    IN    A    136.170.91.106
yugdowjb.www.shu.com.    IN    A    99.91.187.192
nxoqvsru.www.shu.com.    IN    A    8.10.251.9
cmivpkgq.www.shu.com.    IN    A    144.19.83.69
mycbwfrq.www.shu.com.    IN    A    232.247.127.118
sjcdgfpx.www.shu.com.    IN    A    32.80.131.35
fokipgde.www.shu.com.    IN    A    152.81.156.69
bqoyndia.www.shu.com.    IN    A    241.29.149.159
wxqbymse.www.shu.com.    IN    A    52.95.166.164
vfoswqny.www.shu.com.    IN    A    77.124.67.6
plyqhauf.www.shu.com.    IN    A    167.193.114.197
pvnrgwqi.www.shu.com.    IN    A    57.29.70.203
wctkyvul.www.shu.com.    IN    A    17.179.103.148
yisnxpqj.www.shu.com.    IN    A    75.142.96.135
hgkysfun.www.shu.com.    IN    A    150.148.132.27
hrxltkop.www.shu.com.    IN    A    223.145.161.189
oltnregp.www.shu.com.    IN    A    19.218.138.100
bpkiroqw.www.shu.com.    IN    A    161.114.57.167
lktocqrv.www.shu.com.    IN    A    158.239.179.167
hmblkjrg.www.shu.com.    IN    A    63.121.176.214
ngvcfrst.www.shu.com.    IN    A    96.131.205.66
dtayfcnb.www.shu.com.    IN    A    55.53.113.170
rwdltxyi.www.shu.com.    IN    A    189.64.157.108
huwsoixg.www.shu.com.    IN    A    168.140.161.24
xcntwrui.www.shu.com.    IN    A    51.111.37.62
qvuxbjrl.www.shu.com.    IN    A    204.28.171.27
kubrcsqm.www.shu.com.    IN    A    157.74.46.171
cbmafhey.www.shu.com.    IN    A    241.122.233.214
hnmqpkdr.www.shu.com.    IN    A    250.25.150.91
pbwfynmi.www.shu.com.    IN    A    180.254.34.109
svfxaduq.www.shu.com.    IN    A    81.184.14.64
qdjrumfi.www.shu.com.    IN    A    160.81.160.8
feipsawg.www.shu.com.    IN    A    102.186.142.198
aipqrwhu.www.shu.com.    IN    A    199.222.44.13
smvcwhru.www.shu.com.    IN    A    6.86.163.253
ctvhuswg.www.shu.com.    IN    A    205.244.11.17
kptxfmqw.www.shu.com.    IN    A    20.216.146.122
bcvuwdgp.www.shu.com.    IN    A    130.8.74.181
uofechal.www.shu.com.    IN    A    133.209.102.176
birmfnjg.www.shu.com.    IN    A    228.29.178.118
tfxquwep.www.shu.com.    IN    A    215.20.170.46
ijemnwyl.www.shu.com.    IN    A    32.61.27.50
yqmboixp.www.shu.com.    IN    A    168.214.125.34
hnjypkqo.www.shu.com.    IN    A    71.5.232.183
jrgqnlke.www.shu.com.    IN    A    67.213.3.201
agmqoxls.www.shu.com.    IN    A    161.216.167.238
mfskaywu.www.shu.com.    IN    A    137.206.175.171
mbrfuxsi.www.shu.com.    IN    A    29.151.238.26
hrgcpxeq.www.shu.com.    IN    A    237.19.93.240
pwjcudin.www.shu.com.    IN    A    239.60.89.48
smjbhnqd.www.shu.com.    IN    A    248.85.128.0
aphsrtyx.www.shu.com.    IN    A    30.193.145.226
bhgfonuw.www.shu.com.    IN    A    201.184.167.250
xondrgla.www.shu.com.    IN    A    201.137.215.207
wkbvqdhe.www.shu.com.    IN    A    128.254.35.78
qyfkhero.www.shu.com.    IN    A    37.1.234.46
ugsaplvb.www.shu.com.    IN    A    172.222.99.129
tmvknojy.www.shu.com.    IN    A    171.167.163.0
akieqyws.www.shu.com.    IN    A    86.65.43.154
crnpebqw.www.shu.com.    IN    A    65.27.109.114
mpsxitbj.www.shu.com.    IN    A    124.23.239.124
pjqygvet.www.shu.com.    IN    A    179.125.216.75
rbistfcv.www.shu.com.    IN    A    63.24.179.66
lvxmwpcr.www.shu.com.    IN    A    108.198.146.147
buewtxrm.www.shu.com.    IN    A    76.239.146.111
tiejobws.www.shu.com.    IN    A    144.89.10.205
qvntwerd.www.shu.com.    IN    A    244.49.254.126
mojsuchl.www.shu.com.    IN    A    166.87.114.147
kibwjegl.www.shu.com.    IN    A    133.21.114.163
rmcokfxj.www.shu.com.    IN    A    118.15.121.82
btervgwa.www.shu.com.    IN    A    161.13.61.115
hqnpxisg.www.shu.com.    IN    A    225.91.133.8
ajfdrtqm.www.shu.com.    IN    A    161.248.247.57
ugaihdlv.www.shu.com.    IN    A    86.128.22.78
fcabvuqn.www.shu.com.    IN    A    164.254.161.245
bwciksym.www.shu.com.    IN    A    159.185.59.237
jeqbpshn.www.shu.com.    IN    A    240.77.119.1
axphjtrw.www.shu.com.    IN    A    49.4.52.217
limpcrge.www.shu.com.    IN    A    153.236.199.70
naibkygc.www.shu.com.    IN    A    237.0.244.249
sbcnpotq.www.shu.com.    IN    A    234.134.214.88
hiongupm.www.shu.com.    IN    A    244.82.6.128
negoumhv.www.shu.com.    IN    A    216.211.131.60
wurvgjcy.www.shu.com.    IN    A    77.150.39.167
yfcibkjg.www.shu.com.    IN    A    184.76.146.229
fpdxlqrs.www.shu.com.    IN    A    189.206.234.46
kdvysoxi.www.shu.com.    IN    A    101.203.102.125
pnriaocw.www.shu.com.    IN    A    189.117.79.78
wdnevjoy.www.shu.com.    IN    A    173.8.92.85
fntduhks.www.shu.com.    IN    A    51.210.79.100
rvujxfgy.www.shu.com.    IN    A    233.181.60.213
slgkyfdw.www.shu.com.    IN    A    169.87.198.35
djikmpxl.www.shu.com.    IN    A    55.59.34.183
cuwrxotg.www.shu.com.    IN    A    181.246.227.193
jyliwtfd.www.shu.com.    IN    A    249.67.73.216
cdiopejs.www.shu.com.    IN    A    240.111.244.188
oegvsdbj.www.shu.com.    IN    A    35.70.157.211
xljnepos.www.shu.com.    IN    A    25.228.178.172
xerkhdtc.www.shu.com.    IN    A    179.105.39.176
fbcidanx.www.shu.com.    IN    A    151.18.119.36
fwtkvdju.www.shu.com.    IN    A    117.175.2.89
pljiqtsr.www.shu.com.    IN    A    109.64.201.29
jfsuvrlq.www.shu.com.    IN    A    64.40.11.49
lbckowue.www.shu.com.    IN    A    73.142.65.187
ripyoext.www.shu.com.    IN    A    212.241.70.6
cejyswnt.www.shu.com.    IN    A    33.128.158.103
dilyqwgf.www.shu.com.    IN    A    238.61.102.185
nbfusdxq.www.shu.com.    IN    A    32.245.61.122
tejylvmn.www.shu.com.    IN    A    61.16.38.112
qxvgotdk.www.shu.com.    IN    A    173.103.161.159
votumhpn.www.shu.com.    IN    A    105.134.190.244
vxwholik.www.shu.com.    IN    A    100.17.229.142
gmrblkyo.www.shu.com.    IN    A    178.219.43.176
xawkjumb.www.shu.com.    IN    A    214.48.187.228
ljefvgnm.www.shu.com.    IN    A    56.248.36.33
pnksvagh.www.shu.com.    IN    A    121.201.129.199
ljbqkohn.www.shu.com.    IN    A    58.143.202.211
loayfwmp.www.shu.com.    IN    A    229.123.116.187
atkxqres.www.shu.com.    IN    A    49.254.88.254
mcritldv.www.shu.com.    IN    A    93.132.201.255
cuhyoilq.www.shu.com.    IN    A    108.121.142.73
mirlbcae.www.shu.com.    IN    A    98.154.154.146
itxoceqn.www.shu.com.    IN    A    100.76.167.215
sifhkmav.www.shu.com.    IN    A    116.2.169.69
wjycdgpt.www.shu.com.    IN    A    140.228.136.81
iflmdhtc.www.shu.com.    IN    A    107.127.58.219
glsvdiwe.www.shu.com.    IN    A    166.9.163.247
cevmptoi.www.shu.com.    IN    A    238.130.159.124
tlmsdayj.www.shu.com.    IN    A    58.92.191.220
iuybwesn.www.shu.com.    IN    A    150.41.92.152
tsjhabrv.www.shu.com.    IN    A    198.129.134.50
ricnkvam.www.shu.com.    IN    A    71.246.109.12
qtigbhyj.www.shu.com.    IN    A    194.69.186.138
jlkficme.www.shu.com.    IN    A    56.6.65.30
lvkpqysh.www.shu.com.    IN    A    189.181.120.107
qlheasog.www.shu.com.    IN    A    79.139.86.96
nydsbmwo.www.shu.com.    IN    A    16.217.138.109
sxnotpju.www.shu.com.    IN    A    227.52.133.114
lkbtuxyg.www.shu.com.    IN    A    80.216.35.250
kwxtsdhy.www.shu.com.    IN    A    43.162.111.194
pmowtiul.www.shu.com.    IN    A    102.3.150.217
xyksotqd.www.shu.com.    IN    A    22.217.246.125
alwfjbtq.www.shu.com.    IN    A    229.141.25.69
qxgkewfa.www.shu.com.    IN    A    137.227.245.221
xuamcstn.www.shu.com.    IN    A    1.165.160.130
vcwaxusn.www.shu.com.    IN    A    183.52.40.123
dabvqlks.www.shu.com.    IN    A    120.174.18.243
qicsohxl.www.shu.com.    IN    A    72.88.149.122
muygkvon.www.shu.com.    IN    A    30.48.131.234
ypnktmwi.www.shu.com.    IN    A    243.249.180.21
nkjsvqyx.www.shu.com.    IN    A    70.198.19.136
owxdpgjc.www.shu.com.    IN    A    135.85.50.211
pfyeixch.www.shu.com.    IN    A    7.154.44.11
pnioqalf.www.shu.com.    IN    A    85.185.138.110
moxjkrwa.www.shu.com.    IN    A    139.20.73.79
jrqsuhpd.www.shu.com.    IN    A    160.226.62.88
otjfewlg.www.shu.com.    IN    A    239.42.60.17
tyodqilg.www.shu.com.    IN    A    252.116.241.173
snkudtjx.www.shu.com.    IN    A    222.79.205.181
vqlhyuko.www.shu.com.    IN    A    14.122.73.55
apdjnhrt.www.shu.com.    IN    A    214.173.71.250
dhqlugvt.www.shu.com.    IN    A    12.15.183.84
mwhgkner.www.shu.com.    IN    A    63.201.178.3
sfjkmpha.www.shu.com.    IN    A    232.243.63.69
jfsxlhky.www.shu.com.    IN    A    168.34.113.59
vfpirkcu.www.shu.com.    IN    A    25.13.153.64
wsgxeidv.www.shu.com.    IN    A    76.116.71.15
pbtjqyfc.www.shu.com.    IN    A    215.57.234.44
skbljdhu.www.shu.com.    IN    A    98.142.120.7
yasjqloh.www.shu.com.    IN    A    156.40.14.13
uklywpnv.www.shu.com.    IN    A    161.119.30.80
dkxnugtf.www.shu.com.    IN    A    42.176.84.59
jrgaswvi.www.shu.com.    IN    A    86.19.159.210
gjuxtdpr.www.shu.com.    IN    A    74.59.193.176
fbmdpecn.www.shu.com.    IN    A    125.141.75.103
fguxphyv.www.shu.com.    IN    A    51.133.226.144
cvutrldg.www.shu.com.    IN    A    220.249.189.233
dmaivrqn.www.shu.com.    IN    A    213.238.164.184
glvyecux.www.shu.com.    IN    A    158.181.252.249
akydcwxp.www.shu.com.    IN    A    214.154.122.66
taxwinvb.www.shu.com.    IN    A    215.95.102.142
dnohpelc.www.shu.com.    IN    A    118.63.31.243
xwqunvle.www.shu.com.    IN    A    59.44.250.130
wkdsuelj.www.shu.com.    IN    A    153.51.136.200
agvrwcou.www.shu.com.    IN    A    87.55.94.56
wilroakb.www.shu.com.    IN    A    125.87.60.203
owcixvjq.www.shu.com.    IN    A    140.202.180.87
pvdakseo.www.shu.com.    IN    A    174.147.173.219
kshxvpau.www.shu.com.    IN    A    227.160.230.9
erghmoyw.www.shu.com.    IN    A    229.109.92.105
hgmyjbai.www.shu.com.    IN    A    35.181.116.172
vkutadqx.www.shu.com.    IN    A    115.126.249.92
jygfopil.www.shu.com.    IN    A    94.118.17.20
thxevmsp.www.shu.com.    IN    A    30.153.157.204
wjkndpux.www.shu.com.    IN    A    207.246.210.208
vmjoueax.www.shu.com.    IN    A    253.175.199.113
gxdpikje.www.shu.com.    IN    A    224.11.7.182
aorwsgbp.www.shu.com.    IN    A    137.87.227.136
uedpabjr.www.shu.com.    IN    A    215.115.212.77
wmnlyurv.www.shu.com.    IN    A    237.92.130.32
nujbcysw.www.shu.com.    IN    A    111.153.3.143
xjkfdhqn.www.shu.com.    IN    A    3.15.103.178
jlexdyrv.www.shu.com.    IN    A    61.240.115.53
uldbpvkm.www.shu.com.    IN    A    71.250.73.232
naxjgpwy.www.shu.com.    IN    A    160.98.229.192
rpaiwytf.www.shu.com.    IN    A    128.44.218.117
tsjydgkr.www.shu.com.    IN    A    167.82.46.50
dhrjonxa.www.shu.com.    IN    A    165.188.246.122
baldjyof.www.shu.com.    IN    A    60.29.123.80
wtrxvgam.www.shu.com.    IN    A    155.182.170.165
hqdspkur.www.shu.com.    IN    A    240.1.112.160
lyvipqfe.www.shu.com.    IN    A    153.6.203.106
kpxomsct.www.shu.com.    IN    A    23.59.165.19
lmutyqjr.www.shu.com.    IN    A    222.41.47.246
xauyfopm.www.shu.com.    IN    A    155.120.66.30
xcsaptfj.www.shu.com.    IN    A    59.181.40.201
sbgolxef.www.shu.com.    IN    A    171.239.73.238
cwgfjiku.www.shu.com.    IN    A    45.137.201.125
pjtanbsw.www.shu.com.    IN    A    29.10.23.252
plqcvboa.www.shu.com.    IN    A    26.96.33.251
udpnbisk.www.shu.com.    IN    A    136.49.125.12
ilqaygpd.www.shu.com.    IN    A    43.68.28.84
xjoemavs.www.shu.com.    IN    A    94.254.12.94
gjlatsnc.www.shu.com.    IN    A    117.43.184.245
xblmvosn.www.shu.com.    IN    A    161.134.199.192
ysimarnf.www.shu.com.    IN    A    173.12.211.192
ycpxefna.www.shu.com.    IN    A    177.164.22.163
umhyxbel.www.shu.com.    IN    A    91.223.242.241
ateomhjs.www.shu.com.    IN    A    120.6.163.120
pabskmgv.www.shu.com.    IN    A    246.115.239.51
ajhmceub.www.shu.com.    IN    A    153.170.94.174
atqiwyuk.www.shu.com.    IN    A    17.4.22.97
arukqwli.www.shu.com.    IN    A    191.127.237.116
lvwdkeax.www.shu.com.    IN    A    252.55.80.16
tdvcemwf.www.shu.com.    IN    A    242.243.132.98
faiktqwu.www.shu.com.    IN    A    191.19.121.238
tgorcpes.www.shu.com.    IN    A    40.249.254.3
shrgkqyb.www.shu.com.    IN    A    221.45.44.205
sbkhqydw.www.shu.com.    IN    A    40.194.122.118
utehprmv.www.shu.com.    IN    A    37.82.234.229
soivjwum.www.shu.com.    IN    A    10.10.148.16
hnukjmrq.www.shu.com.    IN    A    103.213.214.48
etfrobph.www.shu.com.    IN    A    99.4.195.192
xogfwstm.www.shu.com.    IN    A    222.18.210.9
jbwyquxn.www.shu.com.    IN    A    169.250.2.121
fqatdlhs.www.shu.com.    IN    A    252.130.149.73
tefbodmu.www.shu.com.    IN    A    97.214.66.0
adqritbm.www.shu.com.    IN    A    238.133.243.118
xtknfbsg.www.shu.com.    IN    A    189.193.131.65
ptvmakqy.www.shu.com.    IN    A    120.36.70.183
mydewngp.www.shu.com.    IN    A    185.137.13.102
ayqfnxvm.www.shu.com.    IN    A    249.226.102.239
iyvngfhp.www.shu.com.    IN    A    98.138.19.13
xhtrnbiy.www.shu.com.    IN    A    248.224.230.104
wmjtsxuh.www.shu.com.    IN    A    173.211.219.53
fxsvianp.www.shu.com.    IN    A    44.95.108.91
amvdnxot.www.shu.com.    IN    A    210.27.104.220
uwyvbnrj.www.shu.com.    IN    A    128.213.39.164
tsepfljq.www.shu.com.    IN    A    175.196.98.17
hlriswdf.www.shu.com.    IN    A    189.19.70.255
mnpbgcjt.www.shu.com.    IN    A    75.142.183.211
wkivlejh.www.shu.com.    IN    A    36.119.232.49
rauskjhg.www.shu.com.    IN    A    21.66.165.35
hmqpfslg.www.shu.com.    IN    A    171.186.121.157
couvxjat.www.shu.com.    IN    A    95.139.220.171
qkvexjhw.www.shu.com.    IN    A    248.5.186.10
gfepuakj.www.shu.com.    IN    A    243.200.254.86
braqfowx.www.shu.com.    IN    A    162.242.92.128
uygclfas.www.shu.com.    IN    A    203.181.251.159
jiovwxgt.www.shu.com.    IN    A    88.214.88.158
gwynmjbu.www.shu.com.    IN    A    92.156.34.51
bjkxedtq.www.shu.com.    IN    A    52.154.190.254
poewyxfj.www.shu.com.    IN    A    9.89.20.48
rkscweaq.www.shu.com.    IN    A    156.197.200.225
ibhqgtxd.www.shu.com.    IN    A    133.223.29.136
oulhmgin.www.shu.com.    IN    A    201.214.174.60
drpilqvg.www.shu.com.    IN    A    140.224.45.166
jcfbapqs.www.shu.com.    IN    A    194.184.128.245
lvybfrwm.www.shu.com.    IN    A    113.144.253.74
mxgnjcpe.www.shu.com.    IN    A    219.81.53.218
elyvpwas.www.shu.com.    IN    A    82.176.106.59
ebknwgpl.www.shu.com.    IN    A    61.163.88.247
sbrcaudk.www.shu.com.    IN    A    251.173.219.58
xiupdqef.www.shu.com.    IN    A    57.23.230.77
xgradhtm.www.shu.com.    IN    A    69.32.70.239
fuwsbhrk.www.shu.com.    IN    A    48.116.229.75
krponudl.www.shu.com.    IN    A    17.135.236.13
csuxbmdn.www.shu.com.    IN    A    88.99.118.142
mbrltijy.www.shu.com.    IN    A    216.22.7.87
biktnsph.www.shu.com.    IN    A    128.196.13.245
yoredsji.www.shu.com.    IN    A    138.125.34.203
vqfenjru.www.shu.com.    IN    A    170.82.213.140
cmqxnybo.www.shu.com.    IN    A    164.146.181.14
fptmjnxy.www.shu.com.    IN    A    17.234.10.124
rwlcuhxn.www.shu.com.    IN    A    140.202.43.90
gvrhtpku.www.shu.com.    IN    A    162.249.54.192
qoapwugb.www.shu.com.    IN    A    42.84.11.211
ensuhami.www.shu.com.    IN    A    42.214.75.251
muivxkfn.www.shu.com.    IN    A    201.51.112.70
leoaursi.www.shu.com.    IN    A    86.215.158.137
rniholdj.www.shu.com.    IN    A    236.27.11.129
mfnwackp.www.shu.com.    IN    A    108.70.37.2
jfrhotwb.www.shu.com.    IN    A    73.217.140.194
tjsucibm.www.shu.com.    IN    A    183.136.233.32
