math.pku.com.	14400	IN	SOA	ns1.math.pku.com. james.pku.edu. 19122302 14400 3600 2419200 14400
math.pku.com.		    IN	NS ns1.math.pku.com.
lnjmwtpu.math.pku.com.   IN    A    169.205.155.244
fhnegpas.math.pku.com.   IN    A    218.96.3.233
arnuglmq.math.pku.com.   IN    A    90.249.188.74
cvtyxqow.math.pku.com.   IN    A    234.171.48.190
xowlqbng.math.pku.com.   IN    A    95.114.171.219
gvpoaseh.math.pku.com.   IN    A    204.225.121.83
whjitqfe.math.pku.com.   IN    A    87.219.65.131
jmredbcy.math.pku.com.   IN    A    220.29.146.205
qyhondae.math.pku.com.   IN    A    204.84.50.6
bdtwancp.math.pku.com.   IN    A    230.31.157.222
xgvhsmuc.math.pku.com.   IN    A    160.91.38.106
bsmjftha.math.pku.com.   IN    A    18.50.178.123
jadrfyul.math.pku.com.   IN    A    33.1.108.49
jrmwnxch.math.pku.com.   IN    A    15.137.241.157
celaypdh.math.pku.com.   IN    A    28.240.159.193
fwhiksyu.math.pku.com.   IN    A    24.115.86.78
hklecgda.math.pku.com.   IN    A    125.95.66.111
idlhunrq.math.pku.com.   IN    A    74.245.68.153
wcjblpxy.math.pku.com.   IN    A    97.100.11.32
wayvnxqt.math.pku.com.   IN    A    182.106.198.141
yunkwtjx.math.pku.com.   IN    A    90.180.60.58
alpjbdfg.math.pku.com.   IN    A    112.153.248.59
ywnjbicm.math.pku.com.   IN    A    53.176.229.191
sauhxinf.math.pku.com.   IN    A    88.184.49.5
bphyuiro.math.pku.com.   IN    A    55.0.136.47
igwvauxd.math.pku.com.   IN    A    105.14.228.154
ieosubld.math.pku.com.   IN    A    208.182.57.205
rqwofaex.math.pku.com.   IN    A    20.190.218.231
pinvqxfl.math.pku.com.   IN    A    143.190.199.134
qcftsbjx.math.pku.com.   IN    A    134.150.151.241
ksyaevjl.math.pku.com.   IN    A    106.201.146.139
ojutiamf.math.pku.com.   IN    A    189.219.33.77
rtbaosiy.math.pku.com.   IN    A    142.131.239.179
mrhkesju.math.pku.com.   IN    A    110.125.158.222
hmebaxgo.math.pku.com.   IN    A    15.221.112.235
buohniep.math.pku.com.   IN    A    29.163.39.168
kvgxuyef.math.pku.com.   IN    A    109.145.204.182
qujrgife.math.pku.com.   IN    A    19.102.90.163
rkijmhnd.math.pku.com.   IN    A    237.224.52.102
ktbvlrgi.math.pku.com.   IN    A    51.231.40.19
smplbyrx.math.pku.com.   IN    A    40.164.39.231
vrdxhjym.math.pku.com.   IN    A    90.85.124.48
fynergpv.math.pku.com.   IN    A    91.135.128.0
eagpblid.math.pku.com.   IN    A    128.207.223.118
ntcomdey.math.pku.com.   IN    A    42.208.53.175
alhxfpmq.math.pku.com.   IN    A    121.47.244.25
kjbimyxt.math.pku.com.   IN    A    65.205.61.85
vnhyiksu.math.pku.com.   IN    A    137.247.13.24
mpdqtrvf.math.pku.com.   IN    A    75.102.10.167
pclteurm.math.pku.com.   IN    A    85.250.22.133
djibnrgt.math.pku.com.   IN    A    31.62.253.185
oxujtwrv.math.pku.com.   IN    A    208.43.129.4
fecukvpb.math.pku.com.   IN    A    58.15.252.208
yexdntac.math.pku.com.   IN    A    128.180.106.244
hukmleqf.math.pku.com.   IN    A    221.206.230.52
xhpeuavs.math.pku.com.   IN    A    108.155.32.81
puvtayds.math.pku.com.   IN    A    109.127.109.164
ypckvgfr.math.pku.com.   IN    A    241.215.51.158
ablkyhdm.math.pku.com.   IN    A    87.37.198.38
clbumtdk.math.pku.com.   IN    A    129.82.12.43
wxfsqjcg.math.pku.com.   IN    A    235.173.67.241
baikfmtj.math.pku.com.   IN    A    207.222.249.134
pubmhsjw.math.pku.com.   IN    A    198.178.38.158
ijsgltbn.math.pku.com.   IN    A    65.81.12.116
ylktmsdn.math.pku.com.   IN    A    156.241.185.197
tiwqsrdm.math.pku.com.   IN    A    155.192.141.91
latbprmc.math.pku.com.   IN    A    209.240.160.195
ukgpbhqm.math.pku.com.   IN    A    55.174.106.151
bcvpnexw.math.pku.com.   IN    A    53.61.67.7
raxfvqsh.math.pku.com.   IN    A    178.62.233.177
satpvnfd.math.pku.com.   IN    A    103.17.236.232
ontalwde.math.pku.com.   IN    A    104.119.14.237
aimqtluk.math.pku.com.   IN    A    3.5.18.2
ljspmkec.math.pku.com.   IN    A    162.75.249.103
uacmldes.math.pku.com.   IN    A    196.222.253.83
ijyhdmwu.math.pku.com.   IN    A    135.122.89.58
gjldofyi.math.pku.com.   IN    A    82.150.155.21
sloynxrq.math.pku.com.   IN    A    24.238.207.18
yuwkhipc.math.pku.com.   IN    A    44.97.131.150
rdbvjtes.math.pku.com.   IN    A    89.158.247.140
kevflhsw.math.pku.com.   IN    A    190.21.147.88
eublwpka.math.pku.com.   IN    A    189.83.43.82
daqxfhut.math.pku.com.   IN    A    214.222.218.76
jkypifxg.math.pku.com.   IN    A    150.41.233.181
gdukmaeq.math.pku.com.   IN    A    75.157.146.141
oeusbtvf.math.pku.com.   IN    A    4.208.97.101
vgauyhlm.math.pku.com.   IN    A    57.35.250.163
auvgbtpj.math.pku.com.   IN    A    20.13.214.134
rikpfhlt.math.pku.com.   IN    A    254.232.76.213
kuhqtixa.math.pku.com.   IN    A    227.32.160.238
wbfokusn.math.pku.com.   IN    A    0.136.213.206
tcxqwpgs.math.pku.com.   IN    A    86.220.107.90
vqcwpsxb.math.pku.com.   IN    A    145.7.74.146
hmqancit.math.pku.com.   IN    A    88.183.117.111
edtgakhs.math.pku.com.   IN    A    159.75.154.212
ylacswxp.math.pku.com.   IN    A    248.9.155.49
yelfwvco.math.pku.com.   IN    A    211.79.64.98
jaxowbqg.math.pku.com.   IN    A    212.177.63.213
juvwadqc.math.pku.com.   IN    A    105.5.59.243
plyutidq.math.pku.com.   IN    A    17.89.191.12
cdwfmpxr.math.pku.com.   IN    A    239.194.251.197
iahoxrep.math.pku.com.   IN    A    216.60.176.49
lqowneyh.math.pku.com.   IN    A    130.227.77.24
plhcsrfd.math.pku.com.   IN    A    44.1.172.74
mjcfqvht.math.pku.com.   IN    A    179.160.116.147
gdxibymr.math.pku.com.   IN    A    66.21.231.216
bfjgrsqn.math.pku.com.   IN    A    128.32.228.228
qtarxwnl.math.pku.com.   IN    A    117.7.4.205
quxcvkja.math.pku.com.   IN    A    83.74.203.34
yqvlpchd.math.pku.com.   IN    A    124.38.87.39
uardpjnl.math.pku.com.   IN    A    76.101.51.178
oykutvme.math.pku.com.   IN    A    66.168.134.179
jgmwidab.math.pku.com.   IN    A    181.113.118.255
lquojbdf.math.pku.com.   IN    A    135.237.145.87
fqctsigv.math.pku.com.   IN    A    73.34.157.11
coprlitq.math.pku.com.   IN    A    17.98.61.220
xcvigyjb.math.pku.com.   IN    A    50.148.56.65
fjbmotkl.math.pku.com.   IN    A    99.101.64.191
qhjyftwv.math.pku.com.   IN    A    154.23.99.130
magvjenx.math.pku.com.   IN    A    162.187.63.34
xkcpyinb.math.pku.com.   IN    A    157.13.20.51
xalejnqt.math.pku.com.   IN    A    79.48.107.116
ugpqtcsi.math.pku.com.   IN    A    28.16.182.79
kqrclhdw.math.pku.com.   IN    A    36.137.160.72
xjeruqmd.math.pku.com.   IN    A    156.177.101.154
ageokvur.math.pku.com.   IN    A    243.104.74.105
jhsxkwiv.math.pku.com.   IN    A    47.149.151.131
qouxgwip.math.pku.com.   IN    A    54.219.253.239
mcxpsiel.math.pku.com.   IN    A    22.51.148.32
nwqlxcfr.math.pku.com.   IN    A    221.7.124.97
fdcalsmb.math.pku.com.   IN    A    31.240.10.28
wklmjhye.math.pku.com.   IN    A    58.37.27.232
bfalsvdp.math.pku.com.   IN    A    252.135.151.124
ekmtjixs.math.pku.com.   IN    A    36.34.158.0
cwfqplio.math.pku.com.   IN    A    98.164.15.27
upeafbwx.math.pku.com.   IN    A    242.234.189.65
sjiugtoe.math.pku.com.   IN    A    151.145.121.175
ltvubcwi.math.pku.com.   IN    A    241.202.15.169
gephfoak.math.pku.com.   IN    A    245.101.191.123
pornjgfl.math.pku.com.   IN    A    82.206.71.33
pbuvgrih.math.pku.com.   IN    A    243.116.11.204
qyosdijc.math.pku.com.   IN    A    140.35.213.166
ytncxlmw.math.pku.com.   IN    A    218.85.114.90
pgrsniha.math.pku.com.   IN    A    39.148.210.243
tyneipdg.math.pku.com.   IN    A    178.152.242.248
flcwrpdn.math.pku.com.   IN    A    183.93.42.160
vahiexkt.math.pku.com.   IN    A    58.173.135.141
hrwqanli.math.pku.com.   IN    A    49.188.166.20
axedswcj.math.pku.com.   IN    A    19.65.253.191
vjhentis.math.pku.com.   IN    A    239.47.212.254
itmvlwan.math.pku.com.   IN    A    31.204.160.198
xamdnoik.math.pku.com.   IN    A    244.15.239.243
iwtplbsn.math.pku.com.   IN    A    82.220.39.161
odwemrqk.math.pku.com.   IN    A    155.12.118.131
xesodvuy.math.pku.com.   IN    A    47.123.81.13
becjlmro.math.pku.com.   IN    A    5.14.228.130
lrdicskh.math.pku.com.   IN    A    127.223.104.16
qnfwjktm.math.pku.com.   IN    A    58.242.168.162
skjoxmht.math.pku.com.   IN    A    153.59.159.120
eclqsfuv.math.pku.com.   IN    A    73.142.220.220
wyvluphr.math.pku.com.   IN    A    185.191.45.121
jodsynqe.math.pku.com.   IN    A    20.30.65.193
trfduygi.math.pku.com.   IN    A    143.98.152.244
rusacybo.math.pku.com.   IN    A    125.195.245.90
yitnowpc.math.pku.com.   IN    A    176.81.169.79
mbruwhoy.math.pku.com.   IN    A    214.191.160.239
qshyetnl.math.pku.com.   IN    A    96.90.225.193
akeouwrg.math.pku.com.   IN    A    3.102.31.216
drcsuejl.math.pku.com.   IN    A    17.90.230.150
eisygakw.math.pku.com.   IN    A    165.32.26.76
cknvtwex.math.pku.com.   IN    A    173.150.193.177
nwdsikoa.math.pku.com.   IN    A    230.152.161.241
hltaixru.math.pku.com.   IN    A    203.89.97.1
rlchokpm.math.pku.com.   IN    A    137.55.249.18
jduntqvx.math.pku.com.   IN    A    121.12.223.95
pyxrliho.math.pku.com.   IN    A    185.164.235.212
bhapfutv.math.pku.com.   IN    A    141.166.159.226
rixeadnl.math.pku.com.   IN    A    8.151.206.143
beyfpait.math.pku.com.   IN    A    95.155.68.51
osbuatrj.math.pku.com.   IN    A    186.255.140.65
cwthlyrf.math.pku.com.   IN    A    199.213.151.5
bfivxnhl.math.pku.com.   IN    A    183.35.184.67
rmyqoitc.math.pku.com.   IN    A    191.157.156.217
nmfbyxkj.math.pku.com.   IN    A    131.10.214.61
ukbaxsev.math.pku.com.   IN    A    95.243.199.84
vkadpmxy.math.pku.com.   IN    A    80.157.109.79
pyfncaeq.math.pku.com.   IN    A    122.213.33.198
oxnqcbwg.math.pku.com.   IN    A    33.208.124.152
emlgivxd.math.pku.com.   IN    A    115.197.76.46
sxnbeljh.math.pku.com.   IN    A    220.197.116.203
jrfaiwps.math.pku.com.   IN    A    84.40.92.219
ceoypiqk.math.pku.com.   IN    A    227.222.29.41
mhlvnwra.math.pku.com.   IN    A    135.80.149.84
ifwyhcpd.math.pku.com.   IN    A    26.21.48.26
dkqsnweu.math.pku.com.   IN    A    41.74.211.93
vpriydlo.math.pku.com.   IN    A    31.206.199.73
jtbhqewx.math.pku.com.   IN    A    215.246.38.11
lybneurj.math.pku.com.   IN    A    195.194.208.78
gcafhotk.math.pku.com.   IN    A    138.183.211.7
himyndvl.math.pku.com.   IN    A    245.113.37.195
sakxjimf.math.pku.com.   IN    A    85.64.51.145
melbgsih.math.pku.com.   IN    A    11.180.199.20
wmyvxcfa.math.pku.com.   IN    A    51.245.117.254
elcqvkdi.math.pku.com.   IN    A    39.247.170.138
nbamfjyq.math.pku.com.   IN    A    15.188.197.52
fdwgrjvl.math.pku.com.   IN    A    85.248.164.135
rphxwejv.math.pku.com.   IN    A    154.141.12.150
ebcimqgk.math.pku.com.   IN    A    133.170.202.6
wplcdvft.math.pku.com.   IN    A    255.83.178.157
stgjukob.math.pku.com.   IN    A    203.92.140.82
dmgcjqxs.math.pku.com.   IN    A    35.169.191.11
cumwyjfl.math.pku.com.   IN    A    83.139.241.219
vbogmpwt.math.pku.com.   IN    A    87.26.120.8
tbvkjgem.math.pku.com.   IN    A    37.234.104.173
cbkdthyn.math.pku.com.   IN    A    118.18.148.142
gktrcepx.math.pku.com.   IN    A    94.192.45.59
otqgdrkx.math.pku.com.   IN    A    253.231.126.198
ndkrgphf.math.pku.com.   IN    A    253.162.59.29
qojurftd.math.pku.com.   IN    A    14.243.117.109
alyicqpu.math.pku.com.   IN    A    141.152.250.241
lyocafpg.math.pku.com.   IN    A    24.111.150.30
ljtfipve.math.pku.com.   IN    A    34.21.217.247
eyqxhmvr.math.pku.com.   IN    A    111.237.246.35
blngtdyf.math.pku.com.   IN    A    98.50.138.25
dlxteusq.math.pku.com.   IN    A    26.189.180.99
aebgodjh.math.pku.com.   IN    A    185.38.182.224
bluodvkw.math.pku.com.   IN    A    215.39.195.239
uvisjtme.math.pku.com.   IN    A    43.254.95.202
bvarnymh.math.pku.com.   IN    A    119.128.78.190
vnukadsb.math.pku.com.   IN    A    5.28.128.226
cfbuswml.math.pku.com.   IN    A    106.231.132.83
rboanhkd.math.pku.com.   IN    A    68.215.38.236
lroixshe.math.pku.com.   IN    A    184.158.187.135
ysvqmaxr.math.pku.com.   IN    A    239.88.100.51
ijhbyngf.math.pku.com.   IN    A    111.86.160.43
irkwlyoq.math.pku.com.   IN    A    199.133.184.183
nivdwfpk.math.pku.com.   IN    A    179.230.89.126
dbalqwno.math.pku.com.   IN    A    123.63.231.156
hdupweyv.math.pku.com.   IN    A    28.238.46.156
mevyuxlk.math.pku.com.   IN    A    208.61.129.151
fmyvatxi.math.pku.com.   IN    A    116.55.129.86
tuexkimc.math.pku.com.   IN    A    28.242.217.119
kvchfojt.math.pku.com.   IN    A    98.191.183.170
ireautbl.math.pku.com.   IN    A    171.210.65.16
imvfldat.math.pku.com.   IN    A    120.2.174.87
soidmqvw.math.pku.com.   IN    A    239.8.107.152
fgnmavht.math.pku.com.   IN    A    151.207.7.192
ongkusva.math.pku.com.   IN    A    160.141.1.186
leiojqpv.math.pku.com.   IN    A    218.168.250.177
unhdbqfy.math.pku.com.   IN    A    162.55.201.201
uitboewv.math.pku.com.   IN    A    248.205.202.10
mejdgkrs.math.pku.com.   IN    A    156.223.27.58
aksgwepr.math.pku.com.   IN    A    170.111.91.144
gnxwtobk.math.pku.com.   IN    A    66.159.16.175
flgxsrwo.math.pku.com.   IN    A    157.22.243.30
nkuqvlrx.math.pku.com.   IN    A    139.157.84.92
qrfovksw.math.pku.com.   IN    A    208.87.146.115
ulxenosq.math.pku.com.   IN    A    220.223.75.180
mypajngu.math.pku.com.   IN    A    73.78.87.72
slvthequ.math.pku.com.   IN    A    76.63.42.241
eikynjtf.math.pku.com.   IN    A    14.51.147.75
tvempows.math.pku.com.   IN    A    218.14.128.30
odrishnu.math.pku.com.   IN    A    33.3.251.57
ndswiveq.math.pku.com.   IN    A    189.43.111.245
hauwvkmb.math.pku.com.   IN    A    6.116.85.2
caowiryl.math.pku.com.   IN    A    132.97.216.53
xukwgqof.math.pku.com.   IN    A    103.27.123.143
qxlprhbk.math.pku.com.   IN    A    86.207.189.144
sdygeqbh.math.pku.com.   IN    A    56.143.223.146
gjipnktb.math.pku.com.   IN    A    249.73.168.31
rtudopnx.math.pku.com.   IN    A    34.77.0.102
ivwrhpfm.math.pku.com.   IN    A    1.255.139.65
dipjywst.math.pku.com.   IN    A    235.30.68.108
ivmywqxp.math.pku.com.   IN    A    96.136.177.62
rxgutakh.math.pku.com.   IN    A    107.136.213.39
fjblocsg.math.pku.com.   IN    A    248.238.0.63
lacpigdt.math.pku.com.   IN    A    157.204.219.168
vwbyjkag.math.pku.com.   IN    A    6.133.8.148
dcnujmeg.math.pku.com.   IN    A    94.67.247.26
mdstrypa.math.pku.com.   IN    A    181.161.127.92
fiuvoadt.math.pku.com.   IN    A    246.105.168.10
ayobsrpc.math.pku.com.   IN    A    59.9.173.65
iwdafqjm.math.pku.com.   IN    A    74.173.97.54
gjpobwfe.math.pku.com.   IN    A    206.230.226.162
oerhymjp.math.pku.com.   IN    A    208.89.231.211
ehuladmn.math.pku.com.   IN    A    226.45.203.195
yrhljeif.math.pku.com.   IN    A    8.89.9.76
wdksnjyu.math.pku.com.   IN    A    127.27.75.221
texbgopc.math.pku.com.   IN    A    39.167.197.98
dohekijr.math.pku.com.   IN    A    227.37.42.164
pfkxndes.math.pku.com.   IN    A    47.241.107.73
vrtylujq.math.pku.com.   IN    A    212.212.185.57
oifyblen.math.pku.com.   IN    A    210.124.72.48
xodgyfvk.math.pku.com.   IN    A    253.178.112.228
uclytxqd.math.pku.com.   IN    A    37.112.206.204
fbgxevwm.math.pku.com.   IN    A    106.73.160.213
lgatinde.math.pku.com.   IN    A    224.249.216.255
xqjfodba.math.pku.com.   IN    A    216.66.77.40
ufstwmad.math.pku.com.   IN    A    239.22.25.196
avcqkdjs.math.pku.com.   IN    A    174.125.138.254
ygumlfxh.math.pku.com.   IN    A    216.166.36.4
skxqmgld.math.pku.com.   IN    A    55.240.172.179
koisjmvq.math.pku.com.   IN    A    138.191.70.3
dojvltma.math.pku.com.   IN    A    66.185.129.226
pcxtqaub.math.pku.com.   IN    A    158.140.115.95
wxlpmecb.math.pku.com.   IN    A    187.207.38.164
hlnxgtdb.math.pku.com.   IN    A    10.86.168.237
tqflbrou.math.pku.com.   IN    A    83.56.43.170
ovlxmfsk.math.pku.com.   IN    A    24.215.227.51
uswlxdcr.math.pku.com.   IN    A    198.250.39.183
wgrkelyi.math.pku.com.   IN    A    55.150.211.243
yuopwxiq.math.pku.com.   IN    A    91.80.126.120
icwfgblr.math.pku.com.   IN    A    93.24.36.85
qghuelnm.math.pku.com.   IN    A    39.34.186.227
rljqvofx.math.pku.com.   IN    A    137.95.77.141
fkutlnoi.math.pku.com.   IN    A    149.153.198.204
vstofbqp.math.pku.com.   IN    A    214.202.83.46
rmqwgnfj.math.pku.com.   IN    A    194.182.66.59
mjlotpdw.math.pku.com.   IN    A    176.202.64.188
ulxkrwvf.math.pku.com.   IN    A    100.139.119.170
hleuknvj.math.pku.com.   IN    A    44.183.235.147
qrmiulvb.math.pku.com.   IN    A    241.90.64.55
cyiprumv.math.pku.com.   IN    A    80.98.19.239
glrjvnux.math.pku.com.   IN    A    212.144.220.209
vcrexywn.math.pku.com.   IN    A    130.22.190.119
hebdyqom.math.pku.com.   IN    A    58.121.6.84
urtkfcny.math.pku.com.   IN    A    62.229.171.174
howyljpr.math.pku.com.   IN    A    36.200.33.197
qsngrfji.math.pku.com.   IN    A    78.220.153.108
rwhuspki.math.pku.com.   IN    A    215.77.61.95
gswxiuoj.math.pku.com.   IN    A    36.99.157.183
evfadxub.math.pku.com.   IN    A    23.15.104.155
qcvnryam.math.pku.com.   IN    A    4.175.107.57
kfsveril.math.pku.com.   IN    A    254.221.65.17
pbuhdqcf.math.pku.com.   IN    A    92.208.26.33
ypucmjib.math.pku.com.   IN    A    234.167.48.155
nwhyqard.math.pku.com.   IN    A    187.202.237.141
bqxacmtw.math.pku.com.   IN    A    10.104.163.66
pxktbmhr.math.pku.com.   IN    A    225.13.136.177
ipydvmbf.math.pku.com.   IN    A    120.208.80.54
oshykrui.math.pku.com.   IN    A    165.139.66.189
cfxmiael.math.pku.com.   IN    A    119.6.18.205
pdtjoexr.math.pku.com.   IN    A    245.240.129.69
fbyhonxt.math.pku.com.   IN    A    3.124.185.74
rcwpdvsm.math.pku.com.   IN    A    103.28.154.80
rlsfidgj.math.pku.com.   IN    A    151.245.32.57
aikudsqo.math.pku.com.   IN    A    194.41.242.170
ntybcjwf.math.pku.com.   IN    A    165.205.246.218
nxjpmbgk.math.pku.com.   IN    A    164.129.214.203
hbswjouc.math.pku.com.   IN    A    63.20.31.9
cpbyxwdg.math.pku.com.   IN    A    39.54.25.140
fuwsbcvl.math.pku.com.   IN    A    182.1.155.3
mxtapnyk.math.pku.com.   IN    A    117.28.79.186
nkcebhym.math.pku.com.   IN    A    243.105.241.205
sfkquigr.math.pku.com.   IN    A    24.116.247.175
bfkdpjgr.math.pku.com.   IN    A    65.151.182.54
frkulsbd.math.pku.com.   IN    A    2.33.115.141
rqinokcm.math.pku.com.   IN    A    144.12.142.226
jpoghnud.math.pku.com.   IN    A    229.115.248.106
fvryiaep.math.pku.com.   IN    A    221.28.64.102
gtlnurdx.math.pku.com.   IN    A    130.157.102.96
ayxbquwo.math.pku.com.   IN    A    200.124.67.210
ulycaqkr.math.pku.com.   IN    A    128.176.122.120
srekmuhn.math.pku.com.   IN    A    92.21.7.140
upncaebx.math.pku.com.   IN    A    93.247.240.219
yntgbcsi.math.pku.com.   IN    A    121.48.87.155
idexcbqk.math.pku.com.   IN    A    189.210.49.103
werlisgt.math.pku.com.   IN    A    169.117.218.121
mfeohxdj.math.pku.com.   IN    A    28.248.42.235
qbgylpec.math.pku.com.   IN    A    69.175.177.45
maosviyt.math.pku.com.   IN    A    118.116.133.200
koqfvndw.math.pku.com.   IN    A    95.48.52.31
guasnhrq.math.pku.com.   IN    A    119.171.206.90
iermktax.math.pku.com.   IN    A    217.108.31.243
ubrslovg.math.pku.com.   IN    A    79.215.228.14
saklwofc.math.pku.com.   IN    A    157.34.96.127
cyntleaf.math.pku.com.   IN    A    116.133.217.228
djotpquy.math.pku.com.   IN    A    45.223.11.166
rklcoysv.math.pku.com.   IN    A    22.77.59.116
hwlerxjq.math.pku.com.   IN    A    140.71.249.48
egtuqvsn.math.pku.com.   IN    A    180.251.128.102
pblmdvfs.math.pku.com.   IN    A    179.249.16.243
dkbwmhax.math.pku.com.   IN    A    3.202.124.184
uomsratj.math.pku.com.   IN    A    221.122.142.52
btqkjany.math.pku.com.   IN    A    116.54.230.74
jywtnuqp.math.pku.com.   IN    A    230.119.111.61
pdlcfhes.math.pku.com.   IN    A    62.162.159.219
ynxvqumg.math.pku.com.   IN    A    204.177.56.209
barydxhc.math.pku.com.   IN    A    209.199.80.57
oqmcsnkb.math.pku.com.   IN    A    37.184.10.243
nrbijova.math.pku.com.   IN    A    148.63.80.125
cfwpbgjx.math.pku.com.   IN    A    218.243.214.252
ycjtgwlk.math.pku.com.   IN    A    100.203.61.173
cxlnqrth.math.pku.com.   IN    A    172.250.61.63
osdeuxmg.math.pku.com.   IN    A    65.194.201.251
htgoepkx.math.pku.com.   IN    A    236.82.173.213
mlwabjgr.math.pku.com.   IN    A    245.205.80.156
qsrbgwnj.math.pku.com.   IN    A    132.255.113.254
rnsfomgb.math.pku.com.   IN    A    212.173.174.141
kdlftmar.math.pku.com.   IN    A    81.252.69.239
svhjomfr.math.pku.com.   IN    A    13.201.126.253
hsmagxkv.math.pku.com.   IN    A    153.93.58.50
yrchonxp.math.pku.com.   IN    A    131.101.39.129
epixvsjc.math.pku.com.   IN    A    49.190.154.99
bxcaieqm.math.pku.com.   IN    A    2.157.95.250
cqlgekob.math.pku.com.   IN    A    96.201.40.192
eimlnctk.math.pku.com.   IN    A    135.195.193.202
