www.cqu.com. 	14400	IN	SOA	ns1.www.cqu.com. james.cqu.edu. 19122302 14400 3600 2419200 14400
www.cqu.com.		    IN	NS ns1.www.cqu.com.
btelphcu.www.cqu.com.    IN    A    43.50.149.248
xfnwperh.www.cqu.com.    IN    A    129.152.103.139
sncbqxgl.www.cqu.com.    IN    A    245.157.135.114
fnbjkxtm.www.cqu.com.    IN    A    186.106.12.117
rtgvulnf.www.cqu.com.    IN    A    172.150.29.38
sbdcjyqn.www.cqu.com.    IN    A    199.121.39.140
pavfdjbm.www.cqu.com.    IN    A    101.198.53.77
wrbjaxnd.www.cqu.com.    IN    A    131.91.45.141
dfxyqghe.www.cqu.com.    IN    A    121.164.132.234
qyjxicpm.www.cqu.com.    IN    A    191.18.169.96
blgnsyat.www.cqu.com.    IN    A    32.118.11.87
uwqgfesa.www.cqu.com.    IN    A    161.177.7.50
nhjgfdop.www.cqu.com.    IN    A    101.153.143.247
wjdahkpy.www.cqu.com.    IN    A    59.140.111.220
furtbxih.www.cqu.com.    IN    A    213.58.102.218
vtligkxu.www.cqu.com.    IN    A    206.209.206.205
bucidkhx.www.cqu.com.    IN    A    64.39.249.109
hsoymtif.www.cqu.com.    IN    A    41.114.105.130
albiruyk.www.cqu.com.    IN    A    194.12.41.152
rweysbli.www.cqu.com.    IN    A    21.36.65.82
snbelaqi.www.cqu.com.    IN    A    37.138.15.64
bprvwoqf.www.cqu.com.    IN    A    124.121.241.158
xjkhndmw.www.cqu.com.    IN    A    253.188.117.75
pgefnqlu.www.cqu.com.    IN    A    219.36.246.169
txlwpcdb.www.cqu.com.    IN    A    70.226.11.50
etpuibfv.www.cqu.com.    IN    A    17.158.206.92
adlnufkh.www.cqu.com.    IN    A    116.28.71.75
uofacikh.www.cqu.com.    IN    A    108.78.98.202
ekwyguri.www.cqu.com.    IN    A    84.205.132.76
bnxgckvs.www.cqu.com.    IN    A    246.7.204.192
niwpyvmh.www.cqu.com.    IN    A    150.233.0.222
hsgadeqb.www.cqu.com.    IN    A    27.0.231.114
viylndhr.www.cqu.com.    IN    A    111.195.148.151
hyilfqmk.www.cqu.com.    IN    A    222.222.123.55
ewotpxfu.www.cqu.com.    IN    A    242.205.245.172
sgdqmkce.www.cqu.com.    IN    A    4.100.172.191
mqiwcxhy.www.cqu.com.    IN    A    212.111.58.254
rmchtwga.www.cqu.com.    IN    A    178.194.184.139
amtyvejh.www.cqu.com.    IN    A    223.31.33.35
pjqhloui.www.cqu.com.    IN    A    76.109.95.192
nkragufd.www.cqu.com.    IN    A    216.13.220.65
esmjorxd.www.cqu.com.    IN    A    31.23.60.212
yhbfndue.www.cqu.com.    IN    A    218.197.110.85
darhwbqf.www.cqu.com.    IN    A    230.13.171.30
vkesfynl.www.cqu.com.    IN    A    7.173.164.3
ahdopxqj.www.cqu.com.    IN    A    140.190.212.77
iqejrlao.www.cqu.com.    IN    A    64.24.59.46
gypvosai.www.cqu.com.    IN    A    195.232.67.140
veogwjyt.www.cqu.com.    IN    A    245.107.235.130
axkhdpub.www.cqu.com.    IN    A    41.53.114.214
pfyolkvs.www.cqu.com.    IN    A    134.54.27.166
lxwauemn.www.cqu.com.    IN    A    210.196.159.122
ftxwumkp.www.cqu.com.    IN    A    179.65.157.225
hedlgmkj.www.cqu.com.    IN    A    184.111.117.104
uftolidq.www.cqu.com.    IN    A    183.159.112.32
snywrmph.www.cqu.com.    IN    A    242.78.168.224
ctsynerg.www.cqu.com.    IN    A    201.71.122.140
fcosvxim.www.cqu.com.    IN    A    135.93.47.210
wivgsjop.www.cqu.com.    IN    A    40.235.86.69
frlqodsh.www.cqu.com.    IN    A    45.147.109.76
eoscqvlb.www.cqu.com.    IN    A    32.65.124.216
qbwkijph.www.cqu.com.    IN    A    188.169.165.216
otakmgiq.www.cqu.com.    IN    A    237.127.100.173
ktawvfob.www.cqu.com.    IN    A    255.90.17.8
wmdgeskn.www.cqu.com.    IN    A    180.184.126.81
lsuckpyf.www.cqu.com.    IN    A    116.185.60.5
fdvxbwkg.www.cqu.com.    IN    A    237.86.253.173
kjriwyqm.www.cqu.com.    IN    A    169.7.22.73
ucbsopwa.www.cqu.com.    IN    A    134.116.239.90
sofbluig.www.cqu.com.    IN    A    88.163.92.196
dbyltquj.www.cqu.com.    IN    A    194.30.98.167
bvduxcij.www.cqu.com.    IN    A    158.86.51.90
ltcouprf.www.cqu.com.    IN    A    51.156.104.3
aqgxteol.www.cqu.com.    IN    A    10.85.190.76
rnoliwfa.www.cqu.com.    IN    A    27.126.100.166
sgphonxe.www.cqu.com.    IN    A    26.164.199.158
laeqdubs.www.cqu.com.    IN    A    159.164.185.205
mcnkdjst.www.cqu.com.    IN    A    200.81.178.132
hqupgock.www.cqu.com.    IN    A    108.90.34.98
lvjwismt.www.cqu.com.    IN    A    103.4.227.52
vcrhibfq.www.cqu.com.    IN    A    233.250.170.134
kuayxhds.www.cqu.com.    IN    A    251.154.249.125
otnacdgk.www.cqu.com.    IN    A    198.248.89.211
eaxcuswj.www.cqu.com.    IN    A    243.200.21.145
rkhjnypf.www.cqu.com.    IN    A    185.252.142.169
bindyega.www.cqu.com.    IN    A    255.122.87.137
uasykqwn.www.cqu.com.    IN    A    4.198.160.212
ajbqnftd.www.cqu.com.    IN    A    219.88.159.64
wapqcvmg.www.cqu.com.    IN    A    65.206.109.115
hyqojing.www.cqu.com.    IN    A    102.121.128.127
ivysfhcr.www.cqu.com.    IN    A    50.184.137.116
obpgjfyr.www.cqu.com.    IN    A    67.195.234.13
bwjqrlyd.www.cqu.com.    IN    A    96.73.138.237
gikqynbo.www.cqu.com.    IN    A    5.239.30.41
kcojprtq.www.cqu.com.    IN    A    95.49.60.154
vaxghekf.www.cqu.com.    IN    A    86.209.17.217
hsajeimk.www.cqu.com.    IN    A    145.196.127.44
tsljxhbe.www.cqu.com.    IN    A    113.141.121.3
ylqetbmh.www.cqu.com.    IN    A    172.2.240.173
vewajsqp.www.cqu.com.    IN    A    110.0.32.112
aojxwlum.www.cqu.com.    IN    A    56.1.184.212
sjtfmhqn.www.cqu.com.    IN    A    163.180.158.38
sgihnbvj.www.cqu.com.    IN    A    160.129.150.201
etonvjxc.www.cqu.com.    IN    A    153.37.47.69
brofsvwu.www.cqu.com.    IN    A    157.216.170.183
oebpwguv.www.cqu.com.    IN    A    243.238.4.243
bcqtrvjm.www.cqu.com.    IN    A    193.95.89.160
uvydielh.www.cqu.com.    IN    A    222.152.124.147
avugjnlb.www.cqu.com.    IN    A    97.221.92.227
bxmctsgd.www.cqu.com.    IN    A    18.135.144.61
edvnhwro.www.cqu.com.    IN    A    16.138.174.171
vqalormn.www.cqu.com.    IN    A    240.118.121.205
ojncwugm.www.cqu.com.    IN    A    253.180.124.109
yrptwxae.www.cqu.com.    IN    A    53.221.1.111
wcptdmhq.www.cqu.com.    IN    A    225.87.90.196
ojumbync.www.cqu.com.    IN    A    193.26.90.70
jdlpvkao.www.cqu.com.    IN    A    79.51.62.199
wvouaxcq.www.cqu.com.    IN    A    249.136.126.70
duovwgln.www.cqu.com.    IN    A    2.156.36.77
qrgstmil.www.cqu.com.    IN    A    235.172.155.201
mlvkwnjo.www.cqu.com.    IN    A    28.128.145.234
ilmfyngu.www.cqu.com.    IN    A    170.14.224.240
vxbajwgi.www.cqu.com.    IN    A    113.135.84.119
pfxewamr.www.cqu.com.    IN    A    239.121.65.228
nuajefox.www.cqu.com.    IN    A    60.83.21.134
vgtxbcka.www.cqu.com.    IN    A    201.236.174.118
yirvwlqm.www.cqu.com.    IN    A    218.131.1.217
qbnlwdai.www.cqu.com.    IN    A    161.138.189.215
nqrlcxkf.www.cqu.com.    IN    A    173.175.77.92
saibgkml.www.cqu.com.    IN    A    184.46.165.14
mwqynkxf.www.cqu.com.    IN    A    140.149.170.62
tfgrbohs.www.cqu.com.    IN    A    15.145.67.254
emjwlbyi.www.cqu.com.    IN    A    109.2.139.201
ajtgmvph.www.cqu.com.    IN    A    230.214.3.159
pqkdouex.www.cqu.com.    IN    A    134.114.146.199
ikubyctx.www.cqu.com.    IN    A    96.237.108.47
gojymrkw.www.cqu.com.    IN    A    12.237.178.184
kulntmex.www.cqu.com.    IN    A    105.87.176.195
wajgqbih.www.cqu.com.    IN    A    109.70.3.157
druylgse.www.cqu.com.    IN    A    164.89.24.241
kdowctsq.www.cqu.com.    IN    A    46.102.91.99
dqjshbaf.www.cqu.com.    IN    A    161.102.162.196
ndecpbuq.www.cqu.com.    IN    A    16.45.111.245
hitxnkfj.www.cqu.com.    IN    A    132.141.5.136
nwjporam.www.cqu.com.    IN    A    3.184.103.48
jhxbykda.www.cqu.com.    IN    A    209.12.76.79
luwasvib.www.cqu.com.    IN    A    1.197.116.22
lgypqedr.www.cqu.com.    IN    A    128.119.49.115
irncmvjp.www.cqu.com.    IN    A    200.77.126.88
mtedrqfx.www.cqu.com.    IN    A    212.239.244.18
gnpatbwq.www.cqu.com.    IN    A    255.117.222.161
klwrnxuj.www.cqu.com.    IN    A    225.227.234.235
raklsotm.www.cqu.com.    IN    A    251.196.7.207
rgyvxosl.www.cqu.com.    IN    A    5.122.166.19
mgrxdltn.www.cqu.com.    IN    A    175.231.168.226
qjmxetgc.www.cqu.com.    IN    A    251.41.106.162
hibjepyu.www.cqu.com.    IN    A    166.5.72.93
xmdfjhyr.www.cqu.com.    IN    A    226.130.25.74
jobcavry.www.cqu.com.    IN    A    0.41.161.223
mfljisdg.www.cqu.com.    IN    A    89.70.53.232
hngwstva.www.cqu.com.    IN    A    173.177.31.36
dakoqhcu.www.cqu.com.    IN    A    64.63.245.132
lwdighmx.www.cqu.com.    IN    A    143.25.174.20
tfwkclid.www.cqu.com.    IN    A    247.53.67.117
irulbgwx.www.cqu.com.    IN    A    64.252.201.172
ugntolmy.www.cqu.com.    IN    A    174.194.155.157
lsxtnkua.www.cqu.com.    IN    A    59.164.42.22
cjdqlvie.www.cqu.com.    IN    A    219.224.36.20
spwmjdyf.www.cqu.com.    IN    A    17.112.60.136
agnyplcb.www.cqu.com.    IN    A    62.249.62.36
ysctjaho.www.cqu.com.    IN    A    112.36.94.90
qkxovnhw.www.cqu.com.    IN    A    124.216.37.212
xwdhjmgc.www.cqu.com.    IN    A    238.35.200.174
xtpjiqlg.www.cqu.com.    IN    A    212.211.209.72
cuwqglbh.www.cqu.com.    IN    A    72.103.83.10
agtdyfir.www.cqu.com.    IN    A    39.211.14.31
vfosanme.www.cqu.com.    IN    A    129.133.241.67
miwxsdlb.www.cqu.com.    IN    A    124.1.138.149
oxqdjmgf.www.cqu.com.    IN    A    239.118.231.231
xctgvyol.www.cqu.com.    IN    A    110.27.125.147
xqygetji.www.cqu.com.    IN    A    137.14.183.247
guehdwmn.www.cqu.com.    IN    A    14.20.127.89
ybkanoxc.www.cqu.com.    IN    A    136.194.204.8
ludnyikh.www.cqu.com.    IN    A    208.97.140.217
ajwklsbh.www.cqu.com.    IN    A    200.59.24.91
txymokcu.www.cqu.com.    IN    A    88.159.99.158
lwrheusg.www.cqu.com.    IN    A    232.170.111.110
rpgvlmet.www.cqu.com.    IN    A    80.213.222.26
jsdeytvi.www.cqu.com.    IN    A    246.157.230.114
ambjnxgy.www.cqu.com.    IN    A    168.126.243.226
chwkquoy.www.cqu.com.    IN    A    213.161.11.92
jwpktysh.www.cqu.com.    IN    A    81.66.119.203
ipnwecao.www.cqu.com.    IN    A    114.233.117.46
xhqoelsr.www.cqu.com.    IN    A    196.162.243.243
ckhabolw.www.cqu.com.    IN    A    128.223.56.30
jcsdhayg.www.cqu.com.    IN    A    12.173.33.63
xuqvksgi.www.cqu.com.    IN    A    249.87.158.255
aepyvfok.www.cqu.com.    IN    A    230.82.244.161
bwpksgxd.www.cqu.com.    IN    A    252.6.217.162
cvewykbg.www.cqu.com.    IN    A    139.150.245.107
dpogyatn.www.cqu.com.    IN    A    227.244.157.116
tuxmohay.www.cqu.com.    IN    A    221.150.240.151
ytsmhjub.www.cqu.com.    IN    A    37.110.42.255
afogtbcq.www.cqu.com.    IN    A    69.190.140.165
ckpvoina.www.cqu.com.    IN    A    138.105.194.237
qduylepn.www.cqu.com.    IN    A    154.22.44.67
mhrpvikb.www.cqu.com.    IN    A    17.15.44.250
dfwiupge.www.cqu.com.    IN    A    17.203.93.118
evsjpnmi.www.cqu.com.    IN    A    23.58.165.101
echitmux.www.cqu.com.    IN    A    147.37.135.201
wdmskual.www.cqu.com.    IN    A    219.143.34.102
tdgcxqkl.www.cqu.com.    IN    A    104.2.20.145
ckgeqind.www.cqu.com.    IN    A    117.226.129.197
jxodgvbr.www.cqu.com.    IN    A    96.167.242.208
flvngyid.www.cqu.com.    IN    A    167.137.101.253
livhpwsj.www.cqu.com.    IN    A    18.50.12.8
rsemdiqh.www.cqu.com.    IN    A    254.21.234.126
nemqcaku.www.cqu.com.    IN    A    7.69.42.51
mihxkqal.www.cqu.com.    IN    A    179.143.116.130
quhbfcki.www.cqu.com.    IN    A    43.79.64.175
kfahplxs.www.cqu.com.    IN    A    63.176.107.195
myaovbud.www.cqu.com.    IN    A    184.139.29.114
orqbipdc.www.cqu.com.    IN    A    152.140.137.173
fymbjlag.www.cqu.com.    IN    A    62.156.125.226
ldcgpvxi.www.cqu.com.    IN    A    113.65.121.206
yfrjeaki.www.cqu.com.    IN    A    210.227.149.195
xngjecfa.www.cqu.com.    IN    A    210.140.231.68
lurypdkw.www.cqu.com.    IN    A    90.233.239.40
nrqvfedu.www.cqu.com.    IN    A    205.222.149.7
wefsonxl.www.cqu.com.    IN    A    25.6.188.50
bfsahdku.www.cqu.com.    IN    A    237.240.222.201
rngxtwfi.www.cqu.com.    IN    A    254.106.122.89
vbjpdkic.www.cqu.com.    IN    A    187.73.182.176
nhmebucp.www.cqu.com.    IN    A    244.227.95.102
cbnrsmfk.www.cqu.com.    IN    A    63.236.219.10
mjxvbunq.www.cqu.com.    IN    A    105.196.74.58
rpqsvhim.www.cqu.com.    IN    A    208.145.130.105
iheqbfjk.www.cqu.com.    IN    A    242.113.187.102
qikcdvsl.www.cqu.com.    IN    A    4.61.9.13
hgeoaylr.www.cqu.com.    IN    A    1.84.212.155
opcbwexr.www.cqu.com.    IN    A    130.76.249.135
vlqxfwky.www.cqu.com.    IN    A    31.253.235.96
jybhpnlv.www.cqu.com.    IN    A    251.247.203.238
jlbsiqmk.www.cqu.com.    IN    A    127.191.97.91
xunboitl.www.cqu.com.    IN    A    127.67.239.216
kctawfds.www.cqu.com.    IN    A    214.225.73.172
xrwvjyps.www.cqu.com.    IN    A    59.8.121.155
tvnywgkr.www.cqu.com.    IN    A    65.168.106.114
uapqtybo.www.cqu.com.    IN    A    67.62.206.52
wughtnde.www.cqu.com.    IN    A    244.14.40.119
gwtlkhmo.www.cqu.com.    IN    A    147.27.105.109
diwlxkym.www.cqu.com.    IN    A    126.108.183.66
ocrmlkgx.www.cqu.com.    IN    A    141.126.157.137
qmtaondp.www.cqu.com.    IN    A    195.105.38.83
txrcgluw.www.cqu.com.    IN    A    159.159.180.217
orvifjtu.www.cqu.com.    IN    A    227.226.223.200
inkydqve.www.cqu.com.    IN    A    228.129.20.1
nrjaelmw.www.cqu.com.    IN    A    196.239.159.241
dxwnkatb.www.cqu.com.    IN    A    227.185.218.172
fyrtsbpg.www.cqu.com.    IN    A    52.145.2.55
jhswlqva.www.cqu.com.    IN    A    129.78.37.33
fldeipyo.www.cqu.com.    IN    A    213.76.156.187
bdklrcnf.www.cqu.com.    IN    A    35.40.137.1
mykatgiq.www.cqu.com.    IN    A    152.135.41.236
athymxwg.www.cqu.com.    IN    A    62.21.205.245
hspgrxbd.www.cqu.com.    IN    A    100.134.55.200
vkwdsqrh.www.cqu.com.    IN    A    212.62.251.178
wtrqhcan.www.cqu.com.    IN    A    71.219.21.17
matsquwc.www.cqu.com.    IN    A    133.79.1.58
oridbfca.www.cqu.com.    IN    A    9.208.183.201
prvuqnmc.www.cqu.com.    IN    A    226.225.248.255
kqdxsawm.www.cqu.com.    IN    A    200.22.104.74
ibftyqra.www.cqu.com.    IN    A    85.80.254.131
kgfhstoy.www.cqu.com.    IN    A    87.116.123.9
uiydgerq.www.cqu.com.    IN    A    10.116.152.20
kboxfhwp.www.cqu.com.    IN    A    145.104.167.12
giorecjl.www.cqu.com.    IN    A    20.105.249.251
grohqvdp.www.cqu.com.    IN    A    79.10.107.22
pfawkvqj.www.cqu.com.    IN    A    193.207.151.178
wxojilgt.www.cqu.com.    IN    A    142.114.159.186
nfpgsmbw.www.cqu.com.    IN    A    25.217.134.125
ryhpgqfs.www.cqu.com.    IN    A    159.63.128.197
pmiurebf.www.cqu.com.    IN    A    142.143.10.45
ekrynohg.www.cqu.com.    IN    A    127.136.1.76
ucmejsyo.www.cqu.com.    IN    A    96.224.34.200
abyexdji.www.cqu.com.    IN    A    237.8.158.68
smutqbfd.www.cqu.com.    IN    A    183.127.23.158
eroumsvw.www.cqu.com.    IN    A    214.24.6.42
fdgtoekh.www.cqu.com.    IN    A    72.24.176.253
dsmvpaqg.www.cqu.com.    IN    A    23.142.35.75
qtxlyike.www.cqu.com.    IN    A    16.80.175.23
ekljrhqw.www.cqu.com.    IN    A    105.79.160.64
pngjomvw.www.cqu.com.    IN    A    76.90.186.96
dqauvkse.www.cqu.com.    IN    A    179.70.141.130
ukxlaybc.www.cqu.com.    IN    A    111.214.136.78
wxyujtmb.www.cqu.com.    IN    A    44.44.223.170
hfkvbuwe.www.cqu.com.    IN    A    72.69.140.151
lhsovmri.www.cqu.com.    IN    A    7.50.56.65
yfatnmvh.www.cqu.com.    IN    A    196.181.209.90
pkefoquw.www.cqu.com.    IN    A    143.55.117.83
arosdthu.www.cqu.com.    IN    A    1.109.2.150
xvpnfqrg.www.cqu.com.    IN    A    138.248.171.4
ahbgdtfx.www.cqu.com.    IN    A    197.104.178.174
dxasenhp.www.cqu.com.    IN    A    29.143.202.91
cgdqtpev.www.cqu.com.    IN    A    214.243.110.251
qbtumeiy.www.cqu.com.    IN    A    123.91.10.16
lqysobec.www.cqu.com.    IN    A    37.247.136.241
krpxgqec.www.cqu.com.    IN    A    116.29.57.65
vxntrmfl.www.cqu.com.    IN    A    114.129.109.52
vkcnimyw.www.cqu.com.    IN    A    152.67.83.19
xltjfnha.www.cqu.com.    IN    A    139.173.115.131
sgvjyiwx.www.cqu.com.    IN    A    199.34.64.104
dfqpyrij.www.cqu.com.    IN    A    230.64.19.97
nyhosmdl.www.cqu.com.    IN    A    55.105.75.66
hbaygklo.www.cqu.com.    IN    A    168.140.15.181
vgpaxmds.www.cqu.com.    IN    A    43.147.101.0
ifdcgvpl.www.cqu.com.    IN    A    134.248.139.95
btiymfgc.www.cqu.com.    IN    A    36.203.134.118
otspyhuj.www.cqu.com.    IN    A    43.181.174.193
bpcnymka.www.cqu.com.    IN    A    106.66.225.79
rchsmjkd.www.cqu.com.    IN    A    210.37.46.125
hlkuwfsa.www.cqu.com.    IN    A    183.225.45.44
sdtoeanc.www.cqu.com.    IN    A    221.120.109.84
cbxsgdfm.www.cqu.com.    IN    A    82.130.75.231
jukpbrgm.www.cqu.com.    IN    A    98.147.99.39
pwkbxtaj.www.cqu.com.    IN    A    197.35.205.165
umgartjb.www.cqu.com.    IN    A    246.152.210.219
ahfukejq.www.cqu.com.    IN    A    197.33.12.251
mflwiaox.www.cqu.com.    IN    A    149.14.185.88
fsevblmt.www.cqu.com.    IN    A    30.2.219.51
akgdnfty.www.cqu.com.    IN    A    181.245.211.13
romiausv.www.cqu.com.    IN    A    45.188.189.115
ghcdwkyx.www.cqu.com.    IN    A    186.79.147.253
wyvkuebx.www.cqu.com.    IN    A    26.152.88.70
ihrgfkbu.www.cqu.com.    IN    A    180.19.159.145
egsnvuto.www.cqu.com.    IN    A    71.104.222.174
baphjtdf.www.cqu.com.    IN    A    131.48.113.131
hkdwibmx.www.cqu.com.    IN    A    84.75.47.239
mvhptklc.www.cqu.com.    IN    A    174.225.132.116
uxewltgm.www.cqu.com.    IN    A    67.186.252.168
rdsqgcfa.www.cqu.com.    IN    A    236.201.29.116
baxsofdw.www.cqu.com.    IN    A    236.33.150.97
tvmenyfj.www.cqu.com.    IN    A    69.143.69.240
qrbkivos.www.cqu.com.    IN    A    30.241.90.183
mfpcklsh.www.cqu.com.    IN    A    27.223.32.245
bcksahtl.www.cqu.com.    IN    A    49.94.81.155
hijlbrgt.www.cqu.com.    IN    A    150.196.237.142
ojqwfvgh.www.cqu.com.    IN    A    92.161.40.48
xotmnhyr.www.cqu.com.    IN    A    251.203.154.47
sdpoevqj.www.cqu.com.    IN    A    129.57.48.185
bgdwyvqu.www.cqu.com.    IN    A    45.154.173.172
gqrwxctj.www.cqu.com.    IN    A    13.164.231.241
qohjglie.www.cqu.com.    IN    A    152.2.137.213
swlkpyfv.www.cqu.com.    IN    A    228.139.76.145
gducimfk.www.cqu.com.    IN    A    220.197.85.11
wunoqiar.www.cqu.com.    IN    A    240.47.62.35
bcseinxv.www.cqu.com.    IN    A    241.115.49.217
mxowhyrb.www.cqu.com.    IN    A    43.151.124.75
nhubcpsq.www.cqu.com.    IN    A    204.250.190.146
dxijrlke.www.cqu.com.    IN    A    26.116.18.247
kdgmnajs.www.cqu.com.    IN    A    186.58.150.252
bwlinytd.www.cqu.com.    IN    A    131.112.123.200
ogfabdjp.www.cqu.com.    IN    A    155.144.182.180
lheiaxpg.www.cqu.com.    IN    A    192.20.11.201
ubpxngae.www.cqu.com.    IN    A    206.46.245.137
mybhtpnk.www.cqu.com.    IN    A    1.28.51.120
wemqpbho.www.cqu.com.    IN    A    86.238.186.237
dwycrtis.www.cqu.com.    IN    A    54.71.142.69
ceamurgi.www.cqu.com.    IN    A    168.150.167.160
mhbytgfu.www.cqu.com.    IN    A    16.49.223.77
niegcydb.www.cqu.com.    IN    A    174.89.16.1
ychiremv.www.cqu.com.    IN    A    83.247.157.122
cwqhgtjr.www.cqu.com.    IN    A    127.20.2.99
udrgmwix.www.cqu.com.    IN    A    171.70.104.154
rehvpyxc.www.cqu.com.    IN    A    100.8.45.27
ntjembax.www.cqu.com.    IN    A    51.107.208.242
kpvnydbe.www.cqu.com.    IN    A    237.177.85.187
gyxraklb.www.cqu.com.    IN    A    36.218.72.252
rscwhpbx.www.cqu.com.    IN    A    195.139.154.163
cgqvhnmb.www.cqu.com.    IN    A    211.18.38.157
lxcsepwq.www.cqu.com.    IN    A    32.9.65.237
hidrjmcn.www.cqu.com.    IN    A    79.138.209.185
jvrgulpt.www.cqu.com.    IN    A    53.137.159.220
emwjukib.www.cqu.com.    IN    A    166.247.71.169
mvskigxf.www.cqu.com.    IN    A    14.67.8.215
ygqmkenx.www.cqu.com.    IN    A    126.161.137.244
escyvfmt.www.cqu.com.    IN    A    120.132.254.5
ixbqkrwj.www.cqu.com.    IN    A    109.174.222.152
ihxfcsjl.www.cqu.com.    IN    A    52.97.58.32
dxfvehct.www.cqu.com.    IN    A    141.214.64.221
ipjowkqy.www.cqu.com.    IN    A    249.60.183.193
xueldhwm.www.cqu.com.    IN    A    246.19.33.170
ardeoyqb.www.cqu.com.    IN    A    112.103.28.128
tujrnidl.www.cqu.com.    IN    A    221.60.250.76
wegykprm.www.cqu.com.    IN    A    11.196.93.94
hicuerbv.www.cqu.com.    IN    A    78.10.198.251
wvpujixn.www.cqu.com.    IN    A    130.55.99.219
nsucjeio.www.cqu.com.    IN    A    77.231.44.229
klaqhtui.www.cqu.com.    IN    A    9.123.74.149
opfradmt.www.cqu.com.    IN    A    1.104.199.69
ylvauecj.www.cqu.com.    IN    A    160.39.110.7
yefxahou.www.cqu.com.    IN    A    62.111.109.22
yscwveno.www.cqu.com.    IN    A    7.214.145.40
rmlafdyj.www.cqu.com.    IN    A    68.28.211.206
jkcepwfi.www.cqu.com.    IN    A    35.51.49.228
kvefbdgy.www.cqu.com.    IN    A    155.31.217.91
uijkdmqn.www.cqu.com.    IN    A    227.103.233.67
gqtkurby.www.cqu.com.    IN    A    227.105.83.35
iopewajr.www.cqu.com.    IN    A    86.105.52.106
ujfmkwgo.www.cqu.com.    IN    A    195.192.203.127
jmbcuton.www.cqu.com.    IN    A    195.134.60.64
incsmpjl.www.cqu.com.    IN    A    77.20.231.79
fgbpnule.www.cqu.com.    IN    A    187.87.29.98
armhtsqi.www.cqu.com.    IN    A    83.188.163.102
fikdglsx.www.cqu.com.    IN    A    249.45.160.203
lhgbefjd.www.cqu.com.    IN    A    229.80.213.111
vhljydua.www.cqu.com.    IN    A    181.186.39.28
jpokbcav.www.cqu.com.    IN    A    230.169.177.184
muoclvnb.www.cqu.com.    IN    A    209.254.36.5
dwhofbnp.www.cqu.com.    IN    A    86.103.75.123
yqnpcakt.www.cqu.com.    IN    A    143.63.254.75
spkucgnx.www.cqu.com.    IN    A    114.74.99.22
upkyqsve.www.cqu.com.    IN    A    105.255.87.76
