arch.tju.com.	14400	IN	SOA	ns1.arch.tju.com. james.tju.edu. 19122302 14400 3600 2419200 14400
arch.tju.com.		    IN	NS ns1.arch.tju.com.
gemdhajc.arch.tju.com.   IN    A    253.226.206.152
mepykovq.arch.tju.com.   IN    A    151.2.153.176
jfshlbex.arch.tju.com.   IN    A    103.196.215.131
qnjdyfms.arch.tju.com.   IN    A    123.187.16.212
fqdxwlvr.arch.tju.com.   IN    A    129.7.79.165
kbuvinco.arch.tju.com.   IN    A    221.8.50.169
tenrqxag.arch.tju.com.   IN    A    168.64.50.214
ubkfdwin.arch.tju.com.   IN    A    108.204.205.162
ijfkqgwh.arch.tju.com.   IN    A    88.208.175.173
yqefthgi.arch.tju.com.   IN    A    32.235.57.154
oakfinud.arch.tju.com.   IN    A    97.244.195.153
unbmravx.arch.tju.com.   IN    A    27.57.237.124
isvxcdbq.arch.tju.com.   IN    A    190.125.124.106
niramvhp.arch.tju.com.   IN    A    246.1.231.55
ewyrjbdc.arch.tju.com.   IN    A    14.252.243.32
fvohcrsn.arch.tju.com.   IN    A    78.116.203.74
jxuoivqr.arch.tju.com.   IN    A    134.170.242.238
jbagnths.arch.tju.com.   IN    A    252.144.100.233
vfgldumc.arch.tju.com.   IN    A    227.60.89.130
ouyacwqp.arch.tju.com.   IN    A    193.97.255.108
pavshdgo.arch.tju.com.   IN    A    181.147.180.147
csrbkdit.arch.tju.com.   IN    A    128.254.55.200
wqpuaobx.arch.tju.com.   IN    A    77.181.173.251
bkxpfnst.arch.tju.com.   IN    A    97.158.109.56
qnwgvkdp.arch.tju.com.   IN    A    161.148.115.46
chjkitfw.arch.tju.com.   IN    A    22.75.115.118
xogkiybm.arch.tju.com.   IN    A    138.227.141.39
bxjqtpow.arch.tju.com.   IN    A    128.177.61.50
ctlbjrva.arch.tju.com.   IN    A    63.29.245.147
spiwuvhn.arch.tju.com.   IN    A    59.201.141.110
bvankter.arch.tju.com.   IN    A    175.140.172.222
fwvktqml.arch.tju.com.   IN    A    67.151.141.90
jvtoiruh.arch.tju.com.   IN    A    191.242.233.146
mjvhswrt.arch.tju.com.   IN    A    187.201.231.223
utavbrgw.arch.tju.com.   IN    A    17.74.8.238
irbuntkh.arch.tju.com.   IN    A    75.214.55.32
vlfnxcyt.arch.tju.com.   IN    A    130.173.143.193
beudpkyc.arch.tju.com.   IN    A    254.242.82.72
tumhbpqc.arch.tju.com.   IN    A    240.57.74.201
wcxbkgvl.arch.tju.com.   IN    A    171.18.143.115
gpqaibvn.arch.tju.com.   IN    A    155.140.158.79
ryhgsewt.arch.tju.com.   IN    A    134.181.111.96
rvenjphb.arch.tju.com.   IN    A    14.244.134.93
maekcjpb.arch.tju.com.   IN    A    186.59.231.218
pbnyrmhx.arch.tju.com.   IN    A    46.115.90.255
wqdthslx.arch.tju.com.   IN    A    72.19.29.108
jrkiyepv.arch.tju.com.   IN    A    145.12.121.236
btwopxyf.arch.tju.com.   IN    A    43.25.33.163
deqrtpfh.arch.tju.com.   IN    A    253.145.204.211
egcrmqbv.arch.tju.com.   IN    A    201.46.194.111
yfrwpdum.arch.tju.com.   IN    A    243.210.220.53
avxybsrd.arch.tju.com.   IN    A    104.210.216.8
doglcuaw.arch.tju.com.   IN    A    13.156.35.74
kljwtyix.arch.tju.com.   IN    A    87.208.131.132
lmkusfdy.arch.tju.com.   IN    A    208.85.11.80
bvfxrghn.arch.tju.com.   IN    A    64.69.112.16
qarsmfnb.arch.tju.com.   IN    A    169.7.124.149
chspgorw.arch.tju.com.   IN    A    12.59.104.142
ejklarqx.arch.tju.com.   IN    A    129.64.248.153
atekgurx.arch.tju.com.   IN    A    236.132.202.14
xrayictf.arch.tju.com.   IN    A    186.123.49.46
kngyljeu.arch.tju.com.   IN    A    17.229.51.204
oktdmwgu.arch.tju.com.   IN    A    199.133.82.238
gdxcakni.arch.tju.com.   IN    A    40.7.151.14
fncrhbsk.arch.tju.com.   IN    A    236.91.184.148
prjufdqc.arch.tju.com.   IN    A    200.10.4.173
qmaskixp.arch.tju.com.   IN    A    126.176.248.94
gtinxfvj.arch.tju.com.   IN    A    113.232.181.112
onqpitmr.arch.tju.com.   IN    A    125.169.132.154
dhubiorx.arch.tju.com.   IN    A    229.237.10.3
dmuysoaj.arch.tju.com.   IN    A    211.104.54.238
rcqfjusm.arch.tju.com.   IN    A    209.225.161.198
okuweirq.arch.tju.com.   IN    A    62.54.240.71
efqrlakp.arch.tju.com.   IN    A    141.249.99.199
dmrtywoj.arch.tju.com.   IN    A    145.168.55.8
tkwedclb.arch.tju.com.   IN    A    190.122.244.66
poblrsdu.arch.tju.com.   IN    A    167.6.111.140
etphkfgj.arch.tju.com.   IN    A    243.164.150.129
kvdnjwhs.arch.tju.com.   IN    A    59.226.126.249
gimehtlw.arch.tju.com.   IN    A    175.199.156.18
tnkmlvqa.arch.tju.com.   IN    A    221.104.233.124
erpbnlfi.arch.tju.com.   IN    A    136.176.120.25
fhcoedkq.arch.tju.com.   IN    A    122.227.8.85
qtdfxcws.arch.tju.com.   IN    A    105.1.135.12
lihubgpq.arch.tju.com.   IN    A    83.212.141.180
wpomrkcl.arch.tju.com.   IN    A    84.134.157.84
qsxfbuec.arch.tju.com.   IN    A    28.28.69.112
owvmflsc.arch.tju.com.   IN    A    137.132.251.250
gduepstq.arch.tju.com.   IN    A    102.54.196.200
joqbgtxc.arch.tju.com.   IN    A    237.75.162.158
bvuxpyar.arch.tju.com.   IN    A    82.3.193.81
utfqxlbh.arch.tju.com.   IN    A    244.108.122.14
eacdxypj.arch.tju.com.   IN    A    97.127.179.104
vmshxrni.arch.tju.com.   IN    A    220.122.213.121
fdwqbump.arch.tju.com.   IN    A    232.109.216.20
mlsdytni.arch.tju.com.   IN    A    186.250.251.161
uraywjlp.arch.tju.com.   IN    A    161.117.104.103
sxjqwogf.arch.tju.com.   IN    A    32.29.205.130
yfeocxiu.arch.tju.com.   IN    A    216.6.22.186
bvfkcujg.arch.tju.com.   IN    A    3.121.67.240
rhdapime.arch.tju.com.   IN    A    169.17.140.225
ifsnxypq.arch.tju.com.   IN    A    182.57.171.212
fnjcymbe.arch.tju.com.   IN    A    174.98.163.11
qsrjvtyw.arch.tju.com.   IN    A    23.68.72.159
eldukmfi.arch.tju.com.   IN    A    178.143.82.229
yjpvklwu.arch.tju.com.   IN    A    141.134.175.146
hgjbqmsi.arch.tju.com.   IN    A    84.97.178.157
rontdhfs.arch.tju.com.   IN    A    135.232.57.72
uylwagro.arch.tju.com.   IN    A    235.35.140.218
hjoekfpv.arch.tju.com.   IN    A    242.28.186.167
xkqjhefr.arch.tju.com.   IN    A    125.174.224.230
meutorxd.arch.tju.com.   IN    A    223.56.99.3
gpxqhfyd.arch.tju.com.   IN    A    203.65.119.10
pbeclgdi.arch.tju.com.   IN    A    241.95.65.57
ghaqmpek.arch.tju.com.   IN    A    66.35.10.66
psbwdngo.arch.tju.com.   IN    A    114.67.97.68
yiowsvea.arch.tju.com.   IN    A    147.177.175.195
xahfukwd.arch.tju.com.   IN    A    175.171.190.210
ukrbaoew.arch.tju.com.   IN    A    178.234.104.104
unawdpti.arch.tju.com.   IN    A    164.114.202.16
unwdrhxb.arch.tju.com.   IN    A    82.38.81.29
mkvgxlnc.arch.tju.com.   IN    A    160.13.201.88
fbaimnkx.arch.tju.com.   IN    A    74.126.89.223
xnfvdkob.arch.tju.com.   IN    A    174.37.216.102
fplqguvn.arch.tju.com.   IN    A    79.61.100.79
yvfqbxmi.arch.tju.com.   IN    A    144.184.76.185
kylqfhgb.arch.tju.com.   IN    A    86.34.151.23
bahnyxtw.arch.tju.com.   IN    A    123.191.245.87
yvqdlmen.arch.tju.com.   IN    A    179.150.188.91
dvwegaxo.arch.tju.com.   IN    A    202.152.212.86
lyweifjh.arch.tju.com.   IN    A    148.69.60.138
rqubmkcf.arch.tju.com.   IN    A    65.232.52.214
hvlaxpbj.arch.tju.com.   IN    A    146.111.141.103
pwdsavni.arch.tju.com.   IN    A    116.160.220.117
jonfiesc.arch.tju.com.   IN    A    49.126.11.12
witmvkhu.arch.tju.com.   IN    A    184.250.146.12
ahgkpcrl.arch.tju.com.   IN    A    184.29.198.96
kflsbaen.arch.tju.com.   IN    A    143.85.233.70
fdxkenwm.arch.tju.com.   IN    A    120.126.191.214
oegxlivr.arch.tju.com.   IN    A    238.151.67.227
upjdlohn.arch.tju.com.   IN    A    241.151.227.198
jpaowdfy.arch.tju.com.   IN    A    112.45.180.115
clubxvjo.arch.tju.com.   IN    A    85.10.184.174
dtxpjfmy.arch.tju.com.   IN    A    210.54.79.160
cbwfrdpj.arch.tju.com.   IN    A    195.244.94.234
shjybvrx.arch.tju.com.   IN    A    197.225.72.7
dpctuaxi.arch.tju.com.   IN    A    59.190.92.109
igvxsrpc.arch.tju.com.   IN    A    252.194.227.236
ldvwruop.arch.tju.com.   IN    A    129.209.95.63
wuovcryb.arch.tju.com.   IN    A    9.60.119.128
xsavcepi.arch.tju.com.   IN    A    229.51.135.94
qmuaiprs.arch.tju.com.   IN    A    112.120.37.224
esgdhxwl.arch.tju.com.   IN    A    175.37.218.216
nyspqida.arch.tju.com.   IN    A    109.25.75.106
opvsjcyx.arch.tju.com.   IN    A    132.36.151.84
pnqtrify.arch.tju.com.   IN    A    41.18.174.110
pgoahftm.arch.tju.com.   IN    A    192.18.119.150
waeprsvd.arch.tju.com.   IN    A    216.189.16.0
wptyncim.arch.tju.com.   IN    A    140.249.50.214
akhwytmp.arch.tju.com.   IN    A    59.238.144.240
colysqbu.arch.tju.com.   IN    A    195.205.75.103
prjgnqfh.arch.tju.com.   IN    A    97.130.42.110
xlpeykgn.arch.tju.com.   IN    A    186.39.164.253
drvljwnu.arch.tju.com.   IN    A    229.194.125.151
expglqaj.arch.tju.com.   IN    A    99.248.103.193
idtugoqr.arch.tju.com.   IN    A    159.173.110.170
imsjpuof.arch.tju.com.   IN    A    6.74.146.117
hvykntwu.arch.tju.com.   IN    A    109.255.148.19
txehrysa.arch.tju.com.   IN    A    236.191.149.11
smftwqge.arch.tju.com.   IN    A    177.192.168.68
emfklrjp.arch.tju.com.   IN    A    90.219.146.183
elmarokf.arch.tju.com.   IN    A    206.169.190.44
prlmebtd.arch.tju.com.   IN    A    126.246.130.218
ycrbxeln.arch.tju.com.   IN    A    170.229.172.242
cqixmlps.arch.tju.com.   IN    A    104.5.246.10
lapjuodn.arch.tju.com.   IN    A    43.95.78.189
nwujlbsm.arch.tju.com.   IN    A    67.65.234.147
ubvqscra.arch.tju.com.   IN    A    168.214.85.210
vnkljxdg.arch.tju.com.   IN    A    247.220.161.5
lxvdbosa.arch.tju.com.   IN    A    161.140.154.96
phteuniq.arch.tju.com.   IN    A    59.108.195.99
okgcqmdp.arch.tju.com.   IN    A    61.88.28.193
ucibvlqk.arch.tju.com.   IN    A    127.215.169.183
svprutkb.arch.tju.com.   IN    A    240.201.166.119
ahconiws.arch.tju.com.   IN    A    226.129.242.146
tpiboqyv.arch.tju.com.   IN    A    172.52.89.111
htuvofds.arch.tju.com.   IN    A    157.88.8.160
ysuncltm.arch.tju.com.   IN    A    142.252.102.218
nhklpbmf.arch.tju.com.   IN    A    25.246.90.235
twavbqhs.arch.tju.com.   IN    A    32.78.63.11
pvebtugq.arch.tju.com.   IN    A    89.128.123.249
iknoqefl.arch.tju.com.   IN    A    200.227.84.198
yrkcosbe.arch.tju.com.   IN    A    145.153.181.79
vipcdrtq.arch.tju.com.   IN    A    203.85.230.225
btifxmvw.arch.tju.com.   IN    A    202.159.160.241
ouwmfirt.arch.tju.com.   IN    A    85.48.179.244
hrgcxmkw.arch.tju.com.   IN    A    50.21.224.53
voiyxral.arch.tju.com.   IN    A    85.33.33.170
rkqjesxo.arch.tju.com.   IN    A    156.224.183.17
snvdxhbu.arch.tju.com.   IN    A    40.16.251.212
hxqunael.arch.tju.com.   IN    A    141.72.127.18
iqswkfmu.arch.tju.com.   IN    A    191.114.205.163
dengvxlc.arch.tju.com.   IN    A    67.244.27.232
qcyhdulr.arch.tju.com.   IN    A    194.103.0.218
nrvwabsq.arch.tju.com.   IN    A    185.122.34.182
wfandtic.arch.tju.com.   IN    A    247.35.86.228
rinopqwb.arch.tju.com.   IN    A    20.132.181.127
njxmvduy.arch.tju.com.   IN    A    231.192.89.144
heorbxyf.arch.tju.com.   IN    A    127.68.76.62
hfilxeqy.arch.tju.com.   IN    A    75.197.194.3
jbwcledr.arch.tju.com.   IN    A    97.45.33.40
gnsmewhc.arch.tju.com.   IN    A    190.194.124.94
atbjphom.arch.tju.com.   IN    A    233.222.121.101
stuhklme.arch.tju.com.   IN    A    101.253.230.130
tvdhugsa.arch.tju.com.   IN    A    236.170.225.120
uadkxjgq.arch.tju.com.   IN    A    42.229.221.174
fnxkcqte.arch.tju.com.   IN    A    86.216.144.147
pifkorns.arch.tju.com.   IN    A    100.82.211.5
qrbmwlvo.arch.tju.com.   IN    A    54.165.100.47
dayswmic.arch.tju.com.   IN    A    171.140.165.152
qyhinegw.arch.tju.com.   IN    A    230.191.195.147
atrfylxn.arch.tju.com.   IN    A    254.28.135.200
nsvwfiqk.arch.tju.com.   IN    A    170.233.142.105
qdtpcwlm.arch.tju.com.   IN    A    120.162.243.33
kjlrvgpo.arch.tju.com.   IN    A    165.32.116.112
rjhslqdf.arch.tju.com.   IN    A    46.18.186.83
lncfmysa.arch.tju.com.   IN    A    170.30.185.10
qndbfcwh.arch.tju.com.   IN    A    231.120.204.103
jbcdpame.arch.tju.com.   IN    A    61.130.104.56
gyarmeko.arch.tju.com.   IN    A    147.88.58.54
capeuyxd.arch.tju.com.   IN    A    29.16.225.98
klvapfuj.arch.tju.com.   IN    A    57.5.174.241
anjlvsbk.arch.tju.com.   IN    A    114.83.216.85
hekfgoyc.arch.tju.com.   IN    A    141.146.152.116
vcrslemo.arch.tju.com.   IN    A    252.26.65.37
kcpvrbsy.arch.tju.com.   IN    A    24.141.241.132
qtrydjwl.arch.tju.com.   IN    A    188.250.95.130
wefcdtxj.arch.tju.com.   IN    A    2.76.75.72
pkjxftbg.arch.tju.com.   IN    A    120.3.155.20
yapvkqei.arch.tju.com.   IN    A    109.197.122.185
qmfxrydt.arch.tju.com.   IN    A    129.169.72.66
sjthuikm.arch.tju.com.   IN    A    124.39.114.228
nvqpdbit.arch.tju.com.   IN    A    115.216.138.126
oyqrdsnl.arch.tju.com.   IN    A    132.117.6.85
pxewvitc.arch.tju.com.   IN    A    222.189.233.85
ygcodrbl.arch.tju.com.   IN    A    255.234.210.101
dgljaokf.arch.tju.com.   IN    A    156.6.35.137
enotqyjp.arch.tju.com.   IN    A    2.226.195.69
unqtbmoh.arch.tju.com.   IN    A    213.95.75.111
otgvubwr.arch.tju.com.   IN    A    131.87.17.134
suijfaky.arch.tju.com.   IN    A    148.119.222.102
mfvupilc.arch.tju.com.   IN    A    185.173.243.158
xefbvsml.arch.tju.com.   IN    A    122.145.187.194
iaxusfby.arch.tju.com.   IN    A    100.15.23.75
ylsjtnux.arch.tju.com.   IN    A    72.140.183.218
supolhyq.arch.tju.com.   IN    A    64.179.150.174
hkrnafxj.arch.tju.com.   IN    A    54.127.61.103
xvtbjowa.arch.tju.com.   IN    A    74.237.12.43
kafgbdml.arch.tju.com.   IN    A    199.227.243.73
xwqfyhta.arch.tju.com.   IN    A    207.129.19.14
xytswipj.arch.tju.com.   IN    A    26.39.235.153
lrftmowh.arch.tju.com.   IN    A    135.118.219.34
pmoxeuvh.arch.tju.com.   IN    A    50.19.245.144
riyetckd.arch.tju.com.   IN    A    39.234.238.167
dceahwny.arch.tju.com.   IN    A    97.175.222.45
aplcbrkh.arch.tju.com.   IN    A    143.207.35.74
bgkaxrdj.arch.tju.com.   IN    A    105.154.102.53
nyvsolug.arch.tju.com.   IN    A    98.172.97.10
xuhbjcln.arch.tju.com.   IN    A    205.99.149.239
dvnjyxsi.arch.tju.com.   IN    A    194.52.60.142
nkclxdtj.arch.tju.com.   IN    A    42.68.42.225
vlowedjc.arch.tju.com.   IN    A    18.104.81.215
fbrokhja.arch.tju.com.   IN    A    93.193.69.12
hagyremo.arch.tju.com.   IN    A    158.44.187.254
unfxhtbw.arch.tju.com.   IN    A    152.201.198.234
jyfamtic.arch.tju.com.   IN    A    136.127.251.111
unhpktjr.arch.tju.com.   IN    A    181.170.224.221
lnaioqmt.arch.tju.com.   IN    A    102.154.90.54
vyqjabwx.arch.tju.com.   IN    A    250.132.25.151
jlaqohsc.arch.tju.com.   IN    A    198.134.11.25
dsucihbp.arch.tju.com.   IN    A    94.228.44.96
qmhcesld.arch.tju.com.   IN    A    194.253.124.205
peutovhi.arch.tju.com.   IN    A    87.72.60.88
xtrodsny.arch.tju.com.   IN    A    228.165.93.149
asjhbuex.arch.tju.com.   IN    A    159.84.244.214
xfyloqsn.arch.tju.com.   IN    A    222.82.1.176
akpbjxtg.arch.tju.com.   IN    A    93.245.78.0
wmalnjrh.arch.tju.com.   IN    A    42.59.26.236
ijynlhkb.arch.tju.com.   IN    A    218.128.76.141
tlrwoeay.arch.tju.com.   IN    A    81.12.62.138
xsloijpq.arch.tju.com.   IN    A    119.205.99.56
lbhydspc.arch.tju.com.   IN    A    85.208.78.117
lwsjfpvh.arch.tju.com.   IN    A    55.150.227.0
rghxvflo.arch.tju.com.   IN    A    213.23.238.170
ndvjckbt.arch.tju.com.   IN    A    138.244.37.80
ntqplayx.arch.tju.com.   IN    A    23.172.95.36
vtpabinj.arch.tju.com.   IN    A    174.86.71.240
ovucdysh.arch.tju.com.   IN    A    180.22.65.183
qcpgrbsl.arch.tju.com.   IN    A    245.138.190.238
sxrfbvhj.arch.tju.com.   IN    A    160.117.155.74
fopnwkel.arch.tju.com.   IN    A    208.33.66.194
egonuljf.arch.tju.com.   IN    A    196.151.103.242
ulvtwdre.arch.tju.com.   IN    A    124.220.168.26
licfdrns.arch.tju.com.   IN    A    61.46.92.64
oimrvhab.arch.tju.com.   IN    A    121.155.228.128
jgnitfwo.arch.tju.com.   IN    A    154.186.108.39
nbcvpgud.arch.tju.com.   IN    A    142.46.90.97
mbljreta.arch.tju.com.   IN    A    40.229.212.189
rnmxedwo.arch.tju.com.   IN    A    41.7.203.61
qdxelrsv.arch.tju.com.   IN    A    218.69.115.164
gwhrcqsd.arch.tju.com.   IN    A    9.107.16.218
mgjxlywu.arch.tju.com.   IN    A    241.101.72.245
jorpadst.arch.tju.com.   IN    A    39.169.72.193
jvunwfai.arch.tju.com.   IN    A    205.75.209.18
xvhapkmu.arch.tju.com.   IN    A    154.81.98.236
qpcwhjkb.arch.tju.com.   IN    A    82.90.140.6
qovmserd.arch.tju.com.   IN    A    165.42.201.229
vxtceimk.arch.tju.com.   IN    A    112.231.100.74
bqwcgjyv.arch.tju.com.   IN    A    41.203.62.96
kflurhsp.arch.tju.com.   IN    A    19.66.232.166
exkmajhp.arch.tju.com.   IN    A    163.64.28.249
fjsevblh.arch.tju.com.   IN    A    237.246.19.172
ytmclxwk.arch.tju.com.   IN    A    119.28.239.54
jdnatwev.arch.tju.com.   IN    A    97.166.3.0
kwxuqnap.arch.tju.com.   IN    A    31.178.254.40
vwgpxyoc.arch.tju.com.   IN    A    33.245.220.16
gajnctdr.arch.tju.com.   IN    A    229.182.133.98
jpyknwhd.arch.tju.com.   IN    A    213.124.155.211
gwtfhomx.arch.tju.com.   IN    A    227.131.11.66
tjnvcarq.arch.tju.com.   IN    A    177.103.222.84
cmdolate.arch.tju.com.   IN    A    191.204.88.227
pegmyual.arch.tju.com.   IN    A    65.210.185.177
ohmpqctl.arch.tju.com.   IN    A    28.85.124.36
rbhulnqc.arch.tju.com.   IN    A    224.81.246.218
xuwlgces.arch.tju.com.   IN    A    204.15.75.70
bhkjacxt.arch.tju.com.   IN    A    205.205.121.229
libjdusc.arch.tju.com.   IN    A    194.12.148.9
ieylfjhb.arch.tju.com.   IN    A    147.220.254.146
mpfasilw.arch.tju.com.   IN    A    59.167.111.144
aewqgrpc.arch.tju.com.   IN    A    137.45.138.210
lxhcdyfb.arch.tju.com.   IN    A    199.141.192.114
midvnpkq.arch.tju.com.   IN    A    64.58.163.181
iubcrahl.arch.tju.com.   IN    A    121.183.144.103
tfckdmse.arch.tju.com.   IN    A    226.203.89.191
rgdvfmke.arch.tju.com.   IN    A    195.64.139.136
qomespcw.arch.tju.com.   IN    A    223.32.210.236
xbnwruac.arch.tju.com.   IN    A    147.89.82.28
ehntuioq.arch.tju.com.   IN    A    28.146.215.184
acjbusxe.arch.tju.com.   IN    A    15.12.208.230
kwrvtnse.arch.tju.com.   IN    A    137.39.170.115
jirdvxsh.arch.tju.com.   IN    A    162.147.226.6
ormflxwp.arch.tju.com.   IN    A    158.56.47.208
oflyxgwi.arch.tju.com.   IN    A    189.136.12.9
mjkdabqu.arch.tju.com.   IN    A    172.136.110.123
tnufhmaj.arch.tju.com.   IN    A    90.24.119.184
dclryumq.arch.tju.com.   IN    A    149.227.180.154
tldgspku.arch.tju.com.   IN    A    56.35.228.242
vwmcsiqn.arch.tju.com.   IN    A    226.62.144.236
agflhbrs.arch.tju.com.   IN    A    38.70.129.249
aifghcnd.arch.tju.com.   IN    A    51.2.134.195
tpecndbk.arch.tju.com.   IN    A    187.21.142.133
emhgnosk.arch.tju.com.   IN    A    167.254.163.207
cobatjyd.arch.tju.com.   IN    A    22.92.222.50
xgvtkpnm.arch.tju.com.   IN    A    7.64.94.5
ygnjcwbh.arch.tju.com.   IN    A    167.111.183.186
grcvlibe.arch.tju.com.   IN    A    8.168.171.200
sywroquf.arch.tju.com.   IN    A    23.167.165.240
dvcgseay.arch.tju.com.   IN    A    214.61.37.108
yqbdetwh.arch.tju.com.   IN    A    56.247.220.101
buvgrpdk.arch.tju.com.   IN    A    28.7.94.84
pkcwgioy.arch.tju.com.   IN    A    220.47.239.28
cgwnpmri.arch.tju.com.   IN    A    208.224.149.138
nxlemcvq.arch.tju.com.   IN    A    172.250.20.87
icbvjygh.arch.tju.com.   IN    A    121.108.123.242
vojcmxgn.arch.tju.com.   IN    A    139.2.221.238
pdbhivag.arch.tju.com.   IN    A    248.240.85.50
iwfvycge.arch.tju.com.   IN    A    116.19.67.150
npqdiuam.arch.tju.com.   IN    A    227.217.19.198
ievyksar.arch.tju.com.   IN    A    124.219.119.254
fkbqxwpy.arch.tju.com.   IN    A    210.124.34.76
anisxgpw.arch.tju.com.   IN    A    59.46.183.89
armchuse.arch.tju.com.   IN    A    34.180.198.254
fqstyrac.arch.tju.com.   IN    A    191.81.13.110
jpnbilvo.arch.tju.com.   IN    A    191.234.60.187
yegiksul.arch.tju.com.   IN    A    83.68.203.14
pmjxlqyh.arch.tju.com.   IN    A    254.217.210.255
donxplqi.arch.tju.com.   IN    A    55.19.247.48
wiydvhxb.arch.tju.com.   IN    A    237.7.2.99
xnabierh.arch.tju.com.   IN    A    68.118.135.165
wxalboni.arch.tju.com.   IN    A    17.12.83.18
sqfvgtwa.arch.tju.com.   IN    A    125.19.65.134
xmflwshg.arch.tju.com.   IN    A    66.138.79.198
avpysijk.arch.tju.com.   IN    A    62.83.0.150
gdpukwca.arch.tju.com.   IN    A    180.114.89.85
tdwkgxym.arch.tju.com.   IN    A    120.55.236.109
mtyhdofv.arch.tju.com.   IN    A    183.111.64.230
nyhxueik.arch.tju.com.   IN    A    234.209.21.209
fselxdqy.arch.tju.com.   IN    A    171.205.27.241
ckxoyemr.arch.tju.com.   IN    A    207.175.44.83
fosmpuqn.arch.tju.com.   IN    A    218.154.174.172
jkmlbpio.arch.tju.com.   IN    A    245.119.249.25
grucsipb.arch.tju.com.   IN    A    130.208.119.174
bkgmjcix.arch.tju.com.   IN    A    56.49.39.183
dkjwyife.arch.tju.com.   IN    A    62.42.3.144
ycbafgwq.arch.tju.com.   IN    A    61.187.123.143
tbhdryco.arch.tju.com.   IN    A    213.179.71.11
ewjkxgmi.arch.tju.com.   IN    A    39.201.237.255
ujrtodfs.arch.tju.com.   IN    A    194.140.156.209
mfgkybiq.arch.tju.com.   IN    A    114.40.2.156
aigymdvr.arch.tju.com.   IN    A    232.238.177.138
pwbmulvk.arch.tju.com.   IN    A    237.242.5.178
lxhdwesc.arch.tju.com.   IN    A    43.248.32.44
ibmrxcwt.arch.tju.com.   IN    A    76.141.171.26
knmfjeig.arch.tju.com.   IN    A    245.227.241.8
wbhqcsry.arch.tju.com.   IN    A    113.127.166.110
ivwjosby.arch.tju.com.   IN    A    195.168.113.68
fgtucsqy.arch.tju.com.   IN    A    203.15.117.110
kfwglquo.arch.tju.com.   IN    A    191.183.69.134
hsnfrimg.arch.tju.com.   IN    A    252.134.123.133
lxfeihkq.arch.tju.com.   IN    A    137.144.138.18
sketadil.arch.tju.com.   IN    A    81.104.193.128
ksqytejg.arch.tju.com.   IN    A    190.40.195.151
