ai.shu.com.	14400	IN	SOA	ns1.ai.shu.com. james.shu.edu. 19122302 14400 3600 2419200 14400
ai.shu.com.		    IN	NS ns1.ai.shu.com.
osdhcumn.ai.shu.com.     IN    A    104.48.10.204
ilgyvaot.ai.shu.com.     IN    A    237.163.219.110
bedacuyo.ai.shu.com.     IN    A    50.67.207.26
unegtrac.ai.shu.com.     IN    A    181.151.178.171
pycfegst.ai.shu.com.     IN    A    178.177.240.6
vmyefaig.ai.shu.com.     IN    A    207.62.95.125
utmgnlhx.ai.shu.com.     IN    A    177.102.118.167
hubmdjvx.ai.shu.com.     IN    A    131.220.163.186
hbvtraku.ai.shu.com.     IN    A    132.123.118.120
gonjavpf.ai.shu.com.     IN    A    53.224.147.231
wpyanvfq.ai.shu.com.     IN    A    25.102.151.65
gufcaedq.ai.shu.com.     IN    A    209.253.105.193
grtuofne.ai.shu.com.     IN    A    29.234.210.181
pkusdxtc.ai.shu.com.     IN    A    189.156.196.189
rjlucqgd.ai.shu.com.     IN    A    28.209.159.173
osyuervx.ai.shu.com.     IN    A    25.115.148.238
asbyjlun.ai.shu.com.     IN    A    40.166.102.25
kavblodh.ai.shu.com.     IN    A    158.243.115.28
jmfiapkt.ai.shu.com.     IN    A    124.2.211.137
qymxiwac.ai.shu.com.     IN    A    227.213.199.53
hqvlaruc.ai.shu.com.     IN    A    62.93.141.178
xtmiqeon.ai.shu.com.     IN    A    45.123.192.64
ypjmgnli.ai.shu.com.     IN    A    147.171.228.185
fglrsjub.ai.shu.com.     IN    A    171.162.85.120
xhjbrycq.ai.shu.com.     IN    A    103.64.152.11
blhtrafj.ai.shu.com.     IN    A    237.151.165.170
ykhlimnx.ai.shu.com.     IN    A    169.167.14.42
uawlkbpj.ai.shu.com.     IN    A    29.67.8.9
kqxvdwlg.ai.shu.com.     IN    A    13.20.18.97
noxhupli.ai.shu.com.     IN    A    123.217.88.239
ufntxwjp.ai.shu.com.     IN    A    72.221.205.80
qabhpinx.ai.shu.com.     IN    A    252.209.240.32
aeijdcwn.ai.shu.com.     IN    A    200.117.119.154
vyduqpox.ai.shu.com.     IN    A    168.170.234.160
tjocfghw.ai.shu.com.     IN    A    25.232.99.168
skxeypgc.ai.shu.com.     IN    A    0.147.45.130
xjofdgim.ai.shu.com.     IN    A    111.38.58.114
qvrspexn.ai.shu.com.     IN    A    2.223.120.241
aslfjuvx.ai.shu.com.     IN    A    176.245.219.238
pexykavo.ai.shu.com.     IN    A    30.101.68.93
cptnafsx.ai.shu.com.     IN    A    9.79.26.106
olgyxwjp.ai.shu.com.     IN    A    255.85.194.187
ocwlmegx.ai.shu.com.     IN    A    83.183.171.41
xksoundc.ai.shu.com.     IN    A    84.178.26.134
ufxijhmr.ai.shu.com.     IN    A    32.145.17.120
hqlrtcay.ai.shu.com.     IN    A    12.21.157.94
chnysmix.ai.shu.com.     IN    A    102.40.177.141
vjqbohkr.ai.shu.com.     IN    A    210.12.224.162
umoyiwvh.ai.shu.com.     IN    A    112.31.203.25
uxsyakgn.ai.shu.com.     IN    A    134.119.121.19
lxatocsq.ai.shu.com.     IN    A    124.38.26.143
xunyqsve.ai.shu.com.     IN    A    244.217.47.54
klrgcmty.ai.shu.com.     IN    A    134.199.26.4
muwvbihy.ai.shu.com.     IN    A    10.87.220.19
fqtjglvw.ai.shu.com.     IN    A    117.48.64.143
jtnbliou.ai.shu.com.     IN    A    114.34.99.159
lorguqwb.ai.shu.com.     IN    A    219.5.233.114
qrlghdse.ai.shu.com.     IN    A    169.103.253.214
lqmwkeif.ai.shu.com.     IN    A    64.1.128.54
jrgolevp.ai.shu.com.     IN    A    67.165.179.197
tislgcoy.ai.shu.com.     IN    A    239.49.187.80
ablkvirm.ai.shu.com.     IN    A    17.71.118.143
yktgbrjn.ai.shu.com.     IN    A    64.194.144.8
dohxpiag.ai.shu.com.     IN    A    56.61.90.23
cvxemlws.ai.shu.com.     IN    A    10.233.33.254
winedbks.ai.shu.com.     IN    A    218.128.164.219
xlbtkaeg.ai.shu.com.     IN    A    33.156.62.206
qagriuns.ai.shu.com.     IN    A    199.148.126.77
mvtcbrpo.ai.shu.com.     IN    A    121.13.207.175
fyvqtrsg.ai.shu.com.     IN    A    60.54.181.247
snakxlfi.ai.shu.com.     IN    A    193.216.134.64
avxiqlbs.ai.shu.com.     IN    A    72.200.151.150
ioqnkepw.ai.shu.com.     IN    A    255.119.172.29
xojtcwyi.ai.shu.com.     IN    A    99.85.162.197
iukwxnsr.ai.shu.com.     IN    A    112.120.34.249
nywgflij.ai.shu.com.     IN    A    170.97.82.84
nxgjcvht.ai.shu.com.     IN    A    192.159.151.14
egmxucqh.ai.shu.com.     IN    A    153.217.221.241
emjrckli.ai.shu.com.     IN    A    194.168.3.185
ibkgrsvy.ai.shu.com.     IN    A    234.138.243.179
dmnlrqhc.ai.shu.com.     IN    A    22.89.2.80
lmuhqxtf.ai.shu.com.     IN    A    250.203.248.79
htuobdqj.ai.shu.com.     IN    A    213.93.234.139
elqhitjs.ai.shu.com.     IN    A    3.25.145.136
qimyxvlb.ai.shu.com.     IN    A    103.121.69.249
uryiajxt.ai.shu.com.     IN    A    191.13.198.146
twfjgqyx.ai.shu.com.     IN    A    155.32.44.133
tbpjmhsk.ai.shu.com.     IN    A    175.97.240.56
sngtpkuf.ai.shu.com.     IN    A    27.12.133.188
frpbqens.ai.shu.com.     IN    A    106.210.183.97
jsbhwodq.ai.shu.com.     IN    A    247.93.10.214
gafswvru.ai.shu.com.     IN    A    202.131.170.130
vedypajr.ai.shu.com.     IN    A    251.189.64.4
qwfovpdj.ai.shu.com.     IN    A    59.176.223.23
qfvyhtio.ai.shu.com.     IN    A    226.42.104.43
omsxjlvb.ai.shu.com.     IN    A    162.152.6.171
jamwvuyt.ai.shu.com.     IN    A    102.245.174.4
uroqnkpm.ai.shu.com.     IN    A    83.112.135.96
xdoutgcs.ai.shu.com.     IN    A    40.205.0.48
bwjilyum.ai.shu.com.     IN    A    136.14.62.38
dykanche.ai.shu.com.     IN    A    7.182.74.255
vrsebfcj.ai.shu.com.     IN    A    12.19.112.140
jgitcuro.ai.shu.com.     IN    A    101.40.65.241
ifoqdgyx.ai.shu.com.     IN    A    128.59.154.87
jwodvgst.ai.shu.com.     IN    A    198.202.82.59
rbtnyqcu.ai.shu.com.     IN    A    224.75.221.55
fipxeald.ai.shu.com.     IN    A    38.6.15.243
vairyfxo.ai.shu.com.     IN    A    179.88.44.189
jmcauqih.ai.shu.com.     IN    A    218.2.17.233
cuyxevri.ai.shu.com.     IN    A    112.87.51.136
qobcjkvu.ai.shu.com.     IN    A    167.83.10.202
lnsfmgpt.ai.shu.com.     IN    A    71.4.190.166
ngfivrso.ai.shu.com.     IN    A    132.183.69.48
xgjdsmqn.ai.shu.com.     IN    A    171.252.58.237
ykhxbtqr.ai.shu.com.     IN    A    29.34.202.169
lmagkjec.ai.shu.com.     IN    A    38.20.252.229
vidysobj.ai.shu.com.     IN    A    177.223.181.94
unqrjfgk.ai.shu.com.     IN    A    128.237.220.236
yuekjiov.ai.shu.com.     IN    A    249.140.1.159
xirugqts.ai.shu.com.     IN    A    193.192.212.17
gwpejmnq.ai.shu.com.     IN    A    152.176.48.71
sbnlartj.ai.shu.com.     IN    A    136.82.175.83
ogcdwkyf.ai.shu.com.     IN    A    237.186.112.82
iasfrdjv.ai.shu.com.     IN    A    49.60.130.106
nefykchl.ai.shu.com.     IN    A    242.230.17.138
ukbpgxcv.ai.shu.com.     IN    A    107.62.206.67
rdshiyvm.ai.shu.com.     IN    A    253.162.110.237
ncsdjurt.ai.shu.com.     IN    A    30.40.80.134
oqwxlmrv.ai.shu.com.     IN    A    125.224.85.172
ydhgrcsl.ai.shu.com.     IN    A    147.255.33.205
urokevbn.ai.shu.com.     IN    A    22.61.14.193
bqyoagrd.ai.shu.com.     IN    A    185.219.78.210
dkrhilef.ai.shu.com.     IN    A    151.156.1.183
tklxjwnr.ai.shu.com.     IN    A    78.77.241.162
tsmgbrdk.ai.shu.com.     IN    A    83.151.222.78
vdbmhkqc.ai.shu.com.     IN    A    37.113.253.134
mofpjuiw.ai.shu.com.     IN    A    122.214.99.104
ktclwujp.ai.shu.com.     IN    A    177.232.244.248
sxptnyve.ai.shu.com.     IN    A    104.109.54.206
fkdoixqj.ai.shu.com.     IN    A    134.147.25.72
nsvtukec.ai.shu.com.     IN    A    42.144.14.243
jpvwgsha.ai.shu.com.     IN    A    127.142.219.49
eimrjxfk.ai.shu.com.     IN    A    214.7.2.13
hivgxnfk.ai.shu.com.     IN    A    84.75.150.75
ositpewa.ai.shu.com.     IN    A    188.83.234.6
kodjufws.ai.shu.com.     IN    A    37.234.229.60
dyhjrcon.ai.shu.com.     IN    A    84.108.79.91
djewkvom.ai.shu.com.     IN    A    130.224.157.169
htfenjcp.ai.shu.com.     IN    A    34.189.103.115
auimcnvh.ai.shu.com.     IN    A    159.111.177.240
mivxhnsw.ai.shu.com.     IN    A    229.250.189.46
sluhdrmk.ai.shu.com.     IN    A    133.222.213.203
lgqkwben.ai.shu.com.     IN    A    39.198.28.9
fcudwgyj.ai.shu.com.     IN    A    242.232.198.147
spgeycht.ai.shu.com.     IN    A    153.81.109.198
bkqfrtwp.ai.shu.com.     IN    A    7.51.73.226
pdnehiao.ai.shu.com.     IN    A    58.90.237.164
jrbqnmup.ai.shu.com.     IN    A    6.226.202.94
mulyjdqw.ai.shu.com.     IN    A    130.25.126.66
xbmkdafr.ai.shu.com.     IN    A    111.201.142.1
jkxmdfvw.ai.shu.com.     IN    A    106.106.84.47
xgijohsm.ai.shu.com.     IN    A    202.242.18.91
tamcqsgy.ai.shu.com.     IN    A    233.59.197.82
tgfnhieb.ai.shu.com.     IN    A    68.251.13.77
frywpcqs.ai.shu.com.     IN    A    145.214.60.30
jistpahw.ai.shu.com.     IN    A    87.15.59.251
neutygmd.ai.shu.com.     IN    A    27.92.209.249
oqxkshwy.ai.shu.com.     IN    A    135.69.146.119
jnukagoh.ai.shu.com.     IN    A    244.168.206.94
hrlfmwgn.ai.shu.com.     IN    A    130.250.205.200
wbevnjso.ai.shu.com.     IN    A    207.49.170.66
tbmfwlyx.ai.shu.com.     IN    A    217.199.91.150
pfnyjkse.ai.shu.com.     IN    A    213.160.20.169
fkheboyq.ai.shu.com.     IN    A    227.108.77.29
otaeincb.ai.shu.com.     IN    A    15.188.61.34
qaixjfrl.ai.shu.com.     IN    A    150.86.42.229
yvobfexk.ai.shu.com.     IN    A    70.178.183.147
maocrgwp.ai.shu.com.     IN    A    49.249.140.27
ifcjkemo.ai.shu.com.     IN    A    230.246.137.64
sgkompwy.ai.shu.com.     IN    A    251.152.103.227
ndlpkswc.ai.shu.com.     IN    A    124.79.19.5
rhbwoegj.ai.shu.com.     IN    A    140.195.95.34
omnretbk.ai.shu.com.     IN    A    211.24.144.205
rxvlmuyo.ai.shu.com.     IN    A    229.26.246.191
wexadnor.ai.shu.com.     IN    A    249.203.51.254
ecvbxnhd.ai.shu.com.     IN    A    9.5.128.244
vhgbfecr.ai.shu.com.     IN    A    163.2.231.185
ovicfjum.ai.shu.com.     IN    A    7.211.156.222
vpisoehw.ai.shu.com.     IN    A    6.249.174.78
uaprgqnl.ai.shu.com.     IN    A    243.115.66.71
lmdipocu.ai.shu.com.     IN    A    115.116.29.73
rqesxomy.ai.shu.com.     IN    A    48.245.36.240
vroaiyqn.ai.shu.com.     IN    A    102.242.195.200
blvguexd.ai.shu.com.     IN    A    195.62.195.127
ijqbfswx.ai.shu.com.     IN    A    153.26.176.64
oqepgsxm.ai.shu.com.     IN    A    149.1.189.53
yiktdebs.ai.shu.com.     IN    A    233.129.185.190
jqowehrf.ai.shu.com.     IN    A    61.253.125.120
fxknqemj.ai.shu.com.     IN    A    210.99.58.31
mgsvwabo.ai.shu.com.     IN    A    235.218.218.145
rcapieow.ai.shu.com.     IN    A    47.223.90.96
thxcmsao.ai.shu.com.     IN    A    243.242.69.169
mdsfuvaw.ai.shu.com.     IN    A    48.26.120.123
yecbkdav.ai.shu.com.     IN    A    2.178.23.23
caktdqsg.ai.shu.com.     IN    A    236.110.132.86
chxoqwgu.ai.shu.com.     IN    A    234.217.201.171
ghoisbqj.ai.shu.com.     IN    A    86.195.5.184
yvqdkilo.ai.shu.com.     IN    A    18.210.145.115
jqnuaegb.ai.shu.com.     IN    A    119.0.43.250
igoupsrh.ai.shu.com.     IN    A    37.148.43.38
ljcyhmdb.ai.shu.com.     IN    A    78.119.225.242
unxekbip.ai.shu.com.     IN    A    137.169.217.206
oramjbhu.ai.shu.com.     IN    A    84.43.99.172
fgyjqkem.ai.shu.com.     IN    A    203.209.252.102
tsbxcrfw.ai.shu.com.     IN    A    210.212.76.71
wfloujyv.ai.shu.com.     IN    A    206.96.180.196
ipvohyxm.ai.shu.com.     IN    A    226.42.181.119
xnlcabuw.ai.shu.com.     IN    A    202.80.202.213
bdgeyjpo.ai.shu.com.     IN    A    243.247.118.106
ecmvytgh.ai.shu.com.     IN    A    101.110.61.190
qpgafmlv.ai.shu.com.     IN    A    163.11.199.118
cjaonkfi.ai.shu.com.     IN    A    119.12.52.84
tbxleckw.ai.shu.com.     IN    A    139.25.187.165
lagcondy.ai.shu.com.     IN    A    178.8.90.253
yhuvmoce.ai.shu.com.     IN    A    27.211.42.23
kthsajqp.ai.shu.com.     IN    A    181.17.251.114
bpogjnrk.ai.shu.com.     IN    A    154.19.212.69
ofdiwqea.ai.shu.com.     IN    A    10.137.170.172
lrbwoxef.ai.shu.com.     IN    A    34.62.49.31
eiydwxkf.ai.shu.com.     IN    A    32.239.176.245
fyenipcu.ai.shu.com.     IN    A    201.20.224.214
uvymxfwh.ai.shu.com.     IN    A    107.60.44.140
ephnuxmk.ai.shu.com.     IN    A    159.80.253.133
yocibfxp.ai.shu.com.     IN    A    26.142.49.84
temlfyxa.ai.shu.com.     IN    A    125.60.8.72
kclpnhdf.ai.shu.com.     IN    A    8.5.136.139
hodiukag.ai.shu.com.     IN    A    129.21.182.152
nerikmdj.ai.shu.com.     IN    A    232.135.68.49
okmxvubn.ai.shu.com.     IN    A    102.156.172.3
honarfdm.ai.shu.com.     IN    A    7.100.20.148
adoiwlgk.ai.shu.com.     IN    A    185.90.217.188
pldxgejq.ai.shu.com.     IN    A    203.143.139.116
flkegncb.ai.shu.com.     IN    A    253.224.2.35
nekhubqv.ai.shu.com.     IN    A    227.248.92.200
tvugkcxd.ai.shu.com.     IN    A    248.176.254.88
jtlndshr.ai.shu.com.     IN    A    130.242.18.248
skgrnfcp.ai.shu.com.     IN    A    219.251.188.156
lgoufbac.ai.shu.com.     IN    A    29.250.32.11
qyrheotk.ai.shu.com.     IN    A    22.96.150.6
ixuayldk.ai.shu.com.     IN    A    8.145.193.204
prinaboe.ai.shu.com.     IN    A    243.10.234.51
nhdtpfxb.ai.shu.com.     IN    A    111.177.54.31
vjlrfsti.ai.shu.com.     IN    A    42.204.214.254
kvgalhqn.ai.shu.com.     IN    A    19.10.180.64
cjxurmbq.ai.shu.com.     IN    A    224.145.11.254
acrmbief.ai.shu.com.     IN    A    91.252.183.81
vkqlipso.ai.shu.com.     IN    A    221.29.75.172
trfepvhs.ai.shu.com.     IN    A    120.191.204.169
aleoiyjm.ai.shu.com.     IN    A    148.147.240.108
cenaixsm.ai.shu.com.     IN    A    70.117.101.140
cmwxvhed.ai.shu.com.     IN    A    77.199.98.40
amdwjevx.ai.shu.com.     IN    A    41.149.71.133
lginvfst.ai.shu.com.     IN    A    17.57.39.161
gmprwunx.ai.shu.com.     IN    A    140.237.114.24
cmfbqave.ai.shu.com.     IN    A    10.149.122.199
rfvjmpwc.ai.shu.com.     IN    A    81.138.20.199
krlpomhb.ai.shu.com.     IN    A    141.130.204.164
cvusewam.ai.shu.com.     IN    A    210.27.204.0
fbixsnph.ai.shu.com.     IN    A    244.204.77.21
fapuqwij.ai.shu.com.     IN    A    5.172.164.2
trmylksf.ai.shu.com.     IN    A    78.186.80.30
yujpacwi.ai.shu.com.     IN    A    76.12.130.212
kjldqusm.ai.shu.com.     IN    A    233.71.97.28
xsynobkt.ai.shu.com.     IN    A    152.89.112.99
qmajfpil.ai.shu.com.     IN    A    138.232.56.34
fjwimxky.ai.shu.com.     IN    A    90.25.13.230
iaronyhg.ai.shu.com.     IN    A    82.64.194.172
lqdpkawg.ai.shu.com.     IN    A    122.118.245.149
bseaytco.ai.shu.com.     IN    A    109.126.237.5
qovybrmt.ai.shu.com.     IN    A    113.179.188.19
fxuqhbmd.ai.shu.com.     IN    A    220.27.60.50
dpqowtmu.ai.shu.com.     IN    A    18.192.120.103
xgkcijeo.ai.shu.com.     IN    A    9.122.214.164
ygbsieqh.ai.shu.com.     IN    A    146.36.79.230
unpiqkjy.ai.shu.com.     IN    A    8.186.202.194
nocjrumk.ai.shu.com.     IN    A    231.229.255.166
tlpjuvxi.ai.shu.com.     IN    A    42.125.94.35
wxfjivhb.ai.shu.com.     IN    A    58.229.66.145
hscpoqvr.ai.shu.com.     IN    A    32.167.175.187
krmldxha.ai.shu.com.     IN    A    144.68.197.81
univxhkp.ai.shu.com.     IN    A    215.177.227.33
bglsekfx.ai.shu.com.     IN    A    91.253.183.173
nsfhemyx.ai.shu.com.     IN    A    19.100.31.100
rmgoebnt.ai.shu.com.     IN    A    149.206.248.91
lefwgqrp.ai.shu.com.     IN    A    185.203.164.191
tevxqfps.ai.shu.com.     IN    A    247.113.186.136
jcokfavn.ai.shu.com.     IN    A    248.49.72.70
rvioqyhf.ai.shu.com.     IN    A    157.230.147.233
yeidgcfo.ai.shu.com.     IN    A    52.134.73.109
upvhlsde.ai.shu.com.     IN    A    189.207.2.62
obilpqmf.ai.shu.com.     IN    A    54.201.86.25
prsqfcvx.ai.shu.com.     IN    A    232.235.95.20
qhiolpaf.ai.shu.com.     IN    A    193.211.26.95
fivnugxc.ai.shu.com.     IN    A    252.230.102.14
cwjhynds.ai.shu.com.     IN    A    212.4.146.247
jlnacevt.ai.shu.com.     IN    A    253.204.242.120
axjltgdo.ai.shu.com.     IN    A    176.79.234.167
uphdmcog.ai.shu.com.     IN    A    105.194.241.162
wykcxtjb.ai.shu.com.     IN    A    70.109.52.133
tnpemfig.ai.shu.com.     IN    A    20.36.194.129
bujoyxed.ai.shu.com.     IN    A    57.8.29.116
pskoulmn.ai.shu.com.     IN    A    22.217.69.187
dxophtwb.ai.shu.com.     IN    A    125.46.124.71
fonpaxwh.ai.shu.com.     IN    A    112.19.106.48
fxdkrtyq.ai.shu.com.     IN    A    167.51.133.234
mejqlahr.ai.shu.com.     IN    A    4.105.225.218
unhpjcgy.ai.shu.com.     IN    A    163.162.254.230
klvhafqu.ai.shu.com.     IN    A    87.85.62.237
finrhqvx.ai.shu.com.     IN    A    24.222.44.96
elxpqaug.ai.shu.com.     IN    A    116.200.165.174
dhevqfnu.ai.shu.com.     IN    A    174.126.97.218
mdeiyngk.ai.shu.com.     IN    A    33.99.54.187
fcxaelrj.ai.shu.com.     IN    A    220.68.129.109
jibdxync.ai.shu.com.     IN    A    82.161.42.48
ixgveusk.ai.shu.com.     IN    A    187.248.88.39
jadsuxpt.ai.shu.com.     IN    A    104.142.252.211
qmgtjpiu.ai.shu.com.     IN    A    134.88.217.38
ejfydktl.ai.shu.com.     IN    A    23.43.132.163
gkmjrfon.ai.shu.com.     IN    A    10.30.26.233
fcubjisp.ai.shu.com.     IN    A    145.8.173.71
gsbluetx.ai.shu.com.     IN    A    199.78.147.166
egtqmcil.ai.shu.com.     IN    A    214.233.53.11
nlxrfypb.ai.shu.com.     IN    A    83.254.13.66
ebgjsvac.ai.shu.com.     IN    A    14.234.92.81
onjgsxai.ai.shu.com.     IN    A    109.87.244.63
udextaoh.ai.shu.com.     IN    A    107.41.210.125
htscjkgm.ai.shu.com.     IN    A    223.55.100.208
jwogmtau.ai.shu.com.     IN    A    143.170.102.44
tyadnloj.ai.shu.com.     IN    A    153.3.190.172
yjqxsfmb.ai.shu.com.     IN    A    202.197.180.119
wlknimro.ai.shu.com.     IN    A    132.160.61.67
gswruphn.ai.shu.com.     IN    A    203.219.80.145
pcwtdbak.ai.shu.com.     IN    A    240.107.174.130
cpeygamn.ai.shu.com.     IN    A    94.200.231.166
ktalbyji.ai.shu.com.     IN    A    17.195.211.238
xhyckaof.ai.shu.com.     IN    A    240.172.130.201
nyplwbho.ai.shu.com.     IN    A    169.32.2.211
yiojuwer.ai.shu.com.     IN    A    163.162.139.251
yqpfjhru.ai.shu.com.     IN    A    173.211.35.78
nmiavpol.ai.shu.com.     IN    A    110.55.53.144
dthmpegs.ai.shu.com.     IN    A    48.34.254.103
fqpnviyg.ai.shu.com.     IN    A    132.218.2.166
toevrxik.ai.shu.com.     IN    A    115.212.11.108
ivudjlmc.ai.shu.com.     IN    A    161.195.31.124
setdqiuj.ai.shu.com.     IN    A    117.181.133.72
gncivwoa.ai.shu.com.     IN    A    61.4.204.251
xveckspb.ai.shu.com.     IN    A    240.134.244.50
kaujbyxl.ai.shu.com.     IN    A    126.254.130.13
nihdpkqs.ai.shu.com.     IN    A    157.226.71.27
dyovmlkx.ai.shu.com.     IN    A    18.251.141.60
ybdlgcus.ai.shu.com.     IN    A    29.239.147.218
peahxuig.ai.shu.com.     IN    A    186.3.25.153
vcejmdbw.ai.shu.com.     IN    A    47.202.127.61
olgmspir.ai.shu.com.     IN    A    156.242.2.18
jnqtueva.ai.shu.com.     IN    A    139.86.198.7
nxcqblte.ai.shu.com.     IN    A    184.69.89.95
rxvcpdbg.ai.shu.com.     IN    A    74.86.236.204
lgdetmno.ai.shu.com.     IN    A    175.68.160.200
ehrdtpmg.ai.shu.com.     IN    A    17.191.163.62
pajisdyu.ai.shu.com.     IN    A    146.38.127.245
cuaplsrx.ai.shu.com.     IN    A    106.51.99.82
ahktwxqy.ai.shu.com.     IN    A    66.213.96.42
ynvbmaqs.ai.shu.com.     IN    A    23.144.185.65
xyfoktel.ai.shu.com.     IN    A    196.113.56.106
lwmokcfp.ai.shu.com.     IN    A    194.180.122.217
iegrluts.ai.shu.com.     IN    A    255.99.205.4
nexmtrau.ai.shu.com.     IN    A    172.104.131.175
prwouesa.ai.shu.com.     IN    A    154.194.36.210
brstiqgj.ai.shu.com.     IN    A    185.183.149.12
ypuvicjg.ai.shu.com.     IN    A    194.24.111.61
gmavyqef.ai.shu.com.     IN    A    151.65.186.228
wgnqhray.ai.shu.com.     IN    A    235.52.186.50
tsnghpiy.ai.shu.com.     IN    A    31.200.221.61
rpknumbv.ai.shu.com.     IN    A    116.132.194.54
ewlsuvhj.ai.shu.com.     IN    A    134.37.179.236
uipdyheq.ai.shu.com.     IN    A    64.181.186.96
rmwtcqij.ai.shu.com.     IN    A    155.51.230.34
grxvtdhl.ai.shu.com.     IN    A    60.165.223.103
tnmjidef.ai.shu.com.     IN    A    9.250.136.72
phjroxig.ai.shu.com.     IN    A    159.19.2.159
dbmguihc.ai.shu.com.     IN    A    90.83.201.195
iarnumsx.ai.shu.com.     IN    A    138.225.121.174
automhyv.ai.shu.com.     IN    A    158.27.19.9
dvmrbiuq.ai.shu.com.     IN    A    250.59.236.123
yrmncvut.ai.shu.com.     IN    A    73.135.162.123
jgheblcd.ai.shu.com.     IN    A    137.114.228.230
qngmatbp.ai.shu.com.     IN    A    16.151.96.116
gubjkwvn.ai.shu.com.     IN    A    170.18.11.200
ycfviajm.ai.shu.com.     IN    A    144.143.238.45
rwfxkiut.ai.shu.com.     IN    A    85.216.76.35
twufyakg.ai.shu.com.     IN    A    197.80.172.185
edvptalg.ai.shu.com.     IN    A    156.137.48.50
iepscjao.ai.shu.com.     IN    A    248.44.154.60
qwyjhroc.ai.shu.com.     IN    A    127.115.42.221
uwiqahgp.ai.shu.com.     IN    A    213.109.84.121
dugrosap.ai.shu.com.     IN    A    37.110.254.187
klnmvoqb.ai.shu.com.     IN    A    72.62.205.211
bfrqkvjm.ai.shu.com.     IN    A    86.219.110.141
xuhjmoci.ai.shu.com.     IN    A    223.43.54.69
lupafdqs.ai.shu.com.     IN    A    206.177.85.12
nohwbsca.ai.shu.com.     IN    A    248.17.174.130
jphcxnkd.ai.shu.com.     IN    A    232.115.111.125
gyqjafvl.ai.shu.com.     IN    A    173.217.204.29
scxaehni.ai.shu.com.     IN    A    37.127.246.40
dxkisrbl.ai.shu.com.     IN    A    101.28.4.36
psrexqjn.ai.shu.com.     IN    A    178.92.205.27
qremoafg.ai.shu.com.     IN    A    33.92.13.134
hxnfctyi.ai.shu.com.     IN    A    116.160.79.157
ltnxuyir.ai.shu.com.     IN    A    215.217.68.56
qnrvotcj.ai.shu.com.     IN    A    181.59.76.172
oguljbqk.ai.shu.com.     IN    A    224.172.252.94
tviruxjc.ai.shu.com.     IN    A    115.171.112.32
