; <<>> DiG 9.11.3-1ubuntu1.11-Ubuntu <<>> AXFR whu.com. @ns2.whu.edu.
;; global options: +cmd

@               			      14400 IN SOA	ns1.whu.com. james.whu.edu. 19122302 14400 3600 2419200 14400
whu.com.			      14400 IN NS	ns1.whu.com.
ns1.whu.com.			      14400 IN A	10.166.21.13

www.whu.com.		      14400 IN NS	ns1.www.whu.com.
ns1.www.whu.com.		      14400 IN A		10.166.21.14

pharm.whu.com.		      14400 IN NS	ns1.pharm.whu.com.
ns1.pharm.whu.com.		      14400 IN A		10.166.21.15

hyxt.whu.com.		      14400 IN NS	ns1.hyxt.whu.com.
ns1.hyxt.whu.com.		      14400 IN A		10.166.21.12

whu.com.			      14400 IN MX	10 hyxttp.whu.edu.
whu.com.			      14400 IN TXT	"v=spf1 a mx ~all"
ilcjbxrs.whu.com.        IN    A    174.78.35.48
bctkihvn.whu.com.        IN    A    67.235.67.241
vqiwjxpf.whu.com.        IN    A    97.143.67.209
rduapkix.whu.com.        IN    A    51.170.132.124
hntmercb.whu.com.        IN    A    10.93.42.169
aitusdyp.whu.com.        IN    A    106.120.185.16
uevcfkaj.whu.com.        IN    A    239.46.54.239
pduqkgox.whu.com.        IN    A    146.248.240.113
tfyisjnx.whu.com.        IN    A    247.31.149.46
tirbacfv.whu.com.        IN    A    15.75.231.100
prkfjyex.whu.com.        IN    A    31.19.154.49
tngejapv.whu.com.        IN    A    167.82.82.14
vpaimcqb.whu.com.        IN    A    130.152.195.149
haxkvgbe.whu.com.        IN    A    52.57.93.53
rqofajen.whu.com.        IN    A    219.124.32.113
wjkgvbeu.whu.com.        IN    A    29.252.173.151
jimsxgyt.whu.com.        IN    A    82.251.158.37
lfpgewji.whu.com.        IN    A    233.231.242.76
uyhgimel.whu.com.        IN    A    159.128.77.249
jyvlpimd.whu.com.        IN    A    57.101.232.96
hergaifj.whu.com.        IN    A    151.174.47.66
dxfwmuyt.whu.com.        IN    A    92.52.28.91
aepqwvtk.whu.com.        IN    A    29.253.87.35
pagsiroc.whu.com.        IN    A    255.205.12.162
jwlnychb.whu.com.        IN    A    185.102.32.93
qhajmvns.whu.com.        IN    A    150.14.104.231
pkgqcrem.whu.com.        IN    A    12.40.45.69
qmthxrgu.whu.com.        IN    A    232.56.233.233
gcphjvsk.whu.com.        IN    A    61.24.80.8
mtpkibvu.whu.com.        IN    A    20.108.214.112
mtqevoua.whu.com.        IN    A    228.96.186.129
mgxktslj.whu.com.        IN    A    141.135.150.139
nktmjgeh.whu.com.        IN    A    84.9.119.124
oqilcafd.whu.com.        IN    A    74.101.32.232
phdlfbry.whu.com.        IN    A    107.171.56.54
mrkcyojt.whu.com.        IN    A    67.236.100.243
fcsljrin.whu.com.        IN    A    71.113.84.188
dvtaixwp.whu.com.        IN    A    122.109.57.157
stjoewnl.whu.com.        IN    A    210.33.181.65
mcbstfqy.whu.com.        IN    A    166.148.46.26
esfgwlij.whu.com.        IN    A    107.168.100.168
wkbedoah.whu.com.        IN    A    11.76.115.67
lcjwqxpu.whu.com.        IN    A    104.115.126.234
dfygtvuo.whu.com.        IN    A    255.68.60.226
xdnuwpca.whu.com.        IN    A    143.148.49.110
psgruwbf.whu.com.        IN    A    37.111.123.69
jaecshdm.whu.com.        IN    A    61.80.142.104
gvtmcyak.whu.com.        IN    A    192.73.207.7
ktnevhji.whu.com.        IN    A    82.26.116.27
wuklmeov.whu.com.        IN    A    10.64.186.251
ymwuvche.whu.com.        IN    A    198.129.250.75
pjsqxavu.whu.com.        IN    A    134.95.207.238
tgrunahv.whu.com.        IN    A    93.30.76.144
uwdctjmo.whu.com.        IN    A    7.200.237.242
mnqewltp.whu.com.        IN    A    6.57.249.104
uogpwqcy.whu.com.        IN    A    135.90.215.141
plibyqvx.whu.com.        IN    A    8.28.64.238
wpbfyaxd.whu.com.        IN    A    208.199.81.158
fojvywch.whu.com.        IN    A    240.203.36.31
vmgfjays.whu.com.        IN    A    217.223.94.82
qcawrvdn.whu.com.        IN    A    29.39.201.101
srudhgae.whu.com.        IN    A    118.18.134.61
gexcspnr.whu.com.        IN    A    4.187.220.107
lnvaeijp.whu.com.        IN    A    180.144.148.58
usrqgdml.whu.com.        IN    A    88.181.127.72
dmcxiogt.whu.com.        IN    A    84.110.250.89
pfnmexyr.whu.com.        IN    A    95.177.29.199
edisjpwr.whu.com.        IN    A    212.35.110.224
qmbxdnwy.whu.com.        IN    A    6.234.175.207
exuqkhjr.whu.com.        IN    A    16.223.174.196
mgvwcjer.whu.com.        IN    A    112.70.206.127
xtewskqc.whu.com.        IN    A    217.91.206.255
wgyicavm.whu.com.        IN    A    160.73.12.193
xaivpjyd.whu.com.        IN    A    49.115.215.97
nvirasmp.whu.com.        IN    A    236.7.206.2
msevngwj.whu.com.        IN    A    170.77.232.57
tlioeqpa.whu.com.        IN    A    54.83.90.102
chvwlqui.whu.com.        IN    A    7.31.149.138
lghvkmnt.whu.com.        IN    A    161.94.25.92
atslfeco.whu.com.        IN    A    125.124.35.126
eahjwbfm.whu.com.        IN    A    80.66.167.53
wbgecvpx.whu.com.        IN    A    47.57.158.97
rpcwgioe.whu.com.        IN    A    199.185.90.150
ycpesbfd.whu.com.        IN    A    3.173.233.192
ogxsfkqc.whu.com.        IN    A    135.205.167.116
oytgldrm.whu.com.        IN    A    232.147.156.184
xbvynsqe.whu.com.        IN    A    45.17.62.32
rktnshmg.whu.com.        IN    A    110.161.92.209
qfaxpodj.whu.com.        IN    A    228.131.123.123
ndbgqhcx.whu.com.        IN    A    196.245.36.140
wmkbiehn.whu.com.        IN    A    148.191.50.175
uxpknlyv.whu.com.        IN    A    34.173.236.166
lqghuitm.whu.com.        IN    A    11.120.85.31
mahvcxqe.whu.com.        IN    A    60.69.49.30
wutfjrcp.whu.com.        IN    A    108.119.21.92
efxhjvyt.whu.com.        IN    A    68.149.252.255
atgfkqcl.whu.com.        IN    A    138.152.15.112
asgtrhvy.whu.com.        IN    A    151.23.200.3
kvqjiyua.whu.com.        IN    A    199.147.246.201
yuniojcg.whu.com.        IN    A    172.32.254.129
ynbedimw.whu.com.        IN    A    11.133.40.163
yaxruqpf.whu.com.        IN    A    187.180.162.96
wpyertda.whu.com.        IN    A    87.8.245.62
dnmhcagk.whu.com.        IN    A    185.213.201.234
snihdqet.whu.com.        IN    A    41.71.109.173
fcvkgmtd.whu.com.        IN    A    250.91.13.75
mndrpahy.whu.com.        IN    A    207.154.205.206
ytbfdauq.whu.com.        IN    A    128.34.240.92
vnwrbylt.whu.com.        IN    A    56.167.111.22
nocgxbij.whu.com.        IN    A    71.65.84.19
opnxmbiq.whu.com.        IN    A    132.192.50.97
jextcdmb.whu.com.        IN    A    131.253.183.168
cgjxkuao.whu.com.        IN    A    158.228.114.27
pbsewalt.whu.com.        IN    A    42.25.201.161
bupkdyjv.whu.com.        IN    A    98.135.15.250
lnqvxbws.whu.com.        IN    A    190.210.18.9
ovtlseyf.whu.com.        IN    A    158.149.169.242
glixevdf.whu.com.        IN    A    82.141.131.247
djofbvmx.whu.com.        IN    A    245.162.186.76
kmxsbrip.whu.com.        IN    A    91.225.217.90
iapbmfjc.whu.com.        IN    A    34.137.108.114
bpvhdyki.whu.com.        IN    A    5.251.120.249
jnfrwoal.whu.com.        IN    A    219.217.86.254
wsxdfatj.whu.com.        IN    A    122.229.171.216
ohnevluj.whu.com.        IN    A    53.24.66.39
rpfmoiys.whu.com.        IN    A    83.56.198.91
kfgdjtxr.whu.com.        IN    A    28.137.253.129
wbldvjqs.whu.com.        IN    A    181.75.78.107
fpvltxnu.whu.com.        IN    A    176.70.64.120
slbdouri.whu.com.        IN    A    72.239.121.170
nufholxq.whu.com.        IN    A    121.50.112.167
xyeurasb.whu.com.        IN    A    185.45.123.66
rteyjkqm.whu.com.        IN    A    82.122.177.219
ajkfhsmv.whu.com.        IN    A    70.212.51.221
hptiuwcr.whu.com.        IN    A    163.16.132.172
menkgosp.whu.com.        IN    A    231.116.19.57
ntwfapvx.whu.com.        IN    A    25.205.155.99
yrfaglin.whu.com.        IN    A    36.205.30.206
kdhcmryv.whu.com.        IN    A    67.137.27.101
kvnemtqw.whu.com.        IN    A    12.148.143.254
lriqcoad.whu.com.        IN    A    155.102.78.231
nprscblv.whu.com.        IN    A    55.51.181.57
flugwvcp.whu.com.        IN    A    117.192.204.211
poybgrdn.whu.com.        IN    A    1.154.43.180
bjyqvnck.whu.com.        IN    A    189.141.191.39
kefublgr.whu.com.        IN    A    7.174.210.39
cfpboxjq.whu.com.        IN    A    76.131.224.194
jdrlqscb.whu.com.        IN    A    244.32.132.11
ucioyfrw.whu.com.        IN    A    189.184.120.8
yudajknr.whu.com.        IN    A    87.9.133.242
dcfuwjym.whu.com.        IN    A    52.9.183.203
gxwoifyq.whu.com.        IN    A    231.100.8.213
taijbxql.whu.com.        IN    A    214.217.67.233
gqopuyvr.whu.com.        IN    A    169.123.3.236
hynixmkd.whu.com.        IN    A    31.161.247.157
pdfylujm.whu.com.        IN    A    252.32.59.112
dkmuifxr.whu.com.        IN    A    21.134.230.42
oxmhwejp.whu.com.        IN    A    236.11.82.228
avoeqkhn.whu.com.        IN    A    129.51.123.162
uvwapxdh.whu.com.        IN    A    241.45.21.97
kvytwiax.whu.com.        IN    A    79.130.117.33
bqwgjcto.whu.com.        IN    A    65.249.194.17
oqgdusky.whu.com.        IN    A    95.95.225.50
ravcmlst.whu.com.        IN    A    178.97.182.31
kprjbyim.whu.com.        IN    A    184.161.56.240
tiqmeyrf.whu.com.        IN    A    53.146.191.248
vyoprhts.whu.com.        IN    A    131.78.200.56
btpivceo.whu.com.        IN    A    168.153.101.66
chwdtanm.whu.com.        IN    A    199.166.115.170
bnjaduhg.whu.com.        IN    A    109.92.83.191
vxoknler.whu.com.        IN    A    252.114.137.124
mhvosupa.whu.com.        IN    A    238.204.210.40
mxcrlong.whu.com.        IN    A    36.13.41.134
gjvosylb.whu.com.        IN    A    26.29.219.219
frjbxpqt.whu.com.        IN    A    142.93.130.76
senqwvaf.whu.com.        IN    A    169.221.149.92
dbxoerlf.whu.com.        IN    A    144.76.118.206
eolphsjk.whu.com.        IN    A    30.38.234.29
iwbvdacn.whu.com.        IN    A    217.82.99.188
tirymaoh.whu.com.        IN    A    17.28.137.4
gkfltenc.whu.com.        IN    A    86.35.244.171
suyxhjkp.whu.com.        IN    A    3.72.139.76
vpuitoql.whu.com.        IN    A    57.10.157.62
bfuhipjx.whu.com.        IN    A    80.3.99.84
ohqglpue.whu.com.        IN    A    152.182.241.165
jgqxmtub.whu.com.        IN    A    2.130.125.86
atpxgyws.whu.com.        IN    A    181.34.218.78
jbleyspi.whu.com.        IN    A    16.201.136.213
atbficov.whu.com.        IN    A    128.183.224.105
npwdoqlx.whu.com.        IN    A    7.156.65.230
ibqldgyo.whu.com.        IN    A    141.0.103.91
dhtcbwkr.whu.com.        IN    A    149.227.224.232
jmlodqix.whu.com.        IN    A    226.125.37.178
hyksbgip.whu.com.        IN    A    8.52.8.130
yveikbao.whu.com.        IN    A    238.241.27.101
iakdjhgb.whu.com.        IN    A    115.136.18.192
coxsftgl.whu.com.        IN    A    203.137.94.231
xcouwlpa.whu.com.        IN    A    237.214.195.16
hnqprbde.whu.com.        IN    A    223.145.138.179
emjachfv.whu.com.        IN    A    6.79.186.59
ganrwcbx.whu.com.        IN    A    224.49.242.26
rwlxejdi.whu.com.        IN    A    236.5.159.91
aflrjsxd.whu.com.        IN    A    129.94.3.13
twogvhce.whu.com.        IN    A    187.8.254.58
xradwehs.whu.com.        IN    A    7.54.23.187
drstyfme.whu.com.        IN    A    174.203.251.135
lqjwgedc.whu.com.        IN    A    111.227.30.155
yuiwtbjq.whu.com.        IN    A    150.13.131.36
akojrxcm.whu.com.        IN    A    35.250.127.184
dbqkuotw.whu.com.        IN    A    160.126.52.171
rknxgesp.whu.com.        IN    A    253.72.165.225
odsmybva.whu.com.        IN    A    102.92.246.167
apvresjo.whu.com.        IN    A    129.102.140.206
xjvaynif.whu.com.        IN    A    39.18.189.2
xrnavkiq.whu.com.        IN    A    125.1.38.133
mxjbiafs.whu.com.        IN    A    105.214.212.143
fthojcwy.whu.com.        IN    A    108.163.8.215
lkrgohxm.whu.com.        IN    A    243.35.18.181
qwyulrhi.whu.com.        IN    A    129.221.130.199
sktgxemc.whu.com.        IN    A    89.118.44.207
qtkrjndo.whu.com.        IN    A    181.170.233.212
gpnebhdc.whu.com.        IN    A    22.119.182.249
pvshxyel.whu.com.        IN    A    210.177.104.137
xicaljof.whu.com.        IN    A    127.202.50.102
gidrsopx.whu.com.        IN    A    210.201.166.106
lhstiafb.whu.com.        IN    A    0.159.198.151
nfcuhobt.whu.com.        IN    A    255.1.154.172
daxptfor.whu.com.        IN    A    213.221.10.130
hxnfliaq.whu.com.        IN    A    125.214.40.112
olibsqwd.whu.com.        IN    A    131.33.115.84
byehlgmn.whu.com.        IN    A    52.72.242.5
qmorsuwh.whu.com.        IN    A    154.28.195.0
soyikguj.whu.com.        IN    A    59.85.37.151
kcfnvsug.whu.com.        IN    A    108.156.166.239
neachmgq.whu.com.        IN    A    132.236.168.124
efnmpojr.whu.com.        IN    A    116.228.93.100
xderwmhf.whu.com.        IN    A    56.91.67.54
quioxecg.whu.com.        IN    A    232.219.48.247
gtiaorvh.whu.com.        IN    A    44.71.85.87
dxqtbwiv.whu.com.        IN    A    93.106.158.80
uejqnvas.whu.com.        IN    A    25.219.209.126
kurgxjtm.whu.com.        IN    A    84.7.97.75
noavijld.whu.com.        IN    A    143.123.185.174
ymbrdavc.whu.com.        IN    A    132.53.208.210
oskxuawb.whu.com.        IN    A    192.125.252.31
asxuqotl.whu.com.        IN    A    139.186.107.232
isrpgxkt.whu.com.        IN    A    34.215.207.195
rhaifemj.whu.com.        IN    A    53.215.209.15
tckvbywn.whu.com.        IN    A    135.4.66.128
nsujtvof.whu.com.        IN    A    97.184.0.242
lexgsroy.whu.com.        IN    A    219.153.206.130
yiqenplf.whu.com.        IN    A    180.169.170.243
rwytbluj.whu.com.        IN    A    104.174.222.42
jaroblpt.whu.com.        IN    A    114.150.198.189
hyikwetl.whu.com.        IN    A    231.20.17.210
ykwbsflq.whu.com.        IN    A    112.112.217.61
xdoweqik.whu.com.        IN    A    125.70.132.189
ametrbju.whu.com.        IN    A    11.205.67.193
mvjpsuwt.whu.com.        IN    A    39.18.91.207
oqmxfwic.whu.com.        IN    A    5.67.213.87
qwkxnrbc.whu.com.        IN    A    229.208.250.232
girbxslq.whu.com.        IN    A    91.2.78.57
utprgcod.whu.com.        IN    A    135.152.18.67
xagrltqh.whu.com.        IN    A    92.1.88.196
vuktagix.whu.com.        IN    A    87.250.11.167
cmvgxksb.whu.com.        IN    A    116.136.128.154
kmaxtfre.whu.com.        IN    A    117.32.235.89
xahbqfjt.whu.com.        IN    A    249.183.162.243
xasubrtc.whu.com.        IN    A    118.63.73.231
cdwjtlbm.whu.com.        IN    A    153.236.185.10
goqlaxye.whu.com.        IN    A    78.186.57.22
tbhmiycu.whu.com.        IN    A    124.109.163.189
bicmdtws.whu.com.        IN    A    227.166.13.231
gwyaepxs.whu.com.        IN    A    197.225.57.83
clhpkovx.whu.com.        IN    A    51.74.230.54
imstdfun.whu.com.        IN    A    183.150.83.204
uecsjodx.whu.com.        IN    A    147.244.70.90
hvfsaygx.whu.com.        IN    A    229.53.118.30
beglmjxt.whu.com.        IN    A    156.226.104.121
qkavjunw.whu.com.        IN    A    116.196.153.75
igtyqard.whu.com.        IN    A    180.29.137.22
yireando.whu.com.        IN    A    47.213.93.55
iskcwnjo.whu.com.        IN    A    250.106.192.218
wplcimey.whu.com.        IN    A    100.117.237.232
xlgeyckh.whu.com.        IN    A    78.108.137.155
waneqsub.whu.com.        IN    A    64.204.103.220
woipqymb.whu.com.        IN    A    223.159.13.160
fbjeayki.whu.com.        IN    A    229.139.83.64
dxracyvq.whu.com.        IN    A    209.150.208.25
hwktlrob.whu.com.        IN    A    254.227.114.83
flgejptu.whu.com.        IN    A    236.84.219.44
itbxrnvk.whu.com.        IN    A    230.42.50.1
gmbvljqx.whu.com.        IN    A    208.165.151.242
tnyewlrm.whu.com.        IN    A    223.126.20.136
bviwyngh.whu.com.        IN    A    217.5.86.97
dyrnsjif.whu.com.        IN    A    126.197.196.4
tqyphrnb.whu.com.        IN    A    60.41.211.151
nhwydumg.whu.com.        IN    A    3.51.139.78
kcsxrbti.whu.com.        IN    A    43.123.246.126
aqmkntib.whu.com.        IN    A    28.255.221.76
rdgbnmap.whu.com.        IN    A    57.184.246.89
dflgckvt.whu.com.        IN    A    214.20.61.209
fgvhqyjl.whu.com.        IN    A    64.82.172.131
eptnuvko.whu.com.        IN    A    146.146.123.152
bgmpnijt.whu.com.        IN    A    66.123.249.40
obxnavrt.whu.com.        IN    A    143.24.63.101
mcgpsvny.whu.com.        IN    A    63.134.112.29
hnwtivef.whu.com.        IN    A    250.99.11.201
frxbaqhw.whu.com.        IN    A    241.200.46.195
qeijcomd.whu.com.        IN    A    168.110.239.55
ovepsukj.whu.com.        IN    A    65.104.58.180
mabpjseo.whu.com.        IN    A    207.97.254.144
dcnghryb.whu.com.        IN    A    113.42.140.88
oachqenl.whu.com.        IN    A    174.182.226.134
mxwrvgnl.whu.com.        IN    A    12.126.118.107
ixqvsdey.whu.com.        IN    A    150.233.249.240
tusihway.whu.com.        IN    A    239.74.158.190
eubwskid.whu.com.        IN    A    15.20.82.57
kcuxgdrn.whu.com.        IN    A    30.26.172.169
bhdsleft.whu.com.        IN    A    37.219.123.214
fdskywln.whu.com.        IN    A    233.10.76.195
pchiqfbe.whu.com.        IN    A    233.184.170.9
fvwjyqpt.whu.com.        IN    A    19.149.3.198
hdvgqfel.whu.com.        IN    A    172.39.119.139
dcvqnyfw.whu.com.        IN    A    254.254.87.21
sxkiymjn.whu.com.        IN    A    203.170.175.158
fvgrhmuq.whu.com.        IN    A    60.79.97.154
mjtpeklc.whu.com.        IN    A    101.48.181.84
qtpcwibg.whu.com.        IN    A    45.145.77.118
pkyubxve.whu.com.        IN    A    198.215.23.197
iwcqxnlk.whu.com.        IN    A    198.25.1.229
smyrflwu.whu.com.        IN    A    41.40.232.24
igdohsky.whu.com.        IN    A    43.238.42.217
upvwmyql.whu.com.        IN    A    127.112.149.196
ufynqpxt.whu.com.        IN    A    46.31.71.75
gviqarks.whu.com.        IN    A    212.1.98.207
dmpjwgcr.whu.com.        IN    A    78.103.59.69
kwpthexf.whu.com.        IN    A    79.23.181.139
udvkhpxt.whu.com.        IN    A    58.159.104.124
nxygvmtj.whu.com.        IN    A    98.160.192.69
osbmjeuq.whu.com.        IN    A    251.156.102.46
fctqplda.whu.com.        IN    A    84.165.46.176
noqpumey.whu.com.        IN    A    76.79.212.121
efokxluy.whu.com.        IN    A    1.28.116.87
arqtmlso.whu.com.        IN    A    243.188.171.175
dwjrsvnx.whu.com.        IN    A    169.240.11.142
tbrcifvg.whu.com.        IN    A    179.165.105.150
tcpuimhn.whu.com.        IN    A    95.113.80.195
brjlqvht.whu.com.        IN    A    44.1.187.209
hlikwsux.whu.com.        IN    A    32.233.107.37
rolqfgdw.whu.com.        IN    A    62.249.242.117
rhlsafek.whu.com.        IN    A    234.203.214.165
civyuxwq.whu.com.        IN    A    130.206.76.125
ihforjbl.whu.com.        IN    A    239.114.111.16
rmcvouth.whu.com.        IN    A    50.46.171.245
pubmycqr.whu.com.        IN    A    72.8.213.241
cjyvxeih.whu.com.        IN    A    172.137.28.229
iarofgpe.whu.com.        IN    A    97.176.75.98
ujhqydmp.whu.com.        IN    A    230.166.146.13
qaiwhcfg.whu.com.        IN    A    46.32.215.9
xgafdhvo.whu.com.        IN    A    42.185.127.179
vtwhjemd.whu.com.        IN    A    181.70.118.35
aldpcgrq.whu.com.        IN    A    44.98.5.124
gatijqhn.whu.com.        IN    A    76.92.5.140
jynrhqeo.whu.com.        IN    A    240.255.251.181
ensjimpc.whu.com.        IN    A    48.73.17.217
xkhmfpgd.whu.com.        IN    A    27.199.20.176
juxfgemb.whu.com.        IN    A    76.217.224.11
uhserbvl.whu.com.        IN    A    75.83.151.62
cjhpstlo.whu.com.        IN    A    218.37.2.168
utyafvnl.whu.com.        IN    A    206.244.41.169
tbrvyimx.whu.com.        IN    A    91.53.124.215
vuljrmxq.whu.com.        IN    A    223.97.52.79
mepfbtwu.whu.com.        IN    A    81.50.232.25
bodymvka.whu.com.        IN    A    123.108.24.131
ybdnotxh.whu.com.        IN    A    59.223.246.234
hdyotsvl.whu.com.        IN    A    42.81.58.5
psjkcmhu.whu.com.        IN    A    94.70.129.112
vkodlita.whu.com.        IN    A    209.209.178.197
qoksgmfv.whu.com.        IN    A    111.70.34.240
miavrdkh.whu.com.        IN    A    40.96.27.161
sktedivu.whu.com.        IN    A    41.108.13.245
ldvbyqxe.whu.com.        IN    A    50.254.82.240
