; <<>> DiG 9.11.3-1ubuntu1.11-Ubuntu <<>> AXFR nju.com. @ns2.nju.edu.
;; global options: +cmd

@               			      14400 IN SOA	ns1.nju.com. james.nju.edu. 19122302 14400 3600 2419200 14400
nju.com.			      14400 IN NS	ns1.nju.com.
ns1.nju.com.			      14400 IN A	10.166.21.14

www.nju.com.		      14400 IN NS	ns1.www.nju.com.
ns1.www.nju.com.		      14400 IN A		10.166.21.15

software.nju.com.		      14400 IN NS	ns1.software.nju.com.
ns1.software.nju.com.		      14400 IN A		10.166.21.12

law.nju.com.		      14400 IN NS	ns1.law.nju.com.
ns1.law.nju.com.		      14400 IN A		10.166.21.13

nju.com.			      14400 IN MX	10 lawtp.nju.edu.
nju.com.			      14400 IN TXT	"v=spf1 a mx ~all"
aqsipdjt.nju.com.        IN    A    58.225.83.84
pqlthang.nju.com.        IN    A    159.236.43.242
gwficubo.nju.com.        IN    A    211.64.23.173
uydkomhj.nju.com.        IN    A    18.158.168.152
fxkaseyv.nju.com.        IN    A    138.126.202.206
vptlbiyn.nju.com.        IN    A    219.47.128.242
kjdvgoln.nju.com.        IN    A    170.132.39.192
uiadmqlx.nju.com.        IN    A    84.139.226.106
pldubwct.nju.com.        IN    A    105.126.150.79
libtepso.nju.com.        IN    A    218.50.75.235
ealjnoms.nju.com.        IN    A    22.136.17.171
cegyqsbd.nju.com.        IN    A    111.36.122.108
blwkqeaf.nju.com.        IN    A    38.224.84.219
cwdpxefs.nju.com.        IN    A    199.153.67.154
pyvkmabq.nju.com.        IN    A    251.96.188.117
ufhrqejt.nju.com.        IN    A    228.242.13.110
enbhmcgp.nju.com.        IN    A    119.159.171.57
xnjqurce.nju.com.        IN    A    242.208.123.212
yhdaxusw.nju.com.        IN    A    185.148.138.58
jhtmysok.nju.com.        IN    A    163.107.26.12
uwhpmlni.nju.com.        IN    A    148.50.27.135
jfakuhnl.nju.com.        IN    A    65.88.172.64
juqsmrya.nju.com.        IN    A    119.91.244.30
qlnsihcw.nju.com.        IN    A    159.132.207.230
vwtmcpni.nju.com.        IN    A    61.167.28.250
igldabtn.nju.com.        IN    A    244.73.248.211
joyefilh.nju.com.        IN    A    208.183.65.117
dwcxbtja.nju.com.        IN    A    189.245.54.22
yqsuhlin.nju.com.        IN    A    35.44.180.136
ykwscihv.nju.com.        IN    A    107.18.121.120
psmolrcy.nju.com.        IN    A    43.43.116.94
sxyelqdg.nju.com.        IN    A    61.158.250.104
wlpjyobg.nju.com.        IN    A    171.254.18.249
nwadhlok.nju.com.        IN    A    123.10.182.45
mfcwdpbt.nju.com.        IN    A    76.238.53.93
vquhxyke.nju.com.        IN    A    168.11.227.39
foyrjlbp.nju.com.        IN    A    173.120.177.33
stnqicoa.nju.com.        IN    A    28.66.234.220
xucyfmnv.nju.com.        IN    A    190.77.66.109
bwkypuxi.nju.com.        IN    A    0.16.117.163
oufqgdlk.nju.com.        IN    A    207.165.161.213
yxvdscuf.nju.com.        IN    A    205.92.63.139
cpyqhgul.nju.com.        IN    A    180.30.23.163
sarvocij.nju.com.        IN    A    148.170.7.134
iqojdgab.nju.com.        IN    A    75.123.211.72
vrofhamd.nju.com.        IN    A    150.71.78.18
yanmdufr.nju.com.        IN    A    39.130.152.135
idgovaqc.nju.com.        IN    A    224.80.102.229
afljbimo.nju.com.        IN    A    133.83.233.229
jwytvins.nju.com.        IN    A    22.220.223.85
tdqjsfrm.nju.com.        IN    A    237.234.41.106
kjhecaft.nju.com.        IN    A    139.108.3.241
dsmpfkvo.nju.com.        IN    A    193.44.239.81
htoaicgu.nju.com.        IN    A    131.26.13.38
anjvqbor.nju.com.        IN    A    153.216.101.217
bymdjisl.nju.com.        IN    A    141.247.35.180
tyeqxgda.nju.com.        IN    A    187.52.125.2
jtbpuran.nju.com.        IN    A    249.194.36.106
byhfroxj.nju.com.        IN    A    210.63.164.216
brtfgnqj.nju.com.        IN    A    116.129.185.245
cwyegnal.nju.com.        IN    A    22.134.73.117
fqdjxnuv.nju.com.        IN    A    121.9.217.228
qlhyuive.nju.com.        IN    A    241.229.13.129
bmkesdyf.nju.com.        IN    A    59.28.107.56
uiqynbav.nju.com.        IN    A    37.112.100.168
bmncivot.nju.com.        IN    A    118.212.203.80
waxtkngs.nju.com.        IN    A    185.121.64.247
fvjbgiym.nju.com.        IN    A    118.179.109.67
webxydtc.nju.com.        IN    A    105.11.219.35
frtselmd.nju.com.        IN    A    30.96.4.5
mpbqkoyx.nju.com.        IN    A    218.39.7.248
udtpxahi.nju.com.        IN    A    227.145.60.163
hycexbwj.nju.com.        IN    A    82.250.23.201
kpicglvq.nju.com.        IN    A    239.52.91.183
iymbhkqf.nju.com.        IN    A    226.87.115.55
omedwfcr.nju.com.        IN    A    12.141.65.159
iokjpbqa.nju.com.        IN    A    205.118.216.32
ryfawumb.nju.com.        IN    A    211.31.248.114
dwpcvleb.nju.com.        IN    A    68.231.227.9
vfnpiklo.nju.com.        IN    A    13.95.145.155
txoqpgwu.nju.com.        IN    A    246.246.214.102
qjcthpom.nju.com.        IN    A    147.103.86.31
jiswyedq.nju.com.        IN    A    6.211.189.134
kflcgonp.nju.com.        IN    A    247.245.193.204
hbnimksw.nju.com.        IN    A    203.127.138.64
vmsoqndl.nju.com.        IN    A    208.29.240.35
nerjkcpa.nju.com.        IN    A    214.210.62.79
vjmadlni.nju.com.        IN    A    168.51.189.233
cijepfkn.nju.com.        IN    A    26.69.6.219
arlftuqb.nju.com.        IN    A    56.163.95.105
uonmhdfe.nju.com.        IN    A    14.130.210.176
ocwhdxrf.nju.com.        IN    A    254.27.205.229
tmnaiecd.nju.com.        IN    A    146.0.107.194
lusapygx.nju.com.        IN    A    7.204.128.160
ryimudel.nju.com.        IN    A    96.140.20.29
gvqkcpon.nju.com.        IN    A    251.99.70.27
vwyjxmbq.nju.com.        IN    A    28.87.218.137
ruvcnqdk.nju.com.        IN    A    78.187.40.31
jdrelgyf.nju.com.        IN    A    135.255.74.141
gjcmytha.nju.com.        IN    A    64.123.103.70
skvqghdo.nju.com.        IN    A    132.135.89.228
cbkaudyn.nju.com.        IN    A    205.254.241.180
hnocmxue.nju.com.        IN    A    151.86.79.113
bdkuqfnp.nju.com.        IN    A    64.96.110.111
tjgnkxsc.nju.com.        IN    A    3.216.115.24
gbtewdrj.nju.com.        IN    A    161.57.110.183
iegmnwld.nju.com.        IN    A    212.46.173.36
vbjdtrgm.nju.com.        IN    A    196.35.242.240
eauhgojk.nju.com.        IN    A    178.52.123.110
jyfuonwl.nju.com.        IN    A    80.47.119.179
aqxhovyu.nju.com.        IN    A    11.77.177.185
fijsamnx.nju.com.        IN    A    108.204.101.57
smvfxwto.nju.com.        IN    A    211.189.55.234
kbqrtnhx.nju.com.        IN    A    207.239.164.40
kqfvymej.nju.com.        IN    A    158.38.15.62
divtacuq.nju.com.        IN    A    230.35.102.245
mqcunxkw.nju.com.        IN    A    195.242.8.222
uonfegxt.nju.com.        IN    A    149.2.214.110
byaojhmg.nju.com.        IN    A    228.162.133.197
jlapsvhm.nju.com.        IN    A    162.194.89.147
gnqckpjh.nju.com.        IN    A    144.208.54.39
wxnijvmu.nju.com.        IN    A    145.146.249.66
murfaxdq.nju.com.        IN    A    61.186.235.74
rxstdveq.nju.com.        IN    A    10.34.36.95
crgxwbuy.nju.com.        IN    A    78.227.247.223
dxlphwfo.nju.com.        IN    A    228.95.226.92
yaintmhq.nju.com.        IN    A    27.158.86.34
esqrkvox.nju.com.        IN    A    175.218.49.87
hgyasfpo.nju.com.        IN    A    104.112.113.43
tesamlpu.nju.com.        IN    A    142.68.123.210
kmbpradf.nju.com.        IN    A    195.197.229.227
rutdxaeq.nju.com.        IN    A    54.96.203.74
tuacdroe.nju.com.        IN    A    193.197.190.125
dyhisfjq.nju.com.        IN    A    6.153.13.73
elnxgydc.nju.com.        IN    A    9.17.95.199
uxfjrnmg.nju.com.        IN    A    25.242.45.152
alfirdcg.nju.com.        IN    A    54.164.135.77
jglhiumv.nju.com.        IN    A    168.23.14.68
lqjfegxc.nju.com.        IN    A    202.22.141.151
nmepkfyl.nju.com.        IN    A    200.172.131.247
cadlmjfi.nju.com.        IN    A    216.46.201.255
wphamfeg.nju.com.        IN    A    197.28.239.149
euidghmp.nju.com.        IN    A    243.212.64.24
rjlowyus.nju.com.        IN    A    113.140.207.18
gbaltouw.nju.com.        IN    A    200.194.32.24
vfagoqki.nju.com.        IN    A    223.146.185.235
cjftpkro.nju.com.        IN    A    238.45.210.95
xgklovnq.nju.com.        IN    A    219.239.166.213
txqpmakc.nju.com.        IN    A    130.203.36.226
yskundoi.nju.com.        IN    A    25.222.91.216
kntqfayc.nju.com.        IN    A    194.245.125.220
bqmoctws.nju.com.        IN    A    139.151.41.131
hunfmbdp.nju.com.        IN    A    140.43.223.13
nysrqvgm.nju.com.        IN    A    185.30.232.1
kmycqoiu.nju.com.        IN    A    129.29.99.142
okamslgn.nju.com.        IN    A    164.219.223.69
vjcpqtrm.nju.com.        IN    A    97.249.169.99
hknogvjy.nju.com.        IN    A    26.53.142.74
ojqvdplb.nju.com.        IN    A    135.223.204.77
yxlaqikh.nju.com.        IN    A    95.171.179.201
knvhwsba.nju.com.        IN    A    141.10.212.71
fynboidg.nju.com.        IN    A    13.138.218.17
tuidpwfr.nju.com.        IN    A    7.29.56.40
spywoixl.nju.com.        IN    A    234.226.59.49
prihayos.nju.com.        IN    A    137.36.90.189
rwfxcjet.nju.com.        IN    A    147.236.251.0
euvmiksx.nju.com.        IN    A    18.155.155.123
hioelmfu.nju.com.        IN    A    116.114.29.24
wuiqmsnl.nju.com.        IN    A    161.233.34.0
bqwhegia.nju.com.        IN    A    251.174.118.12
ngxdphva.nju.com.        IN    A    67.205.87.59
gnfecrxk.nju.com.        IN    A    101.213.3.211
melniuwq.nju.com.        IN    A    22.80.147.242
cstpjnvx.nju.com.        IN    A    147.190.152.139
dqkgyoua.nju.com.        IN    A    252.170.247.163
ehcjuopk.nju.com.        IN    A    220.233.46.205
hrmvqeuf.nju.com.        IN    A    105.19.68.31
jtdgholb.nju.com.        IN    A    159.238.46.203
iabmevdh.nju.com.        IN    A    175.191.79.17
oenqjavl.nju.com.        IN    A    103.165.0.187
nchdmlvg.nju.com.        IN    A    57.101.144.205
pdqmfjrx.nju.com.        IN    A    230.160.131.42
dtfqewbg.nju.com.        IN    A    249.143.241.63
yswpfben.nju.com.        IN    A    157.136.117.172
qurlkmon.nju.com.        IN    A    248.198.224.173
hvbeipxk.nju.com.        IN    A    253.76.85.221
okgnsevb.nju.com.        IN    A    226.231.62.107
svowfltk.nju.com.        IN    A    20.45.23.22
gvuhqiya.nju.com.        IN    A    105.44.43.192
imnueydv.nju.com.        IN    A    136.136.224.2
dkufbyor.nju.com.        IN    A    45.65.44.58
kfegtrpa.nju.com.        IN    A    115.253.17.121
keqfdliv.nju.com.        IN    A    170.54.192.52
dlvpenxh.nju.com.        IN    A    114.105.242.248
cajtokvg.nju.com.        IN    A    144.172.116.51
nahepilj.nju.com.        IN    A    53.184.97.150
qcoynrfa.nju.com.        IN    A    15.141.146.225
inbmdaqv.nju.com.        IN    A    90.238.205.205
kgjsauet.nju.com.        IN    A    198.226.80.209
wgpdurci.nju.com.        IN    A    80.241.24.131
apxghvyj.nju.com.        IN    A    136.246.174.101
ykdsncub.nju.com.        IN    A    54.68.77.224
twexbcrk.nju.com.        IN    A    237.220.230.139
nsitgxup.nju.com.        IN    A    152.3.86.221
klmasnfu.nju.com.        IN    A    83.10.245.233
ekygdsjt.nju.com.        IN    A    126.219.87.131
soqnlekm.nju.com.        IN    A    157.194.145.254
gakcputl.nju.com.        IN    A    65.45.49.220
aolxsfdc.nju.com.        IN    A    112.239.150.251
oicewbqn.nju.com.        IN    A    44.161.90.29
vpoutder.nju.com.        IN    A    202.133.72.175
lyrbangt.nju.com.        IN    A    73.222.222.35
rvyipxkf.nju.com.        IN    A    169.44.160.20
wdtihxfm.nju.com.        IN    A    123.57.238.22
hbtaknjp.nju.com.        IN    A    216.106.23.213
mkcyfpsl.nju.com.        IN    A    13.208.133.231
vmqbwjhk.nju.com.        IN    A    62.116.149.169
rgbmuwch.nju.com.        IN    A    51.57.240.123
aupfmcbd.nju.com.        IN    A    82.52.103.167
kscngbad.nju.com.        IN    A    153.131.206.114
tgarwdyv.nju.com.        IN    A    92.153.210.63
bnlghwyp.nju.com.        IN    A    227.40.191.54
kfewjsuv.nju.com.        IN    A    150.124.136.175
pkbjhqsx.nju.com.        IN    A    9.119.106.110
uailsqbx.nju.com.        IN    A    167.251.55.253
ysjuahgt.nju.com.        IN    A    173.67.67.0
rhoqdwsi.nju.com.        IN    A    141.233.31.115
saopgrdw.nju.com.        IN    A    85.205.37.134
ykwdsrqe.nju.com.        IN    A    149.184.196.79
pdwberkn.nju.com.        IN    A    200.217.101.90
bnxtewvs.nju.com.        IN    A    174.177.108.199
ufaqjenr.nju.com.        IN    A    87.254.143.229
usdpylha.nju.com.        IN    A    194.240.11.2
eafygovt.nju.com.        IN    A    229.150.57.184
nuyqompk.nju.com.        IN    A    80.108.223.247
hlgksvbt.nju.com.        IN    A    66.90.184.75
mgpeaxlb.nju.com.        IN    A    64.115.158.232
bpuenfwi.nju.com.        IN    A    46.79.49.243
xotfasjn.nju.com.        IN    A    141.213.249.47
suhtkbjr.nju.com.        IN    A    96.167.118.85
ewynkgmb.nju.com.        IN    A    124.58.148.151
lwtjmukf.nju.com.        IN    A    152.186.157.200
mugcykvo.nju.com.        IN    A    112.28.85.78
rptovsdx.nju.com.        IN    A    43.16.87.1
ditnrlxc.nju.com.        IN    A    252.39.251.223
fnsblgkd.nju.com.        IN    A    134.22.51.168
aybkpgcd.nju.com.        IN    A    159.3.90.75
ljoupxng.nju.com.        IN    A    244.232.173.96
iolkdwqr.nju.com.        IN    A    10.161.37.225
ahurpegb.nju.com.        IN    A    57.168.227.78
ityaklch.nju.com.        IN    A    68.52.127.32
heujsnom.nju.com.        IN    A    123.67.175.238
okitemlf.nju.com.        IN    A    98.76.162.196
aogemwnf.nju.com.        IN    A    205.139.210.201
swkiartl.nju.com.        IN    A    139.74.137.25
fwegakml.nju.com.        IN    A    221.225.59.142
reuhyksg.nju.com.        IN    A    149.68.161.28
xoudifhe.nju.com.        IN    A    194.137.94.59
vuspkodq.nju.com.        IN    A    23.125.163.185
sorftywl.nju.com.        IN    A    142.56.227.237
suvcfrtl.nju.com.        IN    A    200.28.126.201
stpucvhg.nju.com.        IN    A    141.140.2.200
ricumvop.nju.com.        IN    A    255.205.187.124
vxfgcjqi.nju.com.        IN    A    228.177.43.179
svfuyarg.nju.com.        IN    A    57.235.111.40
tkpsragq.nju.com.        IN    A    117.115.139.113
qeythmsw.nju.com.        IN    A    249.251.119.102
mjxsywar.nju.com.        IN    A    81.17.156.111
dwxbvekr.nju.com.        IN    A    34.78.153.255
olbykxmu.nju.com.        IN    A    203.88.111.49
wfbpvqsy.nju.com.        IN    A    238.214.167.39
lowhtjng.nju.com.        IN    A    209.52.171.4
vnjmxuis.nju.com.        IN    A    20.93.71.46
sedpqhuj.nju.com.        IN    A    43.212.18.136
youhgqal.nju.com.        IN    A    197.42.18.214
altsdycb.nju.com.        IN    A    77.44.6.67
xdbgqpec.nju.com.        IN    A    245.233.197.47
ncweghsi.nju.com.        IN    A    202.181.152.51
ybdrvmwl.nju.com.        IN    A    123.137.219.138
orplfbnd.nju.com.        IN    A    205.152.246.81
hdleykms.nju.com.        IN    A    46.19.237.141
ouhlgjsw.nju.com.        IN    A    50.75.186.151
ieyqprft.nju.com.        IN    A    92.175.146.130
qrgpvocm.nju.com.        IN    A    6.206.85.228
claejfsg.nju.com.        IN    A    31.243.223.154
dkxviamf.nju.com.        IN    A    222.250.103.105
sdpvjxma.nju.com.        IN    A    112.250.246.56
jtfwgope.nju.com.        IN    A    238.53.35.45
vnabwfpx.nju.com.        IN    A    242.186.6.30
iagjrwte.nju.com.        IN    A    192.238.172.251
qebwamyh.nju.com.        IN    A    242.167.7.63
cwljutrp.nju.com.        IN    A    237.11.87.0
qcjfwapm.nju.com.        IN    A    186.241.133.116
donfvgah.nju.com.        IN    A    8.217.58.107
bkcedxia.nju.com.        IN    A    201.138.215.230
dclresfk.nju.com.        IN    A    110.221.241.196
qrsykdum.nju.com.        IN    A    79.11.55.92
qfcikvbg.nju.com.        IN    A    114.198.230.49
qhuxmjcf.nju.com.        IN    A    89.46.157.57
kqmgrjwh.nju.com.        IN    A    193.37.87.105
mtichqdk.nju.com.        IN    A    253.98.164.28
soretiyc.nju.com.        IN    A    216.230.110.50
jgxkspdt.nju.com.        IN    A    151.54.209.190
iakyjtmg.nju.com.        IN    A    182.97.188.79
lyxfcmuj.nju.com.        IN    A    63.133.50.111
rskjebwx.nju.com.        IN    A    99.5.85.223
ujmlvhin.nju.com.        IN    A    174.181.49.83
myodlwpb.nju.com.        IN    A    100.95.247.46
xvcdijgl.nju.com.        IN    A    145.42.223.196
ucoxsrnj.nju.com.        IN    A    234.54.249.234
jgeafsdy.nju.com.        IN    A    139.251.228.82
hgpjmcix.nju.com.        IN    A    187.113.52.104
bptfhyai.nju.com.        IN    A    57.98.199.158
iarytcvu.nju.com.        IN    A    226.239.161.123
olicvjgd.nju.com.        IN    A    191.37.91.129
qmtscyov.nju.com.        IN    A    95.106.234.111
yvigkona.nju.com.        IN    A    11.239.60.86
jnvofrwd.nju.com.        IN    A    216.127.234.254
qihjoudg.nju.com.        IN    A    185.85.41.154
cauhsnyj.nju.com.        IN    A    139.3.72.24
svnhgxed.nju.com.        IN    A    17.225.237.198
biglxync.nju.com.        IN    A    31.167.152.246
oduxjstk.nju.com.        IN    A    163.193.61.121
xfbgjsvp.nju.com.        IN    A    223.52.163.26
ecakxgos.nju.com.        IN    A    172.105.72.125
mwvkaerb.nju.com.        IN    A    83.53.19.122
jgyhnluo.nju.com.        IN    A    151.115.58.24
vxbiyhfc.nju.com.        IN    A    114.221.164.119
norqsygm.nju.com.        IN    A    218.20.199.169
mwfbixvu.nju.com.        IN    A    40.234.92.16
miauhwto.nju.com.        IN    A    112.255.157.39
vrxfwqps.nju.com.        IN    A    133.76.227.171
mfbtendu.nju.com.        IN    A    255.92.199.143
wqcnspbr.nju.com.        IN    A    151.242.23.235
hbaqpkwx.nju.com.        IN    A    38.166.170.179
vormbape.nju.com.        IN    A    219.96.154.219
fpelbxhu.nju.com.        IN    A    36.32.101.176
wiyucqbx.nju.com.        IN    A    193.2.134.158
airofbeu.nju.com.        IN    A    111.150.81.63
utkmpewa.nju.com.        IN    A    196.74.21.228
tucdxlqn.nju.com.        IN    A    179.54.110.8
outnfxsv.nju.com.        IN    A    190.182.247.240
wbqfmgsh.nju.com.        IN    A    80.34.114.217
avcdwhng.nju.com.        IN    A    149.60.128.251
dyvlgfeb.nju.com.        IN    A    40.111.203.251
hftiurog.nju.com.        IN    A    201.131.119.34
hbvgstyw.nju.com.        IN    A    8.146.29.248
rvigaubm.nju.com.        IN    A    251.210.223.171
celarghd.nju.com.        IN    A    63.236.254.119
yqlfdaop.nju.com.        IN    A    254.37.197.52
afmrhdxp.nju.com.        IN    A    137.48.106.13
lmtkfhbp.nju.com.        IN    A    67.142.56.54
anvhimjo.nju.com.        IN    A    60.31.187.199
ujxfalok.nju.com.        IN    A    102.44.34.151
nqhuortj.nju.com.        IN    A    42.233.220.167
oxlwhsda.nju.com.        IN    A    191.94.240.135
qewyitko.nju.com.        IN    A    78.201.122.213
xkjpsyem.nju.com.        IN    A    161.252.43.67
ykjpxodq.nju.com.        IN    A    32.78.24.205
uejxdhrl.nju.com.        IN    A    104.64.227.140
kulfijhg.nju.com.        IN    A    14.159.147.166
bqwompig.nju.com.        IN    A    240.180.82.21
frmynuop.nju.com.        IN    A    145.92.154.95
rmcgixph.nju.com.        IN    A    64.171.62.43
ilkowtye.nju.com.        IN    A    219.36.45.156
brotxeqd.nju.com.        IN    A    163.132.176.142
mwxcnvit.nju.com.        IN    A    76.51.158.85
fekygcjr.nju.com.        IN    A    106.73.6.174
twrqxibo.nju.com.        IN    A    229.244.12.142
taebshdj.nju.com.        IN    A    133.10.19.43
qlbahtvj.nju.com.        IN    A    162.154.52.239
egcipwts.nju.com.        IN    A    27.0.12.93
ejsorkct.nju.com.        IN    A    202.127.94.198
ihtygbjl.nju.com.        IN    A    37.87.226.194
jqmpwuhn.nju.com.        IN    A    147.58.41.249
iajstycr.nju.com.        IN    A    211.100.115.60
ovspcaft.nju.com.        IN    A    68.52.95.73
oahbglny.nju.com.        IN    A    127.198.46.135
tsabyghf.nju.com.        IN    A    40.48.228.227
xwufhvge.nju.com.        IN    A    71.134.71.172
mpwisdcn.nju.com.        IN    A    198.18.172.113
