www.tju.com. 	14400	IN	SOA	ns1.www.tju.com. james.tju.edu. 19122302 14400 3600 2419200 14400
www.tju.com.		    IN	NS ns1.www.tju.com.
edtqhgus.www.tju.com.    IN    A    22.37.164.22
jmqiptbf.www.tju.com.    IN    A    192.161.129.221
dxjykvna.www.tju.com.    IN    A    217.188.223.233
amxtlfsj.www.tju.com.    IN    A    164.22.120.119
prxkajew.www.tju.com.    IN    A    212.143.89.107
helstoku.www.tju.com.    IN    A    153.76.191.215
mdpwsbvc.www.tju.com.    IN    A    36.28.97.233
sowmajnh.www.tju.com.    IN    A    136.214.41.80
trxnqpiy.www.tju.com.    IN    A    168.218.159.31
gthroxiv.www.tju.com.    IN    A    147.68.19.120
clvmeigk.www.tju.com.    IN    A    63.146.17.35
axnotybr.www.tju.com.    IN    A    103.87.161.86
wsrcauhb.www.tju.com.    IN    A    12.88.1.174
nxekivft.www.tju.com.    IN    A    62.165.171.127
fmkcqpwy.www.tju.com.    IN    A    73.7.219.112
iobyrxag.www.tju.com.    IN    A    132.134.217.90
wfboredk.www.tju.com.    IN    A    202.71.111.70
pwdcjebg.www.tju.com.    IN    A    168.41.249.80
hytleuog.www.tju.com.    IN    A    148.101.170.178
ajoywxeu.www.tju.com.    IN    A    182.133.231.136
fwbutmey.www.tju.com.    IN    A    28.67.54.87
ufpqwabm.www.tju.com.    IN    A    98.139.23.12
owelibyg.www.tju.com.    IN    A    18.251.61.54
nefyolpu.www.tju.com.    IN    A    54.55.135.116
pnxdouch.www.tju.com.    IN    A    17.174.67.193
glhevpmu.www.tju.com.    IN    A    232.164.42.149
tivxawoe.www.tju.com.    IN    A    217.116.112.100
odnbiqmt.www.tju.com.    IN    A    204.100.70.40
koxrigwn.www.tju.com.    IN    A    29.24.204.81
qwcfbxyu.www.tju.com.    IN    A    108.236.103.166
wjrqohkf.www.tju.com.    IN    A    235.120.101.177
gesykjhv.www.tju.com.    IN    A    114.131.65.73
spbdingm.www.tju.com.    IN    A    71.67.188.80
mlyanitp.www.tju.com.    IN    A    11.249.6.199
loehaxir.www.tju.com.    IN    A    111.22.49.161
uovqbejx.www.tju.com.    IN    A    69.122.194.26
mbgfexpn.www.tju.com.    IN    A    83.69.37.211
syvlhino.www.tju.com.    IN    A    231.97.124.104
ldguokbn.www.tju.com.    IN    A    38.178.255.60
basrfipx.www.tju.com.    IN    A    174.226.251.193
chatorxu.www.tju.com.    IN    A    83.251.153.48
kgtbfxmo.www.tju.com.    IN    A    128.45.153.166
vrksqcbh.www.tju.com.    IN    A    30.177.172.234
cqyikltv.www.tju.com.    IN    A    80.87.64.120
doisvewh.www.tju.com.    IN    A    51.150.92.234
foehwrpg.www.tju.com.    IN    A    65.68.161.239
wtrkuavo.www.tju.com.    IN    A    215.145.102.239
higmsxfk.www.tju.com.    IN    A    64.51.82.82
mherxgqj.www.tju.com.    IN    A    164.85.157.20
dvqolgyu.www.tju.com.    IN    A    168.153.40.186
rcysnajh.www.tju.com.    IN    A    49.201.39.2
atuylbcr.www.tju.com.    IN    A    173.117.254.59
lqremwax.www.tju.com.    IN    A    130.133.141.147
bomexahk.www.tju.com.    IN    A    255.103.182.198
afjvbslp.www.tju.com.    IN    A    218.70.223.202
xylnchof.www.tju.com.    IN    A    79.8.207.65
ahgteuvw.www.tju.com.    IN    A    150.124.179.74
lsgbjadv.www.tju.com.    IN    A    1.237.236.222
pudglyoe.www.tju.com.    IN    A    243.56.162.111
hburonaq.www.tju.com.    IN    A    6.99.42.9
dkngyowe.www.tju.com.    IN    A    148.175.76.162
nvfqdlws.www.tju.com.    IN    A    124.7.255.51
gblamyhd.www.tju.com.    IN    A    78.213.223.22
imqdbksp.www.tju.com.    IN    A    75.120.3.231
vspubjgd.www.tju.com.    IN    A    21.78.159.249
rvhltjnd.www.tju.com.    IN    A    70.234.204.74
ofaiqwub.www.tju.com.    IN    A    30.66.96.118
hoaxfmvg.www.tju.com.    IN    A    184.197.145.81
nmtpgaxc.www.tju.com.    IN    A    249.106.135.81
fyrisebm.www.tju.com.    IN    A    87.170.184.121
maxpqscd.www.tju.com.    IN    A    195.151.32.102
sjxnfcvb.www.tju.com.    IN    A    6.108.28.44
fjtrcdop.www.tju.com.    IN    A    129.153.215.163
vlatpwdn.www.tju.com.    IN    A    177.118.99.34
vkqgbpjd.www.tju.com.    IN    A    136.147.27.101
iuhramjs.www.tju.com.    IN    A    204.35.220.54
pwslefug.www.tju.com.    IN    A    42.188.100.92
cmosxjau.www.tju.com.    IN    A    40.33.120.185
vdhamlpb.www.tju.com.    IN    A    187.134.186.39
vwfkncit.www.tju.com.    IN    A    35.110.85.206
pxgmoqkt.www.tju.com.    IN    A    229.14.44.5
emrgkiwf.www.tju.com.    IN    A    236.66.71.30
ficomrpt.www.tju.com.    IN    A    56.200.142.101
gwxuihpl.www.tju.com.    IN    A    145.198.102.169
ixukcqrl.www.tju.com.    IN    A    127.208.41.187
owchjyis.www.tju.com.    IN    A    211.11.162.211
xitpdqbr.www.tju.com.    IN    A    39.125.235.225
dyvfxnhk.www.tju.com.    IN    A    157.189.232.160
glvcxjdt.www.tju.com.    IN    A    78.32.37.61
rbkpsxyu.www.tju.com.    IN    A    203.136.161.205
wshpnckr.www.tju.com.    IN    A    200.233.181.31
nopgdmvk.www.tju.com.    IN    A    134.164.28.139
vwylersj.www.tju.com.    IN    A    101.168.55.8
dmthbica.www.tju.com.    IN    A    28.108.229.31
iqdgkacs.www.tju.com.    IN    A    143.6.80.173
jtuswgbl.www.tju.com.    IN    A    36.38.80.36
yfcorlpd.www.tju.com.    IN    A    8.127.138.15
fywebjxq.www.tju.com.    IN    A    193.66.58.133
kcmyxfio.www.tju.com.    IN    A    37.44.197.63
snwvghxm.www.tju.com.    IN    A    251.80.226.13
xjfqyrgd.www.tju.com.    IN    A    147.146.95.3
rboxsamf.www.tju.com.    IN    A    145.197.59.31
uvwsorfm.www.tju.com.    IN    A    243.36.26.241
oqhxveyr.www.tju.com.    IN    A    113.63.161.171
rgwlfasv.www.tju.com.    IN    A    239.26.234.198
jnwpaebl.www.tju.com.    IN    A    116.83.152.55
puhctgka.www.tju.com.    IN    A    137.166.206.59
ftoajpmn.www.tju.com.    IN    A    164.211.67.251
jmqnvpcw.www.tju.com.    IN    A    163.181.43.130
vqcxilyk.www.tju.com.    IN    A    60.123.4.234
otvligyr.www.tju.com.    IN    A    5.109.149.182
cgkxhmrj.www.tju.com.    IN    A    45.60.168.198
stgdfqke.www.tju.com.    IN    A    198.126.174.169
eankgtuj.www.tju.com.    IN    A    198.218.80.143
ihdxjlar.www.tju.com.    IN    A    41.204.95.56
afguyljt.www.tju.com.    IN    A    11.5.217.174
nyfbileo.www.tju.com.    IN    A    48.221.91.143
dxmrgcws.www.tju.com.    IN    A    123.217.219.89
wbosxcji.www.tju.com.    IN    A    150.104.23.46
fwehxtmr.www.tju.com.    IN    A    150.164.243.97
pmvwafje.www.tju.com.    IN    A    197.189.12.63
etircfpx.www.tju.com.    IN    A    208.78.209.239
gmdytehn.www.tju.com.    IN    A    112.148.67.253
jmorqiwy.www.tju.com.    IN    A    162.75.184.129
pmihawtk.www.tju.com.    IN    A    72.156.63.208
gkbhciwq.www.tju.com.    IN    A    211.31.18.67
cusrwtyl.www.tju.com.    IN    A    191.154.51.126
ufnawvti.www.tju.com.    IN    A    88.211.118.109
jxdwhepi.www.tju.com.    IN    A    81.177.76.48
ayfmriqo.www.tju.com.    IN    A    100.35.73.118
htcfijbg.www.tju.com.    IN    A    14.23.189.104
qopdwtax.www.tju.com.    IN    A    164.131.95.206
welirsgx.www.tju.com.    IN    A    50.109.115.140
jthakgcu.www.tju.com.    IN    A    142.221.114.246
qldumbrs.www.tju.com.    IN    A    227.35.21.230
kcibplna.www.tju.com.    IN    A    115.241.202.86
amvtwhxy.www.tju.com.    IN    A    61.157.91.131
ueasjyvd.www.tju.com.    IN    A    171.158.58.11
ykbsdgxl.www.tju.com.    IN    A    44.170.66.230
qhsbexfd.www.tju.com.    IN    A    68.166.253.0
bitnyrdl.www.tju.com.    IN    A    241.29.147.62
okibdjpx.www.tju.com.    IN    A    94.50.177.66
iehyjcfv.www.tju.com.    IN    A    254.161.190.24
njuopxif.www.tju.com.    IN    A    185.215.142.171
icftyhbl.www.tju.com.    IN    A    103.253.137.187
xpbcudfi.www.tju.com.    IN    A    185.45.37.206
qmhlkgas.www.tju.com.    IN    A    211.140.42.117
kulxpyhm.www.tju.com.    IN    A    232.71.180.34
flvmdoaw.www.tju.com.    IN    A    58.173.165.231
jigkrusa.www.tju.com.    IN    A    15.199.9.63
jtfrwvea.www.tju.com.    IN    A    251.200.77.58
wembqjih.www.tju.com.    IN    A    219.57.12.190
spcmibqh.www.tju.com.    IN    A    79.97.24.49
ngyhaift.www.tju.com.    IN    A    92.153.64.253
wrvjcefb.www.tju.com.    IN    A    186.229.83.53
snfvwcol.www.tju.com.    IN    A    24.39.33.75
ihyuenfd.www.tju.com.    IN    A    160.166.11.24
nuqvexso.www.tju.com.    IN    A    90.161.27.237
lmnexudi.www.tju.com.    IN    A    177.111.241.93
ghusfymo.www.tju.com.    IN    A    137.189.146.240
hyrkqgxi.www.tju.com.    IN    A    202.11.227.218
hubemlsi.www.tju.com.    IN    A    141.113.69.35
eavtdnbo.www.tju.com.    IN    A    170.37.151.88
korinysx.www.tju.com.    IN    A    114.31.226.141
ropfmuht.www.tju.com.    IN    A    177.28.176.208
vxtlfbci.www.tju.com.    IN    A    215.231.97.96
lowutxsj.www.tju.com.    IN    A    211.134.158.230
iuqhjvps.www.tju.com.    IN    A    140.191.15.40
petsawiq.www.tju.com.    IN    A    135.25.51.167
muhdsalo.www.tju.com.    IN    A    163.246.163.119
ufsnhqlb.www.tju.com.    IN    A    214.88.217.248
csadlbwy.www.tju.com.    IN    A    97.93.242.138
lqwyosdk.www.tju.com.    IN    A    226.153.225.13
bksvtfle.www.tju.com.    IN    A    35.183.51.27
hnvidbmc.www.tju.com.    IN    A    112.139.182.183
xgmprkhj.www.tju.com.    IN    A    82.120.92.134
spixrhtk.www.tju.com.    IN    A    21.96.122.154
mdbhfsxc.www.tju.com.    IN    A    15.232.231.69
fklghyqw.www.tju.com.    IN    A    53.138.178.246
oatpmnhg.www.tju.com.    IN    A    254.253.65.100
ntmglbuv.www.tju.com.    IN    A    191.32.59.50
gifuadhm.www.tju.com.    IN    A    47.27.228.54
aetpcyxm.www.tju.com.    IN    A    191.157.58.65
bgsdcekq.www.tju.com.    IN    A    149.4.43.114
gxqnpsiy.www.tju.com.    IN    A    224.184.10.36
ftlrijdb.www.tju.com.    IN    A    91.98.149.200
ajglhvei.www.tju.com.    IN    A    223.143.99.141
tempybls.www.tju.com.    IN    A    193.30.114.116
bptoxlgf.www.tju.com.    IN    A    196.184.212.232
yuwiasjo.www.tju.com.    IN    A    107.172.156.143
kfixcqeu.www.tju.com.    IN    A    132.204.58.186
yadwkbfx.www.tju.com.    IN    A    130.214.182.178
ciolharj.www.tju.com.    IN    A    145.205.177.209
qsykrxjv.www.tju.com.    IN    A    206.10.83.182
iegnclub.www.tju.com.    IN    A    45.119.62.52
gkeijlhb.www.tju.com.    IN    A    145.57.101.148
uxijpblt.www.tju.com.    IN    A    142.99.15.34
hykapgqb.www.tju.com.    IN    A    20.76.121.241
sybwmfkv.www.tju.com.    IN    A    229.239.101.202
wxyijkma.www.tju.com.    IN    A    141.24.35.101
gabqyscu.www.tju.com.    IN    A    18.9.32.10
pohcfglq.www.tju.com.    IN    A    137.247.162.219
hqferiot.www.tju.com.    IN    A    244.162.56.190
xdahpetw.www.tju.com.    IN    A    120.244.254.164
wmulcnbe.www.tju.com.    IN    A    238.30.206.36
djnvylxc.www.tju.com.    IN    A    129.174.1.104
qgfalude.www.tju.com.    IN    A    228.138.137.78
fcaqdkri.www.tju.com.    IN    A    21.71.179.196
bpvtqine.www.tju.com.    IN    A    203.90.133.235
vnmefsip.www.tju.com.    IN    A    64.61.196.44
bekhftyn.www.tju.com.    IN    A    250.153.80.11
qhbknotj.www.tju.com.    IN    A    217.223.234.233
pnwfgeic.www.tju.com.    IN    A    114.26.176.124
dmsjbftc.www.tju.com.    IN    A    65.117.99.115
jkntdlvr.www.tju.com.    IN    A    168.11.81.202
jcfpiekv.www.tju.com.    IN    A    102.16.118.147
eqlnduog.www.tju.com.    IN    A    150.210.177.144
pmftglsd.www.tju.com.    IN    A    97.137.181.112
jgmneixh.www.tju.com.    IN    A    17.224.185.214
socrpgve.www.tju.com.    IN    A    205.196.211.29
mbaiegps.www.tju.com.    IN    A    171.69.216.160
vhnjepwq.www.tju.com.    IN    A    155.185.26.217
iafnmkqp.www.tju.com.    IN    A    112.112.132.130
btcyepnd.www.tju.com.    IN    A    62.121.103.216
mteqswlc.www.tju.com.    IN    A    61.102.174.234
ibsgdeoj.www.tju.com.    IN    A    64.243.124.213
pqlcsuiv.www.tju.com.    IN    A    26.109.149.152
lutisnwm.www.tju.com.    IN    A    56.184.166.246
tliujmrd.www.tju.com.    IN    A    52.105.163.224
jcswqgbf.www.tju.com.    IN    A    15.204.120.42
ncadbgps.www.tju.com.    IN    A    81.144.110.9
bkolfcnj.www.tju.com.    IN    A    196.49.6.89
pxrmfuos.www.tju.com.    IN    A    216.252.26.91
ndpxyjek.www.tju.com.    IN    A    82.167.204.33
lxqeusvt.www.tju.com.    IN    A    208.194.128.234
jhlkfeim.www.tju.com.    IN    A    93.35.37.251
uqtymspi.www.tju.com.    IN    A    122.141.125.223
hqvrpgft.www.tju.com.    IN    A    227.102.25.50
lohermqk.www.tju.com.    IN    A    200.171.90.92
utxpjnwk.www.tju.com.    IN    A    238.152.8.112
snktmluo.www.tju.com.    IN    A    99.140.90.48
cnmxltfu.www.tju.com.    IN    A    202.153.129.226
tmefpsjb.www.tju.com.    IN    A    154.154.138.96
cbwxmfid.www.tju.com.    IN    A    196.35.81.250
wacvlmri.www.tju.com.    IN    A    18.187.119.73
vlwubjog.www.tju.com.    IN    A    129.204.10.247
dqxiaunk.www.tju.com.    IN    A    224.65.129.207
uwnfgskc.www.tju.com.    IN    A    113.198.161.167
lnwopkxe.www.tju.com.    IN    A    213.8.11.212
jhafpynr.www.tju.com.    IN    A    58.176.28.137
ytoreibs.www.tju.com.    IN    A    170.135.58.132
ycmnvbke.www.tju.com.    IN    A    86.109.6.75
ljnriuxt.www.tju.com.    IN    A    183.242.103.194
axehsrwc.www.tju.com.    IN    A    182.181.118.219
kwdjsiam.www.tju.com.    IN    A    80.191.193.120
wyojibpn.www.tju.com.    IN    A    186.149.118.125
wbklmogt.www.tju.com.    IN    A    126.51.185.144
elunktmh.www.tju.com.    IN    A    39.171.222.240
jwidsyvb.www.tju.com.    IN    A    159.117.107.129
gtapbefv.www.tju.com.    IN    A    115.179.145.229
bkexyprq.www.tju.com.    IN    A    33.208.63.192
vibpqjyl.www.tju.com.    IN    A    236.208.229.109
kamdrpfi.www.tju.com.    IN    A    5.90.193.190
yqcxinae.www.tju.com.    IN    A    41.236.244.188
tlimxqrb.www.tju.com.    IN    A    38.48.78.185
faxgntcw.www.tju.com.    IN    A    81.10.151.9
psyjkmwb.www.tju.com.    IN    A    145.104.113.194
adfwpvtu.www.tju.com.    IN    A    243.102.119.200
jwumepok.www.tju.com.    IN    A    59.254.19.121
semgnxlp.www.tju.com.    IN    A    32.141.242.10
nvwbdlfp.www.tju.com.    IN    A    15.107.173.225
cohpgjus.www.tju.com.    IN    A    1.22.200.146
qytkjhad.www.tju.com.    IN    A    43.247.167.14
hkecatvl.www.tju.com.    IN    A    206.144.250.126
neduiahr.www.tju.com.    IN    A    85.139.42.82
pngoyvhl.www.tju.com.    IN    A    75.84.73.0
schatjmk.www.tju.com.    IN    A    206.110.244.147
wvfeayjb.www.tju.com.    IN    A    235.255.106.229
uwbmosry.www.tju.com.    IN    A    151.78.215.243
rnqkisov.www.tju.com.    IN    A    211.42.137.7
wdimcnbe.www.tju.com.    IN    A    152.37.255.107
nvglotjb.www.tju.com.    IN    A    70.190.174.194
nvciqoxe.www.tju.com.    IN    A    187.214.247.161
belpnjhr.www.tju.com.    IN    A    246.34.86.217
atlfjqck.www.tju.com.    IN    A    141.129.9.170
chdsftxj.www.tju.com.    IN    A    28.243.211.143
kqhtofmx.www.tju.com.    IN    A    8.119.1.118
tplexgcs.www.tju.com.    IN    A    133.18.55.21
lfgptdxs.www.tju.com.    IN    A    101.75.176.13
pymiaonw.www.tju.com.    IN    A    228.172.4.255
bydjthxk.www.tju.com.    IN    A    241.173.226.242
mjnhxiby.www.tju.com.    IN    A    201.192.199.112
wdpjyncg.www.tju.com.    IN    A    226.134.107.66
maivgwjq.www.tju.com.    IN    A    58.43.119.52
rsvpnbai.www.tju.com.    IN    A    199.113.212.51
yswfmvgx.www.tju.com.    IN    A    91.145.222.58
sawkbfxc.www.tju.com.    IN    A    227.228.231.106
plfodkwb.www.tju.com.    IN    A    187.4.104.251
ksijgtmd.www.tju.com.    IN    A    26.133.62.11
qhebkngl.www.tju.com.    IN    A    36.22.68.71
qhogipft.www.tju.com.    IN    A    52.163.244.214
xrdjtlum.www.tju.com.    IN    A    183.235.1.247
ayuefvkj.www.tju.com.    IN    A    108.162.34.253
mkyaiwhe.www.tju.com.    IN    A    231.112.129.35
mkqxtuoa.www.tju.com.    IN    A    169.39.232.68
njpqbixs.www.tju.com.    IN    A    57.154.88.218
krjaqegp.www.tju.com.    IN    A    144.198.228.42
lpiunsxf.www.tju.com.    IN    A    173.31.230.200
djuhivwe.www.tju.com.    IN    A    81.240.28.251
ldpbvscm.www.tju.com.    IN    A    104.99.184.3
ylorsfdh.www.tju.com.    IN    A    111.108.5.27
ejyxqvpb.www.tju.com.    IN    A    13.26.183.135
mxkarofu.www.tju.com.    IN    A    122.36.41.1
lpcdyxtk.www.tju.com.    IN    A    172.55.236.145
qnyshgrt.www.tju.com.    IN    A    183.61.245.137
rsdbvong.www.tju.com.    IN    A    75.235.103.16
bxhoksvd.www.tju.com.    IN    A    143.212.176.65
qsgiaywo.www.tju.com.    IN    A    194.251.95.148
bmeqxopj.www.tju.com.    IN    A    243.4.161.164
yhtolgus.www.tju.com.    IN    A    46.228.89.97
fdvbtgwc.www.tju.com.    IN    A    76.92.74.129
oyxvndlf.www.tju.com.    IN    A    95.52.75.253
hcyknmis.www.tju.com.    IN    A    144.226.198.165
gktodapf.www.tju.com.    IN    A    107.115.146.143
txpbgvls.www.tju.com.    IN    A    32.50.105.130
idxfkyma.www.tju.com.    IN    A    197.204.163.59
omvlbijc.www.tju.com.    IN    A    90.116.55.148
itofaech.www.tju.com.    IN    A    205.252.27.34
vrikpejw.www.tju.com.    IN    A    119.20.175.122
mkxysdtn.www.tju.com.    IN    A    138.36.151.145
hqldnbyf.www.tju.com.    IN    A    52.148.191.24
ewvnixot.www.tju.com.    IN    A    160.8.100.54
prvoxnhm.www.tju.com.    IN    A    40.25.142.41
shingjvr.www.tju.com.    IN    A    36.78.4.140
jncpdahf.www.tju.com.    IN    A    127.133.57.110
nmevfrlg.www.tju.com.    IN    A    28.106.189.197
krxgaoqh.www.tju.com.    IN    A    200.91.40.217
amswcujg.www.tju.com.    IN    A    138.205.77.160
haulikxj.www.tju.com.    IN    A    142.66.219.232
cygeatqn.www.tju.com.    IN    A    178.69.111.130
mqybwijl.www.tju.com.    IN    A    69.176.88.223
slibeaqv.www.tju.com.    IN    A    21.47.133.8
vwspujit.www.tju.com.    IN    A    227.151.63.208
xdwborhn.www.tju.com.    IN    A    171.81.207.192
bikuoavm.www.tju.com.    IN    A    217.182.152.55
xnuchjko.www.tju.com.    IN    A    26.137.14.75
uvmxtqyb.www.tju.com.    IN    A    231.48.50.36
peiaunxs.www.tju.com.    IN    A    126.137.38.163
fntjuxbp.www.tju.com.    IN    A    240.244.237.210
avnktieb.www.tju.com.    IN    A    3.173.198.149
rniuywkb.www.tju.com.    IN    A    56.141.98.234
ftpoblxk.www.tju.com.    IN    A    27.141.58.203
cdwkxbte.www.tju.com.    IN    A    174.214.163.118
beyjurkx.www.tju.com.    IN    A    202.126.217.71
bwpfdyjo.www.tju.com.    IN    A    156.64.165.208
yohcwrep.www.tju.com.    IN    A    11.77.113.250
rtqvlpxu.www.tju.com.    IN    A    107.211.225.36
cpvamhle.www.tju.com.    IN    A    97.161.10.150
wdlbcofp.www.tju.com.    IN    A    132.171.22.122
ndksvmra.www.tju.com.    IN    A    50.105.226.32
gfouithx.www.tju.com.    IN    A    17.253.128.134
olhqxucm.www.tju.com.    IN    A    138.11.191.63
itldkben.www.tju.com.    IN    A    43.170.177.75
jyvgolew.www.tju.com.    IN    A    10.87.131.98
hwsjmufc.www.tju.com.    IN    A    136.99.39.238
mytdrkag.www.tju.com.    IN    A    171.126.227.135
lfwputqs.www.tju.com.    IN    A    145.242.191.133
cuobadte.www.tju.com.    IN    A    124.163.206.21
icxslmwg.www.tju.com.    IN    A    159.102.10.40
tdwvbgja.www.tju.com.    IN    A    37.60.173.147
hrmxisdq.www.tju.com.    IN    A    1.248.115.216
osfibejc.www.tju.com.    IN    A    47.41.223.118
irjsacbd.www.tju.com.    IN    A    233.30.243.19
hjiqncrd.www.tju.com.    IN    A    81.87.143.228
lxfyohib.www.tju.com.    IN    A    239.240.177.202
jqbfkhnc.www.tju.com.    IN    A    119.182.103.238
kcdrinjy.www.tju.com.    IN    A    154.224.132.122
tvdxshcj.www.tju.com.    IN    A    84.92.19.53
nrikcyjh.www.tju.com.    IN    A    168.168.233.181
iefgjrtm.www.tju.com.    IN    A    193.1.92.169
xsrtbdal.www.tju.com.    IN    A    145.12.148.219
tfhilsro.www.tju.com.    IN    A    113.196.51.23
eipumwqt.www.tju.com.    IN    A    136.109.106.246
aokycjxt.www.tju.com.    IN    A    210.73.48.49
gqsmcxkh.www.tju.com.    IN    A    231.34.209.138
piwejgls.www.tju.com.    IN    A    36.100.179.58
xljmcied.www.tju.com.    IN    A    27.167.72.171
uenjmfov.www.tju.com.    IN    A    166.55.30.19
nlyvxeqg.www.tju.com.    IN    A    86.26.98.132
xnsfhtgu.www.tju.com.    IN    A    38.174.145.239
oudthkmb.www.tju.com.    IN    A    231.133.90.14
vuesabhn.www.tju.com.    IN    A    98.243.163.28
hfgulvek.www.tju.com.    IN    A    113.202.192.177
qmwhsfip.www.tju.com.    IN    A    240.76.103.50
oihvwluy.www.tju.com.    IN    A    67.32.95.155
pdghscae.www.tju.com.    IN    A    38.90.233.148
dmekugsv.www.tju.com.    IN    A    227.27.79.33
ivwnlqet.www.tju.com.    IN    A    103.213.28.136
rmnclfiq.www.tju.com.    IN    A    70.63.125.113
dnuayxhl.www.tju.com.    IN    A    77.79.64.82
cmwgjfyi.www.tju.com.    IN    A    49.117.141.124
vuoxteyp.www.tju.com.    IN    A    64.41.152.13
pkimvyjw.www.tju.com.    IN    A    121.56.228.124
chtilnsy.www.tju.com.    IN    A    240.53.203.28
ijwcygem.www.tju.com.    IN    A    112.156.59.6
dfgvyjmu.www.tju.com.    IN    A    220.81.224.217
