cse.cqu.com.	14400	IN	SOA	ns1.cse.cqu.com. james.cqu.edu. 19122302 14400 3600 2419200 14400
cse.cqu.com.		    IN	NS ns1.cse.cqu.com.
tfcgkhou.cse.cqu.com.    IN    A    42.10.69.11
bxkfpast.cse.cqu.com.    IN    A    111.165.225.146
ovcgesad.cse.cqu.com.    IN    A    253.65.171.54
svpyieto.cse.cqu.com.    IN    A    179.212.243.81
hilpxuwd.cse.cqu.com.    IN    A    75.204.241.228
fsguldvj.cse.cqu.com.    IN    A    240.55.236.204
swdrolij.cse.cqu.com.    IN    A    48.46.167.183
qgfxptaw.cse.cqu.com.    IN    A    70.87.121.179
vgoxdbnc.cse.cqu.com.    IN    A    59.229.212.96
mvpfyidk.cse.cqu.com.    IN    A    133.14.152.76
vwqujrob.cse.cqu.com.    IN    A    6.56.227.160
uwjhylvr.cse.cqu.com.    IN    A    239.20.61.215
hvqpcwfl.cse.cqu.com.    IN    A    243.51.112.213
kgtawmxj.cse.cqu.com.    IN    A    29.213.212.150
ptenmsri.cse.cqu.com.    IN    A    24.65.87.42
grofadsw.cse.cqu.com.    IN    A    47.50.115.165
gfyilnto.cse.cqu.com.    IN    A    131.95.6.122
atnpkori.cse.cqu.com.    IN    A    144.231.63.1
txphvojs.cse.cqu.com.    IN    A    237.109.85.0
gjwlfhvd.cse.cqu.com.    IN    A    54.114.59.9
bscwnxki.cse.cqu.com.    IN    A    227.245.238.130
upwnoxlg.cse.cqu.com.    IN    A    82.137.213.111
cgxmlbhv.cse.cqu.com.    IN    A    248.156.208.151
aqhpgojc.cse.cqu.com.    IN    A    131.43.146.188
rhmolsdj.cse.cqu.com.    IN    A    111.231.29.38
okcdhtap.cse.cqu.com.    IN    A    95.30.92.239
tbagyfiv.cse.cqu.com.    IN    A    184.76.246.242
pdjcvynr.cse.cqu.com.    IN    A    57.142.192.143
gnmjxkvw.cse.cqu.com.    IN    A    172.254.240.168
yxuogsbd.cse.cqu.com.    IN    A    13.7.108.159
eidtxphk.cse.cqu.com.    IN    A    192.123.232.125
bdvqtuky.cse.cqu.com.    IN    A    137.181.34.34
oycfavmd.cse.cqu.com.    IN    A    72.194.235.169
nuorbkdq.cse.cqu.com.    IN    A    248.61.32.13
uxmbjwia.cse.cqu.com.    IN    A    104.49.176.167
uwvtmqrj.cse.cqu.com.    IN    A    88.182.101.38
qgwhpvsr.cse.cqu.com.    IN    A    19.7.222.230
ahontegs.cse.cqu.com.    IN    A    122.112.157.151
wamnplfg.cse.cqu.com.    IN    A    158.198.241.166
krstwcad.cse.cqu.com.    IN    A    110.229.174.143
kyexudgw.cse.cqu.com.    IN    A    97.66.134.230
xhksgwnp.cse.cqu.com.    IN    A    115.0.82.189
ytrjucbs.cse.cqu.com.    IN    A    192.155.119.81
prknfgqv.cse.cqu.com.    IN    A    234.40.124.1
ptvxgdim.cse.cqu.com.    IN    A    39.78.254.218
vkmlshig.cse.cqu.com.    IN    A    78.143.94.165
rvgusmin.cse.cqu.com.    IN    A    137.114.207.254
kvdichqa.cse.cqu.com.    IN    A    76.208.253.155
ghkacwit.cse.cqu.com.    IN    A    166.252.243.88
oehjlncy.cse.cqu.com.    IN    A    227.199.220.198
uchavely.cse.cqu.com.    IN    A    18.106.175.4
qlhsmyop.cse.cqu.com.    IN    A    198.55.4.47
jelcuyxv.cse.cqu.com.    IN    A    171.133.152.172
bywjoahl.cse.cqu.com.    IN    A    165.97.122.159
gfdabxqe.cse.cqu.com.    IN    A    193.215.155.135
ajoqybuv.cse.cqu.com.    IN    A    144.82.74.219
knmfhsje.cse.cqu.com.    IN    A    70.43.67.166
oafhpedg.cse.cqu.com.    IN    A    39.86.199.9
gvxetrln.cse.cqu.com.    IN    A    154.133.148.12
qjxosrkm.cse.cqu.com.    IN    A    20.45.183.127
lngiujhv.cse.cqu.com.    IN    A    35.161.215.208
yuakjich.cse.cqu.com.    IN    A    248.63.45.176
bmfpntxv.cse.cqu.com.    IN    A    151.127.196.202
puwoljsa.cse.cqu.com.    IN    A    34.32.124.154
ngdxlfhp.cse.cqu.com.    IN    A    13.88.196.10
imyndvpk.cse.cqu.com.    IN    A    233.100.113.44
aqphitcm.cse.cqu.com.    IN    A    254.15.183.215
xwnkfmbh.cse.cqu.com.    IN    A    86.94.76.171
tgnwhfib.cse.cqu.com.    IN    A    62.29.180.152
mdhaxycn.cse.cqu.com.    IN    A    33.33.181.105
acepshnw.cse.cqu.com.    IN    A    121.76.246.54
iafnljuk.cse.cqu.com.    IN    A    14.34.39.169
jmftlcva.cse.cqu.com.    IN    A    176.135.129.215
hqwgmjtx.cse.cqu.com.    IN    A    118.65.69.16
rsytacxw.cse.cqu.com.    IN    A    219.221.211.255
sekicxnu.cse.cqu.com.    IN    A    128.212.37.214
blwdgvup.cse.cqu.com.    IN    A    71.13.171.122
fqbmsacl.cse.cqu.com.    IN    A    246.68.206.72
joxyemud.cse.cqu.com.    IN    A    237.175.240.50
wegfcjrx.cse.cqu.com.    IN    A    164.249.248.184
hkmbrsnp.cse.cqu.com.    IN    A    193.97.213.231
nqduoejy.cse.cqu.com.    IN    A    41.2.255.166
icahwxkj.cse.cqu.com.    IN    A    101.212.7.72
qvkljiyc.cse.cqu.com.    IN    A    31.216.67.78
rpkyswfj.cse.cqu.com.    IN    A    217.115.86.43
hjqfrxiy.cse.cqu.com.    IN    A    25.75.3.201
tjobamhl.cse.cqu.com.    IN    A    228.60.159.190
vadutnhf.cse.cqu.com.    IN    A    137.13.33.202
wtyepvld.cse.cqu.com.    IN    A    253.61.76.247
clsepkmq.cse.cqu.com.    IN    A    68.36.137.184
daemjsyp.cse.cqu.com.    IN    A    92.183.112.246
unvqfshk.cse.cqu.com.    IN    A    62.119.16.177
jlqegocv.cse.cqu.com.    IN    A    38.90.131.102
uwdstoye.cse.cqu.com.    IN    A    83.16.73.210
ivdcrqpy.cse.cqu.com.    IN    A    201.197.50.167
aumyifed.cse.cqu.com.    IN    A    118.103.40.126
pgsqnvdt.cse.cqu.com.    IN    A    105.115.92.233
erpwksfx.cse.cqu.com.    IN    A    109.106.223.119
hagnbkiy.cse.cqu.com.    IN    A    71.149.221.97
yaofhuew.cse.cqu.com.    IN    A    18.21.5.239
lpsydetu.cse.cqu.com.    IN    A    166.126.123.154
ymusiafn.cse.cqu.com.    IN    A    12.125.145.89
ukqvdhgw.cse.cqu.com.    IN    A    214.66.45.200
kwdgitvq.cse.cqu.com.    IN    A    122.231.95.156
poxagynw.cse.cqu.com.    IN    A    167.95.166.18
rikoxjqc.cse.cqu.com.    IN    A    168.132.166.211
jqhkvxmc.cse.cqu.com.    IN    A    194.80.103.238
bujyaxqs.cse.cqu.com.    IN    A    66.220.203.244
daxpgcih.cse.cqu.com.    IN    A    35.185.229.4
rgnlwpqb.cse.cqu.com.    IN    A    62.29.18.74
adlijscr.cse.cqu.com.    IN    A    253.102.178.62
dijtlvhq.cse.cqu.com.    IN    A    30.44.13.80
gqmyepjk.cse.cqu.com.    IN    A    82.128.18.71
dmuprfys.cse.cqu.com.    IN    A    92.65.46.41
mlhgxctu.cse.cqu.com.    IN    A    252.146.79.34
vmugencw.cse.cqu.com.    IN    A    47.15.47.208
escfydbj.cse.cqu.com.    IN    A    92.116.145.116
wfinegpt.cse.cqu.com.    IN    A    250.9.105.201
usqpiflc.cse.cqu.com.    IN    A    156.235.131.84
tmpuhxqg.cse.cqu.com.    IN    A    44.47.184.85
fhucavmj.cse.cqu.com.    IN    A    119.110.239.183
vwxcqkes.cse.cqu.com.    IN    A    230.125.250.22
oygejhbn.cse.cqu.com.    IN    A    153.99.215.66
ekdvywpi.cse.cqu.com.    IN    A    154.78.115.198
huljqfcn.cse.cqu.com.    IN    A    47.51.227.173
rxychlpn.cse.cqu.com.    IN    A    26.91.169.135
cdnhjgmx.cse.cqu.com.    IN    A    87.176.63.24
olvbdnqp.cse.cqu.com.    IN    A    211.243.173.109
xdiqcftn.cse.cqu.com.    IN    A    170.127.105.187
auhtovkw.cse.cqu.com.    IN    A    70.244.132.153
wiaoetrf.cse.cqu.com.    IN    A    144.28.19.173
wnsaqbek.cse.cqu.com.    IN    A    199.3.242.77
bykhglen.cse.cqu.com.    IN    A    150.245.133.209
bxhiluen.cse.cqu.com.    IN    A    157.5.6.119
eunpxwth.cse.cqu.com.    IN    A    49.47.149.255
gbyhofei.cse.cqu.com.    IN    A    27.200.46.23
vjliduqs.cse.cqu.com.    IN    A    225.246.91.210
xynhrsft.cse.cqu.com.    IN    A    139.103.181.73
frqvpitj.cse.cqu.com.    IN    A    7.114.134.191
iwejdavr.cse.cqu.com.    IN    A    158.114.93.225
dmqitueh.cse.cqu.com.    IN    A    11.84.211.54
plcogrkf.cse.cqu.com.    IN    A    80.54.233.205
bnhkadjg.cse.cqu.com.    IN    A    239.37.59.39
vkoymxwg.cse.cqu.com.    IN    A    20.55.148.148
xghbainf.cse.cqu.com.    IN    A    82.87.98.199
msadvcuy.cse.cqu.com.    IN    A    58.36.140.210
stlveouh.cse.cqu.com.    IN    A    186.52.189.89
aslfkxhn.cse.cqu.com.    IN    A    75.175.249.44
phvkytgl.cse.cqu.com.    IN    A    170.239.27.16
tufljcoe.cse.cqu.com.    IN    A    246.113.3.24
lxanqphf.cse.cqu.com.    IN    A    204.105.105.60
qpsaugme.cse.cqu.com.    IN    A    39.237.0.178
beoxiqlc.cse.cqu.com.    IN    A    63.11.60.186
lubndsfm.cse.cqu.com.    IN    A    156.171.52.32
xjdcutql.cse.cqu.com.    IN    A    29.168.232.202
kbevxpwh.cse.cqu.com.    IN    A    38.178.193.45
aucgmhrb.cse.cqu.com.    IN    A    62.174.87.4
noedjiwh.cse.cqu.com.    IN    A    75.41.16.62
vqwitcyl.cse.cqu.com.    IN    A    64.227.212.58
mqexduvj.cse.cqu.com.    IN    A    46.135.132.160
heacujgs.cse.cqu.com.    IN    A    134.65.14.246
jqwtoibd.cse.cqu.com.    IN    A    0.22.229.42
wsrixdpj.cse.cqu.com.    IN    A    52.81.185.3
feajpigd.cse.cqu.com.    IN    A    246.67.156.58
decvyljs.cse.cqu.com.    IN    A    122.208.81.93
ugvmsntq.cse.cqu.com.    IN    A    33.170.168.58
gmjqoexy.cse.cqu.com.    IN    A    79.187.172.134
vikwhoml.cse.cqu.com.    IN    A    39.93.192.33
pgbxinlq.cse.cqu.com.    IN    A    130.176.70.178
clnfbgjx.cse.cqu.com.    IN    A    154.13.27.160
bpysmdwl.cse.cqu.com.    IN    A    113.39.154.73
xvdhtgok.cse.cqu.com.    IN    A    210.64.1.55
jloxyuvs.cse.cqu.com.    IN    A    40.173.236.56
eubagcft.cse.cqu.com.    IN    A    157.189.60.245
jchfwrkd.cse.cqu.com.    IN    A    49.252.187.75
awbxeuiy.cse.cqu.com.    IN    A    227.238.100.63
lpukjrqo.cse.cqu.com.    IN    A    113.124.71.95
rmhfilqg.cse.cqu.com.    IN    A    101.43.57.195
oglcsrxy.cse.cqu.com.    IN    A    199.202.186.121
frtlwmha.cse.cqu.com.    IN    A    116.60.234.8
mdocpjwh.cse.cqu.com.    IN    A    253.185.154.112
yxlbpesq.cse.cqu.com.    IN    A    111.87.195.230
yuwrncaf.cse.cqu.com.    IN    A    210.92.193.31
naxpeswo.cse.cqu.com.    IN    A    53.33.28.83
dhctwilr.cse.cqu.com.    IN    A    39.240.27.165
wlemcbvq.cse.cqu.com.    IN    A    46.72.127.205
jdkxabye.cse.cqu.com.    IN    A    175.3.122.224
gnjpultk.cse.cqu.com.    IN    A    118.48.98.89
aygkhqcw.cse.cqu.com.    IN    A    67.163.242.29
klayunxi.cse.cqu.com.    IN    A    195.99.6.192
axybdokg.cse.cqu.com.    IN    A    180.97.99.21
cnqkbepu.cse.cqu.com.    IN    A    30.8.144.145
nkchgjiv.cse.cqu.com.    IN    A    175.1.78.97
tgedqabr.cse.cqu.com.    IN    A    180.6.188.97
eutrgxjq.cse.cqu.com.    IN    A    224.112.136.207
yosutkeh.cse.cqu.com.    IN    A    228.50.35.16
fdvbursg.cse.cqu.com.    IN    A    89.47.84.65
wrqgdycl.cse.cqu.com.    IN    A    201.215.126.78
lvgyjnsu.cse.cqu.com.    IN    A    172.65.199.66
ojaftqwx.cse.cqu.com.    IN    A    81.245.41.0
ehkqugby.cse.cqu.com.    IN    A    136.210.63.189
awkhbgvq.cse.cqu.com.    IN    A    226.226.44.31
uisvghqy.cse.cqu.com.    IN    A    125.44.56.50
xbygftsj.cse.cqu.com.    IN    A    70.1.243.206
lowdvjif.cse.cqu.com.    IN    A    84.102.105.41
jgqorthi.cse.cqu.com.    IN    A    41.158.174.132
qrgmhdne.cse.cqu.com.    IN    A    190.96.101.13
cpsudexa.cse.cqu.com.    IN    A    126.49.255.50
ufgpjocy.cse.cqu.com.    IN    A    248.230.129.195
whmysfin.cse.cqu.com.    IN    A    248.160.186.25
mrbyvxko.cse.cqu.com.    IN    A    86.218.234.182
npejdfvq.cse.cqu.com.    IN    A    96.203.120.251
isapdknj.cse.cqu.com.    IN    A    161.25.57.146
isnomhfw.cse.cqu.com.    IN    A    21.243.199.63
elqmcrgo.cse.cqu.com.    IN    A    1.185.228.68
xkpvrtyu.cse.cqu.com.    IN    A    218.183.21.225
ulsqyirj.cse.cqu.com.    IN    A    15.181.22.223
vqpbnyca.cse.cqu.com.    IN    A    69.242.144.106
ufbqnsyh.cse.cqu.com.    IN    A    51.154.124.19
klsxjhnr.cse.cqu.com.    IN    A    121.119.5.72
rfodecmu.cse.cqu.com.    IN    A    196.80.150.136
bipvdlsu.cse.cqu.com.    IN    A    2.216.19.202
wvhmxyta.cse.cqu.com.    IN    A    10.240.152.27
junfyovs.cse.cqu.com.    IN    A    207.42.132.25
iyrxbumw.cse.cqu.com.    IN    A    125.128.207.137
aonsjrdc.cse.cqu.com.    IN    A    229.63.34.173
cfmoptiy.cse.cqu.com.    IN    A    109.189.93.6
fthjgymb.cse.cqu.com.    IN    A    132.14.253.80
ldahmtxe.cse.cqu.com.    IN    A    12.22.160.29
neshfwri.cse.cqu.com.    IN    A    61.225.94.41
roidaqjw.cse.cqu.com.    IN    A    210.217.72.177
cxhlewji.cse.cqu.com.    IN    A    58.189.227.190
duehrpnk.cse.cqu.com.    IN    A    26.64.176.55
cdownqsv.cse.cqu.com.    IN    A    83.109.234.28
upcqjbxh.cse.cqu.com.    IN    A    136.27.248.207
blxoqtcn.cse.cqu.com.    IN    A    137.245.132.148
ufhstdaq.cse.cqu.com.    IN    A    153.95.113.150
picvufej.cse.cqu.com.    IN    A    151.225.234.247
equkcmxr.cse.cqu.com.    IN    A    200.195.244.159
idvrglju.cse.cqu.com.    IN    A    246.28.95.65
bxvhacnw.cse.cqu.com.    IN    A    195.137.208.12
bwusdqov.cse.cqu.com.    IN    A    141.121.45.103
tpxbfkgy.cse.cqu.com.    IN    A    126.182.41.98
ljsmcvoa.cse.cqu.com.    IN    A    246.61.128.53
rlwpnusg.cse.cqu.com.    IN    A    130.15.106.57
yjvcsmdr.cse.cqu.com.    IN    A    203.185.226.71
jxlcnfdp.cse.cqu.com.    IN    A    208.53.15.254
mjahtkur.cse.cqu.com.    IN    A    138.107.187.102
omkjrwbq.cse.cqu.com.    IN    A    20.130.87.87
gflveqyd.cse.cqu.com.    IN    A    23.236.53.26
hmcqpxyn.cse.cqu.com.    IN    A    158.176.103.3
gydvhuto.cse.cqu.com.    IN    A    160.230.95.122
bdhcouwv.cse.cqu.com.    IN    A    107.99.152.218
gwchbrqm.cse.cqu.com.    IN    A    244.67.157.118
fgbavlws.cse.cqu.com.    IN    A    80.210.117.102
qpeulbia.cse.cqu.com.    IN    A    139.223.103.249
qwhrskeb.cse.cqu.com.    IN    A    50.80.69.73
jgtvicur.cse.cqu.com.    IN    A    54.42.62.48
pvkmatdr.cse.cqu.com.    IN    A    176.212.165.187
gvbemrxt.cse.cqu.com.    IN    A    98.161.80.105
jqivrgxb.cse.cqu.com.    IN    A    200.100.102.195
hqybeudo.cse.cqu.com.    IN    A    99.0.24.165
fsdrvpqx.cse.cqu.com.    IN    A    142.55.154.208
laswrfeo.cse.cqu.com.    IN    A    13.8.126.38
klpnfjmh.cse.cqu.com.    IN    A    78.241.83.9
diwpkefg.cse.cqu.com.    IN    A    95.103.100.139
fojqndgr.cse.cqu.com.    IN    A    129.23.22.245
eaybjctv.cse.cqu.com.    IN    A    81.155.68.123
wmunrhvf.cse.cqu.com.    IN    A    223.66.28.197
rsjbmuvq.cse.cqu.com.    IN    A    152.94.92.216
xelwuvso.cse.cqu.com.    IN    A    115.132.248.46
euglfrcy.cse.cqu.com.    IN    A    216.34.67.40
sqtbpymc.cse.cqu.com.    IN    A    69.5.35.251
slincmpt.cse.cqu.com.    IN    A    70.244.207.151
ygdhkcnf.cse.cqu.com.    IN    A    79.232.140.36
lewhafgj.cse.cqu.com.    IN    A    187.42.3.160
edlpkmwq.cse.cqu.com.    IN    A    45.234.22.208
flgbcski.cse.cqu.com.    IN    A    183.21.143.165
ksueydtr.cse.cqu.com.    IN    A    187.225.216.94
kxvbodqy.cse.cqu.com.    IN    A    49.254.186.182
avdgxuso.cse.cqu.com.    IN    A    121.220.70.168
nahofbvu.cse.cqu.com.    IN    A    17.119.19.13
rmfhlvdn.cse.cqu.com.    IN    A    20.146.65.61
lyibksqf.cse.cqu.com.    IN    A    228.229.216.53
syxqlvhb.cse.cqu.com.    IN    A    97.107.143.133
ydjnlosg.cse.cqu.com.    IN    A    162.58.80.246
kpiejmab.cse.cqu.com.    IN    A    141.235.81.1
kxlmdqnj.cse.cqu.com.    IN    A    191.22.38.173
uxmpqhoy.cse.cqu.com.    IN    A    71.147.136.9
qisuyoap.cse.cqu.com.    IN    A    116.166.190.212
ihcejbnu.cse.cqu.com.    IN    A    51.69.81.164
datuehnw.cse.cqu.com.    IN    A    75.77.40.107
kcnjfixs.cse.cqu.com.    IN    A    148.1.10.137
kvlcnpaj.cse.cqu.com.    IN    A    240.68.219.96
tqnckfwe.cse.cqu.com.    IN    A    85.205.103.41
dgxsjcqv.cse.cqu.com.    IN    A    28.254.43.107
mfuakcip.cse.cqu.com.    IN    A    79.155.164.192
blmjcfup.cse.cqu.com.    IN    A    30.114.120.136
fnharupq.cse.cqu.com.    IN    A    203.49.18.179
rntkobap.cse.cqu.com.    IN    A    107.224.97.122
jwvhfomr.cse.cqu.com.    IN    A    84.136.191.16
imjyktgn.cse.cqu.com.    IN    A    26.251.60.118
uasofwlm.cse.cqu.com.    IN    A    242.28.98.209
vatgomlb.cse.cqu.com.    IN    A    92.73.152.66
bvnsxwup.cse.cqu.com.    IN    A    186.39.101.108
sdmonxhr.cse.cqu.com.    IN    A    29.75.240.248
moulvdgf.cse.cqu.com.    IN    A    46.205.33.219
qlsvdyje.cse.cqu.com.    IN    A    227.10.143.161
pqeyvlcw.cse.cqu.com.    IN    A    77.135.86.36
mafbdpsu.cse.cqu.com.    IN    A    197.159.146.229
oyrxsikh.cse.cqu.com.    IN    A    135.154.180.36
cerpixjm.cse.cqu.com.    IN    A    84.184.128.195
xbnuhrfg.cse.cqu.com.    IN    A    15.55.106.85
npacolvj.cse.cqu.com.    IN    A    102.12.249.88
qiuwxdse.cse.cqu.com.    IN    A    48.163.184.239
ukymsrpt.cse.cqu.com.    IN    A    8.27.222.119
hxkayirs.cse.cqu.com.    IN    A    94.112.30.231
uthwnpsb.cse.cqu.com.    IN    A    131.72.138.114
pvycwisf.cse.cqu.com.    IN    A    195.252.137.234
pgxrivua.cse.cqu.com.    IN    A    179.192.170.10
crwoaypv.cse.cqu.com.    IN    A    242.30.173.44
crqasxlk.cse.cqu.com.    IN    A    44.183.89.115
xqjbetly.cse.cqu.com.    IN    A    217.161.33.188
rgxpthfi.cse.cqu.com.    IN    A    58.173.168.102
fwoudkxn.cse.cqu.com.    IN    A    17.242.122.52
wxvqsniy.cse.cqu.com.    IN    A    223.59.45.253
hkbifvte.cse.cqu.com.    IN    A    2.43.24.233
utvmdlsj.cse.cqu.com.    IN    A    68.192.94.114
sjygubkx.cse.cqu.com.    IN    A    152.38.55.126
fwtdryle.cse.cqu.com.    IN    A    163.2.126.57
eainslmk.cse.cqu.com.    IN    A    130.152.55.13
cbdqtiha.cse.cqu.com.    IN    A    178.201.75.117
dvhwefqx.cse.cqu.com.    IN    A    111.120.230.209
hslpqajb.cse.cqu.com.    IN    A    56.63.67.150
aqsvpuex.cse.cqu.com.    IN    A    147.224.68.32
tmqgcvls.cse.cqu.com.    IN    A    231.144.61.12
gnypwtah.cse.cqu.com.    IN    A    163.59.213.139
poyhjwcv.cse.cqu.com.    IN    A    215.202.224.45
ieqruofp.cse.cqu.com.    IN    A    245.231.201.75
yhubfgqj.cse.cqu.com.    IN    A    250.69.65.96
qcifwhvy.cse.cqu.com.    IN    A    97.16.197.20
qertakfm.cse.cqu.com.    IN    A    231.139.84.14
ulvtxjqn.cse.cqu.com.    IN    A    6.191.174.30
bkvegojd.cse.cqu.com.    IN    A    134.201.86.206
mxyaugfo.cse.cqu.com.    IN    A    28.36.167.84
sqcyedfo.cse.cqu.com.    IN    A    175.5.144.247
omrwgjtn.cse.cqu.com.    IN    A    87.26.211.225
ghaodjeq.cse.cqu.com.    IN    A    18.150.143.193
hleptosf.cse.cqu.com.    IN    A    121.161.223.212
kgqrotwb.cse.cqu.com.    IN    A    252.159.185.152
cykgjauo.cse.cqu.com.    IN    A    166.69.216.82
mahbsido.cse.cqu.com.    IN    A    74.130.168.66
hkuejxsb.cse.cqu.com.    IN    A    152.195.163.125
oeidayvm.cse.cqu.com.    IN    A    212.254.90.18
ygvordex.cse.cqu.com.    IN    A    220.81.234.211
jdsuxkpf.cse.cqu.com.    IN    A    55.114.212.123
bilvcmqs.cse.cqu.com.    IN    A    134.254.120.126
fbgrymkd.cse.cqu.com.    IN    A    62.86.67.51
weakobis.cse.cqu.com.    IN    A    204.245.249.231
rmqxdnfs.cse.cqu.com.    IN    A    117.43.202.63
pnkcwtbr.cse.cqu.com.    IN    A    81.190.127.252
qiepuwlk.cse.cqu.com.    IN    A    12.43.32.89
wedjfbnu.cse.cqu.com.    IN    A    96.51.109.55
irmblfjg.cse.cqu.com.    IN    A    179.44.88.221
txwryjim.cse.cqu.com.    IN    A    174.64.231.83
hogfjpwd.cse.cqu.com.    IN    A    43.23.119.115
nekaximy.cse.cqu.com.    IN    A    42.35.132.226
qurlvmya.cse.cqu.com.    IN    A    77.106.31.200
okvhxnig.cse.cqu.com.    IN    A    138.110.102.160
wnuxpyjt.cse.cqu.com.    IN    A    54.194.249.228
ojlpyhqx.cse.cqu.com.    IN    A    12.234.229.252
knvxgyir.cse.cqu.com.    IN    A    221.171.249.42
iuhnxcre.cse.cqu.com.    IN    A    112.196.224.72
yxuisvec.cse.cqu.com.    IN    A    99.104.36.136
cfphxsgl.cse.cqu.com.    IN    A    232.192.22.119
qaibdmlc.cse.cqu.com.    IN    A    162.209.131.160
qctvwxfb.cse.cqu.com.    IN    A    250.55.54.209
oyecjmhg.cse.cqu.com.    IN    A    200.237.100.243
jfraykpo.cse.cqu.com.    IN    A    17.240.191.146
bcaowtyr.cse.cqu.com.    IN    A    131.60.195.140
vsgoytie.cse.cqu.com.    IN    A    7.39.38.57
xivekdrb.cse.cqu.com.    IN    A    202.45.100.229
rfkjcnqw.cse.cqu.com.    IN    A    27.211.23.246
chmawjbf.cse.cqu.com.    IN    A    225.163.208.99
ianxuqhr.cse.cqu.com.    IN    A    26.127.95.153
tygsbchd.cse.cqu.com.    IN    A    77.194.125.211
dhnqsptm.cse.cqu.com.    IN    A    139.38.22.171
nfqjptry.cse.cqu.com.    IN    A    181.50.109.242
ylmejsph.cse.cqu.com.    IN    A    131.133.24.89
ilmsbgkx.cse.cqu.com.    IN    A    234.240.14.137
osdvpxtb.cse.cqu.com.    IN    A    151.222.153.94
qmtukibd.cse.cqu.com.    IN    A    141.147.94.58
lwdcrqhx.cse.cqu.com.    IN    A    254.112.68.20
scrikwxu.cse.cqu.com.    IN    A    211.40.214.163
cjbplmkd.cse.cqu.com.    IN    A    204.222.39.209
ygmhsepj.cse.cqu.com.    IN    A    223.55.58.179
poqaserf.cse.cqu.com.    IN    A    248.139.253.1
ymukwflt.cse.cqu.com.    IN    A    62.104.36.89
mtbrwlqp.cse.cqu.com.    IN    A    57.183.207.166
twjgehfc.cse.cqu.com.    IN    A    106.182.77.203
dxkopagf.cse.cqu.com.    IN    A    119.35.69.63
tbfsqxjd.cse.cqu.com.    IN    A    0.220.222.86
ibgldyvc.cse.cqu.com.    IN    A    231.74.144.62
rbfaunod.cse.cqu.com.    IN    A    233.182.44.56
rtdhbmsu.cse.cqu.com.    IN    A    40.174.229.6
najivkdp.cse.cqu.com.    IN    A    221.101.10.246
bhmcolqf.cse.cqu.com.    IN    A    174.64.204.223
domgskji.cse.cqu.com.    IN    A    248.247.60.21
omyqcxfn.cse.cqu.com.    IN    A    45.45.158.72
jcwghetx.cse.cqu.com.    IN    A    160.12.255.79
wdkmhgyb.cse.cqu.com.    IN    A    80.154.10.249
ukbcapmn.cse.cqu.com.    IN    A    244.183.49.209
lwxeptji.cse.cqu.com.    IN    A    165.125.69.158
htgxywea.cse.cqu.com.    IN    A    168.202.75.30
gwoyukij.cse.cqu.com.    IN    A    195.16.151.30
lixpqgae.cse.cqu.com.    IN    A    14.140.61.189
blktjayw.cse.cqu.com.    IN    A    48.124.125.56
dleafqjh.cse.cqu.com.    IN    A    55.155.38.2
bormsnqd.cse.cqu.com.    IN    A    45.144.117.40
rmobtsiw.cse.cqu.com.    IN    A    34.57.76.11
yeumicag.cse.cqu.com.    IN    A    45.241.162.4
obtsxwmh.cse.cqu.com.    IN    A    158.90.220.75
kesmfuli.cse.cqu.com.    IN    A    96.31.37.227
hfaxqdjr.cse.cqu.com.    IN    A    49.11.193.88
wmcesdkv.cse.cqu.com.    IN    A    163.144.248.182
gktafhqw.cse.cqu.com.    IN    A    248.62.80.197
orfhymba.cse.cqu.com.    IN    A    65.49.101.173
vthgjxkp.cse.cqu.com.    IN    A    139.43.91.181
pcuoybeg.cse.cqu.com.    IN    A    48.66.190.209
hkjquwvp.cse.cqu.com.    IN    A    129.133.133.168
ektavqxp.cse.cqu.com.    IN    A    148.222.177.142
lqcdjnfw.cse.cqu.com.    IN    A    160.162.251.180
qsmkiyog.cse.cqu.com.    IN    A    98.62.58.243
phkuegnx.cse.cqu.com.    IN    A    11.181.4.166
vbecgyok.cse.cqu.com.    IN    A    255.102.3.209
jlwthyqr.cse.cqu.com.    IN    A    252.226.242.8
ebdhtolc.cse.cqu.com.    IN    A    7.201.148.103
rsmulwkb.cse.cqu.com.    IN    A    231.224.91.38
ftayeqmi.cse.cqu.com.    IN    A    187.71.52.82
