pharm.whu.com.	14400	IN	SOA	ns1.pharm.whu.com. james.whu.edu. 19122302 14400 3600 2419200 14400
pharm.whu.com.		    IN	NS ns1.pharm.whu.com.
gcvdfjul.pharm.whu.com.  IN    A    141.148.223.0
visoahpt.pharm.whu.com.  IN    A    35.213.184.75
qjnsmhfx.pharm.whu.com.  IN    A    157.253.125.170
yafvlueo.pharm.whu.com.  IN    A    83.234.171.82
hlynqrga.pharm.whu.com.  IN    A    153.248.31.144
uveaslft.pharm.whu.com.  IN    A    189.53.223.245
weyjcovl.pharm.whu.com.  IN    A    165.220.97.51
cborapgq.pharm.whu.com.  IN    A    93.74.93.12
bvkfwxnm.pharm.whu.com.  IN    A    101.50.223.79
psaitkgf.pharm.whu.com.  IN    A    246.76.122.46
vileoxtf.pharm.whu.com.  IN    A    152.155.178.121
imstcqnk.pharm.whu.com.  IN    A    128.191.191.197
tsacbjwn.pharm.whu.com.  IN    A    201.2.28.33
abdvtiwk.pharm.whu.com.  IN    A    196.245.214.76
mbnjwdge.pharm.whu.com.  IN    A    205.193.223.84
yxsupner.pharm.whu.com.  IN    A    159.202.20.169
rkpaldvu.pharm.whu.com.  IN    A    111.227.242.198
vbkdtirx.pharm.whu.com.  IN    A    17.164.51.49
oxdahmni.pharm.whu.com.  IN    A    112.96.150.232
kjoyvtbm.pharm.whu.com.  IN    A    36.156.94.186
ojvhrymn.pharm.whu.com.  IN    A    253.242.85.27
xgkwrhta.pharm.whu.com.  IN    A    162.231.6.42
oubfspem.pharm.whu.com.  IN    A    84.94.93.179
htqfkenr.pharm.whu.com.  IN    A    90.136.41.242
iugjqbkn.pharm.whu.com.  IN    A    164.4.200.136
itwhanqu.pharm.whu.com.  IN    A    214.199.14.92
unxobqjy.pharm.whu.com.  IN    A    2.240.147.27
fqidhtur.pharm.whu.com.  IN    A    44.27.255.199
wrplyatq.pharm.whu.com.  IN    A    250.153.191.180
vmqgycit.pharm.whu.com.  IN    A    177.73.42.15
pifjvgyh.pharm.whu.com.  IN    A    67.187.124.43
tlchjeag.pharm.whu.com.  IN    A    128.206.223.26
xmfueskr.pharm.whu.com.  IN    A    51.232.89.42
xgpkhlyw.pharm.whu.com.  IN    A    185.229.135.168
wuejdncx.pharm.whu.com.  IN    A    148.89.88.5
vprhbtls.pharm.whu.com.  IN    A    204.10.239.9
qyjtfcnd.pharm.whu.com.  IN    A    228.244.156.114
ynguelkv.pharm.whu.com.  IN    A    225.246.7.3
tyjvcqld.pharm.whu.com.  IN    A    224.213.94.141
nujbtdqo.pharm.whu.com.  IN    A    230.246.249.23
dqbrljsx.pharm.whu.com.  IN    A    69.117.212.118
cpsvybnt.pharm.whu.com.  IN    A    171.230.184.104
mdieoqyu.pharm.whu.com.  IN    A    136.66.234.216
xkqpewom.pharm.whu.com.  IN    A    63.67.211.224
egjstoxk.pharm.whu.com.  IN    A    111.32.163.202
oebltnrm.pharm.whu.com.  IN    A    119.243.237.194
yuqncbkv.pharm.whu.com.  IN    A    107.68.249.247
agoicwht.pharm.whu.com.  IN    A    197.148.193.159
psmkojfb.pharm.whu.com.  IN    A    35.71.97.219
qxkoendb.pharm.whu.com.  IN    A    179.128.66.221
ehncxsqo.pharm.whu.com.  IN    A    67.128.206.192
cypqstli.pharm.whu.com.  IN    A    74.246.77.84
ophcmuir.pharm.whu.com.  IN    A    50.160.202.9
ufgiyapn.pharm.whu.com.  IN    A    250.214.147.0
nesiofpr.pharm.whu.com.  IN    A    247.226.99.150
emitwnux.pharm.whu.com.  IN    A    214.86.173.125
ahrqecpn.pharm.whu.com.  IN    A    249.152.39.56
yhpdqujl.pharm.whu.com.  IN    A    162.142.128.191
ordhvtqi.pharm.whu.com.  IN    A    0.231.196.178
cpgdvsqt.pharm.whu.com.  IN    A    183.124.14.8
cbukvgdq.pharm.whu.com.  IN    A    101.91.71.207
otgysuph.pharm.whu.com.  IN    A    186.174.191.40
svoxkbmi.pharm.whu.com.  IN    A    216.129.212.49
rmytlwob.pharm.whu.com.  IN    A    183.206.220.223
ahdimgkx.pharm.whu.com.  IN    A    16.172.174.181
cwsjgyvi.pharm.whu.com.  IN    A    140.61.219.92
ukgqhslj.pharm.whu.com.  IN    A    36.150.34.247
eagohjsd.pharm.whu.com.  IN    A    28.208.173.31
gmrbvuao.pharm.whu.com.  IN    A    95.43.243.82
xldcwefs.pharm.whu.com.  IN    A    75.255.140.25
nstjdgaf.pharm.whu.com.  IN    A    248.81.139.13
eshofpwb.pharm.whu.com.  IN    A    106.52.177.255
kpnaethi.pharm.whu.com.  IN    A    90.6.254.165
gkwcfyrd.pharm.whu.com.  IN    A    53.94.101.210
wugikace.pharm.whu.com.  IN    A    104.7.58.182
rwqomsak.pharm.whu.com.  IN    A    228.93.248.68
lqgpbvex.pharm.whu.com.  IN    A    61.94.69.43
dxsmjbki.pharm.whu.com.  IN    A    178.207.124.182
jkomyiqb.pharm.whu.com.  IN    A    188.224.165.155
uhsrdgbk.pharm.whu.com.  IN    A    139.44.235.82
iearutfx.pharm.whu.com.  IN    A    162.232.122.246
syebwiml.pharm.whu.com.  IN    A    50.111.91.228
bloyipqr.pharm.whu.com.  IN    A    124.81.151.173
sfpdqray.pharm.whu.com.  IN    A    179.37.156.173
luqdsbmt.pharm.whu.com.  IN    A    74.188.167.77
hipkwxej.pharm.whu.com.  IN    A    130.171.186.74
xpfewrvb.pharm.whu.com.  IN    A    56.190.49.52
eifqrpng.pharm.whu.com.  IN    A    145.39.96.201
oqavrwgd.pharm.whu.com.  IN    A    198.188.166.28
bqphxdfl.pharm.whu.com.  IN    A    161.208.158.202
eqotbpdv.pharm.whu.com.  IN    A    127.115.8.56
neomyxqg.pharm.whu.com.  IN    A    24.94.172.132
axmrpogl.pharm.whu.com.  IN    A    143.120.110.46
mnubqcai.pharm.whu.com.  IN    A    58.181.51.14
pdiytulj.pharm.whu.com.  IN    A    109.2.46.226
vylfhset.pharm.whu.com.  IN    A    41.175.62.134
ixuecjkn.pharm.whu.com.  IN    A    96.20.39.92
ghuteplf.pharm.whu.com.  IN    A    194.73.193.157
tlugcyiq.pharm.whu.com.  IN    A    4.69.73.248
kqcseijy.pharm.whu.com.  IN    A    219.58.82.221
tiuvywjr.pharm.whu.com.  IN    A    229.92.87.184
xjvmfuyp.pharm.whu.com.  IN    A    171.201.142.15
hgwojprc.pharm.whu.com.  IN    A    225.40.208.19
xkedapij.pharm.whu.com.  IN    A    15.136.66.138
dlroswap.pharm.whu.com.  IN    A    230.45.73.157
cvkxaymi.pharm.whu.com.  IN    A    112.152.128.165
vtkdsfpw.pharm.whu.com.  IN    A    126.94.199.15
aertmqox.pharm.whu.com.  IN    A    83.245.148.183
mutdlcsw.pharm.whu.com.  IN    A    73.181.57.236
lnpfgejd.pharm.whu.com.  IN    A    43.214.61.136
yhdgtsmf.pharm.whu.com.  IN    A    185.237.120.111
gxfknmab.pharm.whu.com.  IN    A    39.114.137.197
rnhqsdlo.pharm.whu.com.  IN    A    237.100.194.158
xjluqynh.pharm.whu.com.  IN    A    103.15.204.193
oytnbirv.pharm.whu.com.  IN    A    218.220.134.236
jrlpokqv.pharm.whu.com.  IN    A    39.79.31.59
tbsgnfld.pharm.whu.com.  IN    A    32.167.25.160
rnklgbif.pharm.whu.com.  IN    A    150.37.237.97
vqtdungx.pharm.whu.com.  IN    A    137.8.136.192
wsjygtci.pharm.whu.com.  IN    A    134.143.66.7
lfwykxun.pharm.whu.com.  IN    A    76.167.182.12
vxksgown.pharm.whu.com.  IN    A    98.94.234.250
lucknear.pharm.whu.com.  IN    A    35.52.223.76
wsmhiprf.pharm.whu.com.  IN    A    188.220.72.59
direwclp.pharm.whu.com.  IN    A    180.195.30.226
kevapitm.pharm.whu.com.  IN    A    234.244.86.112
vlfahboi.pharm.whu.com.  IN    A    5.205.182.128
jpoyhtai.pharm.whu.com.  IN    A    20.180.102.63
chyomgka.pharm.whu.com.  IN    A    65.48.215.51
qbfdntvc.pharm.whu.com.  IN    A    251.142.14.148
thanlcbe.pharm.whu.com.  IN    A    190.171.49.239
opjqxgym.pharm.whu.com.  IN    A    128.122.211.244
qhvlrspy.pharm.whu.com.  IN    A    94.230.249.150
avmydtpf.pharm.whu.com.  IN    A    240.99.33.211
qirncoyj.pharm.whu.com.  IN    A    244.152.128.200
qocxpvgn.pharm.whu.com.  IN    A    253.235.234.225
dglmtiwu.pharm.whu.com.  IN    A    101.118.94.2
rpkftvxm.pharm.whu.com.  IN    A    77.254.247.73
ncoeimqp.pharm.whu.com.  IN    A    177.109.3.139
ltbumdcf.pharm.whu.com.  IN    A    81.105.146.17
janfptxd.pharm.whu.com.  IN    A    166.211.34.44
baqptjhx.pharm.whu.com.  IN    A    240.224.65.87
vtplbicm.pharm.whu.com.  IN    A    248.78.236.224
lukexthq.pharm.whu.com.  IN    A    86.85.159.147
youeifqh.pharm.whu.com.  IN    A    217.116.184.66
mlcgrhwt.pharm.whu.com.  IN    A    46.13.61.167
vpmowsxy.pharm.whu.com.  IN    A    80.71.84.88
yoguikmn.pharm.whu.com.  IN    A    41.132.190.232
twaskvxd.pharm.whu.com.  IN    A    96.94.68.17
jqmvpary.pharm.whu.com.  IN    A    31.178.144.159
dlywarmh.pharm.whu.com.  IN    A    73.54.224.41
slyiogxu.pharm.whu.com.  IN    A    213.203.241.187
yfdkprit.pharm.whu.com.  IN    A    120.171.196.239
fjhcsnyi.pharm.whu.com.  IN    A    222.85.94.27
mobghsce.pharm.whu.com.  IN    A    239.39.190.106
rkligxjo.pharm.whu.com.  IN    A    253.137.109.140
gwlnjuqf.pharm.whu.com.  IN    A    44.206.228.168
tmqbjxrl.pharm.whu.com.  IN    A    238.161.84.162
irpbnlcu.pharm.whu.com.  IN    A    119.109.11.172
ujxmtpwg.pharm.whu.com.  IN    A    4.156.119.126
gbfsntak.pharm.whu.com.  IN    A    32.218.145.224
gplaytik.pharm.whu.com.  IN    A    223.13.111.202
mqdfkcbe.pharm.whu.com.  IN    A    78.173.113.246
bklryevf.pharm.whu.com.  IN    A    200.63.65.26
qnaioxbd.pharm.whu.com.  IN    A    132.210.185.79
pfqcvowy.pharm.whu.com.  IN    A    51.218.200.156
dayitebc.pharm.whu.com.  IN    A    86.167.172.13
bjgpkvlq.pharm.whu.com.  IN    A    39.234.117.18
skatjxmu.pharm.whu.com.  IN    A    135.136.38.83
frvgniyc.pharm.whu.com.  IN    A    168.237.160.170
obqvfmtx.pharm.whu.com.  IN    A    238.14.154.47
mtwuloks.pharm.whu.com.  IN    A    39.126.233.207
myejxrsu.pharm.whu.com.  IN    A    99.129.14.162
jytxpnlb.pharm.whu.com.  IN    A    41.243.106.227
jyhedpom.pharm.whu.com.  IN    A    170.222.174.175
ofprvucy.pharm.whu.com.  IN    A    127.226.166.170
tlvjauxd.pharm.whu.com.  IN    A    216.101.227.190
paifweqy.pharm.whu.com.  IN    A    11.202.61.100
edknjmuc.pharm.whu.com.  IN    A    174.134.241.96
laswefgi.pharm.whu.com.  IN    A    192.135.88.124
kgbnpmcf.pharm.whu.com.  IN    A    42.81.6.202
odxygkrf.pharm.whu.com.  IN    A    232.67.180.232
uohaqmdn.pharm.whu.com.  IN    A    242.49.144.239
briumhpg.pharm.whu.com.  IN    A    209.207.90.244
wpijeyrt.pharm.whu.com.  IN    A    27.158.246.112
ylsncmha.pharm.whu.com.  IN    A    224.242.185.36
qsrfybuj.pharm.whu.com.  IN    A    130.117.122.4
vcbhgeka.pharm.whu.com.  IN    A    214.151.139.130
gqrvlyjd.pharm.whu.com.  IN    A    35.183.32.27
ghbtevdq.pharm.whu.com.  IN    A    226.155.186.220
ymljtnwu.pharm.whu.com.  IN    A    202.223.229.72
qiwysrnh.pharm.whu.com.  IN    A    168.131.48.144
ryucvikh.pharm.whu.com.  IN    A    22.178.214.15
kvogfbwi.pharm.whu.com.  IN    A    233.31.110.114
axpqwtek.pharm.whu.com.  IN    A    203.234.80.140
uxhfdiyn.pharm.whu.com.  IN    A    85.77.73.221
otmjpgrq.pharm.whu.com.  IN    A    106.170.85.25
wspyjvgi.pharm.whu.com.  IN    A    98.16.155.49
ybetkvuj.pharm.whu.com.  IN    A    182.139.97.122
xfdlmhrk.pharm.whu.com.  IN    A    192.101.28.49
bhdktcgu.pharm.whu.com.  IN    A    157.143.96.60
qvpjybgr.pharm.whu.com.  IN    A    194.243.151.193
vdexjkbu.pharm.whu.com.  IN    A    66.97.104.58
qrbjikcu.pharm.whu.com.  IN    A    222.5.118.50
rjpyngdm.pharm.whu.com.  IN    A    27.2.188.208
kgahsixy.pharm.whu.com.  IN    A    170.4.10.65
whjckamq.pharm.whu.com.  IN    A    220.153.213.68
qumbahdf.pharm.whu.com.  IN    A    206.211.218.129
cyehdlfj.pharm.whu.com.  IN    A    223.155.105.111
tpfjmbev.pharm.whu.com.  IN    A    181.112.128.85
icfaqhsm.pharm.whu.com.  IN    A    161.78.118.109
mskeicjn.pharm.whu.com.  IN    A    253.106.150.119
rwhbcpak.pharm.whu.com.  IN    A    204.215.205.199
wbysqdem.pharm.whu.com.  IN    A    191.89.46.180
bqcxmnad.pharm.whu.com.  IN    A    137.236.60.244
agywsfmt.pharm.whu.com.  IN    A    34.216.40.220
bieajngq.pharm.whu.com.  IN    A    151.237.72.238
dtebnafk.pharm.whu.com.  IN    A    152.247.186.10
vabestjp.pharm.whu.com.  IN    A    253.192.5.111
peosiykt.pharm.whu.com.  IN    A    31.240.216.102
twovxkqj.pharm.whu.com.  IN    A    198.145.120.190
mrcpihve.pharm.whu.com.  IN    A    234.164.120.113
sjmdbuye.pharm.whu.com.  IN    A    24.173.217.36
chvboari.pharm.whu.com.  IN    A    155.221.75.190
vbonucje.pharm.whu.com.  IN    A    175.129.0.72
awgcnteh.pharm.whu.com.  IN    A    220.96.228.54
lfxmeqrd.pharm.whu.com.  IN    A    236.168.192.61
ichnfobs.pharm.whu.com.  IN    A    139.26.245.47
jsahgdei.pharm.whu.com.  IN    A    188.203.158.146
sdeckvlw.pharm.whu.com.  IN    A    246.199.205.164
kyothsvu.pharm.whu.com.  IN    A    218.83.244.169
lcwfjbdr.pharm.whu.com.  IN    A    206.3.118.178
jedkacqh.pharm.whu.com.  IN    A    27.222.178.4
ixhjkpof.pharm.whu.com.  IN    A    106.52.15.139
mtosenap.pharm.whu.com.  IN    A    63.123.116.215
ubgioleh.pharm.whu.com.  IN    A    18.139.32.79
iawhfkqg.pharm.whu.com.  IN    A    232.143.224.109
evrifqwt.pharm.whu.com.  IN    A    214.72.9.111
gvlwbuna.pharm.whu.com.  IN    A    126.216.221.239
ftndpmyr.pharm.whu.com.  IN    A    222.156.60.132
mdisxrfw.pharm.whu.com.  IN    A    19.27.103.153
dsronthm.pharm.whu.com.  IN    A    121.2.190.59
hafmsnkl.pharm.whu.com.  IN    A    179.157.191.236
tpjadxbg.pharm.whu.com.  IN    A    232.231.229.59
dmqjsolg.pharm.whu.com.  IN    A    186.113.174.65
hmevxrji.pharm.whu.com.  IN    A    155.103.247.176
ijbdnvrg.pharm.whu.com.  IN    A    136.226.112.112
sguxwkld.pharm.whu.com.  IN    A    136.50.216.80
cqhmwodp.pharm.whu.com.  IN    A    114.140.189.106
ndhwcmot.pharm.whu.com.  IN    A    75.240.73.146
bqkadmxs.pharm.whu.com.  IN    A    85.96.129.249
tilsxbvc.pharm.whu.com.  IN    A    135.56.4.119
haiyojqm.pharm.whu.com.  IN    A    91.156.42.35
kpxwrivj.pharm.whu.com.  IN    A    250.238.245.226
ungdwkmh.pharm.whu.com.  IN    A    60.74.135.150
ajcyoges.pharm.whu.com.  IN    A    74.105.242.26
lhdqxptf.pharm.whu.com.  IN    A    114.23.174.169
xukyqtno.pharm.whu.com.  IN    A    120.8.21.193
fnvtgorw.pharm.whu.com.  IN    A    237.93.43.199
nvjoelyh.pharm.whu.com.  IN    A    45.26.178.33
srcboxvf.pharm.whu.com.  IN    A    53.74.59.52
rdjgnwpl.pharm.whu.com.  IN    A    65.173.139.112
fpmhlbgq.pharm.whu.com.  IN    A    48.115.13.125
cbvpyxri.pharm.whu.com.  IN    A    219.156.38.64
upqnfbyh.pharm.whu.com.  IN    A    9.216.216.205
amsuxrlt.pharm.whu.com.  IN    A    163.137.221.52
wslvkftj.pharm.whu.com.  IN    A    179.46.4.98
ksgodpmj.pharm.whu.com.  IN    A    16.198.215.200
yuvwgilr.pharm.whu.com.  IN    A    162.139.206.196
bucfkeyq.pharm.whu.com.  IN    A    61.233.138.210
glwtpjfb.pharm.whu.com.  IN    A    92.221.111.26
hrjvafcw.pharm.whu.com.  IN    A    70.215.136.32
yedvgbmo.pharm.whu.com.  IN    A    130.236.61.26
jbrxqpkt.pharm.whu.com.  IN    A    238.115.70.177
poswrkxb.pharm.whu.com.  IN    A    196.53.2.201
fhgcatvs.pharm.whu.com.  IN    A    127.160.116.156
axfjvpds.pharm.whu.com.  IN    A    3.13.55.28
auhiwonf.pharm.whu.com.  IN    A    45.9.181.64
uctdpime.pharm.whu.com.  IN    A    114.21.100.46
jixbkoeq.pharm.whu.com.  IN    A    224.105.208.101
nvilrpbm.pharm.whu.com.  IN    A    86.130.48.147
uiavkhjx.pharm.whu.com.  IN    A    157.108.65.253
ygwqkhoe.pharm.whu.com.  IN    A    232.107.133.139
tvmnlufb.pharm.whu.com.  IN    A    13.147.93.44
ydugqarc.pharm.whu.com.  IN    A    53.242.253.94
iqrfvmku.pharm.whu.com.  IN    A    103.60.160.189
bdachxyn.pharm.whu.com.  IN    A    204.100.244.234
erstqbax.pharm.whu.com.  IN    A    123.24.46.206
ryxsfacg.pharm.whu.com.  IN    A    79.63.174.136
rknymwqc.pharm.whu.com.  IN    A    74.160.189.180
ipwduons.pharm.whu.com.  IN    A    249.62.98.128
qweugvaf.pharm.whu.com.  IN    A    76.86.88.65
nprqgswk.pharm.whu.com.  IN    A    198.124.79.139
oageqfvd.pharm.whu.com.  IN    A    222.230.22.206
kaifonrq.pharm.whu.com.  IN    A    61.109.97.200
sotehagb.pharm.whu.com.  IN    A    195.211.141.86
ncsaifbj.pharm.whu.com.  IN    A    4.239.104.188
vastubfr.pharm.whu.com.  IN    A    40.172.197.16
eixdthnb.pharm.whu.com.  IN    A    77.19.81.55
nmxjkgbq.pharm.whu.com.  IN    A    72.150.4.215
xyqnltep.pharm.whu.com.  IN    A    88.28.111.77
khraqtjm.pharm.whu.com.  IN    A    212.101.34.104
ounjayxg.pharm.whu.com.  IN    A    207.212.123.73
fmxaqght.pharm.whu.com.  IN    A    139.132.131.184
agvtxndh.pharm.whu.com.  IN    A    111.33.219.193
rvmypkje.pharm.whu.com.  IN    A    14.154.226.35
nixermkj.pharm.whu.com.  IN    A    148.18.21.173
skviadqx.pharm.whu.com.  IN    A    231.102.24.92
ogijkmty.pharm.whu.com.  IN    A    228.182.155.159
vthwsiym.pharm.whu.com.  IN    A    242.219.5.70
vagnjlmo.pharm.whu.com.  IN    A    171.88.16.133
tclybwue.pharm.whu.com.  IN    A    150.4.89.91
owqhjyuv.pharm.whu.com.  IN    A    66.160.141.171
fhgtucve.pharm.whu.com.  IN    A    220.23.239.88
owdrbxfv.pharm.whu.com.  IN    A    206.183.2.11
qpclhwgu.pharm.whu.com.  IN    A    188.111.239.86
fcnlkoxb.pharm.whu.com.  IN    A    54.155.19.14
butcoals.pharm.whu.com.  IN    A    250.47.255.147
tmebwlvu.pharm.whu.com.  IN    A    186.171.62.191
nlwtrhce.pharm.whu.com.  IN    A    68.153.23.160
mhgdayfv.pharm.whu.com.  IN    A    0.174.8.56
qysmwaif.pharm.whu.com.  IN    A    238.212.187.194
gqklrnvy.pharm.whu.com.  IN    A    205.204.40.98
tmawyqdu.pharm.whu.com.  IN    A    218.176.20.35
okhmxybp.pharm.whu.com.  IN    A    48.94.91.158
namilhfr.pharm.whu.com.  IN    A    140.64.154.184
ucqlabix.pharm.whu.com.  IN    A    8.153.126.229
sbrpogjq.pharm.whu.com.  IN    A    245.172.21.107
udhmorlq.pharm.whu.com.  IN    A    18.165.126.157
phgdmqxw.pharm.whu.com.  IN    A    200.131.224.251
wcehgudq.pharm.whu.com.  IN    A    212.49.37.33
flcnobyu.pharm.whu.com.  IN    A    85.0.162.133
canrkhus.pharm.whu.com.  IN    A    229.69.10.30
yqpnukme.pharm.whu.com.  IN    A    255.68.38.159
xtjmdvru.pharm.whu.com.  IN    A    55.35.79.246
lgoxksuv.pharm.whu.com.  IN    A    122.101.240.167
berscxwt.pharm.whu.com.  IN    A    73.118.16.123
fmajdrgw.pharm.whu.com.  IN    A    109.207.4.236
tlevoxfu.pharm.whu.com.  IN    A    189.179.220.236
fngmkejs.pharm.whu.com.  IN    A    54.111.11.195
vsopbyka.pharm.whu.com.  IN    A    167.115.173.13
pwuiohsy.pharm.whu.com.  IN    A    99.142.251.21
nqbulops.pharm.whu.com.  IN    A    241.213.154.79
befyvmnq.pharm.whu.com.  IN    A    121.203.101.42
iqwlbego.pharm.whu.com.  IN    A    153.203.98.36
tuboshwf.pharm.whu.com.  IN    A    141.196.189.57
meqiclkn.pharm.whu.com.  IN    A    67.87.162.220
cdjmnkiu.pharm.whu.com.  IN    A    235.24.22.78
mqehobyn.pharm.whu.com.  IN    A    97.164.150.173
ryqemudi.pharm.whu.com.  IN    A    5.200.37.19
gwhjcdiu.pharm.whu.com.  IN    A    154.65.58.180
hcbnxyav.pharm.whu.com.  IN    A    74.138.235.60
cehwfkxi.pharm.whu.com.  IN    A    102.163.99.40
fgovbtld.pharm.whu.com.  IN    A    82.28.12.8
ktilxrpa.pharm.whu.com.  IN    A    170.34.71.91
ijutndmw.pharm.whu.com.  IN    A    242.99.106.51
dcnueghf.pharm.whu.com.  IN    A    212.210.195.171
hsrwpegv.pharm.whu.com.  IN    A    136.181.248.169
lkadnyiv.pharm.whu.com.  IN    A    165.109.159.147
ktjcrbgs.pharm.whu.com.  IN    A    116.163.237.156
bligakuq.pharm.whu.com.  IN    A    91.149.198.24
rckmqpye.pharm.whu.com.  IN    A    205.193.34.156
ywvthmsl.pharm.whu.com.  IN    A    229.117.172.2
rywhnfjd.pharm.whu.com.  IN    A    138.184.35.85
yuqcktlh.pharm.whu.com.  IN    A    118.157.114.31
nlwqkxev.pharm.whu.com.  IN    A    124.242.42.171
ypukdjic.pharm.whu.com.  IN    A    70.136.90.130
pvmaorck.pharm.whu.com.  IN    A    40.142.89.169
fedguxqj.pharm.whu.com.  IN    A    231.200.91.111
cwtbxehu.pharm.whu.com.  IN    A    82.35.123.192
vlbehkgn.pharm.whu.com.  IN    A    87.164.232.141
rasbcplg.pharm.whu.com.  IN    A    65.37.205.105
lcuktqgv.pharm.whu.com.  IN    A    163.115.255.74
nrtwhifv.pharm.whu.com.  IN    A    11.6.34.105
wgjrxveu.pharm.whu.com.  IN    A    144.155.16.181
hkfmoalt.pharm.whu.com.  IN    A    84.27.115.104
wrgdjbts.pharm.whu.com.  IN    A    213.159.214.184
pmqhgbve.pharm.whu.com.  IN    A    236.183.207.204
bowpusqt.pharm.whu.com.  IN    A    43.69.12.180
yhxsmgrk.pharm.whu.com.  IN    A    219.54.96.93
ngcejlsp.pharm.whu.com.  IN    A    25.140.252.170
jylehnuc.pharm.whu.com.  IN    A    64.37.143.81
ichktgso.pharm.whu.com.  IN    A    107.99.247.67
ehcwxrdv.pharm.whu.com.  IN    A    237.136.152.47
ivrgudax.pharm.whu.com.  IN    A    23.1.218.233
ohifgxyb.pharm.whu.com.  IN    A    32.81.49.35
mtkafndv.pharm.whu.com.  IN    A    6.254.179.77
hvoxltmd.pharm.whu.com.  IN    A    22.225.65.32
fwlsjvup.pharm.whu.com.  IN    A    191.112.56.238
gmneuofd.pharm.whu.com.  IN    A    151.65.189.205
rhymlwcn.pharm.whu.com.  IN    A    31.253.83.110
yleidtag.pharm.whu.com.  IN    A    28.35.102.139
nogbfcsv.pharm.whu.com.  IN    A    84.74.182.21
mnygaexu.pharm.whu.com.  IN    A    123.152.34.143
wvdeoqcl.pharm.whu.com.  IN    A    117.40.109.81
qwolxpnk.pharm.whu.com.  IN    A    218.196.196.94
yjormxkq.pharm.whu.com.  IN    A    85.73.190.188
kgutmqac.pharm.whu.com.  IN    A    56.83.122.129
vynheaxl.pharm.whu.com.  IN    A    233.150.207.209
kvfiysoc.pharm.whu.com.  IN    A    22.69.173.33
nmwikguv.pharm.whu.com.  IN    A    142.84.168.155
pjrybikt.pharm.whu.com.  IN    A    233.5.84.245
wkpljmqx.pharm.whu.com.  IN    A    30.33.118.156
bajwfvxs.pharm.whu.com.  IN    A    236.113.106.120
okamyhwn.pharm.whu.com.  IN    A    88.171.130.47
ikfvsuoq.pharm.whu.com.  IN    A    32.204.103.128
xjlhonaw.pharm.whu.com.  IN    A    124.138.33.134
rtbfnemj.pharm.whu.com.  IN    A    117.249.137.98
fjwcgbin.pharm.whu.com.  IN    A    107.241.148.126
srkolhjg.pharm.whu.com.  IN    A    172.40.45.233
gmcivruh.pharm.whu.com.  IN    A    21.100.171.86
rsxnvlak.pharm.whu.com.  IN    A    182.192.232.89
vowbhksx.pharm.whu.com.  IN    A    172.28.246.64
majseoyd.pharm.whu.com.  IN    A    164.167.115.88
tlpegcda.pharm.whu.com.  IN    A    184.168.108.89
imtbjnrq.pharm.whu.com.  IN    A    150.10.33.155
xcghpfui.pharm.whu.com.  IN    A    6.144.143.116
phvetylj.pharm.whu.com.  IN    A    170.46.77.194
bjlgqhyi.pharm.whu.com.  IN    A    227.41.211.233
fmdcogyn.pharm.whu.com.  IN    A    200.2.102.132
ifsqutgh.pharm.whu.com.  IN    A    19.226.57.4
qikmvunh.pharm.whu.com.  IN    A    87.246.186.37
hyiomukr.pharm.whu.com.  IN    A    44.55.141.246
tcfhkwil.pharm.whu.com.  IN    A    225.160.8.209
iamrxtfw.pharm.whu.com.  IN    A    208.142.148.13
chxdyafn.pharm.whu.com.  IN    A    217.104.146.179
wlmcbdjt.pharm.whu.com.  IN    A    96.143.196.172
ogutjxdb.pharm.whu.com.  IN    A    47.230.1.135
riuflbkn.pharm.whu.com.  IN    A    57.188.99.165
jegarcqf.pharm.whu.com.  IN    A    167.60.118.32
crifulqv.pharm.whu.com.  IN    A    2.184.133.199
bljmpxkg.pharm.whu.com.  IN    A    66.144.72.8
ihlxjuva.pharm.whu.com.  IN    A    173.25.168.37
fomyucng.pharm.whu.com.  IN    A    33.116.115.45
igkaldht.pharm.whu.com.  IN    A    11.60.14.202
gekpmdsc.pharm.whu.com.  IN    A    106.234.186.190
gvlksiqo.pharm.whu.com.  IN    A    195.67.171.89
