sm.xmu.com.	14400	IN	SOA	ns1.sm.xmu.com. james.xmu.edu. 19122302 14400 3600 2419200 14400
sm.xmu.com.		    IN	NS ns1.sm.xmu.com.
uslncyed.sm.xmu.com.     IN    A    104.13.220.93
cihryafm.sm.xmu.com.     IN    A    236.231.172.84
vrdminky.sm.xmu.com.     IN    A    197.75.223.136
qtyegnxf.sm.xmu.com.     IN    A    238.99.181.74
aqnjorbf.sm.xmu.com.     IN    A    130.149.127.156
wutpdlxr.sm.xmu.com.     IN    A    236.208.92.100
jkcydtma.sm.xmu.com.     IN    A    222.75.220.219
robusgax.sm.xmu.com.     IN    A    80.132.227.181
paxyveht.sm.xmu.com.     IN    A    131.27.234.32
rifehmgc.sm.xmu.com.     IN    A    174.214.117.176
fhrpkygq.sm.xmu.com.     IN    A    161.221.0.164
elkyxwuv.sm.xmu.com.     IN    A    255.236.228.45
cwhrpokj.sm.xmu.com.     IN    A    119.55.182.67
icumevsd.sm.xmu.com.     IN    A    4.17.40.175
ysxtkpwo.sm.xmu.com.     IN    A    224.105.42.195
luawqjeb.sm.xmu.com.     IN    A    137.28.186.19
xsfcianr.sm.xmu.com.     IN    A    219.235.113.51
dobpihfm.sm.xmu.com.     IN    A    86.97.71.21
dfrkalys.sm.xmu.com.     IN    A    202.21.123.227
pniebfsk.sm.xmu.com.     IN    A    32.53.159.193
axusyrjk.sm.xmu.com.     IN    A    63.90.189.133
nrdbmpje.sm.xmu.com.     IN    A    33.118.133.193
tobiarul.sm.xmu.com.     IN    A    91.182.194.154
boyaxjnv.sm.xmu.com.     IN    A    184.114.18.206
wegpbyxh.sm.xmu.com.     IN    A    244.111.149.55
tdlfqesj.sm.xmu.com.     IN    A    20.195.164.86
vlftqmpa.sm.xmu.com.     IN    A    227.114.6.130
uwghersy.sm.xmu.com.     IN    A    188.142.165.224
rnoejpgl.sm.xmu.com.     IN    A    15.133.134.44
dqyukrhw.sm.xmu.com.     IN    A    146.136.229.14
cwyexkmd.sm.xmu.com.     IN    A    162.87.148.227
xvnjaums.sm.xmu.com.     IN    A    114.222.204.229
skrfbyli.sm.xmu.com.     IN    A    185.60.154.2
aohtckxl.sm.xmu.com.     IN    A    250.145.52.11
jxfasnyt.sm.xmu.com.     IN    A    155.130.47.48
ltgrjepf.sm.xmu.com.     IN    A    250.100.49.55
qiaxfynh.sm.xmu.com.     IN    A    152.253.202.45
wltfupdg.sm.xmu.com.     IN    A    220.136.203.99
etiqgxro.sm.xmu.com.     IN    A    20.0.20.222
yfqchtio.sm.xmu.com.     IN    A    193.97.113.213
lheusjxa.sm.xmu.com.     IN    A    195.28.142.110
ptnhlbqg.sm.xmu.com.     IN    A    182.225.151.45
mdyhwolp.sm.xmu.com.     IN    A    62.25.219.205
tyngfuls.sm.xmu.com.     IN    A    47.12.180.228
mxaigudr.sm.xmu.com.     IN    A    218.242.175.5
uerngyqv.sm.xmu.com.     IN    A    182.86.198.11
alfkysco.sm.xmu.com.     IN    A    115.209.63.88
gujytxbv.sm.xmu.com.     IN    A    115.179.171.225
auiqmeny.sm.xmu.com.     IN    A    105.87.235.110
vtgbxrhw.sm.xmu.com.     IN    A    102.47.213.153
dxcqkbth.sm.xmu.com.     IN    A    67.240.158.88
wqcjgnfe.sm.xmu.com.     IN    A    62.135.246.182
psrbfylc.sm.xmu.com.     IN    A    92.17.12.173
yutrsmne.sm.xmu.com.     IN    A    113.147.13.199
puvhagjl.sm.xmu.com.     IN    A    156.48.51.97
swcufqtd.sm.xmu.com.     IN    A    108.204.44.35
nregdjvp.sm.xmu.com.     IN    A    157.125.43.247
vqulhnxf.sm.xmu.com.     IN    A    62.46.6.243
vsrkjled.sm.xmu.com.     IN    A    34.131.95.96
jwdqtisf.sm.xmu.com.     IN    A    216.52.189.150
punhjdet.sm.xmu.com.     IN    A    91.224.146.26
lhodqnsw.sm.xmu.com.     IN    A    220.154.178.64
cutdkxqa.sm.xmu.com.     IN    A    130.83.76.158
pydlkcjs.sm.xmu.com.     IN    A    36.171.185.201
qudclehf.sm.xmu.com.     IN    A    187.35.174.71
avlfgnex.sm.xmu.com.     IN    A    148.104.101.243
qxesbuio.sm.xmu.com.     IN    A    27.170.159.22
kactfuob.sm.xmu.com.     IN    A    27.94.239.166
pcwyjsvf.sm.xmu.com.     IN    A    203.244.214.191
vpgsxnmj.sm.xmu.com.     IN    A    7.75.43.254
sempdrwg.sm.xmu.com.     IN    A    141.214.226.72
orhyjtvx.sm.xmu.com.     IN    A    232.245.229.58
nlvyjrbo.sm.xmu.com.     IN    A    39.234.89.87
kyheaciv.sm.xmu.com.     IN    A    144.44.80.47
oimrveqj.sm.xmu.com.     IN    A    255.243.102.18
mqksfxcr.sm.xmu.com.     IN    A    56.246.73.142
hajmrwel.sm.xmu.com.     IN    A    122.44.178.172
uclmgkai.sm.xmu.com.     IN    A    102.127.247.78
ohwnkgyc.sm.xmu.com.     IN    A    127.5.195.202
afwsehbt.sm.xmu.com.     IN    A    92.84.131.105
wxjbicyq.sm.xmu.com.     IN    A    125.27.92.255
guxwhqov.sm.xmu.com.     IN    A    209.127.83.201
twnfmgvx.sm.xmu.com.     IN    A    216.152.66.242
tqwscrbf.sm.xmu.com.     IN    A    42.205.186.16
fwcrmxhu.sm.xmu.com.     IN    A    140.94.154.208
mearjtyf.sm.xmu.com.     IN    A    202.57.44.52
ialbtdwg.sm.xmu.com.     IN    A    149.13.230.249
sevqhduo.sm.xmu.com.     IN    A    58.136.32.152
jgdvukml.sm.xmu.com.     IN    A    128.250.102.222
bgjcwral.sm.xmu.com.     IN    A    158.202.60.68
mylvpkab.sm.xmu.com.     IN    A    128.60.176.51
lcrmhkfu.sm.xmu.com.     IN    A    195.37.154.168
qhabnygd.sm.xmu.com.     IN    A    84.76.70.245
jtuaynkg.sm.xmu.com.     IN    A    234.59.67.210
pthefdmq.sm.xmu.com.     IN    A    30.237.242.210
ylkptwuc.sm.xmu.com.     IN    A    102.142.103.13
hdlwinpt.sm.xmu.com.     IN    A    158.88.159.163
sxjrehtc.sm.xmu.com.     IN    A    246.172.218.95
ykgpreih.sm.xmu.com.     IN    A    202.50.18.22
kupxihyf.sm.xmu.com.     IN    A    36.222.155.190
lefvjhkb.sm.xmu.com.     IN    A    148.32.75.18
diefkmhb.sm.xmu.com.     IN    A    114.149.88.200
tklmasxh.sm.xmu.com.     IN    A    147.187.151.148
ngkpfrvi.sm.xmu.com.     IN    A    38.244.109.73
axlouyeq.sm.xmu.com.     IN    A    183.249.176.82
bvpkiwsr.sm.xmu.com.     IN    A    26.177.96.166
ufblmevg.sm.xmu.com.     IN    A    201.56.128.78
rbmvpgeq.sm.xmu.com.     IN    A    62.46.42.33
ptgubiyx.sm.xmu.com.     IN    A    154.102.15.13
bwphlaeo.sm.xmu.com.     IN    A    145.248.222.176
yricebxv.sm.xmu.com.     IN    A    87.65.127.27
elimjvwx.sm.xmu.com.     IN    A    146.36.183.81
hapecxfv.sm.xmu.com.     IN    A    220.16.26.42
pqksxfrm.sm.xmu.com.     IN    A    32.65.238.241
tyohqdjg.sm.xmu.com.     IN    A    94.109.88.8
natpsxgl.sm.xmu.com.     IN    A    248.174.19.208
sjretvfo.sm.xmu.com.     IN    A    173.193.58.205
ftcvmjor.sm.xmu.com.     IN    A    85.153.62.174
rbckeyot.sm.xmu.com.     IN    A    26.115.194.36
kwdxvsty.sm.xmu.com.     IN    A    212.117.212.60
lqguedjf.sm.xmu.com.     IN    A    221.45.71.134
jsmrxdgf.sm.xmu.com.     IN    A    243.18.161.29
poghukyf.sm.xmu.com.     IN    A    183.192.195.34
vyfoarku.sm.xmu.com.     IN    A    255.40.120.234
gejmukbf.sm.xmu.com.     IN    A    196.156.178.110
sjptynov.sm.xmu.com.     IN    A    54.193.182.121
cjlharsv.sm.xmu.com.     IN    A    143.66.205.34
ulywtgnd.sm.xmu.com.     IN    A    44.11.133.190
iksnorpq.sm.xmu.com.     IN    A    254.166.216.214
lrsekphi.sm.xmu.com.     IN    A    0.134.183.80
dqnlhpug.sm.xmu.com.     IN    A    83.78.45.130
quwrnymi.sm.xmu.com.     IN    A    173.187.255.136
agjucfwx.sm.xmu.com.     IN    A    33.174.7.33
gvbrqlyk.sm.xmu.com.     IN    A    163.20.170.82
xjwqvrmh.sm.xmu.com.     IN    A    208.74.146.103
hpactlbo.sm.xmu.com.     IN    A    150.163.246.227
gcpextlf.sm.xmu.com.     IN    A    249.74.108.171
sgryahln.sm.xmu.com.     IN    A    76.161.191.166
obrnaxjh.sm.xmu.com.     IN    A    111.149.177.4
gytcvkua.sm.xmu.com.     IN    A    130.200.134.106
nwmyelhr.sm.xmu.com.     IN    A    228.233.7.13
tgmjkxrh.sm.xmu.com.     IN    A    229.97.56.235
vranudyc.sm.xmu.com.     IN    A    146.94.237.130
radyfohk.sm.xmu.com.     IN    A    83.3.226.101
hepxjstm.sm.xmu.com.     IN    A    1.156.201.0
psvatwfi.sm.xmu.com.     IN    A    171.159.67.123
jsyomwnp.sm.xmu.com.     IN    A    249.87.24.31
skfpbeui.sm.xmu.com.     IN    A    36.183.218.63
fvtbrkdj.sm.xmu.com.     IN    A    90.249.149.204
pfrbqako.sm.xmu.com.     IN    A    116.107.220.74
yqnperht.sm.xmu.com.     IN    A    36.65.210.109
gxbqnorc.sm.xmu.com.     IN    A    123.189.174.253
fyncxoit.sm.xmu.com.     IN    A    157.238.19.84
ahwdgfyr.sm.xmu.com.     IN    A    255.226.23.29
tghblpcm.sm.xmu.com.     IN    A    40.24.223.222
sqjbneuw.sm.xmu.com.     IN    A    120.146.10.212
ejsryplq.sm.xmu.com.     IN    A    126.249.58.95
xbalstri.sm.xmu.com.     IN    A    171.166.249.189
hwxlvumk.sm.xmu.com.     IN    A    247.218.124.41
sathefim.sm.xmu.com.     IN    A    26.18.156.95
fmobjhrk.sm.xmu.com.     IN    A    184.23.97.222
uvemwkjh.sm.xmu.com.     IN    A    84.26.163.198
omrticuq.sm.xmu.com.     IN    A    189.160.30.109
rsfwyxun.sm.xmu.com.     IN    A    107.51.126.144
xeavuicw.sm.xmu.com.     IN    A    206.154.251.99
yoqefdgu.sm.xmu.com.     IN    A    166.12.172.168
sxcdfkgm.sm.xmu.com.     IN    A    4.152.238.132
bhmnacpf.sm.xmu.com.     IN    A    67.75.164.73
ljdvhetx.sm.xmu.com.     IN    A    181.220.54.73
ahujmfdq.sm.xmu.com.     IN    A    221.222.233.84
lgwcavsd.sm.xmu.com.     IN    A    98.229.100.146
qsrcnuht.sm.xmu.com.     IN    A    91.57.9.121
aluxwvir.sm.xmu.com.     IN    A    206.123.97.243
onsdaheq.sm.xmu.com.     IN    A    54.111.156.115
cpgdeimj.sm.xmu.com.     IN    A    237.165.223.70
spqnjgmy.sm.xmu.com.     IN    A    22.0.3.16
bmakjyqw.sm.xmu.com.     IN    A    208.146.249.173
fgjmptcb.sm.xmu.com.     IN    A    152.217.108.191
aegjbmnf.sm.xmu.com.     IN    A    13.138.174.69
bcxpygqf.sm.xmu.com.     IN    A    51.18.98.33
wvuskrfh.sm.xmu.com.     IN    A    44.29.235.210
ituaongl.sm.xmu.com.     IN    A    152.17.59.3
jnytaisw.sm.xmu.com.     IN    A    46.159.222.158
mkcosyrv.sm.xmu.com.     IN    A    145.78.173.69
tegrsamx.sm.xmu.com.     IN    A    8.247.144.2
owidnkyp.sm.xmu.com.     IN    A    237.177.76.208
rilxbset.sm.xmu.com.     IN    A    83.95.12.180
qogayjdk.sm.xmu.com.     IN    A    244.129.26.36
hxroktaq.sm.xmu.com.     IN    A    6.164.59.232
snrpjfdo.sm.xmu.com.     IN    A    152.26.20.250
jakgnqsc.sm.xmu.com.     IN    A    130.126.190.187
vtklwcex.sm.xmu.com.     IN    A    138.14.202.215
tlcpsorn.sm.xmu.com.     IN    A    170.104.179.97
jgfmwukr.sm.xmu.com.     IN    A    36.80.43.247
yibkcjng.sm.xmu.com.     IN    A    153.169.22.217
ukogqslj.sm.xmu.com.     IN    A    153.8.76.44
qwdxtoha.sm.xmu.com.     IN    A    142.92.17.190
vougsfdr.sm.xmu.com.     IN    A    214.206.51.80
brusdkfa.sm.xmu.com.     IN    A    154.22.193.103
wlvparnd.sm.xmu.com.     IN    A    54.212.227.171
pqmscrjx.sm.xmu.com.     IN    A    118.31.174.88
jgwlrpuo.sm.xmu.com.     IN    A    26.184.83.23
qupgktyo.sm.xmu.com.     IN    A    38.17.227.35
svynkqfe.sm.xmu.com.     IN    A    227.226.36.141
jcvexhkt.sm.xmu.com.     IN    A    39.136.0.202
pxcdkmvi.sm.xmu.com.     IN    A    138.33.51.248
xdpljvgt.sm.xmu.com.     IN    A    218.23.38.129
kblsfxcy.sm.xmu.com.     IN    A    37.84.121.182
jufkplni.sm.xmu.com.     IN    A    92.98.173.47
dqrmscga.sm.xmu.com.     IN    A    169.235.119.221
qwdrksnj.sm.xmu.com.     IN    A    3.81.8.0
wagymikp.sm.xmu.com.     IN    A    172.88.10.249
plnsxrvy.sm.xmu.com.     IN    A    240.212.213.216
efipvykq.sm.xmu.com.     IN    A    13.127.241.117
ftrumewi.sm.xmu.com.     IN    A    249.201.170.50
jpfwxmsb.sm.xmu.com.     IN    A    198.7.215.74
fpxjuecb.sm.xmu.com.     IN    A    210.60.217.125
dhriywtu.sm.xmu.com.     IN    A    56.227.77.48
ijahpsqr.sm.xmu.com.     IN    A    9.47.96.42
ougtbhnf.sm.xmu.com.     IN    A    86.255.219.205
ludpqhrx.sm.xmu.com.     IN    A    131.183.252.107
msadgcxl.sm.xmu.com.     IN    A    7.46.151.6
bdwopyrg.sm.xmu.com.     IN    A    111.138.112.141
setpfwrl.sm.xmu.com.     IN    A    246.55.50.219
qmhklacr.sm.xmu.com.     IN    A    150.79.45.19
pogdfcih.sm.xmu.com.     IN    A    159.57.70.244
lehpjrad.sm.xmu.com.     IN    A    207.98.32.146
pbstnjkf.sm.xmu.com.     IN    A    253.1.115.207
wgehoyxp.sm.xmu.com.     IN    A    160.92.145.189
oulfwgje.sm.xmu.com.     IN    A    160.99.215.82
xnujibpe.sm.xmu.com.     IN    A    177.174.84.20
rbfdnxge.sm.xmu.com.     IN    A    80.190.139.78
afcgnhrs.sm.xmu.com.     IN    A    33.135.251.17
figrlnwp.sm.xmu.com.     IN    A    180.69.231.144
rehypxun.sm.xmu.com.     IN    A    141.170.151.217
kfqwjuxi.sm.xmu.com.     IN    A    102.230.213.90
vbtuqhol.sm.xmu.com.     IN    A    53.210.0.113
wacxlpdo.sm.xmu.com.     IN    A    42.144.214.136
dberfocx.sm.xmu.com.     IN    A    20.252.173.185
sfkwyimv.sm.xmu.com.     IN    A    52.216.160.195
chtxdvgl.sm.xmu.com.     IN    A    22.13.134.223
nwqakovb.sm.xmu.com.     IN    A    114.230.43.134
pvhxilwg.sm.xmu.com.     IN    A    152.139.240.153
tvjirpqg.sm.xmu.com.     IN    A    151.169.77.187
bmdtaeqx.sm.xmu.com.     IN    A    10.47.26.22
wostpfug.sm.xmu.com.     IN    A    228.197.19.86
bctfhvyl.sm.xmu.com.     IN    A    79.79.208.156
fpycairb.sm.xmu.com.     IN    A    99.178.177.39
ymwonukl.sm.xmu.com.     IN    A    129.93.112.55
uhoeislg.sm.xmu.com.     IN    A    186.114.240.85
tmuejrvi.sm.xmu.com.     IN    A    102.66.69.109
lijnocwq.sm.xmu.com.     IN    A    88.247.26.240
djngmuvs.sm.xmu.com.     IN    A    118.26.242.127
tmbvxwyo.sm.xmu.com.     IN    A    0.184.27.133
fkivponx.sm.xmu.com.     IN    A    145.94.231.121
ojnpriqd.sm.xmu.com.     IN    A    109.36.43.146
wfmldaeb.sm.xmu.com.     IN    A    204.221.211.44
filmeujq.sm.xmu.com.     IN    A    15.191.252.131
wdlaxbfg.sm.xmu.com.     IN    A    81.139.251.47
uwyejqok.sm.xmu.com.     IN    A    214.212.3.57
apkvtcns.sm.xmu.com.     IN    A    45.134.80.210
akqscmfj.sm.xmu.com.     IN    A    111.114.12.18
nmgajqxb.sm.xmu.com.     IN    A    182.192.0.69
xykfnahg.sm.xmu.com.     IN    A    129.247.224.34
socxigjp.sm.xmu.com.     IN    A    24.119.168.68
fjyiteoc.sm.xmu.com.     IN    A    126.113.233.1
qnxedspa.sm.xmu.com.     IN    A    140.227.77.163
sgbpdrmq.sm.xmu.com.     IN    A    34.162.68.52
abmqylhj.sm.xmu.com.     IN    A    155.249.182.38
ctlhbews.sm.xmu.com.     IN    A    20.140.63.120
idcqjguk.sm.xmu.com.     IN    A    49.249.194.223
hjtlrgoc.sm.xmu.com.     IN    A    24.163.91.36
jbyqohra.sm.xmu.com.     IN    A    146.7.169.40
qpjsaflm.sm.xmu.com.     IN    A    103.8.33.177
cltdwruh.sm.xmu.com.     IN    A    53.13.100.45
slbdwypm.sm.xmu.com.     IN    A    97.64.227.196
soyqpwik.sm.xmu.com.     IN    A    84.187.2.227
vhwsrnyc.sm.xmu.com.     IN    A    115.147.148.85
csotdghl.sm.xmu.com.     IN    A    96.180.6.150
ukjapcnr.sm.xmu.com.     IN    A    101.6.244.153
vatsuhwn.sm.xmu.com.     IN    A    14.25.150.33
herspyjn.sm.xmu.com.     IN    A    38.43.102.245
akdopqrx.sm.xmu.com.     IN    A    105.71.182.101
gisdbcxo.sm.xmu.com.     IN    A    251.91.189.12
hebygorw.sm.xmu.com.     IN    A    172.253.182.14
ohktbflc.sm.xmu.com.     IN    A    192.209.180.31
vpwyijmt.sm.xmu.com.     IN    A    14.188.79.175
etvbmlyo.sm.xmu.com.     IN    A    124.243.169.105
jlstmcdk.sm.xmu.com.     IN    A    111.244.250.105
yviebjtp.sm.xmu.com.     IN    A    16.64.198.13
vlthekys.sm.xmu.com.     IN    A    103.244.176.133
eijpvwms.sm.xmu.com.     IN    A    200.100.127.4
tjmqpady.sm.xmu.com.     IN    A    87.220.10.248
wapjcime.sm.xmu.com.     IN    A    85.11.50.73
bvxdmaiy.sm.xmu.com.     IN    A    65.71.4.212
pasncokv.sm.xmu.com.     IN    A    72.45.79.17
mvalnjox.sm.xmu.com.     IN    A    218.171.101.118
flqjkpvi.sm.xmu.com.     IN    A    28.26.83.210
novgqkcp.sm.xmu.com.     IN    A    186.150.12.245
xmksdbou.sm.xmu.com.     IN    A    217.147.4.75
igosceqm.sm.xmu.com.     IN    A    6.84.88.142
nvfqaxct.sm.xmu.com.     IN    A    149.22.143.50
ftxjpkcs.sm.xmu.com.     IN    A    89.81.193.67
ejnxcsol.sm.xmu.com.     IN    A    10.80.142.220
qrfvecjn.sm.xmu.com.     IN    A    95.42.160.170
tjdmyugf.sm.xmu.com.     IN    A    55.158.87.211
cehbxwfj.sm.xmu.com.     IN    A    221.155.89.50
ymfkjenl.sm.xmu.com.     IN    A    82.18.240.252
cvtedyan.sm.xmu.com.     IN    A    109.15.186.50
ckeolpgu.sm.xmu.com.     IN    A    62.10.21.209
pyaetgoj.sm.xmu.com.     IN    A    11.96.135.254
swvgnldb.sm.xmu.com.     IN    A    169.19.86.221
cjilbrsq.sm.xmu.com.     IN    A    203.159.10.234
kcrsfdiu.sm.xmu.com.     IN    A    87.193.130.173
nstrwovb.sm.xmu.com.     IN    A    227.31.244.220
gvsyjhml.sm.xmu.com.     IN    A    111.81.57.173
uahscdjy.sm.xmu.com.     IN    A    51.87.68.113
cfsbxkmy.sm.xmu.com.     IN    A    41.19.250.100
eyrkbafh.sm.xmu.com.     IN    A    21.5.214.204
qojxrcsk.sm.xmu.com.     IN    A    103.47.165.216
evsunfrx.sm.xmu.com.     IN    A    216.110.199.11
jfcwurpb.sm.xmu.com.     IN    A    249.215.208.91
jsevrmka.sm.xmu.com.     IN    A    150.229.161.213
lmgahfud.sm.xmu.com.     IN    A    57.71.219.152
vxubodgp.sm.xmu.com.     IN    A    50.229.104.155
tbgknfpl.sm.xmu.com.     IN    A    13.73.222.147
ymubvtlw.sm.xmu.com.     IN    A    213.250.149.252
ipocjgqu.sm.xmu.com.     IN    A    162.38.80.32
ondumpeg.sm.xmu.com.     IN    A    83.121.173.5
pldbiovx.sm.xmu.com.     IN    A    127.185.144.156
tshgkjla.sm.xmu.com.     IN    A    29.237.9.32
xlwqhesi.sm.xmu.com.     IN    A    195.153.56.50
mrwikvoy.sm.xmu.com.     IN    A    226.166.174.238
negchrkt.sm.xmu.com.     IN    A    102.75.72.144
tsvwxpjo.sm.xmu.com.     IN    A    175.80.153.63
qkcfimpt.sm.xmu.com.     IN    A    167.154.209.110
ebfucapo.sm.xmu.com.     IN    A    250.100.27.186
erupgnoa.sm.xmu.com.     IN    A    71.22.164.226
ehlnqtup.sm.xmu.com.     IN    A    111.243.79.65
xfjwbtlc.sm.xmu.com.     IN    A    187.210.53.136
pfgbyjka.sm.xmu.com.     IN    A    144.19.113.5
oqkwedbs.sm.xmu.com.     IN    A    102.214.218.117
rifmsdtj.sm.xmu.com.     IN    A    139.197.119.11
njporifc.sm.xmu.com.     IN    A    199.247.158.44
patmgkdf.sm.xmu.com.     IN    A    58.160.206.228
necrfubv.sm.xmu.com.     IN    A    153.101.190.45
aorwdgeu.sm.xmu.com.     IN    A    26.197.50.176
jhrkundy.sm.xmu.com.     IN    A    157.147.167.3
jxdyupql.sm.xmu.com.     IN    A    113.200.151.136
aqrxlswf.sm.xmu.com.     IN    A    9.56.173.216
ruhcngqp.sm.xmu.com.     IN    A    95.111.140.142
skhrdyjf.sm.xmu.com.     IN    A    206.29.145.80
boiyvgsw.sm.xmu.com.     IN    A    223.219.47.10
vkepqdri.sm.xmu.com.     IN    A    172.125.7.55
bhjpwmva.sm.xmu.com.     IN    A    26.92.110.5
egqthmns.sm.xmu.com.     IN    A    3.246.35.11
edxfowcq.sm.xmu.com.     IN    A    115.141.174.178
wslydmpn.sm.xmu.com.     IN    A    132.28.132.253
msuwakhv.sm.xmu.com.     IN    A    193.32.215.40
qkdlstoa.sm.xmu.com.     IN    A    52.55.14.70
okxtlnsj.sm.xmu.com.     IN    A    56.77.178.16
hkinfqvp.sm.xmu.com.     IN    A    70.30.170.26
eufrikob.sm.xmu.com.     IN    A    114.204.164.70
dgyqjlwa.sm.xmu.com.     IN    A    119.115.185.41
ctgaqiyo.sm.xmu.com.     IN    A    33.54.11.117
rwyfieba.sm.xmu.com.     IN    A    143.48.36.158
wdloquyb.sm.xmu.com.     IN    A    133.197.64.150
dswypmic.sm.xmu.com.     IN    A    223.237.70.190
gjcmavyi.sm.xmu.com.     IN    A    192.181.128.57
nqcwftpm.sm.xmu.com.     IN    A    250.190.246.65
usrdwavq.sm.xmu.com.     IN    A    35.29.30.9
oxaksmnf.sm.xmu.com.     IN    A    151.87.154.226
eixloavc.sm.xmu.com.     IN    A    236.45.24.37
ljefhprq.sm.xmu.com.     IN    A    158.132.14.164
fphgewkj.sm.xmu.com.     IN    A    163.70.243.206
khcvdraw.sm.xmu.com.     IN    A    156.99.206.25
vdfaeqry.sm.xmu.com.     IN    A    156.215.125.205
dgjamnqh.sm.xmu.com.     IN    A    72.88.153.33
cdhamswv.sm.xmu.com.     IN    A    237.48.94.91
egpiovrs.sm.xmu.com.     IN    A    56.32.133.156
jtapmkfn.sm.xmu.com.     IN    A    139.96.255.209
nkyogcwi.sm.xmu.com.     IN    A    154.100.92.7
dukjcwny.sm.xmu.com.     IN    A    64.212.219.58
dwcorgtl.sm.xmu.com.     IN    A    38.250.215.217
lkxgwvor.sm.xmu.com.     IN    A    72.139.15.253
kxhitmfw.sm.xmu.com.     IN    A    254.130.56.179
bpxqmekj.sm.xmu.com.     IN    A    228.10.231.127
cbopnvxe.sm.xmu.com.     IN    A    215.241.173.176
uvqnjrfg.sm.xmu.com.     IN    A    116.152.116.80
wshrikex.sm.xmu.com.     IN    A    91.94.186.231
whiceloy.sm.xmu.com.     IN    A    81.116.96.63
pbnumcst.sm.xmu.com.     IN    A    180.182.215.99
egrhqfbx.sm.xmu.com.     IN    A    178.152.83.69
motwbdqp.sm.xmu.com.     IN    A    142.183.30.73
lhvjksfu.sm.xmu.com.     IN    A    65.215.121.240
ptaquoml.sm.xmu.com.     IN    A    157.143.9.21
qylrwsjd.sm.xmu.com.     IN    A    45.200.85.181
mxjuolbk.sm.xmu.com.     IN    A    221.18.8.121
mcoaevth.sm.xmu.com.     IN    A    142.137.129.175
dpqkynwj.sm.xmu.com.     IN    A    112.162.31.71
udlfkopr.sm.xmu.com.     IN    A    71.80.22.216
hxajocmr.sm.xmu.com.     IN    A    49.227.144.136
lkojmxgp.sm.xmu.com.     IN    A    90.43.5.91
rbsclvpe.sm.xmu.com.     IN    A    3.61.48.124
wtipurye.sm.xmu.com.     IN    A    101.122.107.9
pauymrqb.sm.xmu.com.     IN    A    162.129.96.92
ethnbiga.sm.xmu.com.     IN    A    9.212.164.244
cnrmqsbf.sm.xmu.com.     IN    A    106.178.136.32
snejlwkg.sm.xmu.com.     IN    A    123.187.213.50
kwiftmbv.sm.xmu.com.     IN    A    43.164.94.149
isycmdol.sm.xmu.com.     IN    A    61.166.49.219
rvopecub.sm.xmu.com.     IN    A    36.202.103.120
bvtxnoer.sm.xmu.com.     IN    A    152.93.118.140
cbmfynri.sm.xmu.com.     IN    A    157.104.255.9
hoqtcvwb.sm.xmu.com.     IN    A    253.246.101.32
ydhgbxto.sm.xmu.com.     IN    A    78.45.29.139
wcufjonv.sm.xmu.com.     IN    A    76.146.156.186
thiwrnbc.sm.xmu.com.     IN    A    22.62.224.110
pgvjmqiy.sm.xmu.com.     IN    A    122.184.176.70
raycolkj.sm.xmu.com.     IN    A    54.24.206.146
rfamgjup.sm.xmu.com.     IN    A    129.66.254.189
uqkiylor.sm.xmu.com.     IN    A    78.228.174.54
nwxigofd.sm.xmu.com.     IN    A    236.113.253.227
wjcfgkrp.sm.xmu.com.     IN    A    150.152.146.232
ogrevkin.sm.xmu.com.     IN    A    170.58.192.50
cuiyqltb.sm.xmu.com.     IN    A    141.230.203.64
mdsgqvxy.sm.xmu.com.     IN    A    51.108.81.145
dcqoyxrf.sm.xmu.com.     IN    A    103.147.70.111
juakvqsi.sm.xmu.com.     IN    A    71.20.243.225
xpgmcbtw.sm.xmu.com.     IN    A    96.81.6.195
kompfnrt.sm.xmu.com.     IN    A    183.252.18.105
tbjnaqid.sm.xmu.com.     IN    A    240.159.171.72
qeogkult.sm.xmu.com.     IN    A    129.78.167.30
gdchfytm.sm.xmu.com.     IN    A    79.174.48.117
omvyjlrx.sm.xmu.com.     IN    A    211.19.204.87
sviudtoc.sm.xmu.com.     IN    A    36.202.6.51
upyqgnsx.sm.xmu.com.     IN    A    93.186.84.149
feyibxha.sm.xmu.com.     IN    A    180.172.77.176
oykhgtcx.sm.xmu.com.     IN    A    82.115.205.232
fistqvdr.sm.xmu.com.     IN    A    243.37.101.87
