hyxt.whu.com.	14400	IN	SOA	ns1.hyxt.whu.com. james.whu.edu. 19122302 14400 3600 2419200 14400
hyxt.whu.com.		    IN	NS ns1.hyxt.whu.com.
nrxbujct.hyxt.whu.com.   IN    A    176.42.79.99
salkfhiw.hyxt.whu.com.   IN    A    221.107.101.223
usdxwbgc.hyxt.whu.com.   IN    A    107.173.83.52
ypfqmdhr.hyxt.whu.com.   IN    A    21.99.119.63
tcwibkqy.hyxt.whu.com.   IN    A    131.119.74.86
cdbujsnw.hyxt.whu.com.   IN    A    122.51.17.128
dbylcmew.hyxt.whu.com.   IN    A    123.82.29.91
eqwkxpjd.hyxt.whu.com.   IN    A    74.247.165.70
qhlcgxfi.hyxt.whu.com.   IN    A    135.140.108.237
hqgvexak.hyxt.whu.com.   IN    A    27.234.246.25
bhnopeqy.hyxt.whu.com.   IN    A    144.225.48.54
jgdvtykl.hyxt.whu.com.   IN    A    79.33.201.126
qfcgrvuo.hyxt.whu.com.   IN    A    241.232.54.187
yijawxmp.hyxt.whu.com.   IN    A    209.166.132.157
snpyvhqw.hyxt.whu.com.   IN    A    31.36.210.16
krwqdcgn.hyxt.whu.com.   IN    A    136.51.168.241
hikqpcuf.hyxt.whu.com.   IN    A    173.173.119.119
fjcywlai.hyxt.whu.com.   IN    A    198.105.80.48
fewpnora.hyxt.whu.com.   IN    A    220.54.252.164
pktjnwcf.hyxt.whu.com.   IN    A    165.205.73.240
fqdbktiu.hyxt.whu.com.   IN    A    48.36.177.173
ydqpfiuw.hyxt.whu.com.   IN    A    42.104.5.38
bnxjltfg.hyxt.whu.com.   IN    A    16.245.26.39
cydtlxjf.hyxt.whu.com.   IN    A    2.252.76.156
kypmbsce.hyxt.whu.com.   IN    A    135.3.203.57
oxdvlnyt.hyxt.whu.com.   IN    A    14.147.177.112
oylchknx.hyxt.whu.com.   IN    A    159.138.211.134
uxcnpkto.hyxt.whu.com.   IN    A    254.228.129.159
lbjigecm.hyxt.whu.com.   IN    A    208.170.225.182
dewukhyn.hyxt.whu.com.   IN    A    244.99.194.254
sovihknm.hyxt.whu.com.   IN    A    66.103.39.176
pbuweagk.hyxt.whu.com.   IN    A    143.198.26.79
oayvhpqw.hyxt.whu.com.   IN    A    50.235.157.172
mnusotlw.hyxt.whu.com.   IN    A    12.104.103.178
hbsakyfi.hyxt.whu.com.   IN    A    181.244.217.195
kstmyrnf.hyxt.whu.com.   IN    A    199.13.69.4
tacenijl.hyxt.whu.com.   IN    A    65.113.148.185
mvowqgyf.hyxt.whu.com.   IN    A    60.24.242.233
nbyimweu.hyxt.whu.com.   IN    A    148.212.36.196
kjyvhusd.hyxt.whu.com.   IN    A    245.2.244.160
yobxgsrw.hyxt.whu.com.   IN    A    148.73.215.170
kysewdhr.hyxt.whu.com.   IN    A    144.141.65.236
fwplygok.hyxt.whu.com.   IN    A    23.232.64.194
qysjnplk.hyxt.whu.com.   IN    A    250.36.147.238
grvostlp.hyxt.whu.com.   IN    A    119.33.251.106
doapvfqw.hyxt.whu.com.   IN    A    172.5.101.141
bhrcqjsk.hyxt.whu.com.   IN    A    16.31.87.119
mdowgqhs.hyxt.whu.com.   IN    A    186.20.63.33
saxhltrv.hyxt.whu.com.   IN    A    109.143.191.181
bofdawtk.hyxt.whu.com.   IN    A    62.188.58.194
povhlxfw.hyxt.whu.com.   IN    A    178.216.140.158
dftenguq.hyxt.whu.com.   IN    A    63.25.18.78
srdualgf.hyxt.whu.com.   IN    A    130.177.96.103
itgehrlp.hyxt.whu.com.   IN    A    17.230.94.24
vhdwebly.hyxt.whu.com.   IN    A    93.97.113.55
ghopfdla.hyxt.whu.com.   IN    A    245.68.122.12
kjwqxmdr.hyxt.whu.com.   IN    A    207.199.49.103
nkcmgtix.hyxt.whu.com.   IN    A    151.251.238.98
jeahimlq.hyxt.whu.com.   IN    A    188.48.137.147
asvcpgrh.hyxt.whu.com.   IN    A    34.119.116.218
xlwfbkaq.hyxt.whu.com.   IN    A    80.79.229.184
edjaoybs.hyxt.whu.com.   IN    A    252.34.48.142
okqybpau.hyxt.whu.com.   IN    A    118.65.199.141
ybtfcdwh.hyxt.whu.com.   IN    A    232.120.160.204
ipdkrans.hyxt.whu.com.   IN    A    254.163.181.191
gafquepd.hyxt.whu.com.   IN    A    97.205.109.74
nirgcuye.hyxt.whu.com.   IN    A    107.81.176.129
xbapcmfg.hyxt.whu.com.   IN    A    101.242.92.21
nxhriwtq.hyxt.whu.com.   IN    A    115.130.131.97
wpjqemvd.hyxt.whu.com.   IN    A    197.220.37.103
lfoasyqd.hyxt.whu.com.   IN    A    9.10.220.104
msfrdajw.hyxt.whu.com.   IN    A    59.100.195.192
akhpofyg.hyxt.whu.com.   IN    A    141.33.206.131
wsqfaxnd.hyxt.whu.com.   IN    A    94.95.91.83
oxvecgfk.hyxt.whu.com.   IN    A    225.133.164.103
kytvpdmo.hyxt.whu.com.   IN    A    105.16.160.62
piqdnlkw.hyxt.whu.com.   IN    A    54.179.152.46
stqyngkm.hyxt.whu.com.   IN    A    124.184.105.168
xcpviwna.hyxt.whu.com.   IN    A    204.187.246.226
awxnbvme.hyxt.whu.com.   IN    A    202.162.236.227
afrgpysm.hyxt.whu.com.   IN    A    105.136.180.142
ycxepdmo.hyxt.whu.com.   IN    A    250.73.112.254
ycsbptme.hyxt.whu.com.   IN    A    218.36.131.185
rkpdjxhu.hyxt.whu.com.   IN    A    239.197.108.219
nguifbha.hyxt.whu.com.   IN    A    236.135.12.67
tymkohav.hyxt.whu.com.   IN    A    248.27.41.4
sbwtrgvm.hyxt.whu.com.   IN    A    105.183.128.21
fravysgx.hyxt.whu.com.   IN    A    164.77.120.35
logcbkdr.hyxt.whu.com.   IN    A    186.136.56.73
yujfebvn.hyxt.whu.com.   IN    A    188.212.19.145
onpuabmd.hyxt.whu.com.   IN    A    157.196.209.115
vpeqihsu.hyxt.whu.com.   IN    A    67.1.16.80
bfitpgvo.hyxt.whu.com.   IN    A    236.224.231.117
tadwfegs.hyxt.whu.com.   IN    A    108.126.113.120
rtvhsamx.hyxt.whu.com.   IN    A    126.12.62.253
nfiyacwr.hyxt.whu.com.   IN    A    7.119.218.90
ditghbvu.hyxt.whu.com.   IN    A    11.189.51.153
khnvides.hyxt.whu.com.   IN    A    42.158.220.25
bvdirqmk.hyxt.whu.com.   IN    A    78.235.239.48
pnboqsgx.hyxt.whu.com.   IN    A    201.75.171.84
uecdxjoi.hyxt.whu.com.   IN    A    52.148.21.64
prhotaqd.hyxt.whu.com.   IN    A    118.126.127.102
kqbplmft.hyxt.whu.com.   IN    A    139.49.5.149
lekxctmr.hyxt.whu.com.   IN    A    209.83.150.245
ibkfstpw.hyxt.whu.com.   IN    A    113.217.175.69
fxonujsp.hyxt.whu.com.   IN    A    252.5.91.237
bgtxukrf.hyxt.whu.com.   IN    A    127.14.226.85
opwnqhyg.hyxt.whu.com.   IN    A    237.73.27.74
dkrbgshx.hyxt.whu.com.   IN    A    145.163.21.225
jonyimxa.hyxt.whu.com.   IN    A    63.160.249.43
ctymvhfp.hyxt.whu.com.   IN    A    144.172.33.202
obcdpuyn.hyxt.whu.com.   IN    A    160.198.20.229
varkieuw.hyxt.whu.com.   IN    A    227.187.188.180
espgkuiv.hyxt.whu.com.   IN    A    29.143.88.226
rbgkdeso.hyxt.whu.com.   IN    A    86.88.69.96
aoelpsqn.hyxt.whu.com.   IN    A    114.77.228.56
qfsbnjpl.hyxt.whu.com.   IN    A    1.8.176.54
ywjcgvrx.hyxt.whu.com.   IN    A    109.182.94.142
clmobquf.hyxt.whu.com.   IN    A    112.15.54.142
nbtsilpf.hyxt.whu.com.   IN    A    207.212.208.49
bhduewck.hyxt.whu.com.   IN    A    193.60.197.204
glreipyq.hyxt.whu.com.   IN    A    49.213.57.201
rqhcvilg.hyxt.whu.com.   IN    A    226.86.15.253
autxkjil.hyxt.whu.com.   IN    A    178.159.112.156
pfhuydgn.hyxt.whu.com.   IN    A    64.91.64.13
yolkdgte.hyxt.whu.com.   IN    A    174.178.9.156
xcejowna.hyxt.whu.com.   IN    A    34.159.230.139
rpsohtvg.hyxt.whu.com.   IN    A    139.31.200.211
jcgphyoq.hyxt.whu.com.   IN    A    224.102.125.179
bghqvaes.hyxt.whu.com.   IN    A    94.208.177.157
arfsgqox.hyxt.whu.com.   IN    A    43.84.236.132
ducfvmgq.hyxt.whu.com.   IN    A    76.176.235.169
strvfiej.hyxt.whu.com.   IN    A    173.34.103.113
rdskexuj.hyxt.whu.com.   IN    A    197.211.29.49
vhrdlibo.hyxt.whu.com.   IN    A    121.87.143.193
mgcoutis.hyxt.whu.com.   IN    A    90.70.75.155
lhmjkpxo.hyxt.whu.com.   IN    A    121.138.113.175
dqeahxib.hyxt.whu.com.   IN    A    31.127.95.204
unxbchqf.hyxt.whu.com.   IN    A    211.54.154.52
oitrfcdy.hyxt.whu.com.   IN    A    21.188.65.219
wianexkf.hyxt.whu.com.   IN    A    239.129.187.69
rmyokfah.hyxt.whu.com.   IN    A    11.46.163.16
wjypkhvs.hyxt.whu.com.   IN    A    152.96.111.86
dghlsyqu.hyxt.whu.com.   IN    A    119.3.226.17
cjwlkhqi.hyxt.whu.com.   IN    A    4.173.126.129
swixmjau.hyxt.whu.com.   IN    A    184.118.239.228
xnpsvoct.hyxt.whu.com.   IN    A    174.72.52.104
ycdfimxr.hyxt.whu.com.   IN    A    232.40.250.81
najvlhsy.hyxt.whu.com.   IN    A    9.173.193.219
jgtbycie.hyxt.whu.com.   IN    A    145.166.97.192
rxuwkfqy.hyxt.whu.com.   IN    A    111.55.82.222
otjidhfm.hyxt.whu.com.   IN    A    223.179.32.97
ilcsvemp.hyxt.whu.com.   IN    A    102.46.47.127
ticpsnhu.hyxt.whu.com.   IN    A    31.162.239.19
kgecuntv.hyxt.whu.com.   IN    A    83.24.218.210
ymctwgfb.hyxt.whu.com.   IN    A    8.125.100.79
vdtgwcsq.hyxt.whu.com.   IN    A    255.149.98.2
hrjxmidf.hyxt.whu.com.   IN    A    39.193.141.236
ruxlcimq.hyxt.whu.com.   IN    A    93.226.81.15
dmyoebaw.hyxt.whu.com.   IN    A    213.134.198.71
sipogqvt.hyxt.whu.com.   IN    A    43.206.86.21
pofcjwgt.hyxt.whu.com.   IN    A    232.178.2.74
gbkuioaq.hyxt.whu.com.   IN    A    154.10.131.237
jurayhnm.hyxt.whu.com.   IN    A    39.235.124.241
ktmulfbj.hyxt.whu.com.   IN    A    47.6.159.0
aolxhvqc.hyxt.whu.com.   IN    A    34.60.95.88
yslxcnuk.hyxt.whu.com.   IN    A    231.44.28.73
xvbyqehl.hyxt.whu.com.   IN    A    230.145.173.12
akodjncw.hyxt.whu.com.   IN    A    254.128.41.126
oirbahct.hyxt.whu.com.   IN    A    213.117.22.227
meidpsoc.hyxt.whu.com.   IN    A    239.219.36.222
xjaelvwn.hyxt.whu.com.   IN    A    149.216.71.85
lweitjfv.hyxt.whu.com.   IN    A    129.179.104.127
olijmcqv.hyxt.whu.com.   IN    A    238.64.149.180
ctdsonwq.hyxt.whu.com.   IN    A    209.147.153.57
iasketmo.hyxt.whu.com.   IN    A    164.49.39.84
oruaqbyt.hyxt.whu.com.   IN    A    108.150.7.56
mwtvspgh.hyxt.whu.com.   IN    A    236.83.1.79
mnxptgsf.hyxt.whu.com.   IN    A    240.154.176.74
jqwbgmrc.hyxt.whu.com.   IN    A    88.234.172.16
dgavcqnm.hyxt.whu.com.   IN    A    10.176.215.1
lbdnfyej.hyxt.whu.com.   IN    A    131.155.120.183
osqvxuce.hyxt.whu.com.   IN    A    91.37.183.221
vcxnleto.hyxt.whu.com.   IN    A    84.119.252.100
vfxsgylk.hyxt.whu.com.   IN    A    142.132.198.222
ygtdkhbm.hyxt.whu.com.   IN    A    119.238.109.137
ifyrwcdo.hyxt.whu.com.   IN    A    44.101.115.25
mcnoqwkg.hyxt.whu.com.   IN    A    132.118.244.17
mibagqxo.hyxt.whu.com.   IN    A    132.86.187.130
dgaeijvt.hyxt.whu.com.   IN    A    59.50.31.154
geahmutk.hyxt.whu.com.   IN    A    224.131.135.63
wekgqvsy.hyxt.whu.com.   IN    A    12.200.200.117
dfgeyvti.hyxt.whu.com.   IN    A    188.59.119.159
dngoicft.hyxt.whu.com.   IN    A    155.74.151.161
tncigums.hyxt.whu.com.   IN    A    93.19.26.166
xythcbfd.hyxt.whu.com.   IN    A    230.117.105.121
vojeyhnp.hyxt.whu.com.   IN    A    25.218.58.142
lsnbrjfu.hyxt.whu.com.   IN    A    50.60.253.177
euyxpnbk.hyxt.whu.com.   IN    A    57.141.93.146
yjqswdnb.hyxt.whu.com.   IN    A    164.205.184.100
xchiuafg.hyxt.whu.com.   IN    A    248.195.4.13
rfakvlqy.hyxt.whu.com.   IN    A    144.38.202.93
tboedhrx.hyxt.whu.com.   IN    A    147.157.141.189
injflvhc.hyxt.whu.com.   IN    A    106.234.145.28
dmayvgrj.hyxt.whu.com.   IN    A    173.51.17.164
jpulofsc.hyxt.whu.com.   IN    A    244.82.26.16
yvsdplcn.hyxt.whu.com.   IN    A    215.190.192.37
jorwseki.hyxt.whu.com.   IN    A    97.126.247.171
gkisxurl.hyxt.whu.com.   IN    A    147.250.9.241
suvdrlta.hyxt.whu.com.   IN    A    188.39.4.149
yfgemoij.hyxt.whu.com.   IN    A    224.57.74.73
vdxujygh.hyxt.whu.com.   IN    A    235.228.203.166
nfltaygc.hyxt.whu.com.   IN    A    203.111.104.121
dbxefmlu.hyxt.whu.com.   IN    A    141.236.170.153
jxuvdwin.hyxt.whu.com.   IN    A    24.141.99.140
jnhvuxor.hyxt.whu.com.   IN    A    192.220.49.125
lrkxtwmi.hyxt.whu.com.   IN    A    44.66.224.166
uamqxkvt.hyxt.whu.com.   IN    A    151.94.0.229
kyjhqgvt.hyxt.whu.com.   IN    A    213.75.39.73
yraucpgw.hyxt.whu.com.   IN    A    131.88.94.110
nvjbykwc.hyxt.whu.com.   IN    A    170.152.45.217
dxismnov.hyxt.whu.com.   IN    A    254.245.76.174
gafcmuih.hyxt.whu.com.   IN    A    122.93.212.161
jmbxskqr.hyxt.whu.com.   IN    A    67.218.31.245
tsnmgclr.hyxt.whu.com.   IN    A    236.201.127.98
hdfgacms.hyxt.whu.com.   IN    A    241.217.172.215
ukvplsac.hyxt.whu.com.   IN    A    36.212.29.209
yatnlgsp.hyxt.whu.com.   IN    A    206.87.200.78
vrmeqixc.hyxt.whu.com.   IN    A    202.162.40.168
pchxyerv.hyxt.whu.com.   IN    A    206.43.122.205
ctrwasxm.hyxt.whu.com.   IN    A    64.84.126.16
csloavjr.hyxt.whu.com.   IN    A    141.231.160.171
gxedvoin.hyxt.whu.com.   IN    A    34.47.99.48
tmqaousp.hyxt.whu.com.   IN    A    149.139.108.10
dajproch.hyxt.whu.com.   IN    A    46.116.129.10
qbmlgpjn.hyxt.whu.com.   IN    A    91.122.64.221
aekmgcfq.hyxt.whu.com.   IN    A    218.24.198.38
avwlcsuh.hyxt.whu.com.   IN    A    200.136.123.161
wajfkisy.hyxt.whu.com.   IN    A    190.34.5.107
fdelxrjg.hyxt.whu.com.   IN    A    72.52.185.141
fpwdexqb.hyxt.whu.com.   IN    A    116.100.25.34
thpujwfv.hyxt.whu.com.   IN    A    237.17.189.25
ipresank.hyxt.whu.com.   IN    A    169.196.149.95
veakwsdu.hyxt.whu.com.   IN    A    80.20.81.184
cqabiyuf.hyxt.whu.com.   IN    A    191.65.125.99
awvhcxmp.hyxt.whu.com.   IN    A    165.98.127.147
jvtlmhir.hyxt.whu.com.   IN    A    244.198.217.141
rdvucqea.hyxt.whu.com.   IN    A    43.139.112.73
qtjhlxwc.hyxt.whu.com.   IN    A    218.106.101.76
lxcegqtr.hyxt.whu.com.   IN    A    208.4.225.162
hrdvotyi.hyxt.whu.com.   IN    A    214.1.223.1
wyhvlimb.hyxt.whu.com.   IN    A    105.117.69.132
ekdrvcym.hyxt.whu.com.   IN    A    226.24.184.79
tvfluyio.hyxt.whu.com.   IN    A    246.179.70.238
blwegokn.hyxt.whu.com.   IN    A    170.70.129.105
nsukcdvx.hyxt.whu.com.   IN    A    2.10.103.201
fkqahemg.hyxt.whu.com.   IN    A    234.228.0.96
oetrxjla.hyxt.whu.com.   IN    A    44.25.234.56
sfjxmcyq.hyxt.whu.com.   IN    A    255.158.79.138
qkmweyol.hyxt.whu.com.   IN    A    94.21.1.253
rtmqnsvf.hyxt.whu.com.   IN    A    32.6.108.19
jaokghwp.hyxt.whu.com.   IN    A    7.117.219.49
dyoalhqx.hyxt.whu.com.   IN    A    15.131.9.80
jqvaoysg.hyxt.whu.com.   IN    A    49.18.235.252
nebcrvst.hyxt.whu.com.   IN    A    24.65.178.105
lmvfepyj.hyxt.whu.com.   IN    A    188.35.121.101
banedwkg.hyxt.whu.com.   IN    A    77.94.221.211
iwoexpma.hyxt.whu.com.   IN    A    215.99.93.41
gfsvxpod.hyxt.whu.com.   IN    A    129.124.193.231
agucsmjq.hyxt.whu.com.   IN    A    124.97.152.121
xunfliog.hyxt.whu.com.   IN    A    203.18.95.196
idgrhxyu.hyxt.whu.com.   IN    A    219.41.242.74
eibwxuyq.hyxt.whu.com.   IN    A    188.101.142.3
dmbsailh.hyxt.whu.com.   IN    A    105.57.32.79
tckpwuor.hyxt.whu.com.   IN    A    183.224.213.213
kjqdutle.hyxt.whu.com.   IN    A    202.85.240.16
hxjqwner.hyxt.whu.com.   IN    A    223.75.249.245
pcydxaej.hyxt.whu.com.   IN    A    98.147.26.254
mvunyhpr.hyxt.whu.com.   IN    A    221.214.152.92
qkxhrsna.hyxt.whu.com.   IN    A    227.108.77.138
gwptxcib.hyxt.whu.com.   IN    A    228.73.16.188
rnjpgmsa.hyxt.whu.com.   IN    A    144.211.127.76
sthineqr.hyxt.whu.com.   IN    A    17.47.112.116
ouenpltw.hyxt.whu.com.   IN    A    205.203.8.190
jmwvhspo.hyxt.whu.com.   IN    A    107.253.157.151
eimulqfg.hyxt.whu.com.   IN    A    77.53.137.241
njtvsmab.hyxt.whu.com.   IN    A    247.215.0.198
phsgdrxy.hyxt.whu.com.   IN    A    105.84.211.113
sewdrhcx.hyxt.whu.com.   IN    A    190.54.105.19
trjdkqig.hyxt.whu.com.   IN    A    166.48.193.53
hsjkxyrd.hyxt.whu.com.   IN    A    206.24.224.168
flbgihar.hyxt.whu.com.   IN    A    1.62.92.89
ctefysid.hyxt.whu.com.   IN    A    102.61.208.17
vfydlgni.hyxt.whu.com.   IN    A    238.173.192.127
upirjhal.hyxt.whu.com.   IN    A    126.50.175.101
rmjniwgd.hyxt.whu.com.   IN    A    206.130.76.247
slqayfig.hyxt.whu.com.   IN    A    6.80.73.128
sirafcdl.hyxt.whu.com.   IN    A    153.136.169.163
sgowfrlp.hyxt.whu.com.   IN    A    181.195.195.48
fmpiuwsk.hyxt.whu.com.   IN    A    188.216.34.140
iwxqurya.hyxt.whu.com.   IN    A    90.53.44.81
jngytebu.hyxt.whu.com.   IN    A    193.246.176.18
byxpdaen.hyxt.whu.com.   IN    A    237.195.174.244
xdkwmain.hyxt.whu.com.   IN    A    236.81.180.158
gmtbqaow.hyxt.whu.com.   IN    A    24.183.14.140
whuajltx.hyxt.whu.com.   IN    A    129.30.138.5
mvrewxqi.hyxt.whu.com.   IN    A    119.88.162.253
pnuyohwk.hyxt.whu.com.   IN    A    107.115.227.196
qxbfugld.hyxt.whu.com.   IN    A    151.164.233.8
xnpwtgeu.hyxt.whu.com.   IN    A    234.65.169.149
lkcwfejs.hyxt.whu.com.   IN    A    244.53.99.98
bdprafns.hyxt.whu.com.   IN    A    62.216.198.156
ocfmuwyk.hyxt.whu.com.   IN    A    29.160.37.101
fnbpomgt.hyxt.whu.com.   IN    A    37.139.137.252
tsiwhakv.hyxt.whu.com.   IN    A    85.226.166.158
qsftvbha.hyxt.whu.com.   IN    A    174.90.58.173
vtbepcgn.hyxt.whu.com.   IN    A    236.204.108.101
fxwkgcib.hyxt.whu.com.   IN    A    185.24.102.126
dhoxbjmw.hyxt.whu.com.   IN    A    95.48.106.153
mcujsnkp.hyxt.whu.com.   IN    A    68.219.101.210
ipyoqhul.hyxt.whu.com.   IN    A    68.50.88.7
vsqoxduw.hyxt.whu.com.   IN    A    227.254.198.193
hqpylsew.hyxt.whu.com.   IN    A    88.221.129.24
kiohpxvw.hyxt.whu.com.   IN    A    150.222.78.40
wqjtreuv.hyxt.whu.com.   IN    A    7.10.237.105
jfvktlqd.hyxt.whu.com.   IN    A    242.14.45.63
gokxwbys.hyxt.whu.com.   IN    A    118.170.235.115
inyuvljo.hyxt.whu.com.   IN    A    23.60.15.169
xsuqwrkd.hyxt.whu.com.   IN    A    97.225.149.180
jsghqvkb.hyxt.whu.com.   IN    A    25.2.29.24
emvhsrba.hyxt.whu.com.   IN    A    64.147.121.186
aknrwpux.hyxt.whu.com.   IN    A    23.231.33.87
qibykpgt.hyxt.whu.com.   IN    A    98.184.0.162
oiepjlbq.hyxt.whu.com.   IN    A    222.191.222.78
eobxqijh.hyxt.whu.com.   IN    A    127.35.153.106
cqukolif.hyxt.whu.com.   IN    A    148.58.57.15
vwhafdem.hyxt.whu.com.   IN    A    75.119.124.4
exnhkmlv.hyxt.whu.com.   IN    A    166.155.163.197
kxveawnq.hyxt.whu.com.   IN    A    159.227.245.165
wjfuqkhe.hyxt.whu.com.   IN    A    23.137.24.77
tmihebsv.hyxt.whu.com.   IN    A    209.56.254.181
kvqxpcyu.hyxt.whu.com.   IN    A    154.49.151.72
vmuqjfrc.hyxt.whu.com.   IN    A    38.147.17.104
evcjtyiq.hyxt.whu.com.   IN    A    194.144.168.89
bfudrqcn.hyxt.whu.com.   IN    A    149.228.160.185
qfkcbpai.hyxt.whu.com.   IN    A    251.221.157.202
obpgmjky.hyxt.whu.com.   IN    A    88.29.76.120
hdljorvq.hyxt.whu.com.   IN    A    74.164.251.223
gbpqnewk.hyxt.whu.com.   IN    A    252.40.45.4
uharmsyo.hyxt.whu.com.   IN    A    49.160.164.247
acteypng.hyxt.whu.com.   IN    A    2.246.28.93
qumkfags.hyxt.whu.com.   IN    A    212.64.90.126
qdkcmfyw.hyxt.whu.com.   IN    A    125.233.116.56
yctsqowh.hyxt.whu.com.   IN    A    22.115.40.27
lmtbyrwa.hyxt.whu.com.   IN    A    217.237.233.145
msixvtch.hyxt.whu.com.   IN    A    168.222.243.216
ntlvefoq.hyxt.whu.com.   IN    A    79.187.87.24
bxdojamu.hyxt.whu.com.   IN    A    127.144.188.91
apuefngs.hyxt.whu.com.   IN    A    165.238.110.199
omrwcxqu.hyxt.whu.com.   IN    A    29.109.114.242
vdcqyofa.hyxt.whu.com.   IN    A    236.184.234.128
qruswfbi.hyxt.whu.com.   IN    A    19.19.26.81
iwjgbcyx.hyxt.whu.com.   IN    A    109.203.194.203
ysmhwfcq.hyxt.whu.com.   IN    A    66.239.43.63
muondcqg.hyxt.whu.com.   IN    A    146.63.35.226
dfwvjolb.hyxt.whu.com.   IN    A    30.61.181.124
anvolkeq.hyxt.whu.com.   IN    A    141.165.38.14
dmfuknix.hyxt.whu.com.   IN    A    63.103.250.2
ecyvkdbn.hyxt.whu.com.   IN    A    231.154.229.11
ygtluedo.hyxt.whu.com.   IN    A    200.113.51.45
pckywnxh.hyxt.whu.com.   IN    A    253.187.146.135
poneyufq.hyxt.whu.com.   IN    A    128.220.10.62
nthxipou.hyxt.whu.com.   IN    A    147.214.107.85
wausfdmn.hyxt.whu.com.   IN    A    160.138.144.142
oibtaqkg.hyxt.whu.com.   IN    A    60.41.44.224
pxkjoytw.hyxt.whu.com.   IN    A    35.80.210.142
hamwsifc.hyxt.whu.com.   IN    A    220.208.73.124
inhxcrdf.hyxt.whu.com.   IN    A    83.90.96.34
lprmyxab.hyxt.whu.com.   IN    A    24.244.92.232
xpswagnb.hyxt.whu.com.   IN    A    213.238.167.53
tnxvsylm.hyxt.whu.com.   IN    A    231.232.73.182
luedfmhi.hyxt.whu.com.   IN    A    50.0.223.134
nitgohde.hyxt.whu.com.   IN    A    212.237.135.88
lgwdcvqi.hyxt.whu.com.   IN    A    197.151.84.180
bgwcdtil.hyxt.whu.com.   IN    A    185.215.73.74
jwtpcafr.hyxt.whu.com.   IN    A    202.108.134.118
sfkqtodj.hyxt.whu.com.   IN    A    138.143.105.103
megtaudb.hyxt.whu.com.   IN    A    33.167.147.31
vmaxpsec.hyxt.whu.com.   IN    A    158.247.51.111
tpkochsa.hyxt.whu.com.   IN    A    123.247.118.91
flprshbe.hyxt.whu.com.   IN    A    236.9.16.8
undgivpw.hyxt.whu.com.   IN    A    89.172.12.45
ibfrdstk.hyxt.whu.com.   IN    A    68.130.176.91
coniwxmh.hyxt.whu.com.   IN    A    2.75.168.97
qybujahd.hyxt.whu.com.   IN    A    96.178.73.115
omceavrs.hyxt.whu.com.   IN    A    114.143.254.92
mlkijveu.hyxt.whu.com.   IN    A    199.42.253.49
jmruwcqg.hyxt.whu.com.   IN    A    189.100.94.109
asyicjuv.hyxt.whu.com.   IN    A    160.215.189.98
jrunypil.hyxt.whu.com.   IN    A    79.154.134.63
tohpdifn.hyxt.whu.com.   IN    A    69.254.217.187
iduktheo.hyxt.whu.com.   IN    A    33.171.149.125
exdgmors.hyxt.whu.com.   IN    A    162.81.217.22
qwhgfiol.hyxt.whu.com.   IN    A    112.38.66.4
drhoisqv.hyxt.whu.com.   IN    A    102.29.17.72
opfklmxa.hyxt.whu.com.   IN    A    64.140.75.121
lirtdcyj.hyxt.whu.com.   IN    A    37.129.217.37
indqgmeo.hyxt.whu.com.   IN    A    159.110.29.214
nslcaroy.hyxt.whu.com.   IN    A    82.20.220.130
kfoxnraw.hyxt.whu.com.   IN    A    103.41.215.106
utbypogc.hyxt.whu.com.   IN    A    3.228.235.122
bieltymn.hyxt.whu.com.   IN    A    166.2.155.72
maxwjifq.hyxt.whu.com.   IN    A    201.219.31.8
vlfyqhds.hyxt.whu.com.   IN    A    30.180.139.2
dubixwel.hyxt.whu.com.   IN    A    154.47.111.64
fpjrkqnw.hyxt.whu.com.   IN    A    239.86.99.131
vlgwptyd.hyxt.whu.com.   IN    A    9.157.243.174
xscfjroh.hyxt.whu.com.   IN    A    165.48.17.82
iemcdhay.hyxt.whu.com.   IN    A    73.108.55.123
uqyjmxgv.hyxt.whu.com.   IN    A    42.145.79.73
wyinfucd.hyxt.whu.com.   IN    A    104.46.13.139
cdxhjkyq.hyxt.whu.com.   IN    A    0.166.222.28
qbultomx.hyxt.whu.com.   IN    A    15.15.116.97
vyfltgeq.hyxt.whu.com.   IN    A    4.241.105.62
jylomika.hyxt.whu.com.   IN    A    136.87.56.115
nsdulvax.hyxt.whu.com.   IN    A    112.97.177.71
mlwcofgs.hyxt.whu.com.   IN    A    136.198.85.158
gyojunld.hyxt.whu.com.   IN    A    130.89.219.238
hjgmeasl.hyxt.whu.com.   IN    A    186.37.51.16
gequpnbx.hyxt.whu.com.   IN    A    153.121.236.173
bpvnfhum.hyxt.whu.com.   IN    A    38.212.240.177
meutglok.hyxt.whu.com.   IN    A    161.233.55.162
pxyuesmd.hyxt.whu.com.   IN    A    179.202.76.124
ikxlusnj.hyxt.whu.com.   IN    A    50.30.37.46
jyobdpls.hyxt.whu.com.   IN    A    16.217.197.193
imgxfyev.hyxt.whu.com.   IN    A    189.107.61.228
pgqmfcdh.hyxt.whu.com.   IN    A    228.163.69.176
pnsydtju.hyxt.whu.com.   IN    A    24.156.147.226
dbaiqjxh.hyxt.whu.com.   IN    A    116.114.134.63
oukemthx.hyxt.whu.com.   IN    A    91.249.226.224
vfghejok.hyxt.whu.com.   IN    A    30.73.40.193
objmkcsx.hyxt.whu.com.   IN    A    156.184.76.103
