www.lzu.com. 	14400	IN	SOA	ns1.www.lzu.com. james.lzu.edu. 19122302 14400 3600 2419200 14400
www.lzu.com.		    IN	NS ns1.www.lzu.com.
clngfxdi.www.lzu.com.    IN    A    250.156.1.72
lujwphxo.www.lzu.com.    IN    A    78.205.167.150
eucgmxfs.www.lzu.com.    IN    A    255.164.139.154
dpcuybri.www.lzu.com.    IN    A    153.239.95.82
cmnjqbvd.www.lzu.com.    IN    A    180.13.116.110
obtujchn.www.lzu.com.    IN    A    42.229.17.102
wuqhpcab.www.lzu.com.    IN    A    36.74.149.169
etdhskul.www.lzu.com.    IN    A    236.190.50.128
emlbntdi.www.lzu.com.    IN    A    188.117.254.74
picgjwlo.www.lzu.com.    IN    A    207.200.14.161
lnpkefdt.www.lzu.com.    IN    A    91.249.227.48
ylhipqbn.www.lzu.com.    IN    A    202.71.243.229
xfyqcmph.www.lzu.com.    IN    A    226.118.244.164
plcodjkt.www.lzu.com.    IN    A    42.57.157.179
hpdafobj.www.lzu.com.    IN    A    203.83.233.224
oacvgxep.www.lzu.com.    IN    A    144.60.246.158
cgoakybp.www.lzu.com.    IN    A    124.191.179.24
pkeilrbh.www.lzu.com.    IN    A    119.48.176.232
guhbstai.www.lzu.com.    IN    A    213.44.120.132
qjnoufvm.www.lzu.com.    IN    A    51.46.160.92
kdtjumry.www.lzu.com.    IN    A    55.86.247.237
mustgijr.www.lzu.com.    IN    A    235.190.92.41
nykmabif.www.lzu.com.    IN    A    155.208.213.19
pxkroiug.www.lzu.com.    IN    A    28.244.246.43
onqgfvsw.www.lzu.com.    IN    A    165.180.102.19
ywfaqgnk.www.lzu.com.    IN    A    103.69.188.199
hmourwey.www.lzu.com.    IN    A    172.234.197.213
diwboyqe.www.lzu.com.    IN    A    167.120.1.221
anwgjvsf.www.lzu.com.    IN    A    190.228.161.26
uvdspqki.www.lzu.com.    IN    A    207.188.116.28
kuodnyim.www.lzu.com.    IN    A    104.105.208.126
qarnogkt.www.lzu.com.    IN    A    211.186.122.88
fghelysr.www.lzu.com.    IN    A    44.113.107.127
nhkgerdu.www.lzu.com.    IN    A    166.234.130.185
ycuadntm.www.lzu.com.    IN    A    19.20.233.183
ekhgfcvj.www.lzu.com.    IN    A    60.199.219.44
emwikglv.www.lzu.com.    IN    A    61.8.153.112
wertndlo.www.lzu.com.    IN    A    46.104.67.119
yschjgfx.www.lzu.com.    IN    A    57.252.119.180
rqbokwxs.www.lzu.com.    IN    A    21.14.108.75
wrhaiyld.www.lzu.com.    IN    A    239.22.162.172
bsotfjim.www.lzu.com.    IN    A    20.188.49.15
laiuohgp.www.lzu.com.    IN    A    248.94.180.135
dmfublyo.www.lzu.com.    IN    A    239.180.75.119
vwtgdoay.www.lzu.com.    IN    A    216.193.154.42
txcrweug.www.lzu.com.    IN    A    166.103.113.174
lnkcvtgb.www.lzu.com.    IN    A    83.157.224.105
pcsxokyq.www.lzu.com.    IN    A    213.33.157.79
fxwopqib.www.lzu.com.    IN    A    245.143.97.3
dmjeoqfr.www.lzu.com.    IN    A    49.222.90.97
gknuyiaq.www.lzu.com.    IN    A    207.131.229.232
fcioudep.www.lzu.com.    IN    A    82.45.216.68
bcvhkawu.www.lzu.com.    IN    A    25.152.162.15
mhljigus.www.lzu.com.    IN    A    237.161.186.15
vimatsxk.www.lzu.com.    IN    A    36.10.93.173
bktjcequ.www.lzu.com.    IN    A    214.80.188.45
worqcflj.www.lzu.com.    IN    A    65.46.200.200
pquedyga.www.lzu.com.    IN    A    88.234.117.112
xpinwsug.www.lzu.com.    IN    A    175.155.77.101
dwcjryfe.www.lzu.com.    IN    A    49.201.1.68
gkbyehlx.www.lzu.com.    IN    A    247.93.35.232
afjdeiux.www.lzu.com.    IN    A    182.165.201.228
mohdrskg.www.lzu.com.    IN    A    32.42.94.241
kmqvrwnu.www.lzu.com.    IN    A    56.13.133.241
rjandcvo.www.lzu.com.    IN    A    86.53.241.107
bepkunar.www.lzu.com.    IN    A    114.7.69.109
dbocxrfu.www.lzu.com.    IN    A    211.125.222.63
wflmgiya.www.lzu.com.    IN    A    177.116.7.28
wmrycoed.www.lzu.com.    IN    A    189.192.246.105
otsihdyu.www.lzu.com.    IN    A    131.117.245.71
lpvbmoar.www.lzu.com.    IN    A    189.205.5.40
rqigjehn.www.lzu.com.    IN    A    81.40.61.63
vkuxpoti.www.lzu.com.    IN    A    76.108.10.99
rcphbwkv.www.lzu.com.    IN    A    83.45.163.58
uothfrik.www.lzu.com.    IN    A    164.169.214.118
vgotwlic.www.lzu.com.    IN    A    201.35.200.43
jesxfbnw.www.lzu.com.    IN    A    224.15.179.191
bpxhwneq.www.lzu.com.    IN    A    170.249.243.114
ctqspbgf.www.lzu.com.    IN    A    181.148.226.41
yvfuojsd.www.lzu.com.    IN    A    233.227.86.166
fiucwlem.www.lzu.com.    IN    A    141.86.190.186
moaclxbq.www.lzu.com.    IN    A    194.217.4.86
ysoaxgit.www.lzu.com.    IN    A    125.170.47.128
yrmalhej.www.lzu.com.    IN    A    195.60.167.125
ejqlchrg.www.lzu.com.    IN    A    192.156.9.111
onymhaij.www.lzu.com.    IN    A    111.167.200.107
pxtehquk.www.lzu.com.    IN    A    144.171.156.167
fclguyse.www.lzu.com.    IN    A    28.245.21.192
vtgpxehk.www.lzu.com.    IN    A    173.229.152.250
ixwavknl.www.lzu.com.    IN    A    216.37.12.210
jhevqrmw.www.lzu.com.    IN    A    212.163.31.230
apnesrkg.www.lzu.com.    IN    A    36.191.231.84
eifxaygp.www.lzu.com.    IN    A    98.114.71.189
msgodcqi.www.lzu.com.    IN    A    134.73.72.170
nraiygmh.www.lzu.com.    IN    A    255.200.249.39
piwqlgue.www.lzu.com.    IN    A    203.96.217.251
eoynscrt.www.lzu.com.    IN    A    56.228.233.170
ownqxlij.www.lzu.com.    IN    A    120.97.25.71
qxagytup.www.lzu.com.    IN    A    180.146.171.66
nsrjetxw.www.lzu.com.    IN    A    127.252.131.159
qamevcix.www.lzu.com.    IN    A    135.230.255.206
lopaidsy.www.lzu.com.    IN    A    165.208.243.120
paxvujmr.www.lzu.com.    IN    A    127.119.38.98
vcymtqfe.www.lzu.com.    IN    A    176.41.104.46
htgfybcn.www.lzu.com.    IN    A    53.102.233.90
qolpbrxc.www.lzu.com.    IN    A    145.115.49.189
kjfdsmoi.www.lzu.com.    IN    A    250.173.33.214
ufeaylts.www.lzu.com.    IN    A    231.185.254.132
nhkrfvxb.www.lzu.com.    IN    A    235.176.197.57
tskdjicq.www.lzu.com.    IN    A    167.35.13.99
msoiqvwr.www.lzu.com.    IN    A    139.98.11.250
xqhrkanc.www.lzu.com.    IN    A    227.154.114.42
pradgfwh.www.lzu.com.    IN    A    211.83.17.65
sedtyolv.www.lzu.com.    IN    A    214.70.202.102
vrtkwges.www.lzu.com.    IN    A    254.66.111.45
rbvhgtuc.www.lzu.com.    IN    A    49.213.144.227
cvyqlnfu.www.lzu.com.    IN    A    101.168.1.107
fipbsghw.www.lzu.com.    IN    A    174.85.64.56
tgpsyrvf.www.lzu.com.    IN    A    187.139.135.234
njylcoak.www.lzu.com.    IN    A    36.210.64.39
fsnrwpac.www.lzu.com.    IN    A    126.140.68.199
qhvmronc.www.lzu.com.    IN    A    196.49.111.26
guaephxw.www.lzu.com.    IN    A    141.107.55.217
tljvdxnu.www.lzu.com.    IN    A    132.23.25.71
mnuvlqae.www.lzu.com.    IN    A    120.144.228.253
ixmwejlr.www.lzu.com.    IN    A    230.1.38.248
liqjtwdk.www.lzu.com.    IN    A    115.252.101.48
uydqhwol.www.lzu.com.    IN    A    80.224.133.225
rbwickds.www.lzu.com.    IN    A    187.78.84.228
jnxrdoep.www.lzu.com.    IN    A    237.234.150.207
ydfposkc.www.lzu.com.    IN    A    165.82.153.31
emukbjgt.www.lzu.com.    IN    A    111.136.10.41
wtukjbvd.www.lzu.com.    IN    A    128.219.161.176
wptfsbov.www.lzu.com.    IN    A    19.37.20.34
amlcqyrp.www.lzu.com.    IN    A    250.21.121.66
dvkyasiu.www.lzu.com.    IN    A    234.227.254.108
fqnlpumt.www.lzu.com.    IN    A    206.79.33.19
ucdvgajy.www.lzu.com.    IN    A    27.4.188.12
fvdikuxp.www.lzu.com.    IN    A    142.77.246.152
pyegqito.www.lzu.com.    IN    A    99.116.30.83
ngyqsajv.www.lzu.com.    IN    A    178.54.69.179
teswjckv.www.lzu.com.    IN    A    236.30.126.121
lkubvarn.www.lzu.com.    IN    A    119.80.142.194
rskligtn.www.lzu.com.    IN    A    208.217.140.158
jlnmeokh.www.lzu.com.    IN    A    29.124.236.24
evgoxujb.www.lzu.com.    IN    A    60.90.253.111
epajgbyk.www.lzu.com.    IN    A    120.141.249.126
miktajhx.www.lzu.com.    IN    A    96.134.20.188
sbvpkaqt.www.lzu.com.    IN    A    55.235.191.51
quvhspxr.www.lzu.com.    IN    A    109.201.14.182
dmetprwl.www.lzu.com.    IN    A    12.14.58.146
rnopcuat.www.lzu.com.    IN    A    70.28.140.121
qgubfmdn.www.lzu.com.    IN    A    94.145.205.127
nbholrju.www.lzu.com.    IN    A    215.202.5.212
fqsdolyj.www.lzu.com.    IN    A    204.54.251.17
utvcibdy.www.lzu.com.    IN    A    115.22.79.144
vxwpefib.www.lzu.com.    IN    A    248.148.243.104
velkfcmp.www.lzu.com.    IN    A    197.150.120.126
voralgsd.www.lzu.com.    IN    A    169.200.205.202
iaermcpg.www.lzu.com.    IN    A    88.44.27.133
temldfsu.www.lzu.com.    IN    A    213.173.100.20
dkuvhfaj.www.lzu.com.    IN    A    248.200.104.117
mfncvxhg.www.lzu.com.    IN    A    61.199.16.189
lhjgapvo.www.lzu.com.    IN    A    231.181.165.78
jboxecrg.www.lzu.com.    IN    A    46.15.87.34
hmygneli.www.lzu.com.    IN    A    70.15.127.51
jidnpuyq.www.lzu.com.    IN    A    197.76.136.160
qitpvrws.www.lzu.com.    IN    A    73.27.114.198
tovhajwp.www.lzu.com.    IN    A    32.197.193.33
khoniagx.www.lzu.com.    IN    A    36.13.158.171
pbghmrwx.www.lzu.com.    IN    A    253.202.111.97
xcurbseo.www.lzu.com.    IN    A    245.76.129.16
mjhncrbk.www.lzu.com.    IN    A    91.253.175.78
fbxauelq.www.lzu.com.    IN    A    185.44.72.163
ibnwoamf.www.lzu.com.    IN    A    136.162.117.81
vxejtnqd.www.lzu.com.    IN    A    116.253.28.196
dylrskqm.www.lzu.com.    IN    A    181.74.251.229
cqolnemg.www.lzu.com.    IN    A    3.161.185.99
exyubgrq.www.lzu.com.    IN    A    204.99.35.45
dfohxkil.www.lzu.com.    IN    A    66.28.231.249
aclumtkn.www.lzu.com.    IN    A    198.212.225.244
vqnayesc.www.lzu.com.    IN    A    131.74.125.43
lxhabwiy.www.lzu.com.    IN    A    232.228.134.199
kndtqise.www.lzu.com.    IN    A    14.169.182.78
kujlvcbo.www.lzu.com.    IN    A    5.62.58.83
veyrqpkf.www.lzu.com.    IN    A    239.117.46.30
roxayscm.www.lzu.com.    IN    A    162.215.13.53
bmhyvulr.www.lzu.com.    IN    A    203.12.190.225
jdsgwuqk.www.lzu.com.    IN    A    174.224.26.206
ptqcxrsf.www.lzu.com.    IN    A    211.20.152.199
hsebkaix.www.lzu.com.    IN    A    26.188.47.44
ctarigyk.www.lzu.com.    IN    A    216.237.102.207
jobcrpye.www.lzu.com.    IN    A    68.15.12.182
vficsdxj.www.lzu.com.    IN    A    69.35.1.56
qgxvjfpm.www.lzu.com.    IN    A    225.145.78.50
losdfgyp.www.lzu.com.    IN    A    128.233.59.186
batpqfnr.www.lzu.com.    IN    A    12.142.210.82
hwxnqdce.www.lzu.com.    IN    A    221.24.227.190
clewvgqs.www.lzu.com.    IN    A    31.83.209.183
mosuqney.www.lzu.com.    IN    A    235.249.31.19
hmjarnlx.www.lzu.com.    IN    A    238.126.25.216
wmkibvcj.www.lzu.com.    IN    A    162.11.210.152
yktqjbmn.www.lzu.com.    IN    A    51.138.14.71
gyeodstn.www.lzu.com.    IN    A    227.231.140.231
dqeblxoi.www.lzu.com.    IN    A    74.91.49.224
bjahwkdy.www.lzu.com.    IN    A    40.82.226.121
thofgcam.www.lzu.com.    IN    A    127.103.20.17
fjqgwpal.www.lzu.com.    IN    A    252.0.149.221
vmipfsbr.www.lzu.com.    IN    A    78.47.3.41
tyanbjuw.www.lzu.com.    IN    A    4.59.213.132
cfkwlrbj.www.lzu.com.    IN    A    212.28.16.18
nlkcptvo.www.lzu.com.    IN    A    96.118.235.102
xrunaqpi.www.lzu.com.    IN    A    232.124.114.221
rpfmluxe.www.lzu.com.    IN    A    54.212.213.55
esbfxdkr.www.lzu.com.    IN    A    237.198.50.44
dnsmieyb.www.lzu.com.    IN    A    209.179.114.143
woculfmn.www.lzu.com.    IN    A    207.58.20.14
hbipseko.www.lzu.com.    IN    A    210.42.209.51
jyvcaskx.www.lzu.com.    IN    A    205.175.62.137
lypmxdob.www.lzu.com.    IN    A    153.252.13.0
byhpmxre.www.lzu.com.    IN    A    248.167.115.66
ifslebcg.www.lzu.com.    IN    A    8.250.56.232
bweglycj.www.lzu.com.    IN    A    76.4.9.126
dqipbcxj.www.lzu.com.    IN    A    173.210.213.219
vkcaplnm.www.lzu.com.    IN    A    57.250.194.191
aqocjpbs.www.lzu.com.    IN    A    72.204.134.107
cehxvnmb.www.lzu.com.    IN    A    79.100.98.169
wxcbuide.www.lzu.com.    IN    A    139.194.66.129
jqnvdbpl.www.lzu.com.    IN    A    248.225.59.23
hayvtkxl.www.lzu.com.    IN    A    228.168.70.80
jauospdc.www.lzu.com.    IN    A    43.215.40.20
bqvkxgtm.www.lzu.com.    IN    A    126.247.43.3
dkwnileh.www.lzu.com.    IN    A    190.225.112.50
jcnmlxrw.www.lzu.com.    IN    A    48.200.11.90
txonlsuc.www.lzu.com.    IN    A    11.35.154.245
kscjnqwv.www.lzu.com.    IN    A    19.198.70.233
ynvlqwjd.www.lzu.com.    IN    A    129.181.18.136
bxoqsfme.www.lzu.com.    IN    A    190.229.203.239
mlxucbet.www.lzu.com.    IN    A    194.236.216.5
xcvfldro.www.lzu.com.    IN    A    93.171.224.178
rpmjxiey.www.lzu.com.    IN    A    34.168.91.35
ncmokysv.www.lzu.com.    IN    A    247.104.26.120
nxyjbodr.www.lzu.com.    IN    A    253.155.165.193
icgjtmfu.www.lzu.com.    IN    A    53.158.133.138
txkqaibl.www.lzu.com.    IN    A    242.1.113.81
njcokmqd.www.lzu.com.    IN    A    37.111.113.171
efbwxqko.www.lzu.com.    IN    A    71.45.98.242
fhdvitxw.www.lzu.com.    IN    A    149.168.217.177
tflvhpgs.www.lzu.com.    IN    A    78.225.221.226
bkjirmhc.www.lzu.com.    IN    A    124.255.41.15
pgqkuslm.www.lzu.com.    IN    A    150.7.80.121
okergsuj.www.lzu.com.    IN    A    63.138.123.31
jgxemndl.www.lzu.com.    IN    A    235.124.95.219
wadrjxce.www.lzu.com.    IN    A    25.34.200.106
mxyeufrt.www.lzu.com.    IN    A    205.233.181.227
xvjqwsip.www.lzu.com.    IN    A    122.232.154.152
fjwshbxq.www.lzu.com.    IN    A    181.25.197.75
iwxeksuo.www.lzu.com.    IN    A    195.36.47.246
yvfwuspg.www.lzu.com.    IN    A    132.195.18.52
ychfmbsw.www.lzu.com.    IN    A    59.69.158.28
osdjxrig.www.lzu.com.    IN    A    183.111.184.161
jcadknpl.www.lzu.com.    IN    A    104.185.181.44
depgjwai.www.lzu.com.    IN    A    114.11.185.134
afmycrxq.www.lzu.com.    IN    A    105.225.241.34
siuhvaqg.www.lzu.com.    IN    A    22.65.50.145
itodsjaq.www.lzu.com.    IN    A    159.7.223.132
bgthmaxq.www.lzu.com.    IN    A    62.107.8.235
hdcjsyqp.www.lzu.com.    IN    A    223.19.169.150
lvmpofja.www.lzu.com.    IN    A    183.23.209.80
pbqnugxf.www.lzu.com.    IN    A    52.102.111.102
usjglwbk.www.lzu.com.    IN    A    108.67.229.54
ckhwdgxu.www.lzu.com.    IN    A    79.153.108.43
icdveoga.www.lzu.com.    IN    A    78.176.38.100
uwodjyrs.www.lzu.com.    IN    A    69.56.89.148
planxkjs.www.lzu.com.    IN    A    222.25.3.19
blqykpjd.www.lzu.com.    IN    A    223.101.211.129
oqdkwjsg.www.lzu.com.    IN    A    213.104.139.3
isldtrhc.www.lzu.com.    IN    A    238.127.208.85
nhgmvtiu.www.lzu.com.    IN    A    236.174.241.136
wgnthjsq.www.lzu.com.    IN    A    56.119.246.230
opqjacki.www.lzu.com.    IN    A    116.153.126.213
coqrjvea.www.lzu.com.    IN    A    160.202.211.59
wmbupgqj.www.lzu.com.    IN    A    154.213.141.46
bshoymfg.www.lzu.com.    IN    A    222.43.122.205
gsioeavl.www.lzu.com.    IN    A    74.251.75.29
oelxgrkq.www.lzu.com.    IN    A    187.209.200.151
aonxmgbp.www.lzu.com.    IN    A    36.163.139.52
ughamksr.www.lzu.com.    IN    A    164.252.85.23
ntirgosb.www.lzu.com.    IN    A    118.157.188.119
gbluajrq.www.lzu.com.    IN    A    149.46.11.85
cawxionu.www.lzu.com.    IN    A    245.33.191.236
pravfbuk.www.lzu.com.    IN    A    248.196.130.204
amdikfhv.www.lzu.com.    IN    A    159.104.235.242
inmadrsc.www.lzu.com.    IN    A    183.169.10.16
cxiqdfut.www.lzu.com.    IN    A    35.58.237.217
xbtjwkfq.www.lzu.com.    IN    A    184.80.208.206
trjeyand.www.lzu.com.    IN    A    88.91.50.39
vtyiacnx.www.lzu.com.    IN    A    230.197.49.121
neltvmyw.www.lzu.com.    IN    A    140.19.211.235
fachlxtk.www.lzu.com.    IN    A    121.163.43.55
anmkljye.www.lzu.com.    IN    A    227.204.41.127
jbmcoadw.www.lzu.com.    IN    A    1.104.234.239
kugadfrn.www.lzu.com.    IN    A    53.91.246.196
nigbpljf.www.lzu.com.    IN    A    10.75.25.80
qkdnahru.www.lzu.com.    IN    A    83.0.56.201
doeytsrk.www.lzu.com.    IN    A    74.133.56.13
bscolfgp.www.lzu.com.    IN    A    159.156.141.172
wsfgvkah.www.lzu.com.    IN    A    98.33.178.124
lsrutaok.www.lzu.com.    IN    A    213.141.107.179
pkwurdov.www.lzu.com.    IN    A    228.76.206.52
chfnvwbm.www.lzu.com.    IN    A    108.144.148.2
rehswfui.www.lzu.com.    IN    A    97.134.7.214
iybrhwpk.www.lzu.com.    IN    A    174.41.65.167
avfmhlug.www.lzu.com.    IN    A    172.188.127.246
buprjwvg.www.lzu.com.    IN    A    67.213.121.125
otqrshxi.www.lzu.com.    IN    A    130.165.50.138
icgrsypw.www.lzu.com.    IN    A    130.208.120.147
vrgfejxb.www.lzu.com.    IN    A    14.153.233.19
nldsoekq.www.lzu.com.    IN    A    159.209.184.176
mivnckgx.www.lzu.com.    IN    A    33.118.97.47
yjadcngk.www.lzu.com.    IN    A    65.15.58.127
thcqnamg.www.lzu.com.    IN    A    75.20.51.16
xstvuqlg.www.lzu.com.    IN    A    1.121.188.52
rxlngtpf.www.lzu.com.    IN    A    179.17.177.59
anmopbsr.www.lzu.com.    IN    A    117.177.103.208
glarqneo.www.lzu.com.    IN    A    36.33.151.97
sabntpkm.www.lzu.com.    IN    A    123.136.117.12
honxsgtf.www.lzu.com.    IN    A    9.165.168.160
tcujyokw.www.lzu.com.    IN    A    25.155.235.15
axmcwjsn.www.lzu.com.    IN    A    44.202.186.217
amslqjby.www.lzu.com.    IN    A    2.38.246.133
tgljuqsx.www.lzu.com.    IN    A    129.174.152.152
hgiybntw.www.lzu.com.    IN    A    101.35.29.99
exsqcfpo.www.lzu.com.    IN    A    199.206.150.69
sirfukty.www.lzu.com.    IN    A    15.231.158.72
mqtauhei.www.lzu.com.    IN    A    159.200.102.203
pmdhtvbs.www.lzu.com.    IN    A    125.111.113.28
efywxvup.www.lzu.com.    IN    A    220.81.36.140
xdhmnujt.www.lzu.com.    IN    A    251.62.99.163
vceqfxso.www.lzu.com.    IN    A    93.239.85.23
bumposaf.www.lzu.com.    IN    A    161.102.41.4
aibmqghx.www.lzu.com.    IN    A    10.193.156.1
oahsnxtk.www.lzu.com.    IN    A    26.149.99.85
fgbwkyad.www.lzu.com.    IN    A    118.61.213.153
lugwncji.www.lzu.com.    IN    A    36.87.187.67
ahrvkjbf.www.lzu.com.    IN    A    223.126.143.170
mghqntye.www.lzu.com.    IN    A    83.237.138.203
yaqrltbp.www.lzu.com.    IN    A    239.49.212.50
ghsckrqf.www.lzu.com.    IN    A    144.160.99.6
loabgqsn.www.lzu.com.    IN    A    206.75.3.83
mwygchpk.www.lzu.com.    IN    A    211.65.6.81
xgoluhiv.www.lzu.com.    IN    A    70.130.39.34
vjdskphw.www.lzu.com.    IN    A    143.4.37.76
mslvikte.www.lzu.com.    IN    A    177.180.147.194
dvpnqcbi.www.lzu.com.    IN    A    166.144.245.169
hujqlwes.www.lzu.com.    IN    A    39.242.56.142
tsabvfym.www.lzu.com.    IN    A    105.79.74.58
bxwdyfmg.www.lzu.com.    IN    A    222.154.141.134
avhdtosu.www.lzu.com.    IN    A    2.70.119.130
rlegmutx.www.lzu.com.    IN    A    108.89.196.117
qtdehaly.www.lzu.com.    IN    A    253.94.136.145
lfnorbwh.www.lzu.com.    IN    A    93.52.208.194
stahjcfu.www.lzu.com.    IN    A    133.137.14.208
tndyrlsu.www.lzu.com.    IN    A    250.211.143.243
ptxbrsmy.www.lzu.com.    IN    A    196.169.79.241
ndhbewjv.www.lzu.com.    IN    A    112.120.138.46
ajflhome.www.lzu.com.    IN    A    170.62.130.161
aqnrsydg.www.lzu.com.    IN    A    113.9.222.220
nqtxjays.www.lzu.com.    IN    A    250.165.237.232
xgepsfca.www.lzu.com.    IN    A    29.206.80.232
ckdaqnwm.www.lzu.com.    IN    A    178.31.145.117
jksbelqv.www.lzu.com.    IN    A    233.232.126.69
ltncomej.www.lzu.com.    IN    A    111.181.200.137
mdultfvq.www.lzu.com.    IN    A    128.189.249.149
gxcvqwtd.www.lzu.com.    IN    A    155.28.82.54
rvneydao.www.lzu.com.    IN    A    169.58.248.236
exklsadv.www.lzu.com.    IN    A    17.53.146.132
kvpbfixo.www.lzu.com.    IN    A    170.49.179.173
lhmigayv.www.lzu.com.    IN    A    130.42.224.210
srgyafvh.www.lzu.com.    IN    A    142.90.83.38
ulhgsvqo.www.lzu.com.    IN    A    29.109.18.80
ubdqctsp.www.lzu.com.    IN    A    253.202.205.32
unwlpqre.www.lzu.com.    IN    A    236.212.13.58
gdysatbo.www.lzu.com.    IN    A    242.148.203.253
tlcgrika.www.lzu.com.    IN    A    245.114.243.116
ibswfqpe.www.lzu.com.    IN    A    252.4.193.230
lyegqfts.www.lzu.com.    IN    A    68.172.108.113
rulkfhpg.www.lzu.com.    IN    A    203.160.83.134
irhjtqeu.www.lzu.com.    IN    A    235.117.187.143
davjqicm.www.lzu.com.    IN    A    41.234.152.136
ocyrgtua.www.lzu.com.    IN    A    50.249.115.40
xrutvkiq.www.lzu.com.    IN    A    235.120.42.180
fivjkpmc.www.lzu.com.    IN    A    21.230.176.152
aniskwgq.www.lzu.com.    IN    A    88.163.128.116
vyxmrlcp.www.lzu.com.    IN    A    146.203.113.230
wbxuchoq.www.lzu.com.    IN    A    113.240.106.61
kuxntpcw.www.lzu.com.    IN    A    83.45.229.159
ktyunedi.www.lzu.com.    IN    A    242.48.4.140
chblwrvg.www.lzu.com.    IN    A    202.189.234.189
fcedowyj.www.lzu.com.    IN    A    85.33.169.66
nbuitaoh.www.lzu.com.    IN    A    246.226.56.80
cedjngxu.www.lzu.com.    IN    A    149.234.51.131
ndqfugvt.www.lzu.com.    IN    A    44.246.91.154
moxlcdin.www.lzu.com.    IN    A    87.96.35.59
fhpjivcw.www.lzu.com.    IN    A    94.32.171.127
ejqkhawi.www.lzu.com.    IN    A    131.117.156.43
iaxqsljm.www.lzu.com.    IN    A    147.222.127.139
hwsvagid.www.lzu.com.    IN    A    235.23.30.190
svpjcfme.www.lzu.com.    IN    A    241.32.167.59
dxwolahv.www.lzu.com.    IN    A    59.128.138.189
aymrqviw.www.lzu.com.    IN    A    26.110.36.140
lmaidwgq.www.lzu.com.    IN    A    74.101.186.248
nxjepokf.www.lzu.com.    IN    A    37.154.222.76
ulecsamh.www.lzu.com.    IN    A    205.238.21.126
lguwqckh.www.lzu.com.    IN    A    237.191.111.43
apfyhvqb.www.lzu.com.    IN    A    151.71.28.211
oryihdcu.www.lzu.com.    IN    A    80.33.90.26
buojylsr.www.lzu.com.    IN    A    65.138.17.174
gxdfamsl.www.lzu.com.    IN    A    94.251.55.69
raylfgkv.www.lzu.com.    IN    A    28.200.160.212
fadtklnx.www.lzu.com.    IN    A    96.199.36.95
baktcjps.www.lzu.com.    IN    A    213.35.110.160
scwpoktj.www.lzu.com.    IN    A    161.104.122.202
