www.whu.com. 	14400	IN	SOA	ns1.www.whu.com. james.whu.edu. 19122302 14400 3600 2419200 14400
www.whu.com.		    IN	NS ns1.www.whu.com.
ilbakonv.www.whu.com.    IN    A    183.209.104.47
icawgpek.www.whu.com.    IN    A    97.35.254.89
qsxopbif.www.whu.com.    IN    A    0.40.76.99
aoyuspwe.www.whu.com.    IN    A    191.167.235.61
xthdbfgr.www.whu.com.    IN    A    141.16.136.79
ycjpwovl.www.whu.com.    IN    A    25.198.44.250
kaxuvebd.www.whu.com.    IN    A    129.140.43.34
oeivkraf.www.whu.com.    IN    A    74.22.148.78
qmoyhgkj.www.whu.com.    IN    A    163.83.32.49
syalxhjt.www.whu.com.    IN    A    144.168.101.242
tpqrmskj.www.whu.com.    IN    A    8.144.155.230
gehqkxdc.www.whu.com.    IN    A    98.231.173.37
scjdgamn.www.whu.com.    IN    A    245.72.56.37
hxremfgk.www.whu.com.    IN    A    187.93.79.129
sjmevtqx.www.whu.com.    IN    A    50.149.166.22
pjsrebiq.www.whu.com.    IN    A    47.203.92.73
mhfylucg.www.whu.com.    IN    A    217.159.49.23
lcfepvnu.www.whu.com.    IN    A    103.98.114.151
gcdsnxrp.www.whu.com.    IN    A    2.230.22.114
uedqxmsg.www.whu.com.    IN    A    83.87.207.18
jutoblrc.www.whu.com.    IN    A    75.146.59.76
jlyrvmad.www.whu.com.    IN    A    212.125.201.30
dqmrogbp.www.whu.com.    IN    A    95.10.200.2
bmpfktoh.www.whu.com.    IN    A    170.249.50.12
wbqmoixe.www.whu.com.    IN    A    27.21.38.98
vodecath.www.whu.com.    IN    A    30.245.159.143
gedmkujo.www.whu.com.    IN    A    3.205.139.251
whtfjevs.www.whu.com.    IN    A    23.169.102.247
oijbmnck.www.whu.com.    IN    A    224.163.19.215
mfnubeio.www.whu.com.    IN    A    177.12.184.36
arsyftgp.www.whu.com.    IN    A    34.132.132.131
dcjuovik.www.whu.com.    IN    A    244.169.79.248
snoxjdka.www.whu.com.    IN    A    240.119.207.10
rwuvysmp.www.whu.com.    IN    A    101.45.197.183
jtfgkeob.www.whu.com.    IN    A    102.217.130.68
anpisdcj.www.whu.com.    IN    A    205.92.25.196
pkrxnyhj.www.whu.com.    IN    A    137.178.51.40
ogpnbisf.www.whu.com.    IN    A    13.183.246.202
uknvmylo.www.whu.com.    IN    A    204.83.170.68
fhdtsvug.www.whu.com.    IN    A    30.4.142.129
ixcrufdy.www.whu.com.    IN    A    87.151.13.78
rvwyfbiu.www.whu.com.    IN    A    195.234.250.3
amhgwrcn.www.whu.com.    IN    A    187.162.48.155
cymdxtvn.www.whu.com.    IN    A    68.227.203.188
iaxurhbp.www.whu.com.    IN    A    54.211.23.108
lqgewsfr.www.whu.com.    IN    A    14.6.132.41
vxqlntki.www.whu.com.    IN    A    253.41.44.146
rpaghbti.www.whu.com.    IN    A    50.54.193.71
xsrmwpie.www.whu.com.    IN    A    227.140.200.149
evdxgqrn.www.whu.com.    IN    A    158.227.91.81
lubwmsgd.www.whu.com.    IN    A    118.175.90.92
uadrvken.www.whu.com.    IN    A    5.238.175.171
blckeuia.www.whu.com.    IN    A    143.151.37.51
lywjcxiv.www.whu.com.    IN    A    196.18.167.156
ogdnktcf.www.whu.com.    IN    A    152.87.189.14
ahslktim.www.whu.com.    IN    A    80.200.10.251
swonbjiv.www.whu.com.    IN    A    172.141.114.183
khibexjo.www.whu.com.    IN    A    154.248.39.33
rkgcjqpy.www.whu.com.    IN    A    92.249.34.99
dwfjlsvx.www.whu.com.    IN    A    216.71.91.244
ysoiuebh.www.whu.com.    IN    A    77.252.134.109
iujckmed.www.whu.com.    IN    A    186.253.99.109
hfotrenl.www.whu.com.    IN    A    100.104.65.35
ficxndjw.www.whu.com.    IN    A    75.102.190.152
snygxdet.www.whu.com.    IN    A    206.7.50.61
oumqwgat.www.whu.com.    IN    A    29.181.192.72
fdvsqywe.www.whu.com.    IN    A    179.66.31.201
slkamdcn.www.whu.com.    IN    A    169.63.29.196
wfgvbxki.www.whu.com.    IN    A    45.163.187.193
aishpjlo.www.whu.com.    IN    A    74.214.207.24
vnifaxwk.www.whu.com.    IN    A    215.12.114.29
orjukqdx.www.whu.com.    IN    A    71.180.250.175
lmtyugqb.www.whu.com.    IN    A    53.159.193.96
uhcmvdil.www.whu.com.    IN    A    244.162.37.56
ewvfnias.www.whu.com.    IN    A    69.69.95.19
oaqpscvl.www.whu.com.    IN    A    88.50.71.239
bqtmhyid.www.whu.com.    IN    A    65.2.184.54
woipvxdf.www.whu.com.    IN    A    153.184.196.113
mchsnvwe.www.whu.com.    IN    A    109.67.81.167
kpfsexlm.www.whu.com.    IN    A    100.160.179.147
hdgyrokj.www.whu.com.    IN    A    166.190.218.92
brvfguid.www.whu.com.    IN    A    154.33.142.101
dvchpwng.www.whu.com.    IN    A    203.222.203.255
qjngdswx.www.whu.com.    IN    A    42.73.130.120
otheucva.www.whu.com.    IN    A    6.31.244.26
kxdjfypn.www.whu.com.    IN    A    17.147.7.106
ygpmqjnl.www.whu.com.    IN    A    228.43.108.63
dxlusvoa.www.whu.com.    IN    A    229.127.86.43
pialnbkv.www.whu.com.    IN    A    173.2.3.189
xfhbdesg.www.whu.com.    IN    A    240.223.47.4
agxkjhrw.www.whu.com.    IN    A    200.254.147.15
ftwpiykn.www.whu.com.    IN    A    93.129.147.240
ivwjoach.www.whu.com.    IN    A    242.64.85.19
poseiajr.www.whu.com.    IN    A    76.214.123.99
jdrphamf.www.whu.com.    IN    A    115.242.133.247
oritbhqg.www.whu.com.    IN    A    105.158.229.134
bluxgter.www.whu.com.    IN    A    53.148.38.68
sqxomyji.www.whu.com.    IN    A    252.10.19.148
dyjibluq.www.whu.com.    IN    A    22.246.218.76
ucwxhifs.www.whu.com.    IN    A    3.38.116.250
ricyxkuj.www.whu.com.    IN    A    0.115.82.202
tfqorlpa.www.whu.com.    IN    A    220.170.91.117
ytxnmuqw.www.whu.com.    IN    A    157.54.249.31
vilnwgcj.www.whu.com.    IN    A    213.182.1.85
ankuqmhr.www.whu.com.    IN    A    217.52.206.4
voxjysde.www.whu.com.    IN    A    159.240.189.120
txqokuyf.www.whu.com.    IN    A    234.199.141.136
cpmnsuaf.www.whu.com.    IN    A    25.215.95.184
wpkdbhma.www.whu.com.    IN    A    232.65.226.158
oepknryx.www.whu.com.    IN    A    205.124.101.16
wfxtkbus.www.whu.com.    IN    A    182.236.81.200
sbkaxilu.www.whu.com.    IN    A    114.178.2.245
obirjwma.www.whu.com.    IN    A    119.69.125.136
jchpmitw.www.whu.com.    IN    A    205.243.0.34
ortichga.www.whu.com.    IN    A    232.91.193.119
tjoykvqe.www.whu.com.    IN    A    56.236.220.121
ndycrixv.www.whu.com.    IN    A    28.194.171.32
sfcvnmih.www.whu.com.    IN    A    17.61.187.120
dnaymgqp.www.whu.com.    IN    A    163.232.242.38
vcgfupdl.www.whu.com.    IN    A    164.250.173.224
enrstqum.www.whu.com.    IN    A    241.200.59.163
uqxliawg.www.whu.com.    IN    A    94.211.199.10
qmlpkxbw.www.whu.com.    IN    A    151.220.84.35
cbasrjgm.www.whu.com.    IN    A    20.127.252.216
dqlewsbf.www.whu.com.    IN    A    65.20.67.8
jreuglms.www.whu.com.    IN    A    107.99.220.84
pydaxlts.www.whu.com.    IN    A    190.121.17.156
pjklmatv.www.whu.com.    IN    A    115.64.203.136
dcbqvjtl.www.whu.com.    IN    A    107.244.214.243
bgqometf.www.whu.com.    IN    A    254.153.75.254
eatxkfdq.www.whu.com.    IN    A    210.21.218.9
pghvcmde.www.whu.com.    IN    A    250.77.19.170
putrvlyf.www.whu.com.    IN    A    81.181.225.118
csaqlrwx.www.whu.com.    IN    A    208.131.228.217
kpjrnmif.www.whu.com.    IN    A    150.208.91.251
ncgvuwhk.www.whu.com.    IN    A    250.116.131.183
ukpjetbi.www.whu.com.    IN    A    116.228.201.22
msbxdklt.www.whu.com.    IN    A    236.25.78.22
kqvnbgcx.www.whu.com.    IN    A    225.166.158.151
agxujtfo.www.whu.com.    IN    A    154.117.130.32
insxdojm.www.whu.com.    IN    A    30.209.29.3
exvolbmq.www.whu.com.    IN    A    175.82.148.93
fupkwytr.www.whu.com.    IN    A    187.152.211.174
uhaendfi.www.whu.com.    IN    A    20.197.200.112
pfnbrhut.www.whu.com.    IN    A    86.147.159.238
hemuirbo.www.whu.com.    IN    A    134.184.141.191
elmbuoag.www.whu.com.    IN    A    118.199.65.1
sieckhfm.www.whu.com.    IN    A    198.163.161.65
ijmcsuqx.www.whu.com.    IN    A    96.12.200.128
vmxtsoib.www.whu.com.    IN    A    243.222.244.112
oxuldsnj.www.whu.com.    IN    A    195.190.228.82
utncwekr.www.whu.com.    IN    A    83.101.28.0
remxhwuq.www.whu.com.    IN    A    80.84.165.206
xlncgquj.www.whu.com.    IN    A    133.218.121.134
btghpirn.www.whu.com.    IN    A    12.217.32.231
fotyhrbn.www.whu.com.    IN    A    228.10.29.154
hicowftd.www.whu.com.    IN    A    80.88.65.193
mlfqokdc.www.whu.com.    IN    A    149.80.132.84
cnefdwxr.www.whu.com.    IN    A    134.64.111.228
nbomdqtj.www.whu.com.    IN    A    150.197.147.68
hykteopg.www.whu.com.    IN    A    75.235.34.111
jcsobmdk.www.whu.com.    IN    A    123.19.73.156
dxmbwgvc.www.whu.com.    IN    A    140.151.191.161
jvpndawo.www.whu.com.    IN    A    20.97.232.97
vuqnrhow.www.whu.com.    IN    A    241.221.56.49
bjufqknw.www.whu.com.    IN    A    35.137.205.84
fuewdbya.www.whu.com.    IN    A    240.49.89.88
fqugyspt.www.whu.com.    IN    A    215.45.153.114
wjlvyqut.www.whu.com.    IN    A    106.49.169.188
wmgnhlbd.www.whu.com.    IN    A    249.249.28.66
polasywf.www.whu.com.    IN    A    96.9.62.111
ewrfyoxc.www.whu.com.    IN    A    27.125.121.10
mhfwbprv.www.whu.com.    IN    A    100.219.13.230
vwutnfjx.www.whu.com.    IN    A    92.228.94.7
ouvyrjhp.www.whu.com.    IN    A    225.28.169.132
cafmdebg.www.whu.com.    IN    A    154.201.203.19
slaqrubx.www.whu.com.    IN    A    29.38.214.247
dqjcvoxp.www.whu.com.    IN    A    249.212.203.27
bktanvyf.www.whu.com.    IN    A    116.130.8.127
qbamjnis.www.whu.com.    IN    A    108.14.157.136
qnlifuap.www.whu.com.    IN    A    8.137.172.9
dwoystuq.www.whu.com.    IN    A    210.57.205.236
yrvebauh.www.whu.com.    IN    A    255.116.182.23
ymcpwuqd.www.whu.com.    IN    A    56.157.209.199
mrjsboyk.www.whu.com.    IN    A    160.111.152.205
fwbaprhu.www.whu.com.    IN    A    168.193.50.95
ysoxjnwr.www.whu.com.    IN    A    222.76.124.5
rjugvlxw.www.whu.com.    IN    A    58.35.204.30
ohpjqmci.www.whu.com.    IN    A    172.57.202.32
krnuimta.www.whu.com.    IN    A    99.78.124.198
ltpkxsmy.www.whu.com.    IN    A    83.206.197.0
bprgfdnw.www.whu.com.    IN    A    50.152.186.56
cuprvbdt.www.whu.com.    IN    A    197.63.202.182
datvminb.www.whu.com.    IN    A    37.78.217.50
mgisavwj.www.whu.com.    IN    A    247.17.81.12
ermbhlqv.www.whu.com.    IN    A    141.222.237.234
cewljgiu.www.whu.com.    IN    A    66.112.98.33
iaxwnkoh.www.whu.com.    IN    A    69.1.47.162
riegfuvs.www.whu.com.    IN    A    87.176.114.170
dmlqgron.www.whu.com.    IN    A    17.252.56.119
stxqumlr.www.whu.com.    IN    A    23.34.253.86
rvanyoub.www.whu.com.    IN    A    214.48.163.40
rsjawmuk.www.whu.com.    IN    A    214.30.25.170
qtmohxbp.www.whu.com.    IN    A    205.80.239.15
fhstpovg.www.whu.com.    IN    A    51.129.251.168
jrembwcx.www.whu.com.    IN    A    133.29.68.65
nebvmigc.www.whu.com.    IN    A    92.5.240.45
dphfejvn.www.whu.com.    IN    A    1.191.199.139
tdqmoxpv.www.whu.com.    IN    A    81.34.35.132
njvqofhy.www.whu.com.    IN    A    186.189.94.218
rxwcstuf.www.whu.com.    IN    A    14.180.23.248
mxskecrl.www.whu.com.    IN    A    174.249.27.219
cwyehmdb.www.whu.com.    IN    A    132.139.197.101
ashkjqym.www.whu.com.    IN    A    27.37.24.27
ycsbwagd.www.whu.com.    IN    A    105.16.126.92
twmypnsl.www.whu.com.    IN    A    179.55.102.112
gxdplcts.www.whu.com.    IN    A    34.176.169.226
ywmshxvr.www.whu.com.    IN    A    23.204.198.0
ixrvuhno.www.whu.com.    IN    A    110.232.92.67
skbwdfic.www.whu.com.    IN    A    251.138.73.161
aebndyvi.www.whu.com.    IN    A    255.117.2.54
htnxviob.www.whu.com.    IN    A    185.9.19.222
gxijsnmr.www.whu.com.    IN    A    13.14.193.70
tjfqnlid.www.whu.com.    IN    A    19.93.209.86
tuncefgk.www.whu.com.    IN    A    101.67.145.40
jaudnymt.www.whu.com.    IN    A    195.142.30.24
fcgtlwjn.www.whu.com.    IN    A    184.152.64.58
uferqbsy.www.whu.com.    IN    A    99.217.232.160
deiysrwl.www.whu.com.    IN    A    137.231.238.218
tfogpyei.www.whu.com.    IN    A    236.36.190.142
jhfvnlar.www.whu.com.    IN    A    122.229.53.41
vkhdbxtn.www.whu.com.    IN    A    13.160.126.112
nodjsvkg.www.whu.com.    IN    A    210.47.96.120
uosghwxj.www.whu.com.    IN    A    98.212.35.66
salmgbok.www.whu.com.    IN    A    121.241.144.20
cftwrolg.www.whu.com.    IN    A    14.68.171.205
woshbkvf.www.whu.com.    IN    A    209.254.6.131
odwfryaq.www.whu.com.    IN    A    84.91.82.44
imwebjfu.www.whu.com.    IN    A    196.150.114.106
exgupovk.www.whu.com.    IN    A    117.198.111.83
ahtbispq.www.whu.com.    IN    A    70.144.63.103
mfhdktya.www.whu.com.    IN    A    50.102.135.237
vcbsrqfu.www.whu.com.    IN    A    230.88.77.172
pohjitld.www.whu.com.    IN    A    15.157.192.239
ojcbyfqi.www.whu.com.    IN    A    117.188.120.155
sbxfictg.www.whu.com.    IN    A    179.214.226.171
nltyoder.www.whu.com.    IN    A    121.229.18.49
jnarwdgl.www.whu.com.    IN    A    171.5.4.204
vxijoeqc.www.whu.com.    IN    A    86.107.221.193
aqxnytoe.www.whu.com.    IN    A    216.203.109.98
cwjpgtln.www.whu.com.    IN    A    255.62.169.112
dlrxiysv.www.whu.com.    IN    A    147.75.144.161
fqprlsce.www.whu.com.    IN    A    224.24.214.171
dnofesya.www.whu.com.    IN    A    28.6.69.253
eqmwhpuk.www.whu.com.    IN    A    170.195.183.197
dpariybs.www.whu.com.    IN    A    181.186.248.205
loyfakdr.www.whu.com.    IN    A    35.151.255.74
qpcvdxug.www.whu.com.    IN    A    159.45.137.143
vgsbtdil.www.whu.com.    IN    A    95.42.31.169
pcybeshl.www.whu.com.    IN    A    211.2.96.212
fkvbmoei.www.whu.com.    IN    A    234.209.254.143
jtwagimf.www.whu.com.    IN    A    39.9.56.167
bmejwsra.www.whu.com.    IN    A    69.122.170.166
fyduarpe.www.whu.com.    IN    A    36.219.48.73
rvnksltb.www.whu.com.    IN    A    197.107.251.199
emwijaru.www.whu.com.    IN    A    61.44.184.163
dcevathu.www.whu.com.    IN    A    197.236.207.128
hdyoaxec.www.whu.com.    IN    A    167.15.188.207
ctihjkuf.www.whu.com.    IN    A    92.26.16.62
rbjqxfvk.www.whu.com.    IN    A    121.173.145.37
rmnxdfow.www.whu.com.    IN    A    155.193.71.44
ypewrocn.www.whu.com.    IN    A    105.211.3.240
qeuotdgv.www.whu.com.    IN    A    116.188.110.163
kfdorhiw.www.whu.com.    IN    A    139.53.46.242
xajfchdg.www.whu.com.    IN    A    229.30.131.130
kqvdjhcf.www.whu.com.    IN    A    249.30.94.149
tockgnyj.www.whu.com.    IN    A    227.109.0.251
utkdiwbn.www.whu.com.    IN    A    72.138.92.55
cewskjdl.www.whu.com.    IN    A    7.167.226.187
aegpynvx.www.whu.com.    IN    A    89.36.183.50
aiwprxvy.www.whu.com.    IN    A    194.121.40.116
nqsmcxdr.www.whu.com.    IN    A    219.75.28.93
oslmdtif.www.whu.com.    IN    A    126.36.112.228
rocjdhwk.www.whu.com.    IN    A    74.133.46.72
mclnvpse.www.whu.com.    IN    A    208.232.67.84
uwsrihcj.www.whu.com.    IN    A    120.95.47.151
aplcdfte.www.whu.com.    IN    A    255.223.77.14
ofryqiwa.www.whu.com.    IN    A    194.230.200.105
csklemun.www.whu.com.    IN    A    151.251.229.241
kwejipny.www.whu.com.    IN    A    248.58.13.143
fwgaeicq.www.whu.com.    IN    A    59.196.0.76
ewlcovis.www.whu.com.    IN    A    170.63.119.172
anvupebc.www.whu.com.    IN    A    251.243.190.191
cjmyahdu.www.whu.com.    IN    A    123.48.115.202
htowvmqd.www.whu.com.    IN    A    164.221.184.103
bcwgpxdn.www.whu.com.    IN    A    174.7.63.23
eiqfgthd.www.whu.com.    IN    A    73.46.59.210
epvifnuo.www.whu.com.    IN    A    165.224.106.159
elfjuxdp.www.whu.com.    IN    A    208.134.0.141
cbeaitow.www.whu.com.    IN    A    179.30.55.80
jpqxsvbu.www.whu.com.    IN    A    71.250.198.145
kfboigty.www.whu.com.    IN    A    135.174.110.97
dpmbjvgy.www.whu.com.    IN    A    10.40.125.99
xfjeqydp.www.whu.com.    IN    A    205.29.28.149
aguqkilj.www.whu.com.    IN    A    98.133.144.73
krdneato.www.whu.com.    IN    A    55.28.96.55
cpbaxhgj.www.whu.com.    IN    A    177.245.175.156
qjafosup.www.whu.com.    IN    A    233.86.18.51
skrhqxew.www.whu.com.    IN    A    75.204.239.116
nltjavps.www.whu.com.    IN    A    209.164.244.247
ucsdgbmk.www.whu.com.    IN    A    161.228.45.164
ripaljbx.www.whu.com.    IN    A    190.63.21.251
wtlqnpjk.www.whu.com.    IN    A    168.103.31.247
cqmnledu.www.whu.com.    IN    A    166.101.152.113
pbxqwsfe.www.whu.com.    IN    A    212.170.58.6
hfglrybt.www.whu.com.    IN    A    9.197.159.202
vptjwaok.www.whu.com.    IN    A    128.45.107.90
iqhltayw.www.whu.com.    IN    A    31.62.185.107
hyfmdeqb.www.whu.com.    IN    A    178.6.81.28
fhpoikju.www.whu.com.    IN    A    176.190.94.129
fmvijtwy.www.whu.com.    IN    A    237.65.180.105
bmpnoyuv.www.whu.com.    IN    A    1.203.48.172
wolrknfi.www.whu.com.    IN    A    42.141.171.24
wpacnilf.www.whu.com.    IN    A    40.18.40.211
msxbiuod.www.whu.com.    IN    A    212.160.122.178
kvehfupy.www.whu.com.    IN    A    137.53.191.2
vndfgiyq.www.whu.com.    IN    A    244.50.2.246
vpisydbw.www.whu.com.    IN    A    243.205.120.161
kumwlgbe.www.whu.com.    IN    A    104.57.247.24
lvnagyxc.www.whu.com.    IN    A    250.34.46.130
ewonrfpx.www.whu.com.    IN    A    11.106.233.106
mvuclget.www.whu.com.    IN    A    104.211.4.220
uipcxnaq.www.whu.com.    IN    A    54.110.187.89
tcgqfdeu.www.whu.com.    IN    A    130.179.190.205
ujqpbkra.www.whu.com.    IN    A    14.14.165.220
fxatroqd.www.whu.com.    IN    A    154.188.205.31
rvsgfyiw.www.whu.com.    IN    A    186.14.247.18
aseptuyh.www.whu.com.    IN    A    102.48.80.8
rjmiqugx.www.whu.com.    IN    A    75.212.39.17
tdnmcbki.www.whu.com.    IN    A    15.148.17.232
vejwcsuo.www.whu.com.    IN    A    93.145.194.5
onxlvtir.www.whu.com.    IN    A    173.178.38.82
gehxvukm.www.whu.com.    IN    A    236.129.101.234
jshnltfo.www.whu.com.    IN    A    198.91.125.230
rkiqpgsw.www.whu.com.    IN    A    51.2.43.123
sbkrxqdu.www.whu.com.    IN    A    212.254.87.246
afbxvcwn.www.whu.com.    IN    A    225.191.123.205
lsecfwki.www.whu.com.    IN    A    243.180.211.69
nxhqjfbm.www.whu.com.    IN    A    26.65.29.13
mjewuolc.www.whu.com.    IN    A    108.152.48.200
hdtmpyja.www.whu.com.    IN    A    92.247.14.167
terdcwqo.www.whu.com.    IN    A    55.116.172.108
bdwycmfa.www.whu.com.    IN    A    216.29.250.223
sfhvjxbc.www.whu.com.    IN    A    250.241.19.117
rexnsail.www.whu.com.    IN    A    223.231.145.132
wkeidvno.www.whu.com.    IN    A    186.239.94.65
uqvlkimf.www.whu.com.    IN    A    190.122.56.72
jrosnuby.www.whu.com.    IN    A    251.53.68.141
fmytpnrh.www.whu.com.    IN    A    111.91.132.33
myfrjequ.www.whu.com.    IN    A    73.73.0.150
mbjnlcow.www.whu.com.    IN    A    20.112.128.149
metrnxsj.www.whu.com.    IN    A    19.28.11.185
qubvxtkg.www.whu.com.    IN    A    173.157.167.192
bvmajktw.www.whu.com.    IN    A    114.169.207.140
ofjxlbay.www.whu.com.    IN    A    104.166.184.1
vxkpiylu.www.whu.com.    IN    A    116.145.22.22
xdslpohi.www.whu.com.    IN    A    53.218.215.219
clgqtvfh.www.whu.com.    IN    A    195.241.6.0
tdueiswq.www.whu.com.    IN    A    181.117.155.32
yabktsuw.www.whu.com.    IN    A    158.18.65.152
etbphsyu.www.whu.com.    IN    A    234.212.195.102
snkaiehy.www.whu.com.    IN    A    186.218.168.195
owiqmdkr.www.whu.com.    IN    A    124.132.156.111
sniljawo.www.whu.com.    IN    A    196.84.47.92
bcdloxtv.www.whu.com.    IN    A    60.227.180.94
psdhbkgj.www.whu.com.    IN    A    233.253.9.8
icxfjpwl.www.whu.com.    IN    A    171.113.195.21
brfuwipy.www.whu.com.    IN    A    94.163.138.93
tadmhxpc.www.whu.com.    IN    A    76.78.50.43
qfdolexn.www.whu.com.    IN    A    137.122.162.62
smbtanvd.www.whu.com.    IN    A    59.114.225.223
curygvhs.www.whu.com.    IN    A    90.103.9.148
ugyfvsrj.www.whu.com.    IN    A    48.129.14.218
juinfsxc.www.whu.com.    IN    A    164.144.1.137
lftpwjqd.www.whu.com.    IN    A    68.121.203.111
ifslrnho.www.whu.com.    IN    A    103.111.79.104
pbmrcjfq.www.whu.com.    IN    A    130.235.68.193
slinehdo.www.whu.com.    IN    A    131.94.227.214
atrmjhco.www.whu.com.    IN    A    225.194.54.4
nxvybicp.www.whu.com.    IN    A    188.247.90.71
naqvwoyj.www.whu.com.    IN    A    169.24.233.91
metxocvb.www.whu.com.    IN    A    185.144.17.126
ubejwgvn.www.whu.com.    IN    A    114.152.162.152
hfmqblci.www.whu.com.    IN    A    35.206.154.154
htioqwsn.www.whu.com.    IN    A    120.87.2.134
skyxnlpv.www.whu.com.    IN    A    233.71.12.123
dtfphygq.www.whu.com.    IN    A    98.189.27.104
cgtpkeyn.www.whu.com.    IN    A    64.89.83.106
gnyxvfhr.www.whu.com.    IN    A    77.159.155.41
enwvcrkf.www.whu.com.    IN    A    121.117.174.143
gsqirxdo.www.whu.com.    IN    A    84.152.155.95
xsbjpqru.www.whu.com.    IN    A    212.214.5.144
sgjhydqp.www.whu.com.    IN    A    211.216.20.158
hmtlyxjp.www.whu.com.    IN    A    201.112.45.26
hjfpydvk.www.whu.com.    IN    A    91.52.230.107
yioerwux.www.whu.com.    IN    A    77.230.142.45
rljcudpe.www.whu.com.    IN    A    201.54.22.216
