; <<>> DiG 9.11.3-1ubuntu1.11-Ubuntu <<>> AXFR xmu.com. @ns2.xmu.edu.
;; global options: +cmd

@               			      14400 IN SOA	ns1.xmu.com. james.xmu.edu. 19122302 14400 3600 2419200 14400
xmu.com.			      14400 IN NS	ns1.xmu.com.
ns1.xmu.com.			      14400 IN A	10.166.21.12

www.xmu.com.		      14400 IN NS	ns1.www.xmu.com.
ns1.www.xmu.com.		      14400 IN A		10.166.21.13

informatics.xmu.com.		      14400 IN NS	ns1.informatics.xmu.com.
ns1.informatics.xmu.com.		      14400 IN A		10.166.21.14

sm.xmu.com.		      14400 IN NS	ns1.sm.xmu.com.
ns1.sm.xmu.com.		      14400 IN A		10.166.21.15

xmu.com.			      14400 IN MX	10 smtp.xmu.edu.
xmu.com.			      14400 IN TXT	"v=spf1 a mx ~all"
swgrkdnb.xmu.com.        IN    A    160.49.184.29
uhlnqcso.xmu.com.        IN    A    203.114.251.206
trufwdao.xmu.com.        IN    A    244.49.100.136
sufgiklt.xmu.com.        IN    A    180.57.69.144
qgkcbied.xmu.com.        IN    A    224.200.126.37
ktoxcaun.xmu.com.        IN    A    213.52.183.10
fcgnuwsi.xmu.com.        IN    A    158.246.239.4
okbleavy.xmu.com.        IN    A    170.108.238.15
xcntmufs.xmu.com.        IN    A    170.41.121.211
biktweml.xmu.com.        IN    A    99.241.70.118
qyoibfjp.xmu.com.        IN    A    241.207.30.232
dmwebjhx.xmu.com.        IN    A    41.52.151.63
dustwoar.xmu.com.        IN    A    146.80.97.141
ydrbvqog.xmu.com.        IN    A    155.231.165.122
cpnyrqwd.xmu.com.        IN    A    50.182.182.145
wfsoqdba.xmu.com.        IN    A    15.28.47.223
rnwgxekc.xmu.com.        IN    A    108.80.18.173
wyrtlbea.xmu.com.        IN    A    199.156.84.84
upmfsdlk.xmu.com.        IN    A    118.68.210.127
gaxrjlce.xmu.com.        IN    A    116.243.234.42
idxynkoj.xmu.com.        IN    A    199.73.166.111
sweqdokp.xmu.com.        IN    A    37.168.85.138
idpxmhkf.xmu.com.        IN    A    54.110.250.166
dtfgaypm.xmu.com.        IN    A    81.34.117.148
qlwshujv.xmu.com.        IN    A    123.112.225.81
dtxuibkp.xmu.com.        IN    A    254.175.156.83
bmjdoles.xmu.com.        IN    A    230.236.69.155
spenrgit.xmu.com.        IN    A    95.153.252.69
kobjhfet.xmu.com.        IN    A    229.60.167.47
tqwcighu.xmu.com.        IN    A    195.112.191.212
khnutxbw.xmu.com.        IN    A    189.210.23.231
tcwykgdi.xmu.com.        IN    A    248.193.60.231
ixfmlpgs.xmu.com.        IN    A    69.109.17.58
ygctxnms.xmu.com.        IN    A    202.11.175.157
yvhjxqmr.xmu.com.        IN    A    95.212.32.43
xjyasnbt.xmu.com.        IN    A    117.220.219.52
mjvdtuwp.xmu.com.        IN    A    212.188.159.234
brnkulqy.xmu.com.        IN    A    162.185.98.121
stplwdfm.xmu.com.        IN    A    250.30.177.159
qwouhjcm.xmu.com.        IN    A    120.41.255.133
ldcqsxyu.xmu.com.        IN    A    140.229.85.129
dasvryoh.xmu.com.        IN    A    234.12.41.69
uxiyfoqm.xmu.com.        IN    A    182.196.124.18
dqayulgj.xmu.com.        IN    A    165.250.167.136
blnpkcvh.xmu.com.        IN    A    97.173.231.249
ntaifkpq.xmu.com.        IN    A    151.231.188.201
cnilemhg.xmu.com.        IN    A    132.25.231.72
egrkvcdb.xmu.com.        IN    A    235.199.148.183
cpelxtwn.xmu.com.        IN    A    18.31.152.93
gefyxvoi.xmu.com.        IN    A    132.251.29.104
actligqk.xmu.com.        IN    A    33.229.8.106
behugtqo.xmu.com.        IN    A    51.70.207.253
qohgfmkr.xmu.com.        IN    A    45.61.211.42
vclqupeh.xmu.com.        IN    A    132.123.50.195
qhdnklov.xmu.com.        IN    A    31.111.205.30
agbpyhkm.xmu.com.        IN    A    72.235.67.245
uhkjvgce.xmu.com.        IN    A    16.67.78.8
rhbcsqdj.xmu.com.        IN    A    196.150.159.59
eobplygs.xmu.com.        IN    A    186.96.173.138
qmeyjfso.xmu.com.        IN    A    66.125.232.239
btafphlm.xmu.com.        IN    A    193.27.158.249
sahqxbpi.xmu.com.        IN    A    83.30.6.177
ihnygfpl.xmu.com.        IN    A    245.46.29.93
kqsfipae.xmu.com.        IN    A    125.11.192.84
tqcoeywi.xmu.com.        IN    A    166.197.234.211
njputycv.xmu.com.        IN    A    62.158.182.139
vwkxnbpu.xmu.com.        IN    A    168.176.24.147
gvustfib.xmu.com.        IN    A    176.107.82.182
glnqyatp.xmu.com.        IN    A    203.29.173.17
elyoigjv.xmu.com.        IN    A    222.50.14.246
yfmxhvtb.xmu.com.        IN    A    107.126.117.81
owyjkpvg.xmu.com.        IN    A    68.16.40.184
vkxilyrd.xmu.com.        IN    A    76.47.27.164
gkobvlrt.xmu.com.        IN    A    76.25.62.37
pytoqhdi.xmu.com.        IN    A    26.194.9.209
yekljvhq.xmu.com.        IN    A    103.94.160.16
bldqfcoa.xmu.com.        IN    A    168.106.146.43
snujvwai.xmu.com.        IN    A    155.128.204.22
hapxvesm.xmu.com.        IN    A    77.7.237.52
ncaijgdw.xmu.com.        IN    A    63.174.192.12
lpjmvqrn.xmu.com.        IN    A    240.197.209.68
oxvhcnaf.xmu.com.        IN    A    252.106.158.211
uwnsjocq.xmu.com.        IN    A    246.41.62.161
eyncrdug.xmu.com.        IN    A    142.48.92.183
qniysejb.xmu.com.        IN    A    148.50.73.21
gupfbxow.xmu.com.        IN    A    44.231.81.247
ulhgkdwi.xmu.com.        IN    A    140.241.109.73
gabjkdpv.xmu.com.        IN    A    168.134.167.158
cneduilx.xmu.com.        IN    A    46.139.37.192
esvbkcat.xmu.com.        IN    A    206.77.73.25
tgkfcdli.xmu.com.        IN    A    233.11.28.55
bcvejdkr.xmu.com.        IN    A    100.12.222.21
yhibwkuc.xmu.com.        IN    A    90.5.140.66
khrmpjcg.xmu.com.        IN    A    38.116.226.0
jvtencbw.xmu.com.        IN    A    139.145.58.52
oxdqethw.xmu.com.        IN    A    197.193.41.79
wivsqcer.xmu.com.        IN    A    153.121.109.170
rvuqcfbd.xmu.com.        IN    A    122.120.244.85
anpusyjk.xmu.com.        IN    A    138.124.50.189
kdqgomra.xmu.com.        IN    A    148.134.167.157
jkniogdp.xmu.com.        IN    A    231.57.176.222
asdtyrhj.xmu.com.        IN    A    181.15.128.188
vtuqcidj.xmu.com.        IN    A    135.219.44.112
bhtarcdw.xmu.com.        IN    A    2.148.253.207
nxsemjlf.xmu.com.        IN    A    45.47.209.4
ftmyabqw.xmu.com.        IN    A    29.111.72.215
bnypsrqu.xmu.com.        IN    A    111.132.174.16
xetbvwph.xmu.com.        IN    A    95.122.19.151
dsjxtegr.xmu.com.        IN    A    108.21.27.249
cygeprdm.xmu.com.        IN    A    11.87.186.204
sfxldigj.xmu.com.        IN    A    219.17.31.158
dwimukpo.xmu.com.        IN    A    227.220.147.114
ufypsokt.xmu.com.        IN    A    157.132.102.145
abkuhnyq.xmu.com.        IN    A    246.107.38.63
rctduyxv.xmu.com.        IN    A    67.185.201.28
nahpemtf.xmu.com.        IN    A    33.99.8.140
pbfkthqd.xmu.com.        IN    A    19.132.65.111
hvcbgenj.xmu.com.        IN    A    200.0.42.175
csleuoip.xmu.com.        IN    A    253.44.251.217
pnackmih.xmu.com.        IN    A    163.115.215.5
fvksaiue.xmu.com.        IN    A    13.117.211.14
hgcmtnds.xmu.com.        IN    A    131.160.187.121
snixrtju.xmu.com.        IN    A    222.34.189.221
qedcfjvx.xmu.com.        IN    A    228.122.253.126
flrehotv.xmu.com.        IN    A    26.42.60.14
jvndoaps.xmu.com.        IN    A    121.198.141.0
nmtixlge.xmu.com.        IN    A    16.160.216.39
wpgjhrli.xmu.com.        IN    A    244.170.180.250
qvidbalc.xmu.com.        IN    A    100.220.246.206
ehmwnqvl.xmu.com.        IN    A    48.128.81.24
phjgtufw.xmu.com.        IN    A    116.7.75.123
pcnvrodk.xmu.com.        IN    A    150.60.175.135
bldyqrtv.xmu.com.        IN    A    132.23.213.161
srmxialg.xmu.com.        IN    A    209.149.199.62
gxranvol.xmu.com.        IN    A    157.93.75.96
blkeugft.xmu.com.        IN    A    234.235.169.229
wxpayvec.xmu.com.        IN    A    196.112.195.1
ebnitvhp.xmu.com.        IN    A    110.18.142.101
nrwbxtyk.xmu.com.        IN    A    66.172.126.153
gakdsyml.xmu.com.        IN    A    180.130.205.15
xrtolhgn.xmu.com.        IN    A    139.163.131.133
hfgsqkic.xmu.com.        IN    A    160.105.251.235
edahglpq.xmu.com.        IN    A    184.121.89.2
fxthequa.xmu.com.        IN    A    27.98.32.45
akltngdr.xmu.com.        IN    A    246.25.9.243
msjhntav.xmu.com.        IN    A    8.39.90.219
actogvxb.xmu.com.        IN    A    32.119.0.195
umjnxfcs.xmu.com.        IN    A    229.39.179.253
lkygbwef.xmu.com.        IN    A    141.25.166.215
jbqwpxsi.xmu.com.        IN    A    243.159.22.151
mhtjypqo.xmu.com.        IN    A    107.138.20.150
peusnvxl.xmu.com.        IN    A    99.132.203.229
hwlyxkfs.xmu.com.        IN    A    16.77.133.72
ldcamvjb.xmu.com.        IN    A    27.135.151.235
gywbnjfd.xmu.com.        IN    A    163.241.123.92
tbvorxms.xmu.com.        IN    A    94.203.10.153
xaciwune.xmu.com.        IN    A    36.9.77.2
iscbahgo.xmu.com.        IN    A    186.61.251.162
vtsdieum.xmu.com.        IN    A    255.2.141.2
fnmltpga.xmu.com.        IN    A    30.229.48.105
mjucnrth.xmu.com.        IN    A    178.87.113.137
ofmndjqp.xmu.com.        IN    A    170.222.99.156
vxsrtwlg.xmu.com.        IN    A    126.9.209.165
fgwckhas.xmu.com.        IN    A    12.21.123.83
wohvsdcu.xmu.com.        IN    A    240.190.208.99
rcutvixh.xmu.com.        IN    A    215.188.195.183
yhtqvebg.xmu.com.        IN    A    74.104.158.245
crypjthd.xmu.com.        IN    A    44.193.177.16
yxqchrus.xmu.com.        IN    A    228.56.227.151
lhgewcti.xmu.com.        IN    A    88.21.195.172
obgfntly.xmu.com.        IN    A    24.93.240.224
takfgesw.xmu.com.        IN    A    10.109.71.24
gcwfmekl.xmu.com.        IN    A    140.104.65.55
ubthdlne.xmu.com.        IN    A    214.92.255.154
ibakmlhn.xmu.com.        IN    A    160.88.159.59
npcwouet.xmu.com.        IN    A    85.101.114.43
dnejxmak.xmu.com.        IN    A    94.37.174.92
deusgoyn.xmu.com.        IN    A    116.94.93.75
ijswxuoa.xmu.com.        IN    A    214.128.195.244
tjceiphb.xmu.com.        IN    A    43.194.110.110
sahuwvdc.xmu.com.        IN    A    184.178.222.255
rmnsukgw.xmu.com.        IN    A    57.82.105.34
rwhlqufe.xmu.com.        IN    A    181.148.132.28
ntryqaof.xmu.com.        IN    A    45.202.203.185
nbwfrgmj.xmu.com.        IN    A    215.109.189.179
utrkgnpe.xmu.com.        IN    A    130.103.62.251
hqtpdena.xmu.com.        IN    A    26.189.234.6
ousqheac.xmu.com.        IN    A    252.157.92.91
otlqxkmp.xmu.com.        IN    A    95.11.55.0
irpghdwt.xmu.com.        IN    A    188.245.117.71
juoaipse.xmu.com.        IN    A    155.22.204.105
ksphgtwb.xmu.com.        IN    A    34.130.60.22
sprqiwgk.xmu.com.        IN    A    114.35.142.96
khwcxmpn.xmu.com.        IN    A    5.170.225.153
mbvnkfjl.xmu.com.        IN    A    126.130.133.151
cdyquvkr.xmu.com.        IN    A    206.33.155.226
lckoxqri.xmu.com.        IN    A    91.85.16.98
rxmoqcny.xmu.com.        IN    A    119.175.229.189
bcusfgrm.xmu.com.        IN    A    31.161.135.250
ydkiforu.xmu.com.        IN    A    173.48.244.150
yrwhekct.xmu.com.        IN    A    107.124.131.62
umjndgkf.xmu.com.        IN    A    55.0.235.241
nvyajqgo.xmu.com.        IN    A    185.231.20.234
qvwdymgr.xmu.com.        IN    A    48.144.191.202
qstlwerm.xmu.com.        IN    A    251.1.12.134
dxmvwnrb.xmu.com.        IN    A    159.74.248.248
fskdxwcu.xmu.com.        IN    A    24.1.81.194
cyfvjhxs.xmu.com.        IN    A    156.197.26.113
vjhwdoil.xmu.com.        IN    A    241.125.40.92
ioaknhbt.xmu.com.        IN    A    173.41.197.175
rbsdaeul.xmu.com.        IN    A    246.183.151.243
wbgyelsv.xmu.com.        IN    A    105.30.11.124
itpbqoce.xmu.com.        IN    A    62.216.148.7
kiotdxsl.xmu.com.        IN    A    157.172.158.166
ogjqftem.xmu.com.        IN    A    170.76.154.206
tyoxrsdq.xmu.com.        IN    A    32.90.126.217
pbsgchli.xmu.com.        IN    A    61.247.224.191
bktjqins.xmu.com.        IN    A    178.4.62.175
omyphdrf.xmu.com.        IN    A    73.98.169.66
pixqewfb.xmu.com.        IN    A    36.186.78.114
avlptxkr.xmu.com.        IN    A    246.176.114.84
aqyoxpcs.xmu.com.        IN    A    152.147.213.152
shneqlfk.xmu.com.        IN    A    61.245.254.70
vxgftncq.xmu.com.        IN    A    10.188.171.43
soecqumb.xmu.com.        IN    A    224.175.238.141
dnevaouf.xmu.com.        IN    A    248.167.162.222
yomidskt.xmu.com.        IN    A    125.105.191.46
dtfqlovn.xmu.com.        IN    A    39.39.133.5
cfmulito.xmu.com.        IN    A    181.224.1.246
jtawpchm.xmu.com.        IN    A    192.194.35.14
okegdmjv.xmu.com.        IN    A    201.32.85.80
aixjrhuy.xmu.com.        IN    A    252.227.6.23
sxapbolr.xmu.com.        IN    A    3.30.71.13
hxcktrgb.xmu.com.        IN    A    104.81.78.109
ughbxjdq.xmu.com.        IN    A    74.190.40.95
xqyjarbw.xmu.com.        IN    A    47.185.111.60
nwkmlsvq.xmu.com.        IN    A    63.104.149.48
cunwtsre.xmu.com.        IN    A    190.46.128.59
objtsqfx.xmu.com.        IN    A    215.8.200.6
odmvkprg.xmu.com.        IN    A    133.190.136.192
ifhmtasx.xmu.com.        IN    A    129.138.26.188
amswjixt.xmu.com.        IN    A    247.224.250.113
haymwgnc.xmu.com.        IN    A    236.199.26.144
yfobmnul.xmu.com.        IN    A    204.147.226.219
ltujhgqw.xmu.com.        IN    A    181.7.220.163
hwgjsmax.xmu.com.        IN    A    157.207.85.190
ulchopad.xmu.com.        IN    A    9.117.112.42
ncflwjve.xmu.com.        IN    A    15.127.61.148
sgoxlvdb.xmu.com.        IN    A    101.180.166.70
gcyhiuav.xmu.com.        IN    A    135.65.43.216
shdkrqle.xmu.com.        IN    A    121.215.232.50
mkhfyopu.xmu.com.        IN    A    71.120.165.185
xtpgcwlo.xmu.com.        IN    A    150.225.223.227
jpqnxoav.xmu.com.        IN    A    89.5.248.98
ajodbrsv.xmu.com.        IN    A    157.163.170.97
asleiguj.xmu.com.        IN    A    9.98.26.209
wpbeqhsf.xmu.com.        IN    A    160.37.167.223
jlhcomwk.xmu.com.        IN    A    184.113.220.225
nxkyhlmt.xmu.com.        IN    A    175.241.198.84
xcwfuasb.xmu.com.        IN    A    155.187.21.231
iqyfwgkx.xmu.com.        IN    A    229.201.23.11
hxjdevtf.xmu.com.        IN    A    13.96.139.215
giwkuqmn.xmu.com.        IN    A    228.209.223.53
bwqajutm.xmu.com.        IN    A    154.92.59.82
torsjqym.xmu.com.        IN    A    43.1.31.164
rphafxbt.xmu.com.        IN    A    179.67.224.241
okclfgiw.xmu.com.        IN    A    135.249.79.63
hkejmoqf.xmu.com.        IN    A    104.78.252.15
gvfoihsc.xmu.com.        IN    A    159.177.89.37
rskdbvet.xmu.com.        IN    A    139.96.130.212
jixmwhgo.xmu.com.        IN    A    230.238.189.41
sctrfywp.xmu.com.        IN    A    188.16.236.217
sunfvbyc.xmu.com.        IN    A    209.66.95.19
skcginer.xmu.com.        IN    A    73.11.163.90
qhriktvs.xmu.com.        IN    A    25.21.153.19
irsqcjyx.xmu.com.        IN    A    225.214.218.247
ybpwhcjr.xmu.com.        IN    A    210.45.32.229
riqhtbnc.xmu.com.        IN    A    205.63.230.15
hdpmcsxa.xmu.com.        IN    A    206.239.238.66
iaqdpwjm.xmu.com.        IN    A    150.92.172.29
iwglrayh.xmu.com.        IN    A    9.77.145.175
nxltrypv.xmu.com.        IN    A    240.56.67.207
lekdwrqy.xmu.com.        IN    A    16.68.100.217
ajctiwym.xmu.com.        IN    A    85.56.103.161
sgqaruxj.xmu.com.        IN    A    42.179.89.144
hektcnrq.xmu.com.        IN    A    215.21.130.44
fhokvisn.xmu.com.        IN    A    255.208.64.54
bdxlkrqc.xmu.com.        IN    A    180.164.212.42
vieqwals.xmu.com.        IN    A    151.242.230.189
egdtcira.xmu.com.        IN    A    42.154.64.57
wbftapyl.xmu.com.        IN    A    177.62.240.74
pkunmgxq.xmu.com.        IN    A    168.208.146.120
qfvjxnbg.xmu.com.        IN    A    85.82.198.155
mypgrotw.xmu.com.        IN    A    115.84.136.131
eljuwyxa.xmu.com.        IN    A    111.168.175.94
isueqhwd.xmu.com.        IN    A    169.57.120.191
mrusnawl.xmu.com.        IN    A    16.248.123.101
qbsguwdo.xmu.com.        IN    A    117.237.43.30
insqkcem.xmu.com.        IN    A    1.41.78.69
mktgwniq.xmu.com.        IN    A    5.122.235.191
grtmsqba.xmu.com.        IN    A    198.28.100.255
tmaybupg.xmu.com.        IN    A    33.94.5.195
thxdycup.xmu.com.        IN    A    65.130.34.167
mgafojpl.xmu.com.        IN    A    45.5.144.225
ywuvekcj.xmu.com.        IN    A    172.220.3.169
adfesbcq.xmu.com.        IN    A    99.101.7.16
wnvxulte.xmu.com.        IN    A    117.35.248.186
xvhmtkyq.xmu.com.        IN    A    84.107.130.12
caxiyudo.xmu.com.        IN    A    140.188.191.181
kgsdhevq.xmu.com.        IN    A    87.12.64.43
diqburkh.xmu.com.        IN    A    93.142.1.27
ndqleoui.xmu.com.        IN    A    93.43.39.99
floxptdm.xmu.com.        IN    A    176.116.60.123
lstcjhwx.xmu.com.        IN    A    225.149.172.44
pdhofltk.xmu.com.        IN    A    8.37.212.200
nuvfyecl.xmu.com.        IN    A    214.104.97.193
ajgqrobi.xmu.com.        IN    A    245.23.159.152
excjamwf.xmu.com.        IN    A    74.177.10.53
bwcjqang.xmu.com.        IN    A    160.40.211.3
xunyqdkf.xmu.com.        IN    A    22.72.163.58
fqeigruy.xmu.com.        IN    A    255.207.79.205
bjykvxhu.xmu.com.        IN    A    116.199.154.203
yontiavl.xmu.com.        IN    A    50.112.195.186
mcewuyrt.xmu.com.        IN    A    225.122.26.5
rojgwxpe.xmu.com.        IN    A    151.193.203.110
fsdwrxgv.xmu.com.        IN    A    28.162.148.18
dnqfjbrs.xmu.com.        IN    A    31.212.31.123
hgwclxdr.xmu.com.        IN    A    175.176.174.203
mxrqsyca.xmu.com.        IN    A    22.214.42.232
tgdsvuje.xmu.com.        IN    A    133.22.126.169
eauyctsr.xmu.com.        IN    A    76.16.32.36
hcnkpryu.xmu.com.        IN    A    24.83.74.116
hiomuwcq.xmu.com.        IN    A    11.161.252.64
yadrcfgb.xmu.com.        IN    A    198.106.71.215
cuaxsker.xmu.com.        IN    A    63.18.3.159
ryxoqelu.xmu.com.        IN    A    152.17.25.176
vtfejqwh.xmu.com.        IN    A    241.145.221.254
tjomlwar.xmu.com.        IN    A    96.135.65.112
twveycqs.xmu.com.        IN    A    237.68.86.203
qlbwerds.xmu.com.        IN    A    125.12.198.149
cokubwvr.xmu.com.        IN    A    163.78.53.152
vpfqrdxo.xmu.com.        IN    A    189.58.236.248
hdkfjgou.xmu.com.        IN    A    24.91.176.208
xhgkwoib.xmu.com.        IN    A    48.76.57.53
gunvpxfy.xmu.com.        IN    A    54.32.64.254
jfiunpmb.xmu.com.        IN    A    24.99.90.192
fhoyusxw.xmu.com.        IN    A    66.162.238.18
jmgalsod.xmu.com.        IN    A    237.233.237.199
nrqfogec.xmu.com.        IN    A    251.21.209.100
yxwhvugb.xmu.com.        IN    A    235.216.179.92
jbgutcwq.xmu.com.        IN    A    19.81.8.205
qhxuendb.xmu.com.        IN    A    137.200.35.74
vpycxtmg.xmu.com.        IN    A    199.107.116.88
qbietomy.xmu.com.        IN    A    163.201.119.123
jlcuwtav.xmu.com.        IN    A    131.3.185.230
pcdmnfyb.xmu.com.        IN    A    68.185.215.57
oajmdrbl.xmu.com.        IN    A    75.230.126.52
odrkefas.xmu.com.        IN    A    243.215.218.192
sxruqbvt.xmu.com.        IN    A    224.147.129.122
cmfxbwun.xmu.com.        IN    A    54.16.49.179
eqkulydj.xmu.com.        IN    A    162.251.139.50
uliwbaqx.xmu.com.        IN    A    184.83.67.138
ypduifrx.xmu.com.        IN    A    128.221.237.192
kibpfmxw.xmu.com.        IN    A    183.97.45.133
gtoblpfj.xmu.com.        IN    A    2.207.203.227
oclvwxqs.xmu.com.        IN    A    48.180.60.210
qrvklobd.xmu.com.        IN    A    206.150.179.48
sokvaqgu.xmu.com.        IN    A    43.222.140.180
gdrbesmo.xmu.com.        IN    A    49.107.151.241
gxtijnop.xmu.com.        IN    A    40.253.121.66
cedlmvwu.xmu.com.        IN    A    33.164.93.77
mruswhep.xmu.com.        IN    A    176.171.233.126
fvlgduyq.xmu.com.        IN    A    2.160.109.108
efasgbjd.xmu.com.        IN    A    116.33.184.176
iduwoprn.xmu.com.        IN    A    252.167.179.98
tkpngrad.xmu.com.        IN    A    55.225.183.245
yniktamg.xmu.com.        IN    A    10.22.247.78
wrcblipo.xmu.com.        IN    A    167.184.152.195
vtynohdc.xmu.com.        IN    A    61.10.159.217
ysrbxpjv.xmu.com.        IN    A    28.19.3.89
tarwfvkb.xmu.com.        IN    A    109.79.134.201
gqwvymte.xmu.com.        IN    A    193.4.98.196
woqfhliy.xmu.com.        IN    A    96.137.52.152
fvkibhyq.xmu.com.        IN    A    151.110.106.227
vwldtqhn.xmu.com.        IN    A    218.52.191.22
rxpulgjk.xmu.com.        IN    A    185.240.75.222
nqomldjf.xmu.com.        IN    A    244.98.31.154
asikfmeh.xmu.com.        IN    A    43.188.177.24
ircatpun.xmu.com.        IN    A    90.159.170.114
fuwmaoch.xmu.com.        IN    A    251.191.10.166
jkoahsbc.xmu.com.        IN    A    199.249.102.102
ixpnjske.xmu.com.        IN    A    87.223.255.238
vudyeifw.xmu.com.        IN    A    158.20.4.201
meqpkdsh.xmu.com.        IN    A    10.242.0.107
orhqpnct.xmu.com.        IN    A    133.93.13.66
grwqfukm.xmu.com.        IN    A    207.77.76.67
pembwdsy.xmu.com.        IN    A    45.13.197.227
ybsdufec.xmu.com.        IN    A    147.238.45.83
sdqhbtpy.xmu.com.        IN    A    35.111.75.140
ichjqtnm.xmu.com.        IN    A    16.39.203.36
