xw.lzu.com.	14400	IN	SOA	ns1.xw.lzu.com. james.lzu.edu. 19122302 14400 3600 2419200 14400
xw.lzu.com.		    IN	NS ns1.xw.lzu.com.
oxkriunf.xw.lzu.com.     IN    A    172.48.30.199
uqvhnydk.xw.lzu.com.     IN    A    80.70.59.124
dqixhnjs.xw.lzu.com.     IN    A    203.217.220.114
ayigenkx.xw.lzu.com.     IN    A    144.54.80.135
amrhuden.xw.lzu.com.     IN    A    157.222.249.46
gtfdylbi.xw.lzu.com.     IN    A    162.125.212.238
ykxbposc.xw.lzu.com.     IN    A    200.223.125.22
nbhlpivq.xw.lzu.com.     IN    A    130.81.197.4
snjlcaxh.xw.lzu.com.     IN    A    152.0.245.49
bmjkgdpi.xw.lzu.com.     IN    A    27.139.103.23
rkfnxibt.xw.lzu.com.     IN    A    45.61.153.63
wreofnsk.xw.lzu.com.     IN    A    46.135.53.249
nfemgcvb.xw.lzu.com.     IN    A    69.77.83.158
asrmetlq.xw.lzu.com.     IN    A    169.160.188.35
oiwdpckx.xw.lzu.com.     IN    A    130.227.226.131
vbkjsmcu.xw.lzu.com.     IN    A    13.219.202.207
vqpwietm.xw.lzu.com.     IN    A    213.131.8.234
estmrlxc.xw.lzu.com.     IN    A    104.245.201.124
alschtpe.xw.lzu.com.     IN    A    36.20.40.88
frcluksy.xw.lzu.com.     IN    A    168.194.59.68
vbpqxnla.xw.lzu.com.     IN    A    210.113.74.215
vmiceyaq.xw.lzu.com.     IN    A    15.199.41.101
qcdaxgrl.xw.lzu.com.     IN    A    188.154.135.254
uklgfdin.xw.lzu.com.     IN    A    119.158.4.80
tvoxscpa.xw.lzu.com.     IN    A    101.125.189.185
tjshocgr.xw.lzu.com.     IN    A    83.168.158.74
eysdkpfx.xw.lzu.com.     IN    A    107.19.202.228
ylroqevn.xw.lzu.com.     IN    A    235.36.37.94
nvajxugq.xw.lzu.com.     IN    A    244.3.62.104
dthloexn.xw.lzu.com.     IN    A    155.162.69.134
yicvatlu.xw.lzu.com.     IN    A    67.181.146.61
fdxqtbjh.xw.lzu.com.     IN    A    49.176.130.221
motwlafj.xw.lzu.com.     IN    A    11.137.90.12
jhvbolrg.xw.lzu.com.     IN    A    226.178.77.5
vfnlpmog.xw.lzu.com.     IN    A    153.189.209.252
yferbsqu.xw.lzu.com.     IN    A    191.8.70.200
jbgtfqsu.xw.lzu.com.     IN    A    40.147.134.79
vqohfcip.xw.lzu.com.     IN    A    16.171.225.210
hnluqcyw.xw.lzu.com.     IN    A    246.31.136.112
kpncxoje.xw.lzu.com.     IN    A    136.170.142.56
xmerwvsl.xw.lzu.com.     IN    A    110.197.202.216
hasudlxq.xw.lzu.com.     IN    A    93.8.5.143
podkqlxy.xw.lzu.com.     IN    A    182.83.56.227
vwmabqlk.xw.lzu.com.     IN    A    174.222.171.108
lgndvhar.xw.lzu.com.     IN    A    89.153.56.13
pdyrkwxg.xw.lzu.com.     IN    A    216.3.136.45
xbrkpoql.xw.lzu.com.     IN    A    157.105.140.81
xqotynhb.xw.lzu.com.     IN    A    5.156.7.144
iypdbvjh.xw.lzu.com.     IN    A    106.181.243.217
ynwjqaxm.xw.lzu.com.     IN    A    37.190.226.59
nhylkdqo.xw.lzu.com.     IN    A    125.151.239.6
sgpxnyeh.xw.lzu.com.     IN    A    74.207.123.43
celrjxyw.xw.lzu.com.     IN    A    84.42.81.163
dliuvmkw.xw.lzu.com.     IN    A    113.212.246.79
oxjnuitd.xw.lzu.com.     IN    A    4.119.92.109
stepqvyk.xw.lzu.com.     IN    A    118.4.196.144
oyjdhgxm.xw.lzu.com.     IN    A    60.12.42.191
vkfmrewj.xw.lzu.com.     IN    A    54.152.67.81
cqwgvbih.xw.lzu.com.     IN    A    226.98.132.106
evywnpfj.xw.lzu.com.     IN    A    212.218.215.140
svtpxyiw.xw.lzu.com.     IN    A    76.85.32.11
nvlqeoty.xw.lzu.com.     IN    A    228.88.28.129
pikduqle.xw.lzu.com.     IN    A    163.151.201.81
lwvrxida.xw.lzu.com.     IN    A    73.14.24.177
eisbhmvu.xw.lzu.com.     IN    A    247.177.3.214
begyopck.xw.lzu.com.     IN    A    112.215.229.10
febuqmkd.xw.lzu.com.     IN    A    140.25.111.127
niwfareb.xw.lzu.com.     IN    A    74.200.167.204
ufjlehtd.xw.lzu.com.     IN    A    207.172.61.150
joblkyvt.xw.lzu.com.     IN    A    180.129.144.145
poksclht.xw.lzu.com.     IN    A    170.104.147.69
tgkqvich.xw.lzu.com.     IN    A    57.78.37.237
yiadhupw.xw.lzu.com.     IN    A    58.235.110.171
uxwnqhsd.xw.lzu.com.     IN    A    44.23.160.242
anrkibjq.xw.lzu.com.     IN    A    25.44.220.190
emwdvbif.xw.lzu.com.     IN    A    22.96.146.60
ahesxnug.xw.lzu.com.     IN    A    22.52.98.107
onkbyspd.xw.lzu.com.     IN    A    212.32.160.68
lhdxkbwa.xw.lzu.com.     IN    A    209.11.107.204
yrjiemlh.xw.lzu.com.     IN    A    138.148.22.151
cqsnlemi.xw.lzu.com.     IN    A    147.72.18.189
ghlatvpd.xw.lzu.com.     IN    A    48.76.235.23
opmviywg.xw.lzu.com.     IN    A    212.42.38.200
flntbkem.xw.lzu.com.     IN    A    218.146.38.207
huypjcoa.xw.lzu.com.     IN    A    116.120.208.224
kfnivdes.xw.lzu.com.     IN    A    21.251.76.56
nfckweji.xw.lzu.com.     IN    A    24.108.34.58
sqnojbdi.xw.lzu.com.     IN    A    195.73.146.86
jdmsatwv.xw.lzu.com.     IN    A    50.172.238.162
xohpncga.xw.lzu.com.     IN    A    166.207.39.151
wdxeplsa.xw.lzu.com.     IN    A    143.203.173.202
soxdgwra.xw.lzu.com.     IN    A    80.53.103.232
rfyockhb.xw.lzu.com.     IN    A    81.2.39.179
otmjwdkx.xw.lzu.com.     IN    A    159.99.240.199
jetovgxl.xw.lzu.com.     IN    A    121.91.141.176
idobrsua.xw.lzu.com.     IN    A    167.213.161.58
yoevjutp.xw.lzu.com.     IN    A    156.93.109.56
cvxqnjru.xw.lzu.com.     IN    A    165.87.247.138
yafkirpd.xw.lzu.com.     IN    A    59.137.178.2
yqisntoa.xw.lzu.com.     IN    A    33.55.39.96
qgxufldb.xw.lzu.com.     IN    A    229.123.41.81
bnyqdhfg.xw.lzu.com.     IN    A    246.61.150.86
pmujvsra.xw.lzu.com.     IN    A    197.106.202.152
ktcxqrmw.xw.lzu.com.     IN    A    90.186.71.217
plkvqwai.xw.lzu.com.     IN    A    31.200.127.54
deqsfyxl.xw.lzu.com.     IN    A    193.37.160.233
jtchwxyb.xw.lzu.com.     IN    A    105.224.72.212
afximkrt.xw.lzu.com.     IN    A    183.156.137.218
aeyuiqbg.xw.lzu.com.     IN    A    210.250.75.163
qsrlfwbc.xw.lzu.com.     IN    A    138.162.37.217
yhjxlqgc.xw.lzu.com.     IN    A    5.108.147.186
cilwmtrp.xw.lzu.com.     IN    A    54.38.19.30
jdtlxmpf.xw.lzu.com.     IN    A    67.121.173.46
xhsyqcam.xw.lzu.com.     IN    A    131.14.44.238
rkushwna.xw.lzu.com.     IN    A    187.112.188.240
fcrbnqwo.xw.lzu.com.     IN    A    201.45.89.91
arkmotpd.xw.lzu.com.     IN    A    34.122.202.129
wdrkmfiv.xw.lzu.com.     IN    A    30.90.203.63
ilyorwsk.xw.lzu.com.     IN    A    144.78.25.97
jsxtlwbu.xw.lzu.com.     IN    A    9.146.81.148
gsrcfmon.xw.lzu.com.     IN    A    209.160.36.125
bqshjxmp.xw.lzu.com.     IN    A    69.206.42.129
svwmxyqp.xw.lzu.com.     IN    A    76.149.151.212
oxjahder.xw.lzu.com.     IN    A    146.203.31.223
ifjwmepk.xw.lzu.com.     IN    A    111.140.58.174
hfmjipbs.xw.lzu.com.     IN    A    120.85.41.127
eslycqho.xw.lzu.com.     IN    A    129.126.87.25
kptyufrg.xw.lzu.com.     IN    A    206.116.149.192
iowcsnek.xw.lzu.com.     IN    A    9.147.192.205
fycnlqmt.xw.lzu.com.     IN    A    59.191.159.140
buxfpmtw.xw.lzu.com.     IN    A    77.231.47.11
cyvdhrnu.xw.lzu.com.     IN    A    207.166.147.122
awretkin.xw.lzu.com.     IN    A    253.17.175.30
nxftorbl.xw.lzu.com.     IN    A    120.28.23.128
kbtjnsyh.xw.lzu.com.     IN    A    126.54.170.211
ebwgodsr.xw.lzu.com.     IN    A    14.20.198.149
wpafunet.xw.lzu.com.     IN    A    157.188.231.70
mvtniueb.xw.lzu.com.     IN    A    175.164.146.3
woepgxim.xw.lzu.com.     IN    A    165.80.186.185
edsjgxuh.xw.lzu.com.     IN    A    182.211.21.9
nmgdtfvh.xw.lzu.com.     IN    A    47.167.0.64
gojfbwln.xw.lzu.com.     IN    A    147.38.38.76
ayfmdctp.xw.lzu.com.     IN    A    181.155.133.174
wijxyvuq.xw.lzu.com.     IN    A    24.155.38.203
edjxntvr.xw.lzu.com.     IN    A    13.102.31.123
emkguodn.xw.lzu.com.     IN    A    220.22.131.38
amnvbxjy.xw.lzu.com.     IN    A    250.247.144.222
rwyqskvn.xw.lzu.com.     IN    A    152.22.180.77
vtyisjln.xw.lzu.com.     IN    A    235.101.120.160
ygdemrnq.xw.lzu.com.     IN    A    255.254.118.22
wykdquoe.xw.lzu.com.     IN    A    22.212.40.231
xmckepbh.xw.lzu.com.     IN    A    233.225.244.108
srqewtim.xw.lzu.com.     IN    A    119.22.162.17
kemtyxnp.xw.lzu.com.     IN    A    148.242.51.45
cqopjluv.xw.lzu.com.     IN    A    68.110.242.229
tdpwgvkc.xw.lzu.com.     IN    A    169.71.213.153
qgcyhiar.xw.lzu.com.     IN    A    84.10.242.122
caqtyjil.xw.lzu.com.     IN    A    39.172.44.89
gqifunhy.xw.lzu.com.     IN    A    99.162.188.12
vlujxpaw.xw.lzu.com.     IN    A    123.118.0.133
orkydwap.xw.lzu.com.     IN    A    41.43.223.88
qyedturj.xw.lzu.com.     IN    A    8.246.170.50
emwyxran.xw.lzu.com.     IN    A    184.18.199.197
qjvsndbw.xw.lzu.com.     IN    A    109.63.9.73
fbcsuiow.xw.lzu.com.     IN    A    31.222.176.186
nemuraxp.xw.lzu.com.     IN    A    68.162.174.160
uamcdljp.xw.lzu.com.     IN    A    48.114.82.23
irkasthx.xw.lzu.com.     IN    A    143.183.124.146
ktepndwu.xw.lzu.com.     IN    A    204.211.112.25
yjvraeol.xw.lzu.com.     IN    A    173.110.157.26
xabvkqnr.xw.lzu.com.     IN    A    185.120.95.217
exacybms.xw.lzu.com.     IN    A    144.242.61.13
eyhdnvwr.xw.lzu.com.     IN    A    131.200.220.75
xsicrlhd.xw.lzu.com.     IN    A    195.148.4.155
apxmwgry.xw.lzu.com.     IN    A    14.190.233.150
trloheay.xw.lzu.com.     IN    A    80.74.128.54
fjyswcie.xw.lzu.com.     IN    A    226.207.54.34
axquinvc.xw.lzu.com.     IN    A    33.196.10.78
qfdgrpbo.xw.lzu.com.     IN    A    98.234.92.253
fkposulw.xw.lzu.com.     IN    A    188.23.17.47
qltoysvb.xw.lzu.com.     IN    A    206.69.215.73
vcbwlnhe.xw.lzu.com.     IN    A    153.246.1.225
lthkijqm.xw.lzu.com.     IN    A    136.190.230.78
ptvnjuwo.xw.lzu.com.     IN    A    97.248.207.91
pvqosbhf.xw.lzu.com.     IN    A    103.220.13.240
uraqlpyn.xw.lzu.com.     IN    A    170.224.106.2
nlxgvhwr.xw.lzu.com.     IN    A    2.137.240.239
fiydjchq.xw.lzu.com.     IN    A    204.232.250.239
spncjmhe.xw.lzu.com.     IN    A    82.226.223.41
vbnlacod.xw.lzu.com.     IN    A    35.29.160.60
kvaeyxwb.xw.lzu.com.     IN    A    208.17.218.212
sxcmtibp.xw.lzu.com.     IN    A    103.88.18.255
plkrexbq.xw.lzu.com.     IN    A    15.199.199.41
xkcqfpgj.xw.lzu.com.     IN    A    9.101.204.109
ioxjlveq.xw.lzu.com.     IN    A    95.71.236.59
wxareplf.xw.lzu.com.     IN    A    205.215.78.30
tdpxevkb.xw.lzu.com.     IN    A    210.223.77.76
ejfswvnd.xw.lzu.com.     IN    A    31.121.2.213
ockdmwux.xw.lzu.com.     IN    A    16.134.69.201
wpjygruf.xw.lzu.com.     IN    A    8.198.181.30
djxecmwv.xw.lzu.com.     IN    A    203.23.177.150
ejpufvat.xw.lzu.com.     IN    A    60.159.54.14
ktgpcjdn.xw.lzu.com.     IN    A    183.213.39.47
mgfjpcbr.xw.lzu.com.     IN    A    136.218.136.239
gokqpxhi.xw.lzu.com.     IN    A    67.187.62.215
vsxnydej.xw.lzu.com.     IN    A    111.221.105.129
olvdahsp.xw.lzu.com.     IN    A    115.114.58.112
aykqfntb.xw.lzu.com.     IN    A    230.49.17.122
fdhwviqk.xw.lzu.com.     IN    A    16.85.85.113
qadujspf.xw.lzu.com.     IN    A    96.128.83.226
cprxislb.xw.lzu.com.     IN    A    112.125.131.100
uxmlgodf.xw.lzu.com.     IN    A    215.97.90.242
blrxuvej.xw.lzu.com.     IN    A    163.245.168.4
vbgtymhc.xw.lzu.com.     IN    A    179.103.179.14
lmqxuaeo.xw.lzu.com.     IN    A    33.44.164.134
hdsnlvpr.xw.lzu.com.     IN    A    114.243.163.33
bnksdaxl.xw.lzu.com.     IN    A    39.207.246.70
akdhoynm.xw.lzu.com.     IN    A    206.151.133.89
ulwnsrgq.xw.lzu.com.     IN    A    93.16.158.233
qpuxcnwr.xw.lzu.com.     IN    A    193.136.102.89
glhfxdbm.xw.lzu.com.     IN    A    253.86.212.185
adqsgrwi.xw.lzu.com.     IN    A    165.13.30.207
cmuvykdi.xw.lzu.com.     IN    A    154.29.180.248
tspgelux.xw.lzu.com.     IN    A    61.60.77.178
wpjcasul.xw.lzu.com.     IN    A    55.216.132.24
uwrkxies.xw.lzu.com.     IN    A    51.204.25.15
soetxril.xw.lzu.com.     IN    A    95.0.73.113
avypkeit.xw.lzu.com.     IN    A    136.196.178.0
mitagpdc.xw.lzu.com.     IN    A    245.178.105.235
oxpucwgk.xw.lzu.com.     IN    A    28.35.222.97
fpkeiwjv.xw.lzu.com.     IN    A    102.135.178.121
cxenykal.xw.lzu.com.     IN    A    136.56.0.78
xtqjorvi.xw.lzu.com.     IN    A    114.195.214.199
jsnmvlou.xw.lzu.com.     IN    A    217.170.31.91
srmdtgyi.xw.lzu.com.     IN    A    59.146.229.60
nstavibw.xw.lzu.com.     IN    A    205.217.77.144
dpmalqio.xw.lzu.com.     IN    A    179.250.91.238
umnorvid.xw.lzu.com.     IN    A    60.173.99.199
wphjitgr.xw.lzu.com.     IN    A    196.179.31.107
wgqdocxe.xw.lzu.com.     IN    A    229.216.39.208
pbtuhacd.xw.lzu.com.     IN    A    222.16.18.47
srheyvum.xw.lzu.com.     IN    A    50.61.141.22
entgsiwv.xw.lzu.com.     IN    A    213.135.204.45
xcdrsfmw.xw.lzu.com.     IN    A    79.38.104.162
wakhscqo.xw.lzu.com.     IN    A    188.109.32.183
tmfdylge.xw.lzu.com.     IN    A    156.251.104.79
btjyvrup.xw.lzu.com.     IN    A    255.32.173.111
mxcfyqhb.xw.lzu.com.     IN    A    97.138.244.129
vyjsktel.xw.lzu.com.     IN    A    203.90.241.157
qiludkmg.xw.lzu.com.     IN    A    144.245.198.28
wodsunkq.xw.lzu.com.     IN    A    13.225.234.35
vwlyueqp.xw.lzu.com.     IN    A    29.183.205.134
wlokhgyp.xw.lzu.com.     IN    A    105.125.77.180
eqdfmhbj.xw.lzu.com.     IN    A    35.32.125.60
smjbnfut.xw.lzu.com.     IN    A    108.210.141.79
hynufsgx.xw.lzu.com.     IN    A    60.88.57.239
vxhpoile.xw.lzu.com.     IN    A    119.12.229.243
oetxbkjg.xw.lzu.com.     IN    A    175.211.117.78
cfuxinsa.xw.lzu.com.     IN    A    115.57.57.71
vlghjsru.xw.lzu.com.     IN    A    12.178.185.29
vlaoqpmt.xw.lzu.com.     IN    A    85.185.124.216
emjdswgn.xw.lzu.com.     IN    A    124.246.110.25
kudnwmtj.xw.lzu.com.     IN    A    3.18.123.74
oltvxubg.xw.lzu.com.     IN    A    79.211.9.206
wnxrkych.xw.lzu.com.     IN    A    130.136.193.184
flxbrdmp.xw.lzu.com.     IN    A    173.112.15.160
gsreaijx.xw.lzu.com.     IN    A    240.177.161.77
qdbjleow.xw.lzu.com.     IN    A    110.174.107.19
xhfvourc.xw.lzu.com.     IN    A    88.75.17.152
kqvsibmg.xw.lzu.com.     IN    A    115.83.115.13
uflwiomd.xw.lzu.com.     IN    A    170.89.202.66
gswpyliq.xw.lzu.com.     IN    A    189.108.229.80
rkduoixt.xw.lzu.com.     IN    A    152.145.219.125
mjkcuebt.xw.lzu.com.     IN    A    151.187.15.133
nrylvdhw.xw.lzu.com.     IN    A    113.247.163.129
lanrkigh.xw.lzu.com.     IN    A    63.50.167.33
pbkohrle.xw.lzu.com.     IN    A    101.90.166.67
cjwanhpg.xw.lzu.com.     IN    A    46.181.202.244
caoktbjl.xw.lzu.com.     IN    A    109.180.179.142
obupvasg.xw.lzu.com.     IN    A    236.80.202.169
mxwdvcnu.xw.lzu.com.     IN    A    77.167.156.154
pglknchd.xw.lzu.com.     IN    A    76.228.159.139
fhetysmd.xw.lzu.com.     IN    A    133.79.5.35
ytiheqvc.xw.lzu.com.     IN    A    22.168.175.59
phixruqm.xw.lzu.com.     IN    A    190.48.70.79
ogvlfnsb.xw.lzu.com.     IN    A    189.18.99.217
kaxhetwo.xw.lzu.com.     IN    A    225.70.127.214
odiwexnf.xw.lzu.com.     IN    A    168.180.52.222
eqbfjcwh.xw.lzu.com.     IN    A    229.218.181.77
jpeubivw.xw.lzu.com.     IN    A    163.197.222.227
owaltmpg.xw.lzu.com.     IN    A    188.136.182.241
hinpvldb.xw.lzu.com.     IN    A    80.201.47.124
ebidwnsu.xw.lzu.com.     IN    A    239.143.140.184
psrbjdht.xw.lzu.com.     IN    A    44.53.217.233
mdkgtbsv.xw.lzu.com.     IN    A    124.225.104.245
absetmwn.xw.lzu.com.     IN    A    147.160.133.70
xpomcuga.xw.lzu.com.     IN    A    182.234.73.163
pankxgbt.xw.lzu.com.     IN    A    176.166.126.122
wsiauhxc.xw.lzu.com.     IN    A    168.75.128.51
lrcmvket.xw.lzu.com.     IN    A    176.137.182.234
cwlgdhjy.xw.lzu.com.     IN    A    191.229.56.173
bsqyechm.xw.lzu.com.     IN    A    40.175.218.192
wkxtoqun.xw.lzu.com.     IN    A    117.102.227.97
cfkbepjl.xw.lzu.com.     IN    A    221.104.83.32
xepnlvfo.xw.lzu.com.     IN    A    234.36.244.124
ryogievf.xw.lzu.com.     IN    A    174.131.220.84
rfuvhwla.xw.lzu.com.     IN    A    177.29.35.32
ubceghlr.xw.lzu.com.     IN    A    115.136.252.11
jtlwuxrs.xw.lzu.com.     IN    A    160.95.220.128
yqiuktjb.xw.lzu.com.     IN    A    180.201.52.82
bqhufmry.xw.lzu.com.     IN    A    99.100.103.20
mbjquoyl.xw.lzu.com.     IN    A    0.168.78.133
alciobyp.xw.lzu.com.     IN    A    103.97.85.239
avwujqxg.xw.lzu.com.     IN    A    143.232.109.89
dgsaecnl.xw.lzu.com.     IN    A    143.137.234.90
mkwcriqa.xw.lzu.com.     IN    A    193.89.3.9
jwrtycpg.xw.lzu.com.     IN    A    142.136.142.67
lsvgomnh.xw.lzu.com.     IN    A    80.174.78.2
ufyljnoe.xw.lzu.com.     IN    A    102.73.91.209
lanqtkig.xw.lzu.com.     IN    A    129.156.1.18
jsluwnrg.xw.lzu.com.     IN    A    36.159.242.68
qxthnyis.xw.lzu.com.     IN    A    0.90.119.97
syqgwxrn.xw.lzu.com.     IN    A    99.123.6.46
khrmpbfo.xw.lzu.com.     IN    A    124.137.229.155
chpiqgsj.xw.lzu.com.     IN    A    126.55.135.128
fcpemhxk.xw.lzu.com.     IN    A    14.54.57.15
widucnfo.xw.lzu.com.     IN    A    87.102.244.33
resinlud.xw.lzu.com.     IN    A    144.120.146.167
qbiupxtm.xw.lzu.com.     IN    A    200.232.95.255
sdehaqjy.xw.lzu.com.     IN    A    80.135.233.185
htcdbqsp.xw.lzu.com.     IN    A    149.249.42.242
ycvkoeia.xw.lzu.com.     IN    A    122.254.215.214
rkypuqbj.xw.lzu.com.     IN    A    180.204.148.33
baufhgtl.xw.lzu.com.     IN    A    50.231.56.83
lhkpcavw.xw.lzu.com.     IN    A    95.17.234.242
wlqdyfmh.xw.lzu.com.     IN    A    112.111.171.200
evryftmk.xw.lzu.com.     IN    A    163.103.59.186
yowgbdhp.xw.lzu.com.     IN    A    157.76.136.189
rhkstcfv.xw.lzu.com.     IN    A    51.33.101.220
igxkvyfp.xw.lzu.com.     IN    A    111.64.254.118
fgehlbqt.xw.lzu.com.     IN    A    56.120.227.111
terhijdv.xw.lzu.com.     IN    A    14.116.231.103
durjskob.xw.lzu.com.     IN    A    236.170.116.172
pwjhxtfs.xw.lzu.com.     IN    A    39.47.100.225
xbfwriaj.xw.lzu.com.     IN    A    148.114.141.34
swnkrbcq.xw.lzu.com.     IN    A    220.46.216.165
ajklsqmc.xw.lzu.com.     IN    A    56.211.123.33
uhjfmqod.xw.lzu.com.     IN    A    151.110.227.185
fjgptvrq.xw.lzu.com.     IN    A    234.70.113.147
kwbocuxe.xw.lzu.com.     IN    A    10.57.236.240
jntsybvl.xw.lzu.com.     IN    A    104.170.9.166
mkqsjbiy.xw.lzu.com.     IN    A    71.214.13.0
rslgywvo.xw.lzu.com.     IN    A    133.16.245.233
hrxebtni.xw.lzu.com.     IN    A    123.134.232.188
muaiegyj.xw.lzu.com.     IN    A    11.208.186.169
sicgkpnd.xw.lzu.com.     IN    A    232.163.11.47
myrensdx.xw.lzu.com.     IN    A    45.236.19.92
iwsoabhy.xw.lzu.com.     IN    A    49.12.12.217
formklce.xw.lzu.com.     IN    A    91.1.113.75
eotpmyvk.xw.lzu.com.     IN    A    199.64.32.157
klmgvtuf.xw.lzu.com.     IN    A    215.173.103.22
mnoduyas.xw.lzu.com.     IN    A    135.163.115.219
sanymvdl.xw.lzu.com.     IN    A    246.225.35.23
acquwleb.xw.lzu.com.     IN    A    174.240.22.217
fgqskomj.xw.lzu.com.     IN    A    60.178.158.27
bdahonpc.xw.lzu.com.     IN    A    205.221.228.167
pdyjrvwq.xw.lzu.com.     IN    A    244.178.118.177
lvuiradc.xw.lzu.com.     IN    A    78.113.129.80
pxgvtilf.xw.lzu.com.     IN    A    228.227.114.88
kcdhiewn.xw.lzu.com.     IN    A    66.22.63.2
gviadfls.xw.lzu.com.     IN    A    205.197.195.74
hcxrysnw.xw.lzu.com.     IN    A    205.246.199.76
pbmlasne.xw.lzu.com.     IN    A    53.40.9.167
rvoenxcp.xw.lzu.com.     IN    A    19.239.191.40
hlugfnmj.xw.lzu.com.     IN    A    75.28.191.238
fbajgetv.xw.lzu.com.     IN    A    199.200.14.245
keolhcib.xw.lzu.com.     IN    A    182.147.84.173
vfsgqnym.xw.lzu.com.     IN    A    51.47.167.50
hmcuwjtb.xw.lzu.com.     IN    A    39.94.209.205
hujbfwmq.xw.lzu.com.     IN    A    20.103.58.154
ycuokjrg.xw.lzu.com.     IN    A    30.30.168.94
wljicvhm.xw.lzu.com.     IN    A    149.95.88.11
ubmtaprq.xw.lzu.com.     IN    A    193.117.45.18
miwlnsre.xw.lzu.com.     IN    A    6.146.183.50
wjcrqxue.xw.lzu.com.     IN    A    189.175.122.32
hurdetcw.xw.lzu.com.     IN    A    136.174.217.112
mngijwps.xw.lzu.com.     IN    A    167.208.61.24
vmylrgqn.xw.lzu.com.     IN    A    234.9.24.17
bwoltrpe.xw.lzu.com.     IN    A    37.55.240.176
rqjectda.xw.lzu.com.     IN    A    87.89.226.250
towhuiyg.xw.lzu.com.     IN    A    23.93.237.77
hbiersfq.xw.lzu.com.     IN    A    86.215.36.212
jispbelf.xw.lzu.com.     IN    A    139.151.247.15
rxowaipf.xw.lzu.com.     IN    A    13.34.186.111
nbjwxukp.xw.lzu.com.     IN    A    8.106.163.196
bylsugit.xw.lzu.com.     IN    A    142.196.76.223
bctaxskh.xw.lzu.com.     IN    A    3.141.5.19
fpiwvjme.xw.lzu.com.     IN    A    70.173.53.158
vtqoxlnu.xw.lzu.com.     IN    A    252.7.71.140
imnhfbdx.xw.lzu.com.     IN    A    127.38.126.208
ymhupkiv.xw.lzu.com.     IN    A    220.15.6.102
lxunamcw.xw.lzu.com.     IN    A    218.118.140.172
fvxceobp.xw.lzu.com.     IN    A    37.44.139.50
iqlcgnad.xw.lzu.com.     IN    A    163.233.186.30
fjeucldr.xw.lzu.com.     IN    A    19.118.167.221
wbxoprjh.xw.lzu.com.     IN    A    73.108.184.175
mnsvjwye.xw.lzu.com.     IN    A    28.31.199.191
pbdhnajr.xw.lzu.com.     IN    A    170.16.34.236
mljuskdi.xw.lzu.com.     IN    A    79.33.169.225
ndeuaotv.xw.lzu.com.     IN    A    250.36.152.61
ucthakio.xw.lzu.com.     IN    A    222.48.68.220
alovbgmf.xw.lzu.com.     IN    A    106.112.189.58
phfqtrdk.xw.lzu.com.     IN    A    238.184.182.67
eqtlgykf.xw.lzu.com.     IN    A    144.133.175.227
aifdpgyc.xw.lzu.com.     IN    A    237.135.70.94
vbfgiotq.xw.lzu.com.     IN    A    99.81.86.48
yrjdaltb.xw.lzu.com.     IN    A    9.16.3.240
thbpmgqj.xw.lzu.com.     IN    A    117.174.68.241
vxitgrab.xw.lzu.com.     IN    A    91.190.134.124
xugtcbli.xw.lzu.com.     IN    A    252.30.236.13
ihykqcul.xw.lzu.com.     IN    A    82.181.45.190
sawpofhr.xw.lzu.com.     IN    A    3.104.85.232
ucmqdwrj.xw.lzu.com.     IN    A    97.115.86.101
ulqijwkd.xw.lzu.com.     IN    A    38.42.11.56
ysfxbcqe.xw.lzu.com.     IN    A    130.129.74.6
okhtpvna.xw.lzu.com.     IN    A    211.84.71.100
rlpemavq.xw.lzu.com.     IN    A    182.95.74.192
nqgdtmpw.xw.lzu.com.     IN    A    208.216.66.128
sduapgty.xw.lzu.com.     IN    A    173.127.243.114
kfvoxtnw.xw.lzu.com.     IN    A    178.148.240.145
poywvtgd.xw.lzu.com.     IN    A    54.1.190.78
ondecfas.xw.lzu.com.     IN    A    217.192.214.162
haeyucwo.xw.lzu.com.     IN    A    137.39.50.123
hmkntgrc.xw.lzu.com.     IN    A    124.7.174.232
ladkuxgf.xw.lzu.com.     IN    A    165.175.213.127
dyrhlcju.xw.lzu.com.     IN    A    159.2.208.137
hkdasuof.xw.lzu.com.     IN    A    129.168.1.120
vjympgrw.xw.lzu.com.     IN    A    28.72.224.97
