; <<>> DiG 9.11.3-1ubuntu1.11-Ubuntu <<>> AXFR cqu.com. @ns2.cqu.edu.
;; global options: +cmd

@               			      14400 IN SOA	ns1.cqu.com. james.cqu.edu. 19122302 14400 3600 2419200 14400
cqu.com.			      14400 IN NS	ns1.cqu.com.
ns1.cqu.com.			      14400 IN A	10.166.21.15

www.cqu.com.		      14400 IN NS	ns1.www.cqu.com.
ns1.www.cqu.com.		      14400 IN A		10.166.21.12

sci.cqu.com.		      14400 IN NS	ns1.sci.cqu.com.
ns1.sci.cqu.com.		      14400 IN A		10.166.21.13

cse.cqu.com.		      14400 IN NS	ns1.cse.cqu.com.
ns1.cse.cqu.com.		      14400 IN A		10.166.21.14

cqu.com.			      14400 IN MX	10 csetp.cqu.edu.
cqu.com.			      14400 IN TXT	"v=spf1 a mx ~all"
vfhuijlw.cqu.com.        IN    A    142.128.14.166
vmafynlo.cqu.com.        IN    A    141.197.57.159
eupvakgl.cqu.com.        IN    A    103.181.190.239
tqmlfrwg.cqu.com.        IN    A    180.130.109.76
frpebsmi.cqu.com.        IN    A    144.131.9.13
bpodxlys.cqu.com.        IN    A    163.10.194.28
ihyklqwt.cqu.com.        IN    A    141.57.75.194
twrkeqxg.cqu.com.        IN    A    210.171.160.185
mpjtovux.cqu.com.        IN    A    115.67.197.146
wuyksoax.cqu.com.        IN    A    31.119.206.223
honxsqfc.cqu.com.        IN    A    236.33.57.217
jiwqsbxo.cqu.com.        IN    A    251.143.124.187
rlapctgb.cqu.com.        IN    A    152.197.149.125
sotmjypv.cqu.com.        IN    A    119.111.71.216
xqkcbdri.cqu.com.        IN    A    242.71.182.177
pbdensry.cqu.com.        IN    A    148.18.122.179
hkgwxore.cqu.com.        IN    A    113.253.12.6
afcsntye.cqu.com.        IN    A    189.29.220.147
vuplfmoe.cqu.com.        IN    A    231.199.0.79
vntmsrhj.cqu.com.        IN    A    191.122.20.180
wxhqsiod.cqu.com.        IN    A    9.159.132.101
gitjcmbr.cqu.com.        IN    A    159.28.112.9
owinupgc.cqu.com.        IN    A    149.192.49.124
qhirslyd.cqu.com.        IN    A    29.218.74.206
gmvelbdu.cqu.com.        IN    A    192.115.54.246
wqkcvjpu.cqu.com.        IN    A    59.186.33.130
sbfwhgjx.cqu.com.        IN    A    12.218.87.104
ncymuaek.cqu.com.        IN    A    13.136.113.239
qxkgtcpj.cqu.com.        IN    A    222.104.140.214
rwgohstn.cqu.com.        IN    A    211.217.123.174
ftjqihda.cqu.com.        IN    A    25.133.34.231
odxjeqkt.cqu.com.        IN    A    110.242.43.23
avtfwduy.cqu.com.        IN    A    255.143.68.194
vmjpwsak.cqu.com.        IN    A    32.129.62.123
dnreuwfv.cqu.com.        IN    A    16.139.174.27
lbdnxosq.cqu.com.        IN    A    22.251.160.253
tlwmsphv.cqu.com.        IN    A    49.193.19.72
hcnbxydm.cqu.com.        IN    A    82.175.220.69
hakpfytr.cqu.com.        IN    A    171.206.5.84
hqtajexs.cqu.com.        IN    A    100.96.28.163
rbiltapq.cqu.com.        IN    A    63.48.230.118
acrvtink.cqu.com.        IN    A    237.228.111.205
vyfborgx.cqu.com.        IN    A    42.49.254.240
rblekamx.cqu.com.        IN    A    173.28.132.136
jwvxlbcq.cqu.com.        IN    A    182.159.47.130
icdhtkmp.cqu.com.        IN    A    90.80.48.210
jmtklfix.cqu.com.        IN    A    102.90.70.210
pgdoyksc.cqu.com.        IN    A    96.230.162.133
jruskmbn.cqu.com.        IN    A    27.195.203.160
gqhrnicm.cqu.com.        IN    A    67.158.241.58
ustyfqxk.cqu.com.        IN    A    216.85.248.254
bmohurdq.cqu.com.        IN    A    190.253.92.13
gmnevqar.cqu.com.        IN    A    203.13.7.40
ewhxfsun.cqu.com.        IN    A    225.142.53.252
yftjhepc.cqu.com.        IN    A    63.109.182.54
usafihty.cqu.com.        IN    A    221.11.66.180
qvrgylub.cqu.com.        IN    A    67.83.56.85
urvjntix.cqu.com.        IN    A    99.248.234.212
jtwqygcx.cqu.com.        IN    A    134.248.158.30
hiwmveaq.cqu.com.        IN    A    10.129.220.90
wlndiopf.cqu.com.        IN    A    19.29.22.68
ivxfcybd.cqu.com.        IN    A    134.12.114.2
kaqtjsxp.cqu.com.        IN    A    53.88.224.78
wuprongh.cqu.com.        IN    A    72.172.38.20
qcdkltxj.cqu.com.        IN    A    39.244.74.82
ukysxghe.cqu.com.        IN    A    86.62.167.209
xefvyqwm.cqu.com.        IN    A    20.195.19.135
yalocdbw.cqu.com.        IN    A    27.33.216.114
wmulqcxg.cqu.com.        IN    A    249.180.99.3
lwrfpkxy.cqu.com.        IN    A    241.143.208.162
jexmkosu.cqu.com.        IN    A    244.3.171.162
vhilubqf.cqu.com.        IN    A    10.206.148.87
hgjcnapt.cqu.com.        IN    A    65.168.190.148
ujyvglfm.cqu.com.        IN    A    198.68.212.247
fnpkaleu.cqu.com.        IN    A    39.26.15.134
vdftugnw.cqu.com.        IN    A    106.77.66.116
ufgyibcx.cqu.com.        IN    A    155.194.123.135
jgodlbrv.cqu.com.        IN    A    103.191.88.11
nsvrlqfk.cqu.com.        IN    A    127.218.23.17
bvrdlsyt.cqu.com.        IN    A    58.254.106.53
spdgvkqb.cqu.com.        IN    A    57.121.154.183
qgclwneb.cqu.com.        IN    A    90.138.55.116
sltkafpd.cqu.com.        IN    A    240.94.4.75
mybfwqxl.cqu.com.        IN    A    156.98.241.51
iukaofjq.cqu.com.        IN    A    111.217.6.7
vxnghjkr.cqu.com.        IN    A    93.136.126.227
ykwmbjnx.cqu.com.        IN    A    4.93.148.188
vjdsqwme.cqu.com.        IN    A    232.163.180.51
pbrolyxd.cqu.com.        IN    A    146.168.208.92
whxjtfim.cqu.com.        IN    A    25.139.1.235
leqmasgy.cqu.com.        IN    A    14.237.236.40
einargdy.cqu.com.        IN    A    159.189.139.139
sfjetxpv.cqu.com.        IN    A    176.146.179.153
yxlsipwg.cqu.com.        IN    A    129.75.63.64
dfesrxlg.cqu.com.        IN    A    36.82.190.10
avtuobyc.cqu.com.        IN    A    56.98.107.61
joqrthac.cqu.com.        IN    A    36.3.251.172
psobihmd.cqu.com.        IN    A    216.19.179.45
rudifjle.cqu.com.        IN    A    106.200.173.220
arxsonpl.cqu.com.        IN    A    166.118.122.198
udipcmkf.cqu.com.        IN    A    1.117.42.217
mfewugcx.cqu.com.        IN    A    227.207.77.182
hkjpboai.cqu.com.        IN    A    6.217.239.234
wrsclyok.cqu.com.        IN    A    57.88.253.187
gumnsxap.cqu.com.        IN    A    212.142.46.165
mhybpjew.cqu.com.        IN    A    186.112.7.228
ymfcwpak.cqu.com.        IN    A    153.213.225.90
dleiahpf.cqu.com.        IN    A    223.198.142.235
eqhyfkls.cqu.com.        IN    A    1.183.88.80
mwnrlciu.cqu.com.        IN    A    28.142.228.8
rlndbpym.cqu.com.        IN    A    38.41.232.124
dveqmjiu.cqu.com.        IN    A    139.197.218.9
mtygnspa.cqu.com.        IN    A    233.147.109.254
utwnsaoi.cqu.com.        IN    A    183.9.55.83
kivmxlsj.cqu.com.        IN    A    220.171.207.252
fuobsxph.cqu.com.        IN    A    114.201.182.245
uldynxmh.cqu.com.        IN    A    185.37.213.125
alwefnry.cqu.com.        IN    A    101.11.231.237
luhmypoq.cqu.com.        IN    A    26.83.22.201
bgekqnto.cqu.com.        IN    A    168.55.118.99
bfdysglu.cqu.com.        IN    A    145.236.216.176
lswrfqxh.cqu.com.        IN    A    131.206.171.106
hdyoptnl.cqu.com.        IN    A    187.233.10.202
bcdhtsyn.cqu.com.        IN    A    176.182.75.115
rhsdnulc.cqu.com.        IN    A    238.158.126.69
pxbhiyqg.cqu.com.        IN    A    229.130.215.116
qrclwsnj.cqu.com.        IN    A    180.126.188.191
xqnvgidk.cqu.com.        IN    A    139.237.205.125
ibvorjkf.cqu.com.        IN    A    113.20.228.50
hysujkgn.cqu.com.        IN    A    219.36.215.23
dbwfpnxh.cqu.com.        IN    A    239.65.126.59
uyfhjmwc.cqu.com.        IN    A    0.78.181.58
dxhorkwm.cqu.com.        IN    A    29.188.121.105
jpwvgito.cqu.com.        IN    A    38.177.13.138
bayjmogc.cqu.com.        IN    A    83.187.123.33
cihfkjyo.cqu.com.        IN    A    159.232.82.49
tclavrje.cqu.com.        IN    A    141.78.119.19
dsvowrkx.cqu.com.        IN    A    68.96.44.148
knsgcqaf.cqu.com.        IN    A    141.78.83.134
ofugnchd.cqu.com.        IN    A    73.149.177.205
ifdonbak.cqu.com.        IN    A    119.158.55.104
hjtxilsd.cqu.com.        IN    A    95.34.20.49
aovuxrsq.cqu.com.        IN    A    24.32.32.186
ikndmrlb.cqu.com.        IN    A    39.185.241.131
jsdgkwie.cqu.com.        IN    A    119.71.193.75
kluwhxft.cqu.com.        IN    A    31.100.248.223
bsinhjqg.cqu.com.        IN    A    178.228.48.47
epskjcrv.cqu.com.        IN    A    71.32.246.106
jipxmswv.cqu.com.        IN    A    113.203.165.238
tbmovfal.cqu.com.        IN    A    204.195.164.224
povclwga.cqu.com.        IN    A    116.64.216.204
dpfhmyna.cqu.com.        IN    A    218.107.248.201
bmuchgwy.cqu.com.        IN    A    22.55.75.228
plxyvcik.cqu.com.        IN    A    67.24.85.174
dpvmlkqu.cqu.com.        IN    A    44.227.5.234
fdpsvhiy.cqu.com.        IN    A    38.238.101.200
ndjwvmeb.cqu.com.        IN    A    88.215.50.26
yugoiqst.cqu.com.        IN    A    125.101.175.95
hgmpetdk.cqu.com.        IN    A    254.218.162.151
qkindces.cqu.com.        IN    A    242.100.123.99
efdurchw.cqu.com.        IN    A    248.243.91.170
wpkiqexd.cqu.com.        IN    A    117.191.154.31
gqxrdaml.cqu.com.        IN    A    235.202.42.70
kwhfpqcb.cqu.com.        IN    A    84.22.93.64
hodmykwj.cqu.com.        IN    A    77.137.109.46
fcwxrdkn.cqu.com.        IN    A    1.31.189.224
kvwqdgpo.cqu.com.        IN    A    182.130.11.125
eqrukaib.cqu.com.        IN    A    12.188.243.47
dhfjocas.cqu.com.        IN    A    246.96.51.62
vuqsfbko.cqu.com.        IN    A    85.164.88.17
krtufdbq.cqu.com.        IN    A    108.188.11.77
mbqtcpsk.cqu.com.        IN    A    188.97.255.176
tpxcfnro.cqu.com.        IN    A    135.168.137.164
xnweofyk.cqu.com.        IN    A    17.35.150.210
egkdublm.cqu.com.        IN    A    110.15.52.241
sfrdnqmy.cqu.com.        IN    A    131.139.63.201
gclvonta.cqu.com.        IN    A    117.91.6.235
wrcyafnj.cqu.com.        IN    A    122.193.3.156
sxtockay.cqu.com.        IN    A    202.114.194.26
ihatfkem.cqu.com.        IN    A    38.85.12.158
eifxlsan.cqu.com.        IN    A    101.38.29.92
uswlkcig.cqu.com.        IN    A    107.119.162.151
dpqylhts.cqu.com.        IN    A    106.109.153.154
xcgkabyr.cqu.com.        IN    A    176.175.33.190
gxokdncq.cqu.com.        IN    A    34.14.221.138
mdiwurvq.cqu.com.        IN    A    204.206.151.78
gcmsthvj.cqu.com.        IN    A    246.180.7.178
riymqdch.cqu.com.        IN    A    161.118.163.89
wdeqaopn.cqu.com.        IN    A    204.175.56.135
fvryqnti.cqu.com.        IN    A    161.54.7.62
dcshyvnr.cqu.com.        IN    A    134.232.9.168
xglkapvf.cqu.com.        IN    A    3.241.225.227
jsrlwkvo.cqu.com.        IN    A    36.152.188.52
oarfljyx.cqu.com.        IN    A    23.7.56.127
ymvfqalx.cqu.com.        IN    A    176.245.199.20
qflupbiv.cqu.com.        IN    A    21.51.245.203
xctvdnsi.cqu.com.        IN    A    190.102.120.145
ecfthyak.cqu.com.        IN    A    71.109.113.29
vqejsldm.cqu.com.        IN    A    221.90.218.75
bdfeptxg.cqu.com.        IN    A    184.87.103.144
smnfeiql.cqu.com.        IN    A    183.214.182.185
lymtgfrx.cqu.com.        IN    A    69.246.100.151
ydcnvequ.cqu.com.        IN    A    77.165.108.234
ptmguock.cqu.com.        IN    A    199.91.217.35
xtihandq.cqu.com.        IN    A    149.133.255.219
bxtrcjwv.cqu.com.        IN    A    194.221.140.251
dravhpwj.cqu.com.        IN    A    55.155.242.66
ncugrfie.cqu.com.        IN    A    50.146.243.48
shjcfira.cqu.com.        IN    A    243.75.60.77
ekrmjyfn.cqu.com.        IN    A    3.35.158.149
pnvmudat.cqu.com.        IN    A    176.219.178.156
mijarbuv.cqu.com.        IN    A    32.255.67.231
utjnmlfd.cqu.com.        IN    A    110.41.120.21
xupoqtsg.cqu.com.        IN    A    31.119.134.100
cpsrfkno.cqu.com.        IN    A    57.238.102.76
hbtgrwom.cqu.com.        IN    A    169.58.103.98
dokpqxaf.cqu.com.        IN    A    200.155.155.3
fyaexvkq.cqu.com.        IN    A    252.125.127.212
xycqfdar.cqu.com.        IN    A    202.246.49.42
fctjrwne.cqu.com.        IN    A    233.21.153.161
vmabrsug.cqu.com.        IN    A    32.89.120.74
urclthsi.cqu.com.        IN    A    19.221.232.239
ptsnldqf.cqu.com.        IN    A    133.53.216.157
xngwjbch.cqu.com.        IN    A    229.105.20.139
npadbksc.cqu.com.        IN    A    134.45.61.128
uoikendr.cqu.com.        IN    A    62.20.222.33
jfovxtpa.cqu.com.        IN    A    120.76.173.97
stgbomdh.cqu.com.        IN    A    198.24.244.249
dampybnx.cqu.com.        IN    A    193.27.138.43
ecdltuvm.cqu.com.        IN    A    48.190.80.218
hcplkvix.cqu.com.        IN    A    14.234.144.146
enmacpfk.cqu.com.        IN    A    126.123.60.54
iajownql.cqu.com.        IN    A    79.182.39.34
keogjmyi.cqu.com.        IN    A    156.199.164.65
hpvltgmq.cqu.com.        IN    A    69.184.116.216
sigulkqh.cqu.com.        IN    A    73.19.49.152
bgqkeavl.cqu.com.        IN    A    20.156.92.152
thnlkopf.cqu.com.        IN    A    104.227.124.251
btaowjsg.cqu.com.        IN    A    73.220.128.61
tnrywxvl.cqu.com.        IN    A    36.230.228.174
nkicvsuo.cqu.com.        IN    A    181.126.144.254
rkypxoqi.cqu.com.        IN    A    165.21.210.128
rckfyhpw.cqu.com.        IN    A    94.49.60.78
pveyixln.cqu.com.        IN    A    76.171.216.44
plsibnxv.cqu.com.        IN    A    82.193.187.188
klohiwab.cqu.com.        IN    A    20.203.87.201
ovltxkic.cqu.com.        IN    A    98.31.149.133
dkemjsor.cqu.com.        IN    A    153.125.157.223
powkgfni.cqu.com.        IN    A    124.159.88.223
kuhyovcb.cqu.com.        IN    A    103.121.86.71
uewtpmgb.cqu.com.        IN    A    224.9.164.10
yjxohnes.cqu.com.        IN    A    144.77.101.31
gnjrpmed.cqu.com.        IN    A    208.161.239.98
qwlopimn.cqu.com.        IN    A    109.31.171.46
dlhsgnky.cqu.com.        IN    A    138.115.69.106
vfdoicew.cqu.com.        IN    A    152.13.10.240
cmabejxr.cqu.com.        IN    A    241.188.198.240
uiotgcqr.cqu.com.        IN    A    15.149.200.151
csxngqih.cqu.com.        IN    A    212.217.191.228
auykegwv.cqu.com.        IN    A    191.66.145.164
iwbgnfuq.cqu.com.        IN    A    251.220.147.136
uashdtic.cqu.com.        IN    A    143.129.89.63
fpligkjw.cqu.com.        IN    A    201.223.228.142
cveosjwp.cqu.com.        IN    A    240.243.219.44
nqjolkxy.cqu.com.        IN    A    194.20.178.219
wiojphaf.cqu.com.        IN    A    90.123.194.105
oftebynk.cqu.com.        IN    A    182.140.114.212
gfhxtojq.cqu.com.        IN    A    139.209.177.246
dcsjawxe.cqu.com.        IN    A    87.66.13.36
jgbxvdca.cqu.com.        IN    A    93.137.52.8
yhrujfav.cqu.com.        IN    A    149.164.90.255
jryweimh.cqu.com.        IN    A    201.103.161.241
aqvkmilh.cqu.com.        IN    A    47.232.44.121
dpxviusb.cqu.com.        IN    A    136.130.247.88
ekqjmgwx.cqu.com.        IN    A    92.224.133.44
oiumtcva.cqu.com.        IN    A    246.28.138.125
cwgxspfa.cqu.com.        IN    A    26.125.75.193
vrumakpe.cqu.com.        IN    A    50.14.71.160
bghyilst.cqu.com.        IN    A    121.59.49.154
itvmjasf.cqu.com.        IN    A    67.60.183.7
tjruwpxs.cqu.com.        IN    A    38.76.171.140
gxbcdnty.cqu.com.        IN    A    106.191.25.177
nejwhflo.cqu.com.        IN    A    25.132.114.181
isewcktm.cqu.com.        IN    A    246.14.162.182
laoqshix.cqu.com.        IN    A    209.187.25.30
nevuiwyr.cqu.com.        IN    A    73.222.163.178
epraiohv.cqu.com.        IN    A    139.31.250.129
shyiftre.cqu.com.        IN    A    117.61.79.174
hsijaxqo.cqu.com.        IN    A    38.57.68.52
jgfylucr.cqu.com.        IN    A    23.53.253.66
vgjfueht.cqu.com.        IN    A    242.177.205.251
cnetkqbf.cqu.com.        IN    A    248.68.0.242
pethbxad.cqu.com.        IN    A    121.19.49.61
xptgskui.cqu.com.        IN    A    205.4.128.73
kmjegcuq.cqu.com.        IN    A    114.22.249.171
whmebvcu.cqu.com.        IN    A    196.208.185.240
tqjswoih.cqu.com.        IN    A    200.30.241.217
yqlbucxd.cqu.com.        IN    A    71.251.170.207
jvwuomib.cqu.com.        IN    A    178.101.197.139
yhxsmqcj.cqu.com.        IN    A    216.36.102.173
ckfrthdl.cqu.com.        IN    A    100.217.229.137
giofanbq.cqu.com.        IN    A    147.233.124.56
pmqkfiyv.cqu.com.        IN    A    2.254.194.143
mjcnruei.cqu.com.        IN    A    206.161.81.8
wjncobmx.cqu.com.        IN    A    137.70.73.116
yohcxfrg.cqu.com.        IN    A    183.239.181.25
aocwpgmt.cqu.com.        IN    A    246.176.27.145
jkfpteiq.cqu.com.        IN    A    5.141.199.72
twvkqpos.cqu.com.        IN    A    21.134.213.232
hldtkrbj.cqu.com.        IN    A    135.113.227.11
wanleycv.cqu.com.        IN    A    245.138.125.77
qioskejv.cqu.com.        IN    A    249.72.41.145
sekthxoa.cqu.com.        IN    A    62.233.247.13
gjspbyxo.cqu.com.        IN    A    195.103.123.77
wgykeqoj.cqu.com.        IN    A    137.72.182.25
fdjtkybh.cqu.com.        IN    A    189.238.146.255
finwejdh.cqu.com.        IN    A    116.154.141.246
gtsjxkfm.cqu.com.        IN    A    107.173.154.237
niybdjsh.cqu.com.        IN    A    120.12.67.254
ybjcerqs.cqu.com.        IN    A    60.167.38.79
vjhmnqcd.cqu.com.        IN    A    112.67.159.128
gabvterw.cqu.com.        IN    A    199.61.173.13
kfebyuhw.cqu.com.        IN    A    213.142.252.207
vogfnkrl.cqu.com.        IN    A    37.148.50.7
dtpheixu.cqu.com.        IN    A    53.237.116.178
awdlnhkt.cqu.com.        IN    A    103.177.66.4
nufitysa.cqu.com.        IN    A    26.87.0.147
jdkatipu.cqu.com.        IN    A    245.200.173.166
gxkeawdu.cqu.com.        IN    A    12.195.212.36
esybkwic.cqu.com.        IN    A    165.115.0.56
otyfjcnr.cqu.com.        IN    A    212.162.251.1
mwvnacgl.cqu.com.        IN    A    167.237.126.3
sjtxwehf.cqu.com.        IN    A    42.39.82.44
ijhnacwb.cqu.com.        IN    A    144.137.196.166
yjtsehcb.cqu.com.        IN    A    190.182.40.60
pfxiwchl.cqu.com.        IN    A    253.78.231.137
mnertgfb.cqu.com.        IN    A    120.199.244.51
wanuifse.cqu.com.        IN    A    144.246.7.153
ljwqdyvi.cqu.com.        IN    A    133.96.53.212
lvnykpos.cqu.com.        IN    A    193.102.237.164
jwycxgfd.cqu.com.        IN    A    69.56.141.57
xhrwfdig.cqu.com.        IN    A    51.214.232.119
neklavuj.cqu.com.        IN    A    180.250.188.150
uaksbldf.cqu.com.        IN    A    30.155.29.129
ergubtds.cqu.com.        IN    A    247.235.217.140
wagisfev.cqu.com.        IN    A    177.193.196.175
hesgnodx.cqu.com.        IN    A    40.247.85.224
jkxmyhaq.cqu.com.        IN    A    104.154.250.215
jvnlhmik.cqu.com.        IN    A    57.4.142.37
adxyshbn.cqu.com.        IN    A    62.241.179.33
kxbihldg.cqu.com.        IN    A    187.250.43.136
vdyjatws.cqu.com.        IN    A    62.182.135.55
xenmvdic.cqu.com.        IN    A    108.173.122.6
ptymurks.cqu.com.        IN    A    39.246.186.204
wnbsgkov.cqu.com.        IN    A    5.218.51.29
iadjvmrx.cqu.com.        IN    A    188.150.38.40
qelcxtjh.cqu.com.        IN    A    185.72.74.108
lpxwayou.cqu.com.        IN    A    200.107.149.77
soytjnhk.cqu.com.        IN    A    12.242.153.222
pmwcdejb.cqu.com.        IN    A    98.237.239.142
gqmaslwh.cqu.com.        IN    A    63.70.146.182
wrantmjl.cqu.com.        IN    A    224.24.195.92
xybtaroi.cqu.com.        IN    A    45.169.68.228
pnafdeux.cqu.com.        IN    A    81.16.17.89
ctvixekl.cqu.com.        IN    A    237.145.74.164
ktcdgsxn.cqu.com.        IN    A    18.60.1.208
ekuxwnia.cqu.com.        IN    A    41.184.140.74
fukrycaw.cqu.com.        IN    A    153.195.59.4
kfbrxmsi.cqu.com.        IN    A    35.4.134.141
agthdufe.cqu.com.        IN    A    109.188.17.119
naocuqjg.cqu.com.        IN    A    60.114.170.190
gsrufetj.cqu.com.        IN    A    195.119.155.96
tsxwovnp.cqu.com.        IN    A    247.110.221.150
siahgedb.cqu.com.        IN    A    1.190.25.11
ujxefiql.cqu.com.        IN    A    210.163.156.109
sfbpctga.cqu.com.        IN    A    125.189.184.178
flpeujrk.cqu.com.        IN    A    63.178.14.97
eqgmodlp.cqu.com.        IN    A    43.247.169.109
jkfeivct.cqu.com.        IN    A    207.19.64.71
kwpufxyj.cqu.com.        IN    A    47.190.141.3
vkqfasxc.cqu.com.        IN    A    128.216.162.170
jlkvmucg.cqu.com.        IN    A    63.95.34.155
ubiyoapw.cqu.com.        IN    A    9.205.139.139
pofekway.cqu.com.        IN    A    189.40.161.116
tpuxdaoj.cqu.com.        IN    A    8.100.4.194
yjhqmvce.cqu.com.        IN    A    144.244.233.144
wigaxqfp.cqu.com.        IN    A    158.225.72.217
yqokgbtf.cqu.com.        IN    A    253.51.31.199
hmejnvls.cqu.com.        IN    A    48.61.46.20
vrholtqy.cqu.com.        IN    A    244.173.13.207
uecjtbdn.cqu.com.        IN    A    93.142.193.196
lvkqupie.cqu.com.        IN    A    70.137.156.49
heuicowx.cqu.com.        IN    A    8.154.19.95
wyruabfv.cqu.com.        IN    A    0.221.87.215
ivhtgfue.cqu.com.        IN    A    166.148.83.255
xdtroqnc.cqu.com.        IN    A    124.37.170.133
ohbifnvm.cqu.com.        IN    A    172.50.117.171
ofmhnwjc.cqu.com.        IN    A    54.82.84.69
dnctvjiw.cqu.com.        IN    A    205.38.153.243
ktagovld.cqu.com.        IN    A    254.200.48.127
wqjxgeha.cqu.com.        IN    A    214.93.154.0
