www.xmu.com. 	14400	IN	SOA	ns1.www.xmu.com. james.xmu.edu. 19122302 14400 3600 2419200 14400
www.xmu.com.		    IN	NS ns1.www.xmu.com.
eurbafsp.www.xmu.com.    IN    A    64.209.248.97
lumvecxy.www.xmu.com.    IN    A    226.99.104.76
ojdcrtvw.www.xmu.com.    IN    A    89.233.254.159
lfjesunh.www.xmu.com.    IN    A    107.133.15.166
sqbkjpmw.www.xmu.com.    IN    A    110.25.181.167
xroygstf.www.xmu.com.    IN    A    30.135.219.127
thlgevaq.www.xmu.com.    IN    A    33.136.95.224
qfchypeb.www.xmu.com.    IN    A    155.157.197.157
rguecbmo.www.xmu.com.    IN    A    119.214.20.128
vdqpgxtk.www.xmu.com.    IN    A    137.112.101.88
bsgcvxeh.www.xmu.com.    IN    A    114.211.212.109
wyohqslv.www.xmu.com.    IN    A    120.35.217.233
cbdtrywg.www.xmu.com.    IN    A    138.126.105.212
uhyicadv.www.xmu.com.    IN    A    111.220.142.200
xiygbkjp.www.xmu.com.    IN    A    110.44.40.245
fhdprubo.www.xmu.com.    IN    A    70.166.21.104
prdfvysj.www.xmu.com.    IN    A    142.168.207.191
kyclunei.www.xmu.com.    IN    A    203.205.152.170
vjtxlonp.www.xmu.com.    IN    A    99.125.247.110
ynuxadol.www.xmu.com.    IN    A    221.36.198.158
svmdgbjl.www.xmu.com.    IN    A    106.29.164.189
lphomrkn.www.xmu.com.    IN    A    133.143.106.207
ytkcunmo.www.xmu.com.    IN    A    250.175.57.162
npdkyowx.www.xmu.com.    IN    A    243.84.227.144
gqaineol.www.xmu.com.    IN    A    168.23.121.171
sojrxdit.www.xmu.com.    IN    A    3.61.186.214
hbgtmwxo.www.xmu.com.    IN    A    182.248.19.125
jtfvnpmg.www.xmu.com.    IN    A    59.214.47.133
gulhaxsk.www.xmu.com.    IN    A    208.97.39.148
lhxaemiv.www.xmu.com.    IN    A    141.167.182.169
feiotvgj.www.xmu.com.    IN    A    149.213.207.195
hylwabrm.www.xmu.com.    IN    A    178.96.175.160
fnedupma.www.xmu.com.    IN    A    211.142.207.136
egcjoqpw.www.xmu.com.    IN    A    140.205.70.249
kybpqmat.www.xmu.com.    IN    A    137.119.241.42
agohivuk.www.xmu.com.    IN    A    20.153.251.177
klmcuivw.www.xmu.com.    IN    A    102.97.219.42
cmuaoxfe.www.xmu.com.    IN    A    113.42.53.182
cghrobdl.www.xmu.com.    IN    A    210.170.216.95
qiyoeglt.www.xmu.com.    IN    A    106.118.114.219
xmdwygqs.www.xmu.com.    IN    A    248.241.11.40
svtlqnec.www.xmu.com.    IN    A    29.229.93.17
lkrxnbws.www.xmu.com.    IN    A    50.174.84.117
ulwdocts.www.xmu.com.    IN    A    44.137.169.34
dylrgshq.www.xmu.com.    IN    A    40.219.199.224
uxlnckog.www.xmu.com.    IN    A    119.110.190.24
bfjoglux.www.xmu.com.    IN    A    235.35.255.66
lvdxjmka.www.xmu.com.    IN    A    10.15.164.61
epwvqhdc.www.xmu.com.    IN    A    228.182.245.120
kwlabtmq.www.xmu.com.    IN    A    5.154.20.38
mnrfeivx.www.xmu.com.    IN    A    63.172.189.149
yqlpkrwi.www.xmu.com.    IN    A    213.166.128.128
slofqpbx.www.xmu.com.    IN    A    156.35.58.9
tilohnxs.www.xmu.com.    IN    A    194.182.196.136
fnoqkmaj.www.xmu.com.    IN    A    101.190.179.186
mwnfteiu.www.xmu.com.    IN    A    27.121.219.163
gforpnxi.www.xmu.com.    IN    A    53.212.173.60
akrbshwx.www.xmu.com.    IN    A    208.19.9.81
kgcdjtue.www.xmu.com.    IN    A    15.141.217.145
qvaofsdm.www.xmu.com.    IN    A    16.4.211.160
lcpehmjs.www.xmu.com.    IN    A    60.64.185.200
bioglcfx.www.xmu.com.    IN    A    148.105.243.164
towahmxb.www.xmu.com.    IN    A    219.103.52.191
mnpoqvli.www.xmu.com.    IN    A    41.202.24.243
rvohytbl.www.xmu.com.    IN    A    198.86.116.153
klntaihc.www.xmu.com.    IN    A    189.104.172.30
tgmhaybr.www.xmu.com.    IN    A    232.44.121.188
vutoxbeh.www.xmu.com.    IN    A    215.45.48.231
cgtbeksh.www.xmu.com.    IN    A    87.53.43.178
cvprjfas.www.xmu.com.    IN    A    110.247.204.59
wcjpauyf.www.xmu.com.    IN    A    2.116.103.235
hlrwivax.www.xmu.com.    IN    A    29.92.116.240
lrvofgnh.www.xmu.com.    IN    A    202.214.231.33
gwchyonk.www.xmu.com.    IN    A    136.74.125.43
mvnfjkiy.www.xmu.com.    IN    A    239.238.206.156
xkgndjcr.www.xmu.com.    IN    A    167.106.247.146
jrdwtklx.www.xmu.com.    IN    A    144.131.234.202
ekjsftbl.www.xmu.com.    IN    A    172.178.150.150
pnqjhowf.www.xmu.com.    IN    A    196.170.253.190
urkmylip.www.xmu.com.    IN    A    221.175.105.248
xjlpncwk.www.xmu.com.    IN    A    165.89.204.43
mixvcngs.www.xmu.com.    IN    A    222.241.30.59
desbwfrv.www.xmu.com.    IN    A    103.77.193.58
caykdtrp.www.xmu.com.    IN    A    245.248.17.89
jrvdlqfs.www.xmu.com.    IN    A    151.79.178.46
hokrtsjy.www.xmu.com.    IN    A    158.8.83.227
numochdy.www.xmu.com.    IN    A    119.213.91.243
gjlioaep.www.xmu.com.    IN    A    45.20.52.149
slkjgned.www.xmu.com.    IN    A    118.160.103.97
qgkxryct.www.xmu.com.    IN    A    3.187.15.233
wfyqbgev.www.xmu.com.    IN    A    31.160.34.214
qtdkbeic.www.xmu.com.    IN    A    42.93.206.143
xhfvtbse.www.xmu.com.    IN    A    245.150.23.151
lqyxfpci.www.xmu.com.    IN    A    16.199.31.236
hndxucwb.www.xmu.com.    IN    A    139.154.82.70
olxentgv.www.xmu.com.    IN    A    194.118.198.200
soqylhua.www.xmu.com.    IN    A    44.119.184.126
qfuoyrxe.www.xmu.com.    IN    A    55.209.5.132
mqblaypf.www.xmu.com.    IN    A    92.173.115.69
mwfsuxdv.www.xmu.com.    IN    A    76.147.63.233
ouwnhcke.www.xmu.com.    IN    A    68.45.162.126
svjyueln.www.xmu.com.    IN    A    32.90.250.169
osnwdrmf.www.xmu.com.    IN    A    61.21.143.30
qlgndioa.www.xmu.com.    IN    A    65.194.6.213
qbxtpcwj.www.xmu.com.    IN    A    116.255.100.214
kgyewhds.www.xmu.com.    IN    A    171.80.2.172
cwptbhnv.www.xmu.com.    IN    A    252.91.42.139
hfygkuet.www.xmu.com.    IN    A    114.185.219.212
mglychix.www.xmu.com.    IN    A    102.58.19.190
lbpcnuks.www.xmu.com.    IN    A    67.11.34.20
kbuenfdp.www.xmu.com.    IN    A    36.26.5.113
lfgnrdmo.www.xmu.com.    IN    A    79.2.227.91
lwdkrasp.www.xmu.com.    IN    A    50.36.130.65
utwqjmiy.www.xmu.com.    IN    A    13.113.18.28
xobhitgu.www.xmu.com.    IN    A    74.145.92.38
bmdpnaog.www.xmu.com.    IN    A    173.170.216.119
cifpband.www.xmu.com.    IN    A    2.233.152.116
pakqwdvl.www.xmu.com.    IN    A    193.38.179.224
svaticjp.www.xmu.com.    IN    A    19.129.95.71
scfyekih.www.xmu.com.    IN    A    207.139.45.155
pvujwhmr.www.xmu.com.    IN    A    184.9.224.128
uacpmibr.www.xmu.com.    IN    A    89.198.48.224
twfujbnl.www.xmu.com.    IN    A    81.44.21.132
samyrknw.www.xmu.com.    IN    A    76.113.126.16
dwnjeoxy.www.xmu.com.    IN    A    8.62.120.198
cvuismfr.www.xmu.com.    IN    A    223.178.212.48
ygtqsubp.www.xmu.com.    IN    A    143.125.191.105
whpjmnfi.www.xmu.com.    IN    A    182.167.168.235
khsljwbv.www.xmu.com.    IN    A    30.126.174.149
twaxgmje.www.xmu.com.    IN    A    66.217.220.203
gcrfvkuh.www.xmu.com.    IN    A    101.18.23.89
ysdunxia.www.xmu.com.    IN    A    66.102.196.234
drpsmklx.www.xmu.com.    IN    A    87.23.166.8
klgscrtm.www.xmu.com.    IN    A    81.22.185.7
rvidlwga.www.xmu.com.    IN    A    17.17.215.129
ksdhgpbo.www.xmu.com.    IN    A    153.204.39.142
vhonijul.www.xmu.com.    IN    A    151.238.233.152
hqrunamx.www.xmu.com.    IN    A    157.132.148.171
ubipoxgc.www.xmu.com.    IN    A    54.115.196.71
ylwixtum.www.xmu.com.    IN    A    42.133.152.217
kfgdlbuh.www.xmu.com.    IN    A    246.49.19.70
auvoywdg.www.xmu.com.    IN    A    96.88.13.189
tfubkndi.www.xmu.com.    IN    A    70.141.94.230
hikcogxm.www.xmu.com.    IN    A    167.4.194.216
icpjawut.www.xmu.com.    IN    A    151.215.56.56
rpvtbhyo.www.xmu.com.    IN    A    150.101.212.106
dbalnvpo.www.xmu.com.    IN    A    57.139.214.132
lhxutcbq.www.xmu.com.    IN    A    144.159.57.138
yustqgaj.www.xmu.com.    IN    A    74.93.12.35
hstclfpa.www.xmu.com.    IN    A    194.72.140.156
qfkreptj.www.xmu.com.    IN    A    217.72.198.175
lchwagpu.www.xmu.com.    IN    A    104.109.229.126
eghrcxwa.www.xmu.com.    IN    A    226.125.87.174
inaqjfbd.www.xmu.com.    IN    A    108.68.137.249
reqlundc.www.xmu.com.    IN    A    108.156.238.191
rusdqmkn.www.xmu.com.    IN    A    197.18.227.237
uytainwq.www.xmu.com.    IN    A    86.254.94.0
jlhsbrkc.www.xmu.com.    IN    A    162.88.54.205
adnfqkop.www.xmu.com.    IN    A    135.241.103.194
igsmbvth.www.xmu.com.    IN    A    14.174.218.203
dohgbpxi.www.xmu.com.    IN    A    23.82.228.124
kpfghcqw.www.xmu.com.    IN    A    119.169.53.108
cisrofjb.www.xmu.com.    IN    A    255.137.254.29
slvmbxyg.www.xmu.com.    IN    A    73.41.45.75
elukpacs.www.xmu.com.    IN    A    130.163.251.31
trnwsphi.www.xmu.com.    IN    A    126.55.181.183
kleuwnfx.www.xmu.com.    IN    A    205.241.33.3
fxhjngyo.www.xmu.com.    IN    A    138.89.19.70
tlundies.www.xmu.com.    IN    A    111.57.22.97
psatwubq.www.xmu.com.    IN    A    175.75.233.25
fhrtlsev.www.xmu.com.    IN    A    136.87.127.33
uslcetrg.www.xmu.com.    IN    A    89.42.78.84
hlwmqasd.www.xmu.com.    IN    A    115.41.142.116
cfyurwam.www.xmu.com.    IN    A    84.83.116.18
btshaqjw.www.xmu.com.    IN    A    220.131.167.26
rqtuiwpg.www.xmu.com.    IN    A    238.99.127.1
ekwijgut.www.xmu.com.    IN    A    190.140.100.54
ndribklt.www.xmu.com.    IN    A    253.23.89.46
qhsupnxr.www.xmu.com.    IN    A    20.218.43.48
aeymuwst.www.xmu.com.    IN    A    247.11.221.7
chkradbi.www.xmu.com.    IN    A    111.109.10.182
pgdksxvr.www.xmu.com.    IN    A    239.134.176.5
hxwcqbat.www.xmu.com.    IN    A    110.34.247.19
senaxhwb.www.xmu.com.    IN    A    225.82.237.198
aqnorcfb.www.xmu.com.    IN    A    21.192.43.15
dqyghwlx.www.xmu.com.    IN    A    66.187.30.36
xsmyqvph.www.xmu.com.    IN    A    233.166.47.17
neykdswu.www.xmu.com.    IN    A    90.47.214.208
msagftby.www.xmu.com.    IN    A    2.164.62.34
pltshwqx.www.xmu.com.    IN    A    202.81.118.24
foludbyi.www.xmu.com.    IN    A    40.147.53.181
abcfhwdm.www.xmu.com.    IN    A    110.21.69.89
mlyhredu.www.xmu.com.    IN    A    142.171.248.255
beptsmru.www.xmu.com.    IN    A    125.96.231.15
eaikgfjn.www.xmu.com.    IN    A    54.153.184.130
fentmhiv.www.xmu.com.    IN    A    23.94.224.92
oqukncfp.www.xmu.com.    IN    A    105.151.243.181
vbxwogkm.www.xmu.com.    IN    A    241.201.62.136
bxsgacjd.www.xmu.com.    IN    A    60.50.187.223
mofgdvpr.www.xmu.com.    IN    A    20.129.235.55
tpkcaomb.www.xmu.com.    IN    A    57.44.9.139
ryxoaudj.www.xmu.com.    IN    A    19.233.63.38
tpjsnxmo.www.xmu.com.    IN    A    134.171.81.55
qoxedlru.www.xmu.com.    IN    A    136.75.104.194
phsdlewk.www.xmu.com.    IN    A    111.125.157.54
jxwbdghf.www.xmu.com.    IN    A    12.212.15.249
hgevsrkf.www.xmu.com.    IN    A    16.51.166.117
dmitnfrs.www.xmu.com.    IN    A    179.42.217.184
xrsegwkl.www.xmu.com.    IN    A    154.7.244.15
afrmxyki.www.xmu.com.    IN    A    94.109.252.65
stevxarp.www.xmu.com.    IN    A    240.169.109.113
nvrswfcx.www.xmu.com.    IN    A    250.185.9.41
eajyrbht.www.xmu.com.    IN    A    112.125.169.254
dfpqcaek.www.xmu.com.    IN    A    203.161.244.37
ugvjtcsw.www.xmu.com.    IN    A    140.242.235.254
udiblerf.www.xmu.com.    IN    A    184.223.22.8
rneysclk.www.xmu.com.    IN    A    169.43.62.5
xlkoungf.www.xmu.com.    IN    A    33.126.67.3
nosemvgi.www.xmu.com.    IN    A    190.107.189.92
byipvxjd.www.xmu.com.    IN    A    92.12.164.8
ulkofwjq.www.xmu.com.    IN    A    188.112.146.242
wkqntbcl.www.xmu.com.    IN    A    255.132.23.210
maxvehub.www.xmu.com.    IN    A    67.220.10.56
drmufwgj.www.xmu.com.    IN    A    142.51.197.35
iyxdotbc.www.xmu.com.    IN    A    154.185.55.226
arieboun.www.xmu.com.    IN    A    40.31.129.214
rbyjaxwm.www.xmu.com.    IN    A    3.208.65.16
itnpuker.www.xmu.com.    IN    A    223.47.165.45
wldxfivy.www.xmu.com.    IN    A    156.13.191.232
twgqejyr.www.xmu.com.    IN    A    210.94.134.68
vtlucmyi.www.xmu.com.    IN    A    117.141.207.189
ylxmsftj.www.xmu.com.    IN    A    156.12.160.45
sfaruvdk.www.xmu.com.    IN    A    101.231.133.177
fdswpqjy.www.xmu.com.    IN    A    156.111.82.186
ipxjlsqc.www.xmu.com.    IN    A    220.126.22.194
pvfrugke.www.xmu.com.    IN    A    191.189.243.171
jnxpdtfo.www.xmu.com.    IN    A    224.173.160.88
jmvnoclh.www.xmu.com.    IN    A    238.219.45.234
exkidmju.www.xmu.com.    IN    A    11.56.244.13
sckbpxmu.www.xmu.com.    IN    A    217.54.211.125
ikvonlxr.www.xmu.com.    IN    A    133.79.76.129
dovepmlg.www.xmu.com.    IN    A    209.96.5.234
mnadglse.www.xmu.com.    IN    A    161.85.122.230
ugjaedlx.www.xmu.com.    IN    A    59.101.197.219
nkcwsbom.www.xmu.com.    IN    A    56.62.129.199
auexogfw.www.xmu.com.    IN    A    232.211.222.4
fvdieoyh.www.xmu.com.    IN    A    94.57.25.73
tsyfjuci.www.xmu.com.    IN    A    22.28.155.254
lpoifbws.www.xmu.com.    IN    A    191.26.38.103
waycbxpv.www.xmu.com.    IN    A    173.49.45.213
ncfurmpo.www.xmu.com.    IN    A    72.38.200.103
tsnbcelh.www.xmu.com.    IN    A    114.244.103.126
rdipqxnm.www.xmu.com.    IN    A    204.240.64.83
orxcakie.www.xmu.com.    IN    A    70.78.234.7
cfnlvaor.www.xmu.com.    IN    A    59.40.11.246
cwvnbled.www.xmu.com.    IN    A    56.79.229.34
pnlftvkm.www.xmu.com.    IN    A    203.92.205.27
qsxlrwnh.www.xmu.com.    IN    A    91.160.76.226
ypxvchlq.www.xmu.com.    IN    A    68.84.140.234
wefjkbic.www.xmu.com.    IN    A    47.244.22.155
yvnxfwri.www.xmu.com.    IN    A    94.218.25.84
orauhnpl.www.xmu.com.    IN    A    16.171.111.173
veuhaxmt.www.xmu.com.    IN    A    84.4.235.225
jcukohpi.www.xmu.com.    IN    A    74.39.221.32
rymcbwas.www.xmu.com.    IN    A    144.160.78.254
kualbdyg.www.xmu.com.    IN    A    93.15.198.255
enkiujbw.www.xmu.com.    IN    A    57.168.5.174
chumldtp.www.xmu.com.    IN    A    42.124.125.30
xdsgkomu.www.xmu.com.    IN    A    157.33.148.171
opufmchl.www.xmu.com.    IN    A    245.67.38.158
fgaitorl.www.xmu.com.    IN    A    230.15.168.222
sfexbdno.www.xmu.com.    IN    A    247.184.200.156
sjfvryqi.www.xmu.com.    IN    A    182.158.150.7
yhgmboer.www.xmu.com.    IN    A    11.206.124.172
tnivbmdc.www.xmu.com.    IN    A    62.47.152.188
jwdpxuqo.www.xmu.com.    IN    A    144.5.74.41
qdesfoth.www.xmu.com.    IN    A    28.69.60.251
hxigfdbl.www.xmu.com.    IN    A    91.254.77.48
augdiyqv.www.xmu.com.    IN    A    137.204.200.225
rswfmngk.www.xmu.com.    IN    A    171.124.26.210
tmdcxyho.www.xmu.com.    IN    A    155.240.219.179
rwjvmynh.www.xmu.com.    IN    A    73.31.24.240
ipenyowj.www.xmu.com.    IN    A    136.48.62.157
jscidqul.www.xmu.com.    IN    A    246.106.161.57
xdmujcyb.www.xmu.com.    IN    A    212.196.116.235
oubedstw.www.xmu.com.    IN    A    37.199.105.227
ycxsjwld.www.xmu.com.    IN    A    210.188.224.169
nxiqcskd.www.xmu.com.    IN    A    228.223.104.45
qncblxpg.www.xmu.com.    IN    A    131.140.224.238
eatcxyid.www.xmu.com.    IN    A    45.140.249.76
qcnuwxjd.www.xmu.com.    IN    A    173.117.99.226
ojunsgam.www.xmu.com.    IN    A    94.21.8.234
uwanqvgy.www.xmu.com.    IN    A    184.174.81.151
qlsphegm.www.xmu.com.    IN    A    144.156.18.183
phfmrudt.www.xmu.com.    IN    A    41.108.180.249
ltsjbpgm.www.xmu.com.    IN    A    86.116.106.211
matdgrnu.www.xmu.com.    IN    A    136.121.166.6
qvnmtgde.www.xmu.com.    IN    A    246.1.223.108
mpfojqtv.www.xmu.com.    IN    A    250.190.193.52
acrnieyb.www.xmu.com.    IN    A    221.254.206.74
wtepnmqy.www.xmu.com.    IN    A    243.38.45.134
hstjmgby.www.xmu.com.    IN    A    185.200.60.31
omhralng.www.xmu.com.    IN    A    143.185.199.76
uwqvtanp.www.xmu.com.    IN    A    65.114.76.236
wdipuotc.www.xmu.com.    IN    A    57.245.156.55
dflsveih.www.xmu.com.    IN    A    137.140.75.142
cdxmiyvn.www.xmu.com.    IN    A    52.105.238.131
maqjexrc.www.xmu.com.    IN    A    2.83.42.159
dcjsemwo.www.xmu.com.    IN    A    53.30.168.198
gnqefdvm.www.xmu.com.    IN    A    43.195.90.144
urdaovfp.www.xmu.com.    IN    A    180.43.45.83
rtfwlqes.www.xmu.com.    IN    A    134.203.36.140
guseqvdi.www.xmu.com.    IN    A    170.229.33.150
mpjowsie.www.xmu.com.    IN    A    23.115.128.83
xtevkbhc.www.xmu.com.    IN    A    84.60.50.40
lfqisoby.www.xmu.com.    IN    A    64.182.111.17
ekfnxytw.www.xmu.com.    IN    A    147.224.179.248
kmfwupac.www.xmu.com.    IN    A    63.141.92.166
bsftxgmq.www.xmu.com.    IN    A    77.44.92.64
ixtovwrq.www.xmu.com.    IN    A    174.148.131.220
uxlvcwje.www.xmu.com.    IN    A    117.212.104.155
xahcrknu.www.xmu.com.    IN    A    118.103.228.139
wnajmotx.www.xmu.com.    IN    A    156.181.2.235
vtyeoupa.www.xmu.com.    IN    A    92.201.198.159
qutwimvp.www.xmu.com.    IN    A    196.149.123.134
lxowuepn.www.xmu.com.    IN    A    195.130.222.163
sdabruwo.www.xmu.com.    IN    A    121.127.14.160
fyndalso.www.xmu.com.    IN    A    194.35.84.94
wykigsml.www.xmu.com.    IN    A    114.238.146.67
yvsxhaec.www.xmu.com.    IN    A    20.169.40.67
bwlqutxe.www.xmu.com.    IN    A    14.246.234.122
rmocpybt.www.xmu.com.    IN    A    150.2.18.38
shalkrep.www.xmu.com.    IN    A    31.109.74.163
qejmwuvx.www.xmu.com.    IN    A    224.229.88.75
yfminurb.www.xmu.com.    IN    A    127.229.107.164
rkawjgod.www.xmu.com.    IN    A    34.175.146.127
janpcomi.www.xmu.com.    IN    A    49.159.237.203
weiaxloy.www.xmu.com.    IN    A    174.4.11.219
feyvjupr.www.xmu.com.    IN    A    95.58.54.126
bpsrxmiu.www.xmu.com.    IN    A    162.240.123.50
ymeqrbvx.www.xmu.com.    IN    A    62.234.20.88
ngbvquda.www.xmu.com.    IN    A    149.87.53.31
ocalgjui.www.xmu.com.    IN    A    233.64.4.148
ctyokiwh.www.xmu.com.    IN    A    63.39.16.183
kolewipg.www.xmu.com.    IN    A    113.232.101.199
ojlwvgkd.www.xmu.com.    IN    A    158.40.108.133
ukscxrai.www.xmu.com.    IN    A    155.68.167.157
ambjvrcf.www.xmu.com.    IN    A    216.155.182.207
amwpncev.www.xmu.com.    IN    A    172.36.40.246
mvudernf.www.xmu.com.    IN    A    200.255.1.180
gbiyltfr.www.xmu.com.    IN    A    35.43.33.219
wqfntpch.www.xmu.com.    IN    A    236.193.199.214
iwdxfokm.www.xmu.com.    IN    A    236.173.182.183
jrlputnq.www.xmu.com.    IN    A    45.191.13.6
argnbcps.www.xmu.com.    IN    A    77.132.202.242
vkpgcyrj.www.xmu.com.    IN    A    255.221.104.138
osfpvmhx.www.xmu.com.    IN    A    38.99.204.68
fahqjsrt.www.xmu.com.    IN    A    106.102.48.136
kmsifjqn.www.xmu.com.    IN    A    212.85.229.22
vrqfsnpk.www.xmu.com.    IN    A    220.4.42.125
peoafctr.www.xmu.com.    IN    A    125.112.129.49
cidorubh.www.xmu.com.    IN    A    157.74.154.16
urswaxmi.www.xmu.com.    IN    A    85.68.232.141
ymredovq.www.xmu.com.    IN    A    85.93.123.184
dekcoywn.www.xmu.com.    IN    A    139.224.154.45
isclxeqk.www.xmu.com.    IN    A    180.158.164.22
dgxflubm.www.xmu.com.    IN    A    118.136.169.124
ekdtybcr.www.xmu.com.    IN    A    5.86.164.197
howsyqjn.www.xmu.com.    IN    A    62.162.177.75
hurmntsq.www.xmu.com.    IN    A    200.186.149.93
qjgvadin.www.xmu.com.    IN    A    111.20.8.196
dxgmtuev.www.xmu.com.    IN    A    179.203.91.237
woihkfum.www.xmu.com.    IN    A    84.7.68.1
pnrmseqg.www.xmu.com.    IN    A    56.96.68.235
ijchuaxq.www.xmu.com.    IN    A    100.136.10.130
rhglvnws.www.xmu.com.    IN    A    21.199.87.139
vfudegir.www.xmu.com.    IN    A    215.203.98.111
wcjxnmib.www.xmu.com.    IN    A    31.61.123.180
oahretmg.www.xmu.com.    IN    A    124.170.92.237
hobypvju.www.xmu.com.    IN    A    51.125.32.69
fqithvle.www.xmu.com.    IN    A    92.67.44.205
lnxisqke.www.xmu.com.    IN    A    120.185.109.53
xqevcowb.www.xmu.com.    IN    A    134.151.8.77
phsrwobu.www.xmu.com.    IN    A    39.60.152.109
umlfjdat.www.xmu.com.    IN    A    121.43.175.94
neotasvd.www.xmu.com.    IN    A    56.194.6.75
hajslrpk.www.xmu.com.    IN    A    216.227.205.144
nveudroh.www.xmu.com.    IN    A    41.168.243.109
ipfqbtjr.www.xmu.com.    IN    A    139.152.125.100
batwcmjk.www.xmu.com.    IN    A    9.142.181.154
fjnemyac.www.xmu.com.    IN    A    97.78.41.223
lwcsduqa.www.xmu.com.    IN    A    16.227.247.67
ryvwqnta.www.xmu.com.    IN    A    242.237.18.13
uynpjivw.www.xmu.com.    IN    A    4.247.75.22
gfkxjdbv.www.xmu.com.    IN    A    194.196.70.189
cajtbpfe.www.xmu.com.    IN    A    108.111.27.201
xjcpbonq.www.xmu.com.    IN    A    123.155.114.80
kgiladph.www.xmu.com.    IN    A    228.143.19.183
xgscfqwd.www.xmu.com.    IN    A    119.251.94.70
djlftkup.www.xmu.com.    IN    A    253.20.218.124
bdnklwft.www.xmu.com.    IN    A    81.116.131.213
idqwmfot.www.xmu.com.    IN    A    218.89.165.149
ujlvokfh.www.xmu.com.    IN    A    109.157.110.193
xjotraqv.www.xmu.com.    IN    A    64.154.1.203
nikdaqhr.www.xmu.com.    IN    A    84.228.154.11
wybmluep.www.xmu.com.    IN    A    151.203.80.77
bekuanvc.www.xmu.com.    IN    A    195.193.248.124
ilkmcwat.www.xmu.com.    IN    A    113.46.239.182
ncfbqmkl.www.xmu.com.    IN    A    115.155.29.202
tbmjhxkl.www.xmu.com.    IN    A    65.30.21.109
ytnuwkhe.www.xmu.com.    IN    A    86.104.186.153
naoteqxg.www.xmu.com.    IN    A    177.185.235.160
vagwtxkh.www.xmu.com.    IN    A    241.48.58.135
ixtbvpkc.www.xmu.com.    IN    A    230.226.21.179
hwnfdoga.www.xmu.com.    IN    A    218.57.213.149
ecwauljm.www.xmu.com.    IN    A    132.129.95.143
lhnrqwcp.www.xmu.com.    IN    A    235.142.20.223
ctkxduep.www.xmu.com.    IN    A    175.129.77.43
obyrtlgq.www.xmu.com.    IN    A    105.133.251.186
fjhsaeqb.www.xmu.com.    IN    A    231.8.131.188
inraocbu.www.xmu.com.    IN    A    123.122.249.197
erimkpho.www.xmu.com.    IN    A    200.171.36.88
