; <<>> DiG 9.11.3-1ubuntu1.11-Ubuntu <<>> AXFR tju.com. @ns2.tju.edu.
;; global options: +cmd

@               			      14400 IN SOA	ns1.tju.com. james.tju.edu. 19122302 14400 3600 2419200 14400
tju.com.			      14400 IN NS	ns1.tju.com.
ns1.tju.com.			      14400 IN A	10.166.21.13

www.tju.com.		      14400 IN NS	ns1.www.tju.com.
ns1.www.tju.com.		      14400 IN A		10.166.21.14

science.tju.com.		      14400 IN NS	ns1.science.tju.com.
ns1.science.tju.com.		      14400 IN A		10.166.21.15

arch.tju.com.		      14400 IN NS	ns1.arch.tju.com.
ns1.arch.tju.com.		      14400 IN A		10.166.21.12

tju.com.			      14400 IN MX	10 archtp.tju.edu.
tju.com.			      14400 IN TXT	"v=spf1 a mx ~all"
fecoxwas.tju.com.        IN    A    151.1.206.133
drpmjyib.tju.com.        IN    A    154.231.114.234
ecyjxhli.tju.com.        IN    A    17.116.39.44
klmciupv.tju.com.        IN    A    168.247.25.138
hiorbxqk.tju.com.        IN    A    71.146.196.161
xvocdqgj.tju.com.        IN    A    197.253.171.68
erpbtvwj.tju.com.        IN    A    250.66.129.210
pnormwqh.tju.com.        IN    A    57.113.68.47
yumordis.tju.com.        IN    A    30.117.180.81
tbxdiqal.tju.com.        IN    A    159.196.233.153
ctvmxnua.tju.com.        IN    A    77.107.165.235
igchoque.tju.com.        IN    A    107.80.40.163
lhkictqf.tju.com.        IN    A    77.135.35.11
fgvxhjqi.tju.com.        IN    A    99.61.99.88
trckgsuy.tju.com.        IN    A    2.181.151.219
kgfldpjs.tju.com.        IN    A    15.127.17.189
yhdpvwks.tju.com.        IN    A    101.114.249.202
otnqrpxj.tju.com.        IN    A    161.8.46.215
yukrgfhn.tju.com.        IN    A    123.33.210.3
peonbudy.tju.com.        IN    A    200.210.130.177
ljwgrtmv.tju.com.        IN    A    246.244.83.239
cjrbfoya.tju.com.        IN    A    50.64.111.6
nuqcptoh.tju.com.        IN    A    131.196.36.164
rwbsfpoa.tju.com.        IN    A    124.25.189.61
qhfrwvmt.tju.com.        IN    A    226.190.4.57
gdoisecq.tju.com.        IN    A    88.160.110.121
kljxhqtf.tju.com.        IN    A    139.193.254.132
tsruwdqp.tju.com.        IN    A    195.243.255.232
novldkeq.tju.com.        IN    A    245.103.187.127
vxrnqhyu.tju.com.        IN    A    222.245.13.242
mskfelji.tju.com.        IN    A    176.69.143.243
mftqubyn.tju.com.        IN    A    190.53.103.156
uvfrdoqw.tju.com.        IN    A    81.102.124.234
ybsujrnh.tju.com.        IN    A    149.220.217.219
ckjxapdn.tju.com.        IN    A    157.180.172.125
ndiskuxr.tju.com.        IN    A    157.33.64.124
hijleofs.tju.com.        IN    A    17.22.95.91
ogrmxpkd.tju.com.        IN    A    128.69.181.215
liyeorkj.tju.com.        IN    A    214.165.165.56
vfhyrwgk.tju.com.        IN    A    223.15.214.132
hkwpijua.tju.com.        IN    A    136.188.249.113
sqnbvuoe.tju.com.        IN    A    204.32.202.122
xpbiacsq.tju.com.        IN    A    101.18.164.150
pgvxbqen.tju.com.        IN    A    239.234.57.163
hujgwaqc.tju.com.        IN    A    222.97.165.253
avmjcote.tju.com.        IN    A    211.160.96.86
aqhmnbyx.tju.com.        IN    A    115.121.82.20
trqxkgho.tju.com.        IN    A    192.253.229.30
vkwjqxub.tju.com.        IN    A    166.125.231.154
rwmdslvq.tju.com.        IN    A    8.186.121.61
ysnxpwjr.tju.com.        IN    A    223.193.70.81
verpausn.tju.com.        IN    A    13.29.23.7
arxhbelv.tju.com.        IN    A    190.123.122.128
ijyugesr.tju.com.        IN    A    138.155.187.229
wuadovfn.tju.com.        IN    A    121.126.95.9
sbqxafne.tju.com.        IN    A    113.112.26.93
vqxodawi.tju.com.        IN    A    219.80.198.2
sulkvqpo.tju.com.        IN    A    86.142.188.203
pnlmbwka.tju.com.        IN    A    69.68.175.226
scyakhlv.tju.com.        IN    A    16.41.50.218
jisxdupk.tju.com.        IN    A    168.60.95.29
bylvuipf.tju.com.        IN    A    204.39.227.168
vxatpgbn.tju.com.        IN    A    137.145.49.187
rnwkcpbu.tju.com.        IN    A    190.43.184.97
yvjfkmgh.tju.com.        IN    A    193.190.205.168
xevopfyk.tju.com.        IN    A    90.66.128.230
mxucikvh.tju.com.        IN    A    71.76.17.178
updcbswi.tju.com.        IN    A    98.80.184.120
xtpwmcsi.tju.com.        IN    A    193.137.102.55
oycpwadg.tju.com.        IN    A    93.192.122.4
aimxtfup.tju.com.        IN    A    22.150.146.170
ckjiufhl.tju.com.        IN    A    255.51.245.182
nxyrtwlv.tju.com.        IN    A    30.101.83.102
aptvgclb.tju.com.        IN    A    96.15.25.236
kvitcgnp.tju.com.        IN    A    140.116.144.98
ixcgrqwh.tju.com.        IN    A    181.181.12.221
dnbvyech.tju.com.        IN    A    164.97.51.148
iahcdfwx.tju.com.        IN    A    210.58.205.58
ajtbknhf.tju.com.        IN    A    181.117.244.72
lpnbcvgt.tju.com.        IN    A    15.247.134.166
bfnkcqsi.tju.com.        IN    A    148.31.28.8
obiwdxkc.tju.com.        IN    A    141.172.139.237
qugfhrpe.tju.com.        IN    A    89.187.83.160
grdevbth.tju.com.        IN    A    169.122.60.51
ipdvgyqm.tju.com.        IN    A    169.171.182.110
vufrbjca.tju.com.        IN    A    212.243.34.211
fbpcwxeg.tju.com.        IN    A    13.145.210.126
xnsfawuh.tju.com.        IN    A    95.6.24.0
wdtmrabv.tju.com.        IN    A    219.100.133.198
gklpmjhq.tju.com.        IN    A    25.147.251.96
lxidwfgm.tju.com.        IN    A    205.202.205.107
gxfoidaq.tju.com.        IN    A    114.76.18.57
cobqmush.tju.com.        IN    A    162.117.253.59
vtukawep.tju.com.        IN    A    79.52.219.206
shfnvjgb.tju.com.        IN    A    92.119.235.198
xckuylws.tju.com.        IN    A    50.208.24.245
uqsjdnte.tju.com.        IN    A    22.226.29.113
wnemotch.tju.com.        IN    A    134.178.149.50
jidkslpv.tju.com.        IN    A    80.86.70.10
vpiydtow.tju.com.        IN    A    54.96.218.188
nltjiyrm.tju.com.        IN    A    26.124.190.254
nukosqey.tju.com.        IN    A    186.128.160.122
sinjpkfo.tju.com.        IN    A    230.126.199.37
ayvglwuc.tju.com.        IN    A    65.94.183.173
cxefnuqb.tju.com.        IN    A    211.111.50.146
exhqlpgf.tju.com.        IN    A    143.11.99.29
wehnoklr.tju.com.        IN    A    239.3.54.39
lwigjvps.tju.com.        IN    A    145.208.82.19
premkvln.tju.com.        IN    A    131.154.145.179
uidvkwxl.tju.com.        IN    A    47.66.151.3
kopdbvwf.tju.com.        IN    A    24.26.201.121
ontelpwm.tju.com.        IN    A    167.236.155.131
bgjpyhrf.tju.com.        IN    A    104.89.215.202
kiuteoag.tju.com.        IN    A    45.98.225.22
dysjkfho.tju.com.        IN    A    139.152.248.113
ilbwfvec.tju.com.        IN    A    27.100.43.164
tdhfmopk.tju.com.        IN    A    224.155.78.141
duxrmqce.tju.com.        IN    A    177.106.244.32
wbmpvjyl.tju.com.        IN    A    192.135.255.18
fmekqhps.tju.com.        IN    A    88.88.60.1
yxpmjbcd.tju.com.        IN    A    41.144.53.155
tiymwxbd.tju.com.        IN    A    38.250.147.71
qcrgwkdp.tju.com.        IN    A    80.196.179.114
tqbjxphk.tju.com.        IN    A    217.176.5.23
lxmvjhry.tju.com.        IN    A    101.49.234.45
qastpyfo.tju.com.        IN    A    100.53.22.209
esudrklb.tju.com.        IN    A    186.29.133.55
mehwdrli.tju.com.        IN    A    157.232.161.67
nptiqeha.tju.com.        IN    A    25.237.213.118
ugxphmcy.tju.com.        IN    A    85.59.170.248
grkqjlbh.tju.com.        IN    A    76.116.40.140
gkydmfun.tju.com.        IN    A    190.10.95.37
rabfpdjk.tju.com.        IN    A    25.6.43.92
rlyhcqdj.tju.com.        IN    A    176.181.234.180
javohqdr.tju.com.        IN    A    213.222.155.0
qsyfdjho.tju.com.        IN    A    17.251.190.65
plnrkiqd.tju.com.        IN    A    41.42.5.200
mwgnseak.tju.com.        IN    A    161.162.130.221
lxpqucfb.tju.com.        IN    A    47.231.164.29
stklpfea.tju.com.        IN    A    172.66.16.7
bwecgvyt.tju.com.        IN    A    30.215.164.14
vousdkbq.tju.com.        IN    A    143.92.161.219
enrkvpxa.tju.com.        IN    A    162.226.174.44
tlhxkrjb.tju.com.        IN    A    240.124.199.106
vldhosux.tju.com.        IN    A    139.150.15.6
hkowgcdq.tju.com.        IN    A    193.226.224.77
yfqvehbx.tju.com.        IN    A    214.126.132.175
wixfovkl.tju.com.        IN    A    1.35.161.247
hiayouvj.tju.com.        IN    A    241.77.192.164
ixqbvkyj.tju.com.        IN    A    224.36.239.35
udcweikh.tju.com.        IN    A    150.163.245.83
fhandkeu.tju.com.        IN    A    111.42.63.222
fkrtwvos.tju.com.        IN    A    152.193.254.39
rqakcpbl.tju.com.        IN    A    82.35.241.218
mrfuklpx.tju.com.        IN    A    162.160.16.109
fjhwyrnv.tju.com.        IN    A    224.65.24.46
nofkjcda.tju.com.        IN    A    89.175.141.22
ahmfgryl.tju.com.        IN    A    51.11.247.132
ysqifkru.tju.com.        IN    A    57.59.128.194
bovulyha.tju.com.        IN    A    100.196.124.51
eqxcpubn.tju.com.        IN    A    104.189.170.111
tmbugjhv.tju.com.        IN    A    100.188.34.102
irbyemsf.tju.com.        IN    A    235.30.11.111
pmlrkxdw.tju.com.        IN    A    52.112.182.43
iomwqhvn.tju.com.        IN    A    159.88.135.211
aunftsmh.tju.com.        IN    A    228.55.3.1
smrqnyep.tju.com.        IN    A    71.149.118.76
rfyeosma.tju.com.        IN    A    134.101.228.8
pqlduxbt.tju.com.        IN    A    198.177.195.144
kilhrvyn.tju.com.        IN    A    144.238.31.71
ftmvusre.tju.com.        IN    A    147.156.228.105
mghxbcwy.tju.com.        IN    A    84.57.118.162
lknrepmg.tju.com.        IN    A    65.38.162.3
udybwtsr.tju.com.        IN    A    103.68.11.15
otxjfsdc.tju.com.        IN    A    174.82.201.136
cngjwqok.tju.com.        IN    A    52.43.37.162
xuqemvty.tju.com.        IN    A    127.21.21.115
fihvusba.tju.com.        IN    A    244.172.159.101
myfjveqi.tju.com.        IN    A    147.171.135.227
rhynkicp.tju.com.        IN    A    3.88.174.5
twnfurvs.tju.com.        IN    A    201.79.199.119
jhpbmkwl.tju.com.        IN    A    108.70.197.157
jqxybgnm.tju.com.        IN    A    22.231.187.167
hoqbydnm.tju.com.        IN    A    122.180.237.248
fhnvaswi.tju.com.        IN    A    136.214.99.96
vglbfmrp.tju.com.        IN    A    225.44.49.203
ivybpowu.tju.com.        IN    A    171.54.52.175
pwvyhbqg.tju.com.        IN    A    59.43.37.237
ltdgeofx.tju.com.        IN    A    83.7.171.48
uatskbqj.tju.com.        IN    A    218.211.237.146
npbfxlgd.tju.com.        IN    A    131.212.49.105
jvbyaokl.tju.com.        IN    A    46.73.189.167
dnxieokl.tju.com.        IN    A    0.12.92.74
drlpkonb.tju.com.        IN    A    52.231.183.98
ynkrawmp.tju.com.        IN    A    24.138.170.75
mkifjbyv.tju.com.        IN    A    14.136.58.24
ltkaghpb.tju.com.        IN    A    136.45.153.210
wnyeqpoc.tju.com.        IN    A    63.60.141.146
xuraemfc.tju.com.        IN    A    62.31.155.59
rexhsbut.tju.com.        IN    A    32.77.205.126
odugisew.tju.com.        IN    A    131.6.229.129
chvdxstl.tju.com.        IN    A    167.194.239.226
dpwoiehc.tju.com.        IN    A    216.162.3.76
klmcegnw.tju.com.        IN    A    243.60.97.253
vpaulyfr.tju.com.        IN    A    66.194.115.187
tijbqhnm.tju.com.        IN    A    223.186.131.6
lcsmjrbf.tju.com.        IN    A    197.152.246.216
spelarno.tju.com.        IN    A    55.138.207.100
yaxjhewt.tju.com.        IN    A    34.56.216.28
aublgyhk.tju.com.        IN    A    205.45.190.197
jvutgqed.tju.com.        IN    A    135.130.41.213
pdxucntk.tju.com.        IN    A    243.153.144.50
qhijyumx.tju.com.        IN    A    133.128.146.177
cwraokle.tju.com.        IN    A    15.167.208.141
lansujbr.tju.com.        IN    A    36.1.204.87
rskeqguy.tju.com.        IN    A    166.192.11.28
oyasfcpx.tju.com.        IN    A    174.126.186.242
ianmetdf.tju.com.        IN    A    248.132.141.44
cjulmrtx.tju.com.        IN    A    111.104.199.245
vdjhaqsg.tju.com.        IN    A    117.207.121.151
bayrmhoj.tju.com.        IN    A    23.45.0.74
sbepivwk.tju.com.        IN    A    50.205.191.28
kxqcgfev.tju.com.        IN    A    113.236.87.215
kwahrblp.tju.com.        IN    A    119.145.47.161
kiveuych.tju.com.        IN    A    156.176.9.71
vifqoydg.tju.com.        IN    A    201.223.9.13
kyjgpmrs.tju.com.        IN    A    52.213.219.110
cyfdbagv.tju.com.        IN    A    119.17.191.73
hjgwuibc.tju.com.        IN    A    34.79.92.23
ahqmsfpi.tju.com.        IN    A    210.144.176.5
csnvdbhu.tju.com.        IN    A    184.154.205.28
iodefmgs.tju.com.        IN    A    245.153.221.0
xmqlbvhn.tju.com.        IN    A    202.93.7.137
vrqgnjha.tju.com.        IN    A    169.109.193.74
wgydjlte.tju.com.        IN    A    238.247.39.66
asyflocu.tju.com.        IN    A    36.155.197.107
shacnbqk.tju.com.        IN    A    129.247.42.118
tomxhrsj.tju.com.        IN    A    94.64.13.99
mhnawkxq.tju.com.        IN    A    249.98.250.155
vqukjftm.tju.com.        IN    A    85.34.126.251
vwlhxsqb.tju.com.        IN    A    15.159.58.245
sxkrnwti.tju.com.        IN    A    115.244.112.8
jqifmblu.tju.com.        IN    A    183.127.161.0
gyxeaout.tju.com.        IN    A    162.187.176.234
mxdgqjcb.tju.com.        IN    A    227.184.118.175
ajyuxilq.tju.com.        IN    A    27.221.66.32
ogjvdbkf.tju.com.        IN    A    111.234.200.227
ofgxrtvk.tju.com.        IN    A    27.41.88.125
bfnlypdo.tju.com.        IN    A    239.43.11.110
utogywan.tju.com.        IN    A    230.70.87.208
qfxydewv.tju.com.        IN    A    8.191.234.228
fxndyqjk.tju.com.        IN    A    61.227.61.81
gjtcpofn.tju.com.        IN    A    139.242.3.105
dvgmeuxn.tju.com.        IN    A    158.18.233.239
qdwbenrf.tju.com.        IN    A    13.36.124.97
ulvxftmw.tju.com.        IN    A    135.241.49.190
vbyewiql.tju.com.        IN    A    182.106.95.7
mykgjsae.tju.com.        IN    A    183.82.146.73
yxokvtbp.tju.com.        IN    A    241.190.22.194
dtcvrwun.tju.com.        IN    A    121.224.72.26
vohmikwt.tju.com.        IN    A    238.169.190.17
glpmuhyk.tju.com.        IN    A    146.116.176.58
jckfwqtr.tju.com.        IN    A    98.220.157.196
gbcwsdvx.tju.com.        IN    A    77.13.121.251
feotwrsb.tju.com.        IN    A    30.136.59.138
jckiprmy.tju.com.        IN    A    177.11.154.215
rtwmdcox.tju.com.        IN    A    24.61.230.139
msthcwpb.tju.com.        IN    A    84.102.66.38
sdumxlwf.tju.com.        IN    A    255.254.254.158
ymtwbirn.tju.com.        IN    A    187.86.80.20
tjofvldb.tju.com.        IN    A    22.187.133.245
ytejfwvm.tju.com.        IN    A    64.210.44.170
vwgjupqc.tju.com.        IN    A    124.116.153.224
mrauchie.tju.com.        IN    A    30.105.7.20
ulwcmnor.tju.com.        IN    A    228.47.77.35
nidgmvfl.tju.com.        IN    A    233.105.124.95
qwxtvukd.tju.com.        IN    A    250.245.249.222
msvqgldp.tju.com.        IN    A    230.114.253.73
mewuafbh.tju.com.        IN    A    134.42.173.49
fvnuicqj.tju.com.        IN    A    0.20.156.215
mrunxywl.tju.com.        IN    A    206.192.67.233
jtkhbrqy.tju.com.        IN    A    99.18.144.19
jlsxqibr.tju.com.        IN    A    228.57.201.32
ugndtaop.tju.com.        IN    A    181.241.18.158
kvgwxrsy.tju.com.        IN    A    38.100.84.121
tembilcq.tju.com.        IN    A    169.243.66.200
veiunjkx.tju.com.        IN    A    220.111.255.166
eduhmwkj.tju.com.        IN    A    131.142.250.5
nerogpqi.tju.com.        IN    A    209.220.240.87
orakmwdf.tju.com.        IN    A    116.22.33.70
ikbuogcf.tju.com.        IN    A    81.180.232.111
xnwapier.tju.com.        IN    A    39.57.76.145
bqlahdyo.tju.com.        IN    A    250.127.86.94
smykbwda.tju.com.        IN    A    241.85.182.46
xgqedcly.tju.com.        IN    A    159.97.228.245
pbslrgny.tju.com.        IN    A    225.74.65.23
wltqcrbm.tju.com.        IN    A    1.85.230.61
kmjbyhpr.tju.com.        IN    A    184.170.206.238
cfxpmnab.tju.com.        IN    A    143.251.249.114
udgrlfcv.tju.com.        IN    A    27.213.84.227
kxisdgmw.tju.com.        IN    A    188.128.176.15
hmogyeqn.tju.com.        IN    A    82.154.131.237
gomvrebu.tju.com.        IN    A    92.248.120.126
ohlncifg.tju.com.        IN    A    41.63.143.29
uodjlbcy.tju.com.        IN    A    44.103.87.99
rjflpkiu.tju.com.        IN    A    219.85.119.204
afenhldb.tju.com.        IN    A    84.190.224.43
galyvojf.tju.com.        IN    A    208.229.220.135
fmtqosyw.tju.com.        IN    A    126.230.160.216
twgpfunc.tju.com.        IN    A    31.1.35.48
wlheoxvm.tju.com.        IN    A    81.126.24.101
njbtkvgw.tju.com.        IN    A    116.47.198.120
ldkmtcni.tju.com.        IN    A    139.8.82.103
whfluvrt.tju.com.        IN    A    209.149.241.38
paitojck.tju.com.        IN    A    193.130.124.110
paseiohc.tju.com.        IN    A    58.216.133.155
abtwpnyi.tju.com.        IN    A    61.103.123.67
elqmicbg.tju.com.        IN    A    178.60.232.47
jgeuqwoi.tju.com.        IN    A    245.64.77.141
fspqtaxc.tju.com.        IN    A    38.105.224.245
qgcbnuhp.tju.com.        IN    A    25.158.194.156
foxairvj.tju.com.        IN    A    23.255.85.110
iaxoselp.tju.com.        IN    A    199.213.250.182
njwspxba.tju.com.        IN    A    143.5.80.242
yelpivxg.tju.com.        IN    A    42.88.22.182
uitdrhqs.tju.com.        IN    A    216.86.66.102
apdwgocr.tju.com.        IN    A    15.69.171.162
getsmnaw.tju.com.        IN    A    139.128.253.12
qpvnockb.tju.com.        IN    A    52.215.21.203
ecsbifpg.tju.com.        IN    A    39.5.73.2
gqraoejb.tju.com.        IN    A    106.101.45.202
fobamevn.tju.com.        IN    A    22.146.146.31
pqafuvjl.tju.com.        IN    A    175.156.187.128
lqmhdikv.tju.com.        IN    A    13.189.177.79
stlqvjog.tju.com.        IN    A    189.255.176.224
vexhlkaq.tju.com.        IN    A    82.216.252.161
qinmjvbx.tju.com.        IN    A    220.153.243.85
evawhpfc.tju.com.        IN    A    6.50.2.235
sbpdrvhe.tju.com.        IN    A    113.204.239.46
uaipwjfb.tju.com.        IN    A    153.88.204.39
vryfjkqg.tju.com.        IN    A    141.128.227.151
xbkgevwh.tju.com.        IN    A    39.51.69.61
iyleofcj.tju.com.        IN    A    146.79.89.203
kmfivdcp.tju.com.        IN    A    191.164.194.127
qnxrtwvh.tju.com.        IN    A    60.230.227.172
yiuavgck.tju.com.        IN    A    44.100.84.126
gnoutqbi.tju.com.        IN    A    204.215.15.38
arspdclk.tju.com.        IN    A    205.195.6.151
stlfoqgp.tju.com.        IN    A    81.211.253.120
fdlkhiqa.tju.com.        IN    A    42.244.183.59
aoghducb.tju.com.        IN    A    210.130.155.159
mevgknqr.tju.com.        IN    A    85.104.195.137
uslqmdop.tju.com.        IN    A    233.100.47.31
gwxvjqky.tju.com.        IN    A    243.232.114.243
lqowbkax.tju.com.        IN    A    248.39.185.134
tgqsbehp.tju.com.        IN    A    194.135.242.135
qlndshiw.tju.com.        IN    A    130.239.106.226
barytpwn.tju.com.        IN    A    214.101.116.214
tvlmcquy.tju.com.        IN    A    234.159.105.192
qxposunm.tju.com.        IN    A    142.163.233.111
tklfodrp.tju.com.        IN    A    87.108.201.71
jaofymin.tju.com.        IN    A    184.103.15.43
myatkgnu.tju.com.        IN    A    7.157.15.114
sdchmwin.tju.com.        IN    A    148.97.216.242
ugvikewh.tju.com.        IN    A    125.3.15.29
ygecjvdp.tju.com.        IN    A    132.24.158.210
psaihnjr.tju.com.        IN    A    44.214.146.38
pjbwlsov.tju.com.        IN    A    121.153.61.114
fdxahupv.tju.com.        IN    A    129.83.184.70
hmxfybjp.tju.com.        IN    A    86.71.155.147
whjrgiqf.tju.com.        IN    A    107.95.113.35
vqbfxrui.tju.com.        IN    A    207.226.252.146
xcupovbm.tju.com.        IN    A    220.146.190.87
vfqinugs.tju.com.        IN    A    105.144.151.69
ujorenyh.tju.com.        IN    A    135.87.184.165
uharfmos.tju.com.        IN    A    113.198.52.105
ioaspxnr.tju.com.        IN    A    190.229.121.75
jmhbndsx.tju.com.        IN    A    248.112.68.147
smjbedya.tju.com.        IN    A    86.228.62.32
cqxnkrpl.tju.com.        IN    A    178.168.197.250
sejfxboi.tju.com.        IN    A    93.216.21.92
