; <<>> DiG 9.11.3-1ubuntu1.11-Ubuntu <<>> AXFR shu.com. @ns2.shu.edu.
;; global options: +cmd

@               			      14400 IN SOA	ns1.shu.com. james.shu.edu. 19122302 14400 3600 2419200 14400
shu.com.			      14400 IN NS	ns1.shu.com.
ns1.shu.com.			      14400 IN A	10.166.21.15

www.shu.com.		      14400 IN NS	ns1.www.shu.com.
ns1.www.shu.com.		      14400 IN A		10.166.21.12

ai.shu.com.		      14400 IN NS	ns1.ai.shu.com.
ns1.ai.shu.com.		      14400 IN A		10.166.21.13

sociology.shu.com.		      14400 IN NS	ns1.sociology.shu.com.
ns1.sociology.shu.com.		      14400 IN A		10.166.21.14

shu.com.			      14400 IN MX	10 sociologytp.shu.edu.
shu.com.			      14400 IN TXT	"v=spf1 a mx ~all"
xjpouivr.shu.com.        IN    A    226.45.200.29
uepngcmb.shu.com.        IN    A    93.147.10.40
oasrnxlt.shu.com.        IN    A    122.167.44.19
wvpacrun.shu.com.        IN    A    129.50.231.39
pfqoymvn.shu.com.        IN    A    195.150.37.203
anvcutpy.shu.com.        IN    A    61.251.1.190
fqhautil.shu.com.        IN    A    157.109.93.36
cedvjpiu.shu.com.        IN    A    140.200.138.54
qcwpmydx.shu.com.        IN    A    195.163.111.242
teabfcxg.shu.com.        IN    A    134.27.157.43
uqiagymr.shu.com.        IN    A    211.50.8.39
vejxwsug.shu.com.        IN    A    19.139.131.179
fdavpljs.shu.com.        IN    A    139.147.139.97
dgfvxjbe.shu.com.        IN    A    108.175.0.90
fvlaecio.shu.com.        IN    A    44.129.49.108
jkcvdbhm.shu.com.        IN    A    150.2.189.243
jmufsoyp.shu.com.        IN    A    40.225.211.162
maehuwoj.shu.com.        IN    A    160.199.199.103
maheqfiy.shu.com.        IN    A    225.45.41.158
ownfigsh.shu.com.        IN    A    81.195.17.13
islobywt.shu.com.        IN    A    195.59.91.25
pmqsbfad.shu.com.        IN    A    73.77.180.70
dfcosilu.shu.com.        IN    A    251.191.9.167
cumqwdta.shu.com.        IN    A    133.47.91.127
olknxbgf.shu.com.        IN    A    77.138.105.151
cmlxdoyh.shu.com.        IN    A    199.96.223.234
oiwkxpec.shu.com.        IN    A    249.54.106.106
rbnxuvko.shu.com.        IN    A    237.90.237.36
ropewbyl.shu.com.        IN    A    66.51.216.0
gvnwoimq.shu.com.        IN    A    238.174.134.153
cupnshfr.shu.com.        IN    A    89.3.120.6
msjhevwl.shu.com.        IN    A    116.162.246.254
sewxcgkv.shu.com.        IN    A    179.23.228.146
iymwqtsf.shu.com.        IN    A    125.55.133.158
lshcobtm.shu.com.        IN    A    238.107.87.202
opkfglha.shu.com.        IN    A    84.166.162.42
wkhefqnr.shu.com.        IN    A    224.65.175.8
buyvqanl.shu.com.        IN    A    33.48.242.72
riqhlpud.shu.com.        IN    A    46.26.115.118
yflgesuj.shu.com.        IN    A    105.30.1.144
ltwbkqpg.shu.com.        IN    A    42.48.39.231
xychfkva.shu.com.        IN    A    49.128.22.170
yiqhcmbf.shu.com.        IN    A    27.51.207.43
wmdkugrc.shu.com.        IN    A    134.45.62.54
sxjvuyeb.shu.com.        IN    A    187.114.45.146
peonblhq.shu.com.        IN    A    49.221.32.72
fulnxart.shu.com.        IN    A    151.67.157.99
gdwhuabv.shu.com.        IN    A    145.81.190.1
jmibgreo.shu.com.        IN    A    209.22.229.255
ljnufsgb.shu.com.        IN    A    85.195.143.81
xbrtoefn.shu.com.        IN    A    122.49.106.120
bmcqudfv.shu.com.        IN    A    202.114.56.111
yvsxqefp.shu.com.        IN    A    186.214.76.134
kswyihex.shu.com.        IN    A    222.189.59.36
uvtonfhi.shu.com.        IN    A    83.90.181.167
xeosqgpt.shu.com.        IN    A    117.177.49.84
ypqudmwc.shu.com.        IN    A    126.8.157.23
xlunafrs.shu.com.        IN    A    150.66.19.84
atmqdbyn.shu.com.        IN    A    56.44.95.177
crudlqsv.shu.com.        IN    A    70.34.235.110
fqhpsmvb.shu.com.        IN    A    219.71.225.83
srqtbyfk.shu.com.        IN    A    69.35.130.124
bgyfdnql.shu.com.        IN    A    144.138.181.235
jbnmhelv.shu.com.        IN    A    252.251.16.110
erolnpvi.shu.com.        IN    A    155.152.99.94
gjeahfdo.shu.com.        IN    A    174.227.165.193
ckfglumb.shu.com.        IN    A    191.15.11.242
mwaxiftr.shu.com.        IN    A    89.229.117.231
kbxmqelf.shu.com.        IN    A    155.96.106.10
rtkacdpv.shu.com.        IN    A    13.140.91.169
qisxaoud.shu.com.        IN    A    162.117.227.42
vqmsapgf.shu.com.        IN    A    66.137.130.16
ykxwfcts.shu.com.        IN    A    16.133.228.121
vdalbwpq.shu.com.        IN    A    219.224.128.130
blxywjtp.shu.com.        IN    A    170.187.212.109
mjeksloq.shu.com.        IN    A    149.141.81.145
fimnkdug.shu.com.        IN    A    148.82.112.80
wgsbyder.shu.com.        IN    A    187.76.44.122
pjugycwb.shu.com.        IN    A    67.12.184.39
nbvuwtxl.shu.com.        IN    A    57.70.239.119
ebiyqhor.shu.com.        IN    A    86.144.68.192
rljwfixd.shu.com.        IN    A    188.27.255.254
quseoptd.shu.com.        IN    A    130.249.182.52
utofemxw.shu.com.        IN    A    129.155.39.242
fygkomxs.shu.com.        IN    A    199.54.160.139
vkoabefh.shu.com.        IN    A    105.98.209.41
ketowrmx.shu.com.        IN    A    92.1.182.70
yhodftxa.shu.com.        IN    A    153.223.225.28
fpgldxcb.shu.com.        IN    A    142.43.245.218
mcwespya.shu.com.        IN    A    114.160.134.38
oefghvsq.shu.com.        IN    A    109.30.205.223
hsvikqur.shu.com.        IN    A    170.60.199.198
jebiuyax.shu.com.        IN    A    15.233.244.213
csnfeqir.shu.com.        IN    A    137.98.29.172
ahlxboun.shu.com.        IN    A    164.189.152.181
gutiblsd.shu.com.        IN    A    194.40.146.161
atnfhvyd.shu.com.        IN    A    192.17.165.97
ovhnyipm.shu.com.        IN    A    106.175.255.152
owfvmljh.shu.com.        IN    A    211.15.41.93
upfljgsy.shu.com.        IN    A    180.211.111.146
qxoprkuf.shu.com.        IN    A    206.107.81.147
elbtmjck.shu.com.        IN    A    136.154.74.209
xvykfhqp.shu.com.        IN    A    35.217.252.138
mnvtrkih.shu.com.        IN    A    89.195.88.109
umdtxwgs.shu.com.        IN    A    99.43.255.145
blvofqmg.shu.com.        IN    A    80.4.56.162
hayjilvs.shu.com.        IN    A    200.187.2.146
kuirwbjh.shu.com.        IN    A    109.52.180.223
cuoyfrth.shu.com.        IN    A    70.205.53.199
rwkbgaul.shu.com.        IN    A    147.65.236.152
ucyqsdfg.shu.com.        IN    A    163.171.198.106
ybwhetil.shu.com.        IN    A    125.44.34.193
utvkxldp.shu.com.        IN    A    73.43.149.140
lefmsaxv.shu.com.        IN    A    122.216.251.192
dkifnsbm.shu.com.        IN    A    183.219.51.4
eaufhqwp.shu.com.        IN    A    146.77.9.180
lewhsqcu.shu.com.        IN    A    226.203.85.245
aijrodvt.shu.com.        IN    A    131.3.240.184
khjdtusw.shu.com.        IN    A    242.186.10.145
oegjtmia.shu.com.        IN    A    194.19.67.168
hpwskjfi.shu.com.        IN    A    204.142.189.22
ngmxkftq.shu.com.        IN    A    50.75.220.63
obtngqwf.shu.com.        IN    A    172.154.197.58
wecxqshi.shu.com.        IN    A    13.97.157.28
bouxacqr.shu.com.        IN    A    6.38.170.167
styivgpw.shu.com.        IN    A    212.45.52.188
cjwtnkas.shu.com.        IN    A    25.72.179.24
mnkeqhlf.shu.com.        IN    A    0.168.42.230
oyrpenuv.shu.com.        IN    A    112.201.57.253
yjnrdqup.shu.com.        IN    A    68.200.132.249
pujoraqd.shu.com.        IN    A    40.211.63.62
stpijkfv.shu.com.        IN    A    162.113.177.192
mchfvyga.shu.com.        IN    A    150.138.86.214
eivlthgf.shu.com.        IN    A    243.11.69.210
knvlmfxi.shu.com.        IN    A    241.242.143.82
fxkybmwo.shu.com.        IN    A    144.103.132.45
axoftlhj.shu.com.        IN    A    59.45.53.232
fshvpuim.shu.com.        IN    A    38.0.196.46
clhxbtfd.shu.com.        IN    A    143.74.227.67
orisqjct.shu.com.        IN    A    78.75.174.149
gwhcxfvm.shu.com.        IN    A    245.44.235.229
asogtiwr.shu.com.        IN    A    56.229.53.220
qluohxpf.shu.com.        IN    A    163.212.242.139
baijfuns.shu.com.        IN    A    151.238.0.173
slucmgyh.shu.com.        IN    A    186.110.201.179
gqpyaimo.shu.com.        IN    A    166.247.118.175
qrntuwec.shu.com.        IN    A    177.95.209.184
xuwnbayp.shu.com.        IN    A    54.144.248.171
wtmkafyu.shu.com.        IN    A    120.155.6.57
itldkxeb.shu.com.        IN    A    113.77.65.135
sfwnikdr.shu.com.        IN    A    229.85.26.151
qdukbilw.shu.com.        IN    A    160.155.195.24
thrbkcvp.shu.com.        IN    A    211.16.41.47
abschnxy.shu.com.        IN    A    239.82.185.151
pnuavcfj.shu.com.        IN    A    37.77.106.227
kqxmnbyc.shu.com.        IN    A    185.28.74.185
eknbvocu.shu.com.        IN    A    118.83.53.218
vukhgcfd.shu.com.        IN    A    242.50.201.43
iwrndhqx.shu.com.        IN    A    81.44.69.137
trpnbsqw.shu.com.        IN    A    61.35.6.200
snhpeitk.shu.com.        IN    A    147.118.175.23
bghkmxew.shu.com.        IN    A    119.164.238.34
atlskjbh.shu.com.        IN    A    211.62.100.26
aclefnob.shu.com.        IN    A    207.175.239.47
tclyiqra.shu.com.        IN    A    48.156.147.25
qtyrmlkj.shu.com.        IN    A    235.22.48.145
fejanmpk.shu.com.        IN    A    25.222.22.133
ujwdlqgc.shu.com.        IN    A    3.25.142.176
mnigewtd.shu.com.        IN    A    45.33.12.128
ydpjnsco.shu.com.        IN    A    115.220.49.131
wrhpsijg.shu.com.        IN    A    69.126.81.128
dvpqkumb.shu.com.        IN    A    103.61.77.226
dawkjgvq.shu.com.        IN    A    86.31.235.142
orsabuej.shu.com.        IN    A    82.41.255.230
dcwnvryt.shu.com.        IN    A    147.65.148.252
hbimlkqa.shu.com.        IN    A    62.106.103.59
bjpntlkq.shu.com.        IN    A    9.235.170.164
xtcvnbif.shu.com.        IN    A    153.25.222.45
fdtqmrpw.shu.com.        IN    A    215.10.165.217
bgcqehpx.shu.com.        IN    A    23.13.245.141
hpbwoinm.shu.com.        IN    A    136.147.251.126
hifgtnys.shu.com.        IN    A    71.139.113.229
xdgeqnum.shu.com.        IN    A    120.135.241.68
mpnlwvyx.shu.com.        IN    A    210.74.219.255
fwbtgcpk.shu.com.        IN    A    8.188.182.80
thgskqdy.shu.com.        IN    A    199.35.85.24
idpkhsce.shu.com.        IN    A    59.3.28.212
temqsupw.shu.com.        IN    A    134.114.75.210
rcsaolyk.shu.com.        IN    A    223.18.175.52
apkdjcgq.shu.com.        IN    A    131.241.206.119
xnsdybce.shu.com.        IN    A    134.220.36.13
ehvibulq.shu.com.        IN    A    184.255.177.174
dclhspqg.shu.com.        IN    A    56.212.223.53
outmqfrh.shu.com.        IN    A    214.50.164.253
pngshrwl.shu.com.        IN    A    199.43.57.197
rbikjqwd.shu.com.        IN    A    88.3.155.128
wdtcvenj.shu.com.        IN    A    151.90.196.232
xqnhrfwv.shu.com.        IN    A    9.76.160.111
fqohgtkj.shu.com.        IN    A    200.251.184.25
yjgorubx.shu.com.        IN    A    23.136.237.114
pgqeaywl.shu.com.        IN    A    52.234.123.170
iofvmrek.shu.com.        IN    A    147.5.217.101
dxrvgqcy.shu.com.        IN    A    80.196.9.173
ugnqafsk.shu.com.        IN    A    60.214.171.167
kieowpnc.shu.com.        IN    A    122.43.3.251
qcpskxrv.shu.com.        IN    A    212.67.171.203
fsnodhui.shu.com.        IN    A    150.44.30.20
vxhsqkfy.shu.com.        IN    A    6.214.71.176
oftqvmhy.shu.com.        IN    A    126.81.219.16
ihkgnxrw.shu.com.        IN    A    38.6.97.158
tuojrxfp.shu.com.        IN    A    156.159.26.162
gficrjxh.shu.com.        IN    A    64.202.4.62
sqgbnjai.shu.com.        IN    A    156.120.3.153
yvqntpux.shu.com.        IN    A    70.109.234.210
tpcqdhfs.shu.com.        IN    A    226.227.18.238
xptysvug.shu.com.        IN    A    83.66.12.198
bmyivale.shu.com.        IN    A    176.81.199.193
fehxkcml.shu.com.        IN    A    184.19.225.96
rwdhlkbt.shu.com.        IN    A    40.125.180.252
tinvaxjf.shu.com.        IN    A    72.96.127.11
bhdkosvi.shu.com.        IN    A    77.9.104.98
eykxnqtu.shu.com.        IN    A    186.195.197.210
yojvdpai.shu.com.        IN    A    72.213.52.23
gqwhdyil.shu.com.        IN    A    29.114.18.78
qehyglri.shu.com.        IN    A    26.143.46.117
hoxjstic.shu.com.        IN    A    97.221.16.110
jatmfpyw.shu.com.        IN    A    132.193.201.80
amjxeiyg.shu.com.        IN    A    51.21.209.97
abwrfqvd.shu.com.        IN    A    213.218.163.165
savruhbw.shu.com.        IN    A    58.225.234.250
qfhotgal.shu.com.        IN    A    181.67.241.210
rowlmhij.shu.com.        IN    A    39.245.113.92
vucpgnrx.shu.com.        IN    A    11.254.90.100
bajwomru.shu.com.        IN    A    167.141.13.253
mfgjihxr.shu.com.        IN    A    166.156.97.233
rmwivkpt.shu.com.        IN    A    181.232.6.195
ptfqajhk.shu.com.        IN    A    84.217.138.144
kfwexjna.shu.com.        IN    A    59.165.185.0
ndietvjc.shu.com.        IN    A    78.14.223.90
kqmxltyp.shu.com.        IN    A    174.67.114.132
nxcogqmy.shu.com.        IN    A    192.76.34.16
wvanjklg.shu.com.        IN    A    246.245.19.48
tcqypwsv.shu.com.        IN    A    143.253.95.37
ryqilcbw.shu.com.        IN    A    118.137.14.37
yhdwvjsc.shu.com.        IN    A    195.209.4.99
uldphyiv.shu.com.        IN    A    126.141.134.227
lpbduywr.shu.com.        IN    A    136.202.228.77
nfthivbw.shu.com.        IN    A    4.222.194.66
qyieadct.shu.com.        IN    A    1.120.8.214
lhrptjbo.shu.com.        IN    A    32.125.238.16
wqbcxjum.shu.com.        IN    A    128.145.136.13
wshbvafi.shu.com.        IN    A    204.31.170.227
kibcptdj.shu.com.        IN    A    182.66.179.138
kxajmrvg.shu.com.        IN    A    82.214.233.25
xfrdepgu.shu.com.        IN    A    68.38.17.167
toabyehd.shu.com.        IN    A    210.9.64.234
urtnevsc.shu.com.        IN    A    37.34.189.97
vqitafmw.shu.com.        IN    A    146.226.5.45
likbweop.shu.com.        IN    A    156.194.3.98
fiujxycm.shu.com.        IN    A    78.65.171.188
nocvtqxg.shu.com.        IN    A    14.187.238.166
fljmpdav.shu.com.        IN    A    37.64.8.96
yhxmpejt.shu.com.        IN    A    252.82.124.246
xufrabwy.shu.com.        IN    A    45.220.48.93
codrbytv.shu.com.        IN    A    192.54.61.157
dfogvkcx.shu.com.        IN    A    107.176.212.63
dbujnhsy.shu.com.        IN    A    35.212.25.68
scdrfbxo.shu.com.        IN    A    53.182.78.44
rophmljf.shu.com.        IN    A    65.142.114.46
jcrgpite.shu.com.        IN    A    99.6.171.225
kaphelcs.shu.com.        IN    A    42.26.127.216
pctdehnu.shu.com.        IN    A    87.101.186.61
kjxrwvup.shu.com.        IN    A    131.119.48.137
rumwykao.shu.com.        IN    A    240.87.234.198
mjkchblx.shu.com.        IN    A    32.221.63.246
ponjctvf.shu.com.        IN    A    69.107.121.35
bcikodtm.shu.com.        IN    A    234.147.144.157
xmhjqoiu.shu.com.        IN    A    84.97.165.116
twxupykg.shu.com.        IN    A    71.179.47.225
xvfkpuyh.shu.com.        IN    A    179.219.56.53
dnsyfkir.shu.com.        IN    A    188.76.164.69
snqwaiof.shu.com.        IN    A    217.99.30.238
nfxmyovp.shu.com.        IN    A    47.102.77.219
grhjnoul.shu.com.        IN    A    220.234.51.224
corbtjie.shu.com.        IN    A    157.179.160.67
kqyfdhrp.shu.com.        IN    A    97.122.236.213
srwkextv.shu.com.        IN    A    136.162.197.149
jdnqcrwk.shu.com.        IN    A    52.157.8.192
gvrshaib.shu.com.        IN    A    232.218.51.121
qufmywic.shu.com.        IN    A    189.189.185.67
rlxmwhpg.shu.com.        IN    A    57.214.166.186
evtjxbnr.shu.com.        IN    A    227.130.24.78
mxoukvtr.shu.com.        IN    A    213.65.165.30
erkvgobh.shu.com.        IN    A    201.99.134.88
tsiqhlbg.shu.com.        IN    A    234.138.45.159
iuxpslah.shu.com.        IN    A    154.79.191.48
nshrajyi.shu.com.        IN    A    186.96.177.83
mjowvnxq.shu.com.        IN    A    209.244.118.26
chgqesjy.shu.com.        IN    A    2.222.58.241
ejrxamiq.shu.com.        IN    A    69.242.60.27
ehwbfpvg.shu.com.        IN    A    105.158.116.242
cmuegyai.shu.com.        IN    A    167.42.1.72
sgquyabj.shu.com.        IN    A    96.86.189.3
glesmbph.shu.com.        IN    A    11.9.139.108
grchbuns.shu.com.        IN    A    96.152.127.226
psntiovm.shu.com.        IN    A    64.117.36.25
tmjweoac.shu.com.        IN    A    155.44.159.80
laxuvido.shu.com.        IN    A    229.173.57.83
qwnactir.shu.com.        IN    A    242.151.62.6
yxwbaucd.shu.com.        IN    A    28.101.168.74
mvlhndcf.shu.com.        IN    A    149.67.113.112
slhomrxg.shu.com.        IN    A    247.139.113.147
mhvwadqe.shu.com.        IN    A    48.67.178.245
guxjsknl.shu.com.        IN    A    65.134.244.53
oqalskye.shu.com.        IN    A    172.110.22.163
dcmvpqli.shu.com.        IN    A    211.76.179.72
njdvpklg.shu.com.        IN    A    38.170.7.205
arhejwdo.shu.com.        IN    A    224.87.44.223
mjtucbwk.shu.com.        IN    A    98.126.41.73
fmncrtau.shu.com.        IN    A    241.159.100.82
cbtuviwn.shu.com.        IN    A    23.112.71.213
knesgqvu.shu.com.        IN    A    101.220.151.233
gcfotdlx.shu.com.        IN    A    40.193.185.125
uhqwskrm.shu.com.        IN    A    80.96.110.161
tgyjvrab.shu.com.        IN    A    126.80.226.214
gdxhytev.shu.com.        IN    A    206.112.36.183
mdaofjbk.shu.com.        IN    A    208.112.91.46
vdqsuchk.shu.com.        IN    A    97.7.221.199
wmvnglje.shu.com.        IN    A    247.145.76.38
nribhcoy.shu.com.        IN    A    248.163.240.119
rcuibadx.shu.com.        IN    A    100.176.170.84
ipeylwtg.shu.com.        IN    A    44.15.128.209
ptkfywdb.shu.com.        IN    A    96.55.183.165
rpnafctv.shu.com.        IN    A    25.121.38.103
fuxnicsp.shu.com.        IN    A    90.185.179.39
qktmpgds.shu.com.        IN    A    220.18.129.227
mgktdqen.shu.com.        IN    A    113.93.32.204
iqbykvna.shu.com.        IN    A    213.109.242.175
vdjrcmfb.shu.com.        IN    A    132.183.194.91
caoyfvrn.shu.com.        IN    A    179.17.124.241
tvwiqrdj.shu.com.        IN    A    186.129.217.170
nrhyiljg.shu.com.        IN    A    77.61.65.78
xudcekbp.shu.com.        IN    A    251.240.67.163
kgavhmby.shu.com.        IN    A    157.128.101.2
wrtghynf.shu.com.        IN    A    31.44.9.119
djlobanm.shu.com.        IN    A    243.213.240.251
avxpeqim.shu.com.        IN    A    174.101.173.252
cfdgvxkb.shu.com.        IN    A    94.150.110.31
tyirpxks.shu.com.        IN    A    67.253.54.188
bosgehwm.shu.com.        IN    A    157.44.127.223
lijepdog.shu.com.        IN    A    88.186.56.141
sjlcanxi.shu.com.        IN    A    32.14.195.69
rfbaetgo.shu.com.        IN    A    36.120.128.171
bwkyshug.shu.com.        IN    A    205.139.2.3
kmhdsvra.shu.com.        IN    A    204.55.232.35
amqldohv.shu.com.        IN    A    123.163.33.51
clpuoniy.shu.com.        IN    A    146.53.68.225
wtemfnpa.shu.com.        IN    A    21.199.109.58
txaqnkmv.shu.com.        IN    A    18.135.80.228
kbumgnvf.shu.com.        IN    A    130.32.204.159
yntawveq.shu.com.        IN    A    117.178.208.191
dgaftkpy.shu.com.        IN    A    68.169.102.141
mtfknixl.shu.com.        IN    A    235.162.156.249
qyfiokvb.shu.com.        IN    A    246.138.50.245
nekluqhf.shu.com.        IN    A    207.141.229.100
eifabvqr.shu.com.        IN    A    251.236.68.29
gnjykevf.shu.com.        IN    A    115.235.225.183
ixegoajp.shu.com.        IN    A    231.150.189.228
uxqmhjtr.shu.com.        IN    A    116.150.109.73
ekvatmhc.shu.com.        IN    A    164.191.24.11
fulygecb.shu.com.        IN    A    23.130.133.36
plxuamht.shu.com.        IN    A    29.140.40.71
owdyhluq.shu.com.        IN    A    230.200.117.125
wlimyuan.shu.com.        IN    A    163.98.85.232
wigoqevk.shu.com.        IN    A    80.63.5.58
aqhefvlg.shu.com.        IN    A    218.51.140.69
fginyare.shu.com.        IN    A    201.63.159.14
hkdtepxs.shu.com.        IN    A    80.39.64.175
rlpcsnum.shu.com.        IN    A    56.55.0.71
kauglbqd.shu.com.        IN    A    152.46.96.109
wvuqxmlt.shu.com.        IN    A    195.109.140.78
dljmsqxk.shu.com.        IN    A    78.20.65.60
