www.pku.com. 	14400	IN	SOA	ns1.www.pku.com. james.pku.edu. 19122302 14400 3600 2419200 14400
www.pku.com.		    IN	NS ns1.www.pku.com.
rbamxjhf.www.pku.com.    IN    A    154.121.12.244
eoplwtgn.www.pku.com.    IN    A    129.176.109.252
wevkpjrb.www.pku.com.    IN    A    188.241.41.44
hmisjuap.www.pku.com.    IN    A    91.22.39.164
slpiencw.www.pku.com.    IN    A    38.104.37.36
gtdlosyv.www.pku.com.    IN    A    85.117.44.15
eciovbxu.www.pku.com.    IN    A    143.152.6.27
itulhrwq.www.pku.com.    IN    A    2.158.90.129
fpvibgxn.www.pku.com.    IN    A    222.205.71.155
genfxypv.www.pku.com.    IN    A    174.66.186.233
pfajuthd.www.pku.com.    IN    A    158.235.121.110
yrkhpdju.www.pku.com.    IN    A    149.45.24.219
dotekiuf.www.pku.com.    IN    A    54.127.167.167
cdsipvaq.www.pku.com.    IN    A    73.164.58.83
folavgcu.www.pku.com.    IN    A    90.209.187.4
arivkebj.www.pku.com.    IN    A    212.217.248.186
ixksteup.www.pku.com.    IN    A    37.42.47.230
kdjmgbqt.www.pku.com.    IN    A    129.202.69.133
nowustvm.www.pku.com.    IN    A    25.81.153.10
jeprxmyn.www.pku.com.    IN    A    15.38.168.139
qtdjfybu.www.pku.com.    IN    A    176.18.159.124
cmodhntx.www.pku.com.    IN    A    86.157.83.218
rcdseumf.www.pku.com.    IN    A    178.205.244.244
tmsjbpdk.www.pku.com.    IN    A    56.200.129.36
wpueghcn.www.pku.com.    IN    A    169.62.11.160
sqvdmylx.www.pku.com.    IN    A    64.138.159.124
yrbaftgd.www.pku.com.    IN    A    17.105.221.250
ewlvxudq.www.pku.com.    IN    A    200.117.78.252
vcbsyepn.www.pku.com.    IN    A    131.186.177.179
uqkpwxbr.www.pku.com.    IN    A    104.146.152.110
juxlqfvn.www.pku.com.    IN    A    165.39.206.205
rawlsqpu.www.pku.com.    IN    A    117.9.84.44
epoujyam.www.pku.com.    IN    A    52.229.197.235
fduphqgc.www.pku.com.    IN    A    223.147.52.206
suitkeof.www.pku.com.    IN    A    191.252.4.169
aunhdbmc.www.pku.com.    IN    A    49.238.24.48
mposqteu.www.pku.com.    IN    A    194.166.246.178
mokvqiwe.www.pku.com.    IN    A    26.141.196.236
qdixwpru.www.pku.com.    IN    A    227.11.49.23
glpaorqb.www.pku.com.    IN    A    227.87.153.161
exhnovib.www.pku.com.    IN    A    19.54.128.60
jdmqbkcu.www.pku.com.    IN    A    124.26.63.20
gfabhpeq.www.pku.com.    IN    A    166.30.18.228
kawbtres.www.pku.com.    IN    A    46.245.174.25
dehuxcwb.www.pku.com.    IN    A    194.80.200.55
pcrfeojd.www.pku.com.    IN    A    192.145.121.128
rdtilgup.www.pku.com.    IN    A    54.0.75.183
kopslgmq.www.pku.com.    IN    A    67.17.74.166
iqytxrku.www.pku.com.    IN    A    26.80.116.53
whbudvfj.www.pku.com.    IN    A    185.212.193.251
ecrnhvym.www.pku.com.    IN    A    149.57.91.187
glmntvjf.www.pku.com.    IN    A    188.188.208.153
lebvjyag.www.pku.com.    IN    A    57.63.170.153
ofhbjlsd.www.pku.com.    IN    A    82.169.253.237
tywvqdma.www.pku.com.    IN    A    54.56.170.43
lmsjewbx.www.pku.com.    IN    A    247.13.4.176
fprdxkeg.www.pku.com.    IN    A    115.132.216.2
aqlxwvhy.www.pku.com.    IN    A    86.115.251.149
xchybeor.www.pku.com.    IN    A    193.179.225.46
wyvliuft.www.pku.com.    IN    A    82.61.5.148
vfbchpiu.www.pku.com.    IN    A    98.185.85.47
vwgpnulf.www.pku.com.    IN    A    182.14.0.28
bfprojsm.www.pku.com.    IN    A    221.36.159.14
vbgwepix.www.pku.com.    IN    A    212.98.171.118
qnxsjlfd.www.pku.com.    IN    A    200.128.2.131
mjcyhedk.www.pku.com.    IN    A    4.91.146.82
ijbtkane.www.pku.com.    IN    A    15.31.109.174
cqdnuhkj.www.pku.com.    IN    A    129.126.123.83
kxrqcayd.www.pku.com.    IN    A    221.70.45.14
edokrjav.www.pku.com.    IN    A    93.36.141.198
xfetoqsk.www.pku.com.    IN    A    30.37.177.116
goivajbw.www.pku.com.    IN    A    155.172.132.95
rioytsnl.www.pku.com.    IN    A    221.253.54.125
hjeblqmw.www.pku.com.    IN    A    154.101.141.193
nevchiyf.www.pku.com.    IN    A    217.25.176.125
wmyjnhcg.www.pku.com.    IN    A    20.167.144.152
sapgkoun.www.pku.com.    IN    A    128.61.177.148
seyqagtl.www.pku.com.    IN    A    232.94.10.46
vswyderj.www.pku.com.    IN    A    58.141.180.136
obiaremw.www.pku.com.    IN    A    8.229.75.135
tpabvwfl.www.pku.com.    IN    A    3.66.38.25
ngvblucw.www.pku.com.    IN    A    20.64.138.95
slavnfhj.www.pku.com.    IN    A    53.30.163.22
fnmjldqh.www.pku.com.    IN    A    192.69.81.14
onlktqwx.www.pku.com.    IN    A    174.168.25.4
jtcisnkl.www.pku.com.    IN    A    86.0.43.215
hinwqdjs.www.pku.com.    IN    A    138.119.61.33
miyqpdnc.www.pku.com.    IN    A    10.131.160.61
fopdeasm.www.pku.com.    IN    A    12.255.248.137
fovltrha.www.pku.com.    IN    A    247.126.0.237
wfjlkuym.www.pku.com.    IN    A    238.246.71.1
geykjnit.www.pku.com.    IN    A    47.17.141.232
ihaobmfl.www.pku.com.    IN    A    194.218.26.226
ndtwhugq.www.pku.com.    IN    A    242.103.156.138
yoickfwm.www.pku.com.    IN    A    189.191.132.78
yxdgbwnp.www.pku.com.    IN    A    221.55.126.206
vcsxyarh.www.pku.com.    IN    A    206.19.142.90
elrtcgbx.www.pku.com.    IN    A    218.123.65.229
koiubgvn.www.pku.com.    IN    A    241.112.50.204
goftcbnu.www.pku.com.    IN    A    186.2.187.125
ohvnguis.www.pku.com.    IN    A    46.141.169.140
hvkscjby.www.pku.com.    IN    A    87.104.94.101
grwondhl.www.pku.com.    IN    A    154.44.211.121
hncfbjro.www.pku.com.    IN    A    196.156.116.62
wvugqslm.www.pku.com.    IN    A    66.165.106.243
lrkhuidw.www.pku.com.    IN    A    149.163.132.108
mglbjqca.www.pku.com.    IN    A    9.35.25.4
ctixqlwh.www.pku.com.    IN    A    73.244.119.11
pnqliemg.www.pku.com.    IN    A    186.15.129.83
pqfynerc.www.pku.com.    IN    A    19.146.29.68
hatgwemf.www.pku.com.    IN    A    61.99.29.207
jwrxdgti.www.pku.com.    IN    A    214.202.22.251
jnxavcoh.www.pku.com.    IN    A    80.64.92.85
yfivnwtm.www.pku.com.    IN    A    240.174.175.251
tdnamkfi.www.pku.com.    IN    A    223.7.224.89
icmfabut.www.pku.com.    IN    A    77.187.122.136
qwtovrdy.www.pku.com.    IN    A    42.66.153.9
qculegxf.www.pku.com.    IN    A    141.79.228.49
wkipecbd.www.pku.com.    IN    A    64.204.220.213
uilkrtqs.www.pku.com.    IN    A    45.158.79.3
cfxakmdu.www.pku.com.    IN    A    169.81.2.198
frkeadgl.www.pku.com.    IN    A    9.239.198.92
yxfqjent.www.pku.com.    IN    A    111.147.250.213
waqoixdl.www.pku.com.    IN    A    82.209.139.122
ovpabrsf.www.pku.com.    IN    A    213.122.215.94
wptdljux.www.pku.com.    IN    A    75.183.230.193
xrypkcsm.www.pku.com.    IN    A    129.237.41.107
rbapdjve.www.pku.com.    IN    A    129.151.252.39
dyagefqc.www.pku.com.    IN    A    140.181.155.113
tbhrgnsd.www.pku.com.    IN    A    158.135.168.53
tmncolhu.www.pku.com.    IN    A    208.85.209.128
mprsbqti.www.pku.com.    IN    A    233.90.57.39
curvhtsm.www.pku.com.    IN    A    215.175.127.141
jkincmqy.www.pku.com.    IN    A    123.88.94.107
hwjxdvyp.www.pku.com.    IN    A    50.39.108.121
lidomybx.www.pku.com.    IN    A    196.201.55.158
oxkqjgyp.www.pku.com.    IN    A    23.43.70.164
alkohfmx.www.pku.com.    IN    A    139.13.165.244
puqsctve.www.pku.com.    IN    A    202.55.98.14
cvdljtfk.www.pku.com.    IN    A    150.149.15.221
txdhcufg.www.pku.com.    IN    A    62.216.236.242
kuygvrxp.www.pku.com.    IN    A    73.178.143.107
plmeciky.www.pku.com.    IN    A    227.41.120.1
syevmrxj.www.pku.com.    IN    A    149.65.80.21
nkhvfgyc.www.pku.com.    IN    A    59.42.4.92
npvbserq.www.pku.com.    IN    A    197.77.129.216
tadjfrov.www.pku.com.    IN    A    194.36.125.240
bunjgrlx.www.pku.com.    IN    A    140.208.56.159
qdyghrsx.www.pku.com.    IN    A    144.22.26.126
cgltwxpv.www.pku.com.    IN    A    133.134.64.174
tecxglnu.www.pku.com.    IN    A    164.216.53.79
lfotkabe.www.pku.com.    IN    A    202.243.2.229
vokdxunf.www.pku.com.    IN    A    244.243.74.101
syvktoep.www.pku.com.    IN    A    174.145.205.114
exguisca.www.pku.com.    IN    A    126.60.21.49
vmruqwgy.www.pku.com.    IN    A    178.152.31.94
multsohr.www.pku.com.    IN    A    63.40.169.113
otdcmlng.www.pku.com.    IN    A    200.224.235.76
pgesntmk.www.pku.com.    IN    A    122.120.151.138
hnemiovu.www.pku.com.    IN    A    204.11.137.104
brqfcaku.www.pku.com.    IN    A    152.245.20.12
hqkgvfdb.www.pku.com.    IN    A    90.168.117.247
dbgicaqk.www.pku.com.    IN    A    208.160.130.238
wygmvjkq.www.pku.com.    IN    A    70.239.224.15
rpvixkaj.www.pku.com.    IN    A    241.214.30.131
scvqimjg.www.pku.com.    IN    A    5.22.184.222
yniwurtd.www.pku.com.    IN    A    138.35.17.28
ifkexjgd.www.pku.com.    IN    A    31.204.34.6
ibegyhox.www.pku.com.    IN    A    27.246.213.220
aoucmwkg.www.pku.com.    IN    A    108.150.39.189
erubwhpx.www.pku.com.    IN    A    243.52.130.245
dgfsxiur.www.pku.com.    IN    A    85.114.121.61
rnxbfjch.www.pku.com.    IN    A    108.78.218.205
novsithq.www.pku.com.    IN    A    173.52.95.215
eyvtpqhl.www.pku.com.    IN    A    88.53.201.236
kxnbqjdg.www.pku.com.    IN    A    159.242.95.56
uwanjbxe.www.pku.com.    IN    A    153.74.36.198
mnadhsev.www.pku.com.    IN    A    220.229.51.244
pcoftgia.www.pku.com.    IN    A    58.46.12.160
qrocdyji.www.pku.com.    IN    A    135.203.104.161
pbeiyjdq.www.pku.com.    IN    A    238.155.91.91
npyuwoad.www.pku.com.    IN    A    159.27.154.185
oksxcplb.www.pku.com.    IN    A    197.33.66.251
ksutdoxg.www.pku.com.    IN    A    72.25.3.178
ewlmhtov.www.pku.com.    IN    A    216.27.85.156
fopqaebl.www.pku.com.    IN    A    224.185.157.163
tuhwyxnq.www.pku.com.    IN    A    149.131.139.214
oihpafeg.www.pku.com.    IN    A    156.148.238.255
ixcuhfkt.www.pku.com.    IN    A    179.58.151.127
svagcupn.www.pku.com.    IN    A    118.92.37.24
hfqgymnb.www.pku.com.    IN    A    43.104.61.223
hjxomkcb.www.pku.com.    IN    A    95.25.147.16
ysbichfl.www.pku.com.    IN    A    167.105.4.119
hsjyueck.www.pku.com.    IN    A    5.80.189.108
wpljbsvk.www.pku.com.    IN    A    2.221.209.165
uwgqbhoy.www.pku.com.    IN    A    64.102.197.219
htajpkgf.www.pku.com.    IN    A    97.149.194.149
sekacibm.www.pku.com.    IN    A    72.120.91.142
copmjfyw.www.pku.com.    IN    A    66.99.139.101
qrafltwo.www.pku.com.    IN    A    121.28.93.110
gnomtcbq.www.pku.com.    IN    A    125.55.149.118
vpusdaqn.www.pku.com.    IN    A    101.216.73.123
npojekxg.www.pku.com.    IN    A    246.57.158.186
qlgdawbr.www.pku.com.    IN    A    58.47.222.77
eosndgwv.www.pku.com.    IN    A    50.99.190.221
dkbpwixf.www.pku.com.    IN    A    88.82.160.208
fapqvjbc.www.pku.com.    IN    A    118.62.204.84
icklogsb.www.pku.com.    IN    A    49.128.68.143
oaxvcriy.www.pku.com.    IN    A    26.65.112.89
udgynhjm.www.pku.com.    IN    A    93.18.3.217
cjgpiesk.www.pku.com.    IN    A    205.30.195.218
chlajxew.www.pku.com.    IN    A    73.195.203.16
iuecxarm.www.pku.com.    IN    A    124.162.96.55
dkmlhsoq.www.pku.com.    IN    A    89.105.177.63
ecgjtsqw.www.pku.com.    IN    A    167.131.112.184
gswuqrxe.www.pku.com.    IN    A    62.183.242.141
xhqywitc.www.pku.com.    IN    A    196.179.3.157
ipgryhcf.www.pku.com.    IN    A    215.137.196.91
tecfpxjs.www.pku.com.    IN    A    45.157.24.134
sgilxafu.www.pku.com.    IN    A    2.186.240.122
rtbgchou.www.pku.com.    IN    A    224.191.135.5
eongupqx.www.pku.com.    IN    A    171.234.142.136
aljihxdg.www.pku.com.    IN    A    188.23.158.1
xphrnudq.www.pku.com.    IN    A    241.19.156.12
rmaifhqs.www.pku.com.    IN    A    194.225.194.104
cqgivdwf.www.pku.com.    IN    A    18.36.218.109
chgstkob.www.pku.com.    IN    A    157.7.78.100
toqcjeau.www.pku.com.    IN    A    105.115.173.106
wnhsmtuc.www.pku.com.    IN    A    84.160.165.245
xrbpwugq.www.pku.com.    IN    A    182.44.28.135
xriqsgbn.www.pku.com.    IN    A    210.208.74.154
qwtirxkf.www.pku.com.    IN    A    90.45.152.159
wjmpteak.www.pku.com.    IN    A    86.131.117.231
hgxmyblc.www.pku.com.    IN    A    23.81.32.88
fgysqdko.www.pku.com.    IN    A    58.134.135.32
tjfplbwq.www.pku.com.    IN    A    204.55.124.74
tdvgphjl.www.pku.com.    IN    A    92.7.31.87
dpofhtiv.www.pku.com.    IN    A    217.2.155.11
qsvypubt.www.pku.com.    IN    A    237.111.183.154
cvploagb.www.pku.com.    IN    A    110.237.202.51
nwdtmjia.www.pku.com.    IN    A    163.176.80.216
tkrcaipq.www.pku.com.    IN    A    189.197.77.163
rplduqvf.www.pku.com.    IN    A    248.188.229.245
khfxnpvq.www.pku.com.    IN    A    140.154.123.58
lefdmvbi.www.pku.com.    IN    A    198.54.135.203
lydutvaf.www.pku.com.    IN    A    50.51.24.113
kaodnimv.www.pku.com.    IN    A    155.26.242.92
uqiwjrmy.www.pku.com.    IN    A    143.199.158.163
rcdsmxlf.www.pku.com.    IN    A    159.146.31.238
thpxwgef.www.pku.com.    IN    A    136.7.190.165
kempngtr.www.pku.com.    IN    A    27.174.239.82
yxvfsekt.www.pku.com.    IN    A    21.165.36.79
cuvnpkqh.www.pku.com.    IN    A    191.53.134.29
xhojkeiq.www.pku.com.    IN    A    255.250.169.66
mhjyqivx.www.pku.com.    IN    A    167.188.205.125
piynahje.www.pku.com.    IN    A    114.182.165.131
kxrwsbie.www.pku.com.    IN    A    121.184.246.197
mwybxprc.www.pku.com.    IN    A    140.159.151.34
iwrshtyq.www.pku.com.    IN    A    138.79.104.27
lnwemykr.www.pku.com.    IN    A    190.141.73.36
sjhrkpeb.www.pku.com.    IN    A    215.79.172.23
kmidqlcx.www.pku.com.    IN    A    27.58.187.86
patchbkw.www.pku.com.    IN    A    116.41.59.184
sqtjeoya.www.pku.com.    IN    A    81.212.224.89
udfrbspi.www.pku.com.    IN    A    234.15.61.6
ochmxpbs.www.pku.com.    IN    A    219.149.6.159
gomkjbev.www.pku.com.    IN    A    118.154.131.188
vlryucis.www.pku.com.    IN    A    208.180.182.52
gwljabpo.www.pku.com.    IN    A    142.243.210.190
iueavhps.www.pku.com.    IN    A    174.165.198.84
qbwdcily.www.pku.com.    IN    A    22.36.116.56
abqnfcwd.www.pku.com.    IN    A    231.3.1.82
isdvhfmg.www.pku.com.    IN    A    17.255.210.11
ufaicdob.www.pku.com.    IN    A    154.29.164.237
shycbiok.www.pku.com.    IN    A    53.235.46.251
pdwixrnq.www.pku.com.    IN    A    131.98.29.14
cmjioylk.www.pku.com.    IN    A    61.206.72.220
bchyntoa.www.pku.com.    IN    A    144.23.249.160
dqkvunfa.www.pku.com.    IN    A    160.66.36.162
fxbktwuq.www.pku.com.    IN    A    223.139.222.219
rsvcoqgk.www.pku.com.    IN    A    158.243.243.170
dcuwkjvi.www.pku.com.    IN    A    129.160.77.108
apibvkte.www.pku.com.    IN    A    172.77.212.229
dcifqjew.www.pku.com.    IN    A    42.133.17.251
hlxefbsy.www.pku.com.    IN    A    42.95.216.115
ncrifgdu.www.pku.com.    IN    A    36.188.150.193
ivtuswcj.www.pku.com.    IN    A    101.25.240.195
oypcjwqd.www.pku.com.    IN    A    165.18.133.95
ibmdxuay.www.pku.com.    IN    A    156.229.109.243
xjvhpenq.www.pku.com.    IN    A    86.86.71.106
rcbdxfug.www.pku.com.    IN    A    203.64.212.106
wafmckib.www.pku.com.    IN    A    71.146.165.248
rvjewacm.www.pku.com.    IN    A    67.58.149.98
jquwegav.www.pku.com.    IN    A    221.248.104.123
fyrwotju.www.pku.com.    IN    A    47.216.82.232
lapdckre.www.pku.com.    IN    A    197.217.83.175
qpriuyld.www.pku.com.    IN    A    196.160.176.152
idymlkxs.www.pku.com.    IN    A    225.60.122.104
yncluwjh.www.pku.com.    IN    A    45.176.21.31
nlhvcudk.www.pku.com.    IN    A    138.74.76.11
yqvkaunp.www.pku.com.    IN    A    197.82.25.90
cspahrdu.www.pku.com.    IN    A    115.182.172.109
uyaqewto.www.pku.com.    IN    A    211.163.70.88
xkmblryj.www.pku.com.    IN    A    8.126.7.128
vkrgseay.www.pku.com.    IN    A    126.79.138.232
kxrwvobi.www.pku.com.    IN    A    208.188.208.94
nsbmkdyt.www.pku.com.    IN    A    149.151.3.209
dvkepfbw.www.pku.com.    IN    A    1.54.50.102
spangjce.www.pku.com.    IN    A    220.116.100.162
itspqxrb.www.pku.com.    IN    A    134.153.5.51
nyktvpuf.www.pku.com.    IN    A    200.205.107.237
wnthpjbu.www.pku.com.    IN    A    161.17.248.39
jakltwmq.www.pku.com.    IN    A    98.32.116.198
eufnhajx.www.pku.com.    IN    A    22.38.109.79
sbrfpeon.www.pku.com.    IN    A    4.88.87.57
syxnutkh.www.pku.com.    IN    A    100.145.92.232
bwgcaosd.www.pku.com.    IN    A    35.248.78.70
yjeiotsa.www.pku.com.    IN    A    186.184.37.18
dipjwusm.www.pku.com.    IN    A    131.138.201.177
cbfykorq.www.pku.com.    IN    A    130.235.39.99
itxkphef.www.pku.com.    IN    A    77.209.154.88
veyunkqo.www.pku.com.    IN    A    101.201.18.69
qaufoivm.www.pku.com.    IN    A    128.16.47.194
tbdokirp.www.pku.com.    IN    A    212.237.206.228
syjhicwp.www.pku.com.    IN    A    116.65.150.15
eabtjchr.www.pku.com.    IN    A    183.49.213.29
lgdnibvu.www.pku.com.    IN    A    67.190.166.241
nfwdtlbq.www.pku.com.    IN    A    192.86.215.97
gitmfjek.www.pku.com.    IN    A    46.201.172.9
qaxuknoh.www.pku.com.    IN    A    237.137.12.95
ryihwcal.www.pku.com.    IN    A    218.249.249.70
hqftuwgr.www.pku.com.    IN    A    212.172.243.46
lgfkaeyp.www.pku.com.    IN    A    159.252.109.83
kplgshnv.www.pku.com.    IN    A    35.124.140.32
wphgjbrs.www.pku.com.    IN    A    62.144.121.104
cusbtwpi.www.pku.com.    IN    A    7.137.42.52
atnkcuem.www.pku.com.    IN    A    87.217.82.128
eaxmcfkt.www.pku.com.    IN    A    195.250.11.114
pmahjukb.www.pku.com.    IN    A    74.39.180.140
opqcterk.www.pku.com.    IN    A    159.106.48.78
uvoqcyni.www.pku.com.    IN    A    123.226.182.200
xfncutos.www.pku.com.    IN    A    1.162.100.40
piyftxwh.www.pku.com.    IN    A    198.251.254.18
akvgfdjy.www.pku.com.    IN    A    20.205.39.27
nsmwilou.www.pku.com.    IN    A    161.32.227.64
iqkjfmvt.www.pku.com.    IN    A    36.203.207.161
kxpaolhm.www.pku.com.    IN    A    93.155.155.122
qdlnwekj.www.pku.com.    IN    A    203.119.113.89
wfhkqedu.www.pku.com.    IN    A    185.29.121.163
kgpiujac.www.pku.com.    IN    A    205.118.228.44
umgawbrh.www.pku.com.    IN    A    72.98.156.20
iulpbvjw.www.pku.com.    IN    A    54.61.24.156
htdnypij.www.pku.com.    IN    A    149.252.240.119
gupaecij.www.pku.com.    IN    A    212.158.176.149
dxfsontu.www.pku.com.    IN    A    248.182.234.116
atlmcsfx.www.pku.com.    IN    A    169.56.247.85
mplhrueo.www.pku.com.    IN    A    167.76.4.4
sjxpvwmc.www.pku.com.    IN    A    33.180.184.64
yejcqiox.www.pku.com.    IN    A    51.89.248.58
wuqrcixm.www.pku.com.    IN    A    36.73.236.93
ybqxmcdv.www.pku.com.    IN    A    209.82.135.183
cunakxjb.www.pku.com.    IN    A    112.41.231.16
kaxlsnpr.www.pku.com.    IN    A    102.168.215.23
ulyeskoh.www.pku.com.    IN    A    170.104.179.224
wgpyaqlb.www.pku.com.    IN    A    11.216.255.118
icxdwtyr.www.pku.com.    IN    A    59.171.6.73
nxdlytco.www.pku.com.    IN    A    229.199.87.17
umafbhjx.www.pku.com.    IN    A    160.18.179.21
tcohyrij.www.pku.com.    IN    A    123.37.117.150
ctrygina.www.pku.com.    IN    A    114.94.183.14
epiubmhk.www.pku.com.    IN    A    246.55.80.1
okjgpmfx.www.pku.com.    IN    A    31.10.50.203
tdkrqxyn.www.pku.com.    IN    A    136.203.10.160
guhcofsk.www.pku.com.    IN    A    67.164.121.128
nxsrpqml.www.pku.com.    IN    A    163.239.42.150
wsrpfycb.www.pku.com.    IN    A    246.206.250.189
wbqplkcm.www.pku.com.    IN    A    227.179.224.17
elhvabkx.www.pku.com.    IN    A    246.149.87.220
dkjymlvf.www.pku.com.    IN    A    14.86.253.161
psmoijax.www.pku.com.    IN    A    222.253.83.183
pcwigrxv.www.pku.com.    IN    A    202.190.247.42
nbiquhsa.www.pku.com.    IN    A    41.55.141.127
kdjyfcaw.www.pku.com.    IN    A    195.33.104.252
xusfqwjt.www.pku.com.    IN    A    176.120.42.13
ojvlbkuy.www.pku.com.    IN    A    0.78.248.128
jlwishot.www.pku.com.    IN    A    136.241.81.70
pqajkwnu.www.pku.com.    IN    A    133.176.180.149
sgvbpcye.www.pku.com.    IN    A    218.155.103.229
bdpcflwi.www.pku.com.    IN    A    150.24.228.30
flykignm.www.pku.com.    IN    A    226.190.62.70
vebfhgxy.www.pku.com.    IN    A    151.208.82.210
smqiyfut.www.pku.com.    IN    A    24.170.116.248
aobxcejk.www.pku.com.    IN    A    133.6.5.103
ybouclqv.www.pku.com.    IN    A    167.245.51.132
cfuevril.www.pku.com.    IN    A    224.50.162.161
ixudasfq.www.pku.com.    IN    A    20.31.139.165
ycteulkp.www.pku.com.    IN    A    210.190.200.216
qrfamdjx.www.pku.com.    IN    A    19.174.221.207
qamovjdu.www.pku.com.    IN    A    29.121.184.13
tgfcowey.www.pku.com.    IN    A    238.183.40.104
wahjqpvm.www.pku.com.    IN    A    41.129.255.21
eruplamw.www.pku.com.    IN    A    143.195.20.242
berwnftv.www.pku.com.    IN    A    115.120.12.181
bwcljhmg.www.pku.com.    IN    A    225.247.221.225
alcqfjmv.www.pku.com.    IN    A    142.139.73.136
bomrjdqv.www.pku.com.    IN    A    100.218.93.168
clqxpbnt.www.pku.com.    IN    A    130.61.62.199
