; <<>> DiG 9.11.3-1ubuntu1.11-Ubuntu <<>> AXFR lzu.com. @ns2.lzu.edu.
;; global options: +cmd

@               			      14400 IN SOA	ns1.lzu.com. james.lzu.edu. 19122302 14400 3600 2419200 14400
lzu.com.			      14400 IN NS	ns1.lzu.com.
ns1.lzu.com.			      14400 IN A	10.166.21.12

www.lzu.com.		      14400 IN NS	ns1.www.lzu.com.
ns1.www.lzu.com.		      14400 IN A		10.166.21.13

xw.lzu.com.		      14400 IN NS	ns1.xw.lzu.com.
ns1.xw.lzu.com.		      14400 IN A		10.166.21.14

zheshexi.lzu.com.		      14400 IN NS	ns1.zheshexi.lzu.com.
ns1.zheshexi.lzu.com.		      14400 IN A		10.166.21.15

lzu.com.			      14400 IN MX	10 zheshexitp.lzu.edu.
lzu.com.			      14400 IN TXT	"v=spf1 a mx ~all"
iqvmdctx.lzu.com.        IN    A    253.243.154.66
yajqbfnh.lzu.com.        IN    A    0.16.65.77
perkbnug.lzu.com.        IN    A    166.102.46.35
fcavrkei.lzu.com.        IN    A    243.148.88.222
cdsblvwp.lzu.com.        IN    A    32.37.158.55
ucsgeqim.lzu.com.        IN    A    121.173.76.214
qeydxujw.lzu.com.        IN    A    86.4.218.127
enamcrwl.lzu.com.        IN    A    134.190.153.144
kdjuyxcw.lzu.com.        IN    A    10.167.15.25
gcoxvujl.lzu.com.        IN    A    155.28.77.166
ilwcbngx.lzu.com.        IN    A    53.86.108.157
cenbhgrl.lzu.com.        IN    A    52.178.203.90
ogvpdwun.lzu.com.        IN    A    27.203.131.209
bjxedhug.lzu.com.        IN    A    137.148.50.78
vodtnuyj.lzu.com.        IN    A    198.97.223.9
eaxmdolh.lzu.com.        IN    A    39.113.48.40
uqbktnaf.lzu.com.        IN    A    158.246.2.87
jcvdhpaf.lzu.com.        IN    A    81.253.112.247
bsfrtgkv.lzu.com.        IN    A    140.242.151.174
dwfmveri.lzu.com.        IN    A    209.15.136.180
hgoctamy.lzu.com.        IN    A    21.17.123.32
suegbvqp.lzu.com.        IN    A    65.101.3.77
lxrndbtk.lzu.com.        IN    A    231.81.79.204
txmwvpni.lzu.com.        IN    A    224.87.177.87
oetyngsu.lzu.com.        IN    A    126.19.90.52
cxqhwmui.lzu.com.        IN    A    67.31.180.149
dfpgsarq.lzu.com.        IN    A    210.100.122.120
auysgxdm.lzu.com.        IN    A    10.4.22.79
qygstvia.lzu.com.        IN    A    204.153.230.70
vcjwsruy.lzu.com.        IN    A    162.158.165.34
mcobkftl.lzu.com.        IN    A    13.157.13.172
oftwupje.lzu.com.        IN    A    54.251.34.16
feikxatq.lzu.com.        IN    A    144.168.168.32
owfsmlpb.lzu.com.        IN    A    76.246.96.187
lrejywuo.lzu.com.        IN    A    233.147.16.200
lkhwcveo.lzu.com.        IN    A    38.208.51.42
muaosxvk.lzu.com.        IN    A    247.71.2.144
ealojpfq.lzu.com.        IN    A    136.52.219.122
casnjqix.lzu.com.        IN    A    194.70.92.89
muiyfvdq.lzu.com.        IN    A    153.86.48.109
yebtvpdc.lzu.com.        IN    A    251.146.117.35
rxpqdsmf.lzu.com.        IN    A    20.221.85.166
tsqahnwr.lzu.com.        IN    A    100.244.160.183
lbrswtum.lzu.com.        IN    A    153.215.248.18
ntjqrmah.lzu.com.        IN    A    246.252.43.179
cajreyqi.lzu.com.        IN    A    109.174.78.45
pkomibcf.lzu.com.        IN    A    187.94.16.223
xunfljhr.lzu.com.        IN    A    115.106.145.35
lpeiqxrk.lzu.com.        IN    A    37.17.179.196
pkcxwgjq.lzu.com.        IN    A    201.254.184.154
ofyihgsc.lzu.com.        IN    A    82.75.23.212
uemyqskg.lzu.com.        IN    A    230.31.100.233
mesdbpwu.lzu.com.        IN    A    244.50.145.107
mveqnrju.lzu.com.        IN    A    156.77.158.201
lhvwofmp.lzu.com.        IN    A    93.99.142.226
hurqwoex.lzu.com.        IN    A    17.229.193.48
lqmtjdwo.lzu.com.        IN    A    78.106.17.140
tpknjvaw.lzu.com.        IN    A    185.173.3.153
aclnxjeg.lzu.com.        IN    A    161.144.60.203
ecmfobyv.lzu.com.        IN    A    150.206.158.37
vfawogrn.lzu.com.        IN    A    172.93.135.255
ecmdqfps.lzu.com.        IN    A    105.78.128.195
kveblqct.lzu.com.        IN    A    189.207.59.244
muiehfkn.lzu.com.        IN    A    113.243.9.139
jkgnrmtb.lzu.com.        IN    A    63.209.21.246
aoxbcynp.lzu.com.        IN    A    125.197.72.22
afwilyme.lzu.com.        IN    A    69.44.27.137
qaghvpcb.lzu.com.        IN    A    158.221.211.102
maqidtpw.lzu.com.        IN    A    95.191.254.71
moqhpgjr.lzu.com.        IN    A    25.191.60.122
pxvskuif.lzu.com.        IN    A    54.64.69.37
lgmdatsc.lzu.com.        IN    A    255.124.23.2
dvruwxyb.lzu.com.        IN    A    57.32.6.18
vmbleohu.lzu.com.        IN    A    18.197.51.213
voyxqrap.lzu.com.        IN    A    121.13.236.169
vfxmwjgq.lzu.com.        IN    A    136.175.253.102
ojuhympl.lzu.com.        IN    A    163.49.132.37
cbyhmdsg.lzu.com.        IN    A    2.222.12.171
rpymgfhe.lzu.com.        IN    A    208.237.207.94
agecktsp.lzu.com.        IN    A    29.213.118.89
sxyliqfw.lzu.com.        IN    A    130.28.168.183
xwanuvrf.lzu.com.        IN    A    78.194.171.96
vqgmwndl.lzu.com.        IN    A    193.33.30.226
hxcvqdfs.lzu.com.        IN    A    250.102.22.252
flqybucw.lzu.com.        IN    A    39.114.143.115
rfphxvqt.lzu.com.        IN    A    49.212.212.56
srvbcgqm.lzu.com.        IN    A    89.20.210.254
prhntxmd.lzu.com.        IN    A    95.36.248.183
gqmnhvio.lzu.com.        IN    A    230.190.29.234
eohimvwf.lzu.com.        IN    A    80.13.78.36
lhdvgjfi.lzu.com.        IN    A    74.18.111.10
ftgcshor.lzu.com.        IN    A    34.161.214.104
osjxmthg.lzu.com.        IN    A    99.176.71.146
sukxmhqc.lzu.com.        IN    A    196.52.23.163
xwsdtuvc.lzu.com.        IN    A    59.50.251.191
wuyvaqkj.lzu.com.        IN    A    92.252.59.49
iylkwmdg.lzu.com.        IN    A    236.14.151.220
rhuxecnk.lzu.com.        IN    A    31.45.176.155
rekclnwt.lzu.com.        IN    A    43.233.40.38
fhbkspmq.lzu.com.        IN    A    22.212.32.42
bmorqiwh.lzu.com.        IN    A    69.102.1.20
qlnefxyj.lzu.com.        IN    A    42.112.168.146
ogbuytxq.lzu.com.        IN    A    187.200.144.25
kdgsohqf.lzu.com.        IN    A    66.176.117.98
avxihoyt.lzu.com.        IN    A    36.43.121.55
tqugosby.lzu.com.        IN    A    240.117.162.159
rqfejhbk.lzu.com.        IN    A    159.79.226.223
jgaiwbtq.lzu.com.        IN    A    234.35.27.102
ljqekxws.lzu.com.        IN    A    232.90.7.209
qbphaoed.lzu.com.        IN    A    129.249.239.148
dlcmirqo.lzu.com.        IN    A    244.187.3.85
ethwsgbo.lzu.com.        IN    A    213.22.127.65
bkstlfva.lzu.com.        IN    A    62.205.64.174
piykaeot.lzu.com.        IN    A    110.9.178.211
kdrojinw.lzu.com.        IN    A    151.15.212.153
oqsjtfih.lzu.com.        IN    A    32.60.210.125
dgtusjec.lzu.com.        IN    A    133.211.152.144
trlxgoqu.lzu.com.        IN    A    61.158.16.62
jteblwsc.lzu.com.        IN    A    198.140.2.130
uvtcgkop.lzu.com.        IN    A    24.139.60.204
wcjyrhli.lzu.com.        IN    A    216.9.250.69
xgrlsfbq.lzu.com.        IN    A    110.72.16.91
ejnirdgu.lzu.com.        IN    A    43.163.11.214
qfmxvbap.lzu.com.        IN    A    161.227.120.184
wevcgynr.lzu.com.        IN    A    25.226.71.152
vkthrpds.lzu.com.        IN    A    30.39.64.134
amqjgrnw.lzu.com.        IN    A    205.195.126.174
rktnpgbf.lzu.com.        IN    A    97.202.7.205
lmsnqhyo.lzu.com.        IN    A    142.160.47.237
bcfparty.lzu.com.        IN    A    135.87.130.251
kqmlyote.lzu.com.        IN    A    241.107.214.134
rodtsmxq.lzu.com.        IN    A    194.40.206.99
huxevlyf.lzu.com.        IN    A    136.42.79.15
hauxsbtj.lzu.com.        IN    A    58.95.189.78
fuctgysn.lzu.com.        IN    A    233.44.62.136
mcyoahex.lzu.com.        IN    A    148.73.130.55
yvhtoimd.lzu.com.        IN    A    246.37.164.227
epgdywls.lzu.com.        IN    A    132.4.130.28
lgvnspao.lzu.com.        IN    A    237.246.180.125
mftvigls.lzu.com.        IN    A    108.27.166.240
rdsgqyhx.lzu.com.        IN    A    10.205.32.47
qdbrhvsp.lzu.com.        IN    A    162.63.186.1
helpjtwm.lzu.com.        IN    A    220.241.219.215
dpaibhxy.lzu.com.        IN    A    73.214.77.80
flmvxahs.lzu.com.        IN    A    95.146.194.99
hcajgfrv.lzu.com.        IN    A    99.119.207.195
vcfwxgtq.lzu.com.        IN    A    104.26.132.192
nysqhdeo.lzu.com.        IN    A    54.157.144.138
jeavpbmt.lzu.com.        IN    A    119.231.210.3
xolywhav.lzu.com.        IN    A    131.13.136.144
icqwtars.lzu.com.        IN    A    250.196.213.164
dkawfbpg.lzu.com.        IN    A    26.146.223.227
ghotnljf.lzu.com.        IN    A    187.101.254.127
hbotrdna.lzu.com.        IN    A    133.57.53.70
jwboaevd.lzu.com.        IN    A    38.87.17.76
idnguahb.lzu.com.        IN    A    161.161.226.106
bnracsup.lzu.com.        IN    A    54.44.3.224
bypwvxnc.lzu.com.        IN    A    229.225.194.151
dqsrlvkm.lzu.com.        IN    A    239.62.108.143
flvokpgr.lzu.com.        IN    A    1.225.8.38
qoualdfp.lzu.com.        IN    A    224.131.94.20
rndjquci.lzu.com.        IN    A    174.95.217.127
endhmgrq.lzu.com.        IN    A    170.214.173.48
mohulcbi.lzu.com.        IN    A    180.55.130.244
nmxuyqfw.lzu.com.        IN    A    220.2.247.129
gvncbxph.lzu.com.        IN    A    115.148.16.124
kjhroquf.lzu.com.        IN    A    131.106.113.163
hcvyloxq.lzu.com.        IN    A    68.31.55.38
riweogxf.lzu.com.        IN    A    255.41.238.118
cqaogvsi.lzu.com.        IN    A    23.66.211.216
ngsukvma.lzu.com.        IN    A    39.64.59.89
txslnumd.lzu.com.        IN    A    110.124.253.177
gmdxftau.lzu.com.        IN    A    3.112.92.138
lfdrwvqk.lzu.com.        IN    A    35.117.211.194
ybnmepdh.lzu.com.        IN    A    13.28.93.29
shyutxvr.lzu.com.        IN    A    251.1.191.227
uvwyfhar.lzu.com.        IN    A    61.42.90.233
qwbgltev.lzu.com.        IN    A    211.160.162.19
ofkistvn.lzu.com.        IN    A    142.143.196.114
tlyeakjw.lzu.com.        IN    A    249.142.217.150
jcmyouse.lzu.com.        IN    A    150.4.59.51
oulaqntd.lzu.com.        IN    A    239.138.116.192
vnpbeikl.lzu.com.        IN    A    160.149.54.12
nrecvxdj.lzu.com.        IN    A    191.99.173.161
vwjrsibl.lzu.com.        IN    A    152.129.166.253
yudnogmj.lzu.com.        IN    A    160.160.212.242
lbtokyjn.lzu.com.        IN    A    150.162.248.70
hkjdvmyn.lzu.com.        IN    A    137.156.34.159
epyqtkbj.lzu.com.        IN    A    216.140.239.202
rcxpaimh.lzu.com.        IN    A    218.114.206.198
crmhnusv.lzu.com.        IN    A    84.161.22.130
knsdmulv.lzu.com.        IN    A    126.192.161.6
wbxiuyao.lzu.com.        IN    A    56.57.66.202
lhvrxueb.lzu.com.        IN    A    223.15.40.107
ibhtxmrg.lzu.com.        IN    A    73.253.144.32
yrblpfuh.lzu.com.        IN    A    19.141.168.246
phjwxrfk.lzu.com.        IN    A    13.18.219.232
evjsdntr.lzu.com.        IN    A    14.40.79.182
ibnqalpt.lzu.com.        IN    A    39.112.234.60
krfxnaqb.lzu.com.        IN    A    78.247.28.168
wsqbihvr.lzu.com.        IN    A    32.33.166.240
ligrusyx.lzu.com.        IN    A    140.89.150.183
dknaipsw.lzu.com.        IN    A    245.149.111.145
ocxqigkr.lzu.com.        IN    A    62.0.40.11
tkufyrjx.lzu.com.        IN    A    240.145.33.103
lhpiwbad.lzu.com.        IN    A    183.200.139.83
kvnoifdl.lzu.com.        IN    A    201.66.80.54
oxqjvdfc.lzu.com.        IN    A    103.96.115.82
apwrqghv.lzu.com.        IN    A    68.233.109.156
usaokdfy.lzu.com.        IN    A    93.57.204.45
xiemnkuo.lzu.com.        IN    A    233.180.34.141
hboxadtw.lzu.com.        IN    A    236.49.228.31
fhawglmy.lzu.com.        IN    A    50.211.122.84
kwpdceju.lzu.com.        IN    A    131.115.218.79
flupqnwv.lzu.com.        IN    A    56.40.68.157
wmrjctau.lzu.com.        IN    A    62.150.192.191
wuxbjivo.lzu.com.        IN    A    180.184.93.128
icxwungb.lzu.com.        IN    A    63.209.141.105
matvwlph.lzu.com.        IN    A    42.111.222.181
jltbcpva.lzu.com.        IN    A    246.172.90.190
nrdjcmuv.lzu.com.        IN    A    138.152.232.217
ciusojrm.lzu.com.        IN    A    236.204.185.217
cvyjptof.lzu.com.        IN    A    244.57.197.128
rkbaciox.lzu.com.        IN    A    143.139.99.158
hwntoafp.lzu.com.        IN    A    95.49.83.245
rpyahqmj.lzu.com.        IN    A    153.206.1.9
qtfrmwnp.lzu.com.        IN    A    60.32.47.183
merkntqh.lzu.com.        IN    A    77.200.51.38
aujmpkor.lzu.com.        IN    A    44.155.189.227
wqmrxbuf.lzu.com.        IN    A    217.237.22.126
vfdjquig.lzu.com.        IN    A    1.251.12.33
tacgljym.lzu.com.        IN    A    79.110.52.179
eurvnqhb.lzu.com.        IN    A    81.78.70.8
gnrkolby.lzu.com.        IN    A    221.231.14.245
oekqxdvw.lzu.com.        IN    A    2.176.175.43
ykrvexns.lzu.com.        IN    A    105.117.189.1
obfdlihr.lzu.com.        IN    A    255.182.154.48
iwrgyheo.lzu.com.        IN    A    186.7.76.241
tygfpcsd.lzu.com.        IN    A    197.247.166.210
msvilubg.lzu.com.        IN    A    91.127.17.219
bxprugwd.lzu.com.        IN    A    83.37.32.78
jecdtvng.lzu.com.        IN    A    144.116.177.126
uritxkpc.lzu.com.        IN    A    74.208.184.49
mtwuyhcl.lzu.com.        IN    A    106.13.58.216
gyatecsh.lzu.com.        IN    A    52.85.101.88
vcmlutdy.lzu.com.        IN    A    218.241.60.239
beoscyrp.lzu.com.        IN    A    188.53.43.76
wpfjhmdx.lzu.com.        IN    A    5.64.93.212
pxnloqke.lzu.com.        IN    A    201.195.86.118
hrcviayj.lzu.com.        IN    A    197.210.147.234
mbtksvyo.lzu.com.        IN    A    181.252.8.119
qldpaguw.lzu.com.        IN    A    168.169.121.9
ovqtwsmy.lzu.com.        IN    A    213.184.169.36
dlokmfpj.lzu.com.        IN    A    0.91.45.133
sqgetfhr.lzu.com.        IN    A    159.87.107.29
sliergma.lzu.com.        IN    A    132.42.121.60
itnwxsly.lzu.com.        IN    A    212.27.238.32
wvncgpka.lzu.com.        IN    A    127.233.231.157
fgesbkli.lzu.com.        IN    A    63.78.62.64
bnyefwrx.lzu.com.        IN    A    171.106.152.106
ixyuvwmd.lzu.com.        IN    A    255.170.57.36
tgvnmlue.lzu.com.        IN    A    214.184.51.141
jrlheomk.lzu.com.        IN    A    84.215.154.167
hqnivtyd.lzu.com.        IN    A    183.229.246.53
suvndwec.lzu.com.        IN    A    0.94.73.78
cyorkqje.lzu.com.        IN    A    51.91.111.60
nygpubtl.lzu.com.        IN    A    33.67.8.155
bfsmuoev.lzu.com.        IN    A    40.25.126.248
qpjtnisy.lzu.com.        IN    A    130.237.178.68
bknodcjv.lzu.com.        IN    A    21.42.79.29
spenrwqh.lzu.com.        IN    A    153.193.225.218
dwsmxlqv.lzu.com.        IN    A    160.16.210.198
kaviglwy.lzu.com.        IN    A    142.95.155.32
pdygqvsh.lzu.com.        IN    A    98.202.34.167
lyxgpawb.lzu.com.        IN    A    14.135.136.204
kxfmgaql.lzu.com.        IN    A    73.60.139.180
ehdnamuv.lzu.com.        IN    A    233.86.19.45
vorymgkx.lzu.com.        IN    A    142.241.151.125
rhamoldu.lzu.com.        IN    A    52.101.14.176
ofigdneu.lzu.com.        IN    A    79.211.80.183
nkbvjmoc.lzu.com.        IN    A    120.54.189.80
vjungfix.lzu.com.        IN    A    2.138.134.168
tjwhvfrq.lzu.com.        IN    A    37.182.193.252
uvymcfot.lzu.com.        IN    A    221.97.35.91
qnckfvjx.lzu.com.        IN    A    19.94.160.86
jichpmwt.lzu.com.        IN    A    50.95.25.163
diwroelf.lzu.com.        IN    A    188.239.42.5
cmfqytlp.lzu.com.        IN    A    151.199.155.249
fbnuoxry.lzu.com.        IN    A    217.88.12.109
vqoynadg.lzu.com.        IN    A    184.246.108.206
whybopud.lzu.com.        IN    A    64.47.226.162
smwkoiax.lzu.com.        IN    A    14.55.146.27
kiugfbcs.lzu.com.        IN    A    153.249.67.180
jmbgkqhx.lzu.com.        IN    A    100.218.50.170
pbrluthy.lzu.com.        IN    A    145.169.120.10
yudxsjko.lzu.com.        IN    A    181.45.76.123
dxojuabq.lzu.com.        IN    A    219.13.58.188
fqtyulov.lzu.com.        IN    A    34.201.214.52
slrdnevq.lzu.com.        IN    A    90.127.123.151
oldkrmcv.lzu.com.        IN    A    189.225.36.200
qifcyglo.lzu.com.        IN    A    183.212.250.1
htwkdajm.lzu.com.        IN    A    8.241.64.180
rimtesux.lzu.com.        IN    A    248.3.31.18
jbtvxiwn.lzu.com.        IN    A    38.149.230.159
yugshmki.lzu.com.        IN    A    159.180.122.21
khoicpmt.lzu.com.        IN    A    207.236.173.231
gfsbpnha.lzu.com.        IN    A    111.146.148.119
mywlbqrt.lzu.com.        IN    A    238.4.141.187
iaygubxm.lzu.com.        IN    A    195.78.131.211
fmbcgxik.lzu.com.        IN    A    7.105.187.84
cjhigmas.lzu.com.        IN    A    245.137.78.54
xebuojcy.lzu.com.        IN    A    119.204.86.42
uhlxrvjd.lzu.com.        IN    A    144.76.119.87
isxmfyul.lzu.com.        IN    A    196.61.145.0
hqnfvlpr.lzu.com.        IN    A    214.232.143.168
hxdwngca.lzu.com.        IN    A    138.35.241.189
jbcyetxf.lzu.com.        IN    A    165.35.178.1
komtdqsj.lzu.com.        IN    A    145.89.252.143
qawdesuc.lzu.com.        IN    A    97.38.200.17
okmydnsc.lzu.com.        IN    A    245.19.141.66
nisreuwk.lzu.com.        IN    A    245.236.140.226
rkbhpxud.lzu.com.        IN    A    84.36.252.10
fbjuxdhr.lzu.com.        IN    A    93.15.211.83
mysqurgo.lzu.com.        IN    A    123.203.151.195
awlupvmh.lzu.com.        IN    A    25.144.219.84
gkvqtycw.lzu.com.        IN    A    220.234.67.76
efudotyj.lzu.com.        IN    A    41.193.30.97
nhtbxiag.lzu.com.        IN    A    33.165.60.73
knfrialv.lzu.com.        IN    A    142.73.244.73
evslmqah.lzu.com.        IN    A    8.44.122.37
nreuaykw.lzu.com.        IN    A    167.49.62.63
tbvifwoc.lzu.com.        IN    A    170.82.196.189
guatbkwn.lzu.com.        IN    A    218.39.149.91
vdqrubny.lzu.com.        IN    A    125.11.15.44
tkcdjxpm.lzu.com.        IN    A    193.152.195.69
cfhtlsmq.lzu.com.        IN    A    252.204.159.192
uvptwqra.lzu.com.        IN    A    55.147.244.25
ofbydwpk.lzu.com.        IN    A    24.84.217.18
lbitnuym.lzu.com.        IN    A    16.164.43.17
yusfgamw.lzu.com.        IN    A    240.33.152.151
smtrckyq.lzu.com.        IN    A    2.244.73.118
tnolvuek.lzu.com.        IN    A    150.245.166.167
vcxwtuhf.lzu.com.        IN    A    82.216.111.242
aklphgft.lzu.com.        IN    A    98.32.101.199
rlspudmq.lzu.com.        IN    A    208.66.125.188
arxtiwpk.lzu.com.        IN    A    167.153.137.235
makihuvd.lzu.com.        IN    A    22.79.169.114
rlfpkxji.lzu.com.        IN    A    165.160.192.116
kaldnqsp.lzu.com.        IN    A    172.120.165.84
ijsbhytp.lzu.com.        IN    A    200.66.198.70
rfisauhv.lzu.com.        IN    A    120.8.64.43
mytpjeru.lzu.com.        IN    A    207.163.115.184
javhxktn.lzu.com.        IN    A    153.243.173.35
gcnixtks.lzu.com.        IN    A    93.139.88.187
pmntvbjg.lzu.com.        IN    A    104.231.69.255
gcfmqrpl.lzu.com.        IN    A    228.50.134.55
odekihxj.lzu.com.        IN    A    228.180.85.75
clenfkuj.lzu.com.        IN    A    33.18.175.73
oqgfvbit.lzu.com.        IN    A    218.103.104.249
jfsemvda.lzu.com.        IN    A    89.160.216.47
rwcidxak.lzu.com.        IN    A    133.211.231.40
lphbnjxe.lzu.com.        IN    A    104.179.86.92
jcldkuix.lzu.com.        IN    A    137.94.89.140
cedvhblq.lzu.com.        IN    A    161.244.221.144
tdoniygr.lzu.com.        IN    A    251.210.55.79
tynrhcsw.lzu.com.        IN    A    230.1.150.222
afpchynr.lzu.com.        IN    A    194.23.113.216
acritfux.lzu.com.        IN    A    120.105.168.13
xrovwmsg.lzu.com.        IN    A    38.44.207.17
oamscjge.lzu.com.        IN    A    69.85.220.181
dysbrowm.lzu.com.        IN    A    26.113.238.48
swpbuvlk.lzu.com.        IN    A    44.228.250.6
pobiqmwu.lzu.com.        IN    A    74.100.214.152
rkadevxi.lzu.com.        IN    A    195.190.130.1
xmahpksv.lzu.com.        IN    A    212.75.125.105
xcihnlft.lzu.com.        IN    A    101.133.192.29
dlqtovjc.lzu.com.        IN    A    126.185.53.84
tqwodnrc.lzu.com.        IN    A    110.56.27.234
aymhjevp.lzu.com.        IN    A    124.179.178.181
clpudvxr.lzu.com.        IN    A    123.46.89.189
etwojabf.lzu.com.        IN    A    30.197.111.117
fprbukog.lzu.com.        IN    A    36.60.15.26
dfjvbpng.lzu.com.        IN    A    221.141.181.210
uyqrfdwh.lzu.com.        IN    A    228.154.90.167
qvkpcwbx.lzu.com.        IN    A    194.71.139.251
nuqabikl.lzu.com.        IN    A    145.180.131.197
awsmdxgi.lzu.com.        IN    A    44.170.69.0
akbydhvo.lzu.com.        IN    A    79.107.30.37
wmyurbkt.lzu.com.        IN    A    243.239.181.73
tgahmswy.lzu.com.        IN    A    139.155.10.59
mtxbehgq.lzu.com.        IN    A    39.57.45.136
unwpeobq.lzu.com.        IN    A    70.22.3.120
ekvrlsxq.lzu.com.        IN    A    6.156.160.19
igofbjtn.lzu.com.        IN    A    135.56.156.136
bmdvogal.lzu.com.        IN    A    40.160.25.187
kdvratfj.lzu.com.        IN    A    49.192.136.61
rgajmkdn.lzu.com.        IN    A    255.140.39.7
xmefpnyk.lzu.com.        IN    A    10.124.229.128
dvpwtcah.lzu.com.        IN    A    109.182.62.142
eshdqxur.lzu.com.        IN    A    190.176.213.230
