law.nju.com.	14400	IN	SOA	ns1.law.nju.com. james.nju.edu. 19122302 14400 3600 2419200 14400
law.nju.com.		    IN	NS ns1.law.nju.com.
sqrbohfm.law.nju.com.    IN    A    17.31.167.139
qerahcyb.law.nju.com.    IN    A    128.45.212.38
fligxmrj.law.nju.com.    IN    A    28.179.121.112
lmhyckfq.law.nju.com.    IN    A    155.44.117.7
mgxyipre.law.nju.com.    IN    A    202.198.130.65
bjwxvpac.law.nju.com.    IN    A    236.65.89.114
ojseglpc.law.nju.com.    IN    A    21.218.33.173
mybqxlvc.law.nju.com.    IN    A    197.151.117.49
tpgmleox.law.nju.com.    IN    A    29.78.167.219
lkgtfbmy.law.nju.com.    IN    A    19.199.168.109
uixbmhyr.law.nju.com.    IN    A    133.102.163.236
udpcjier.law.nju.com.    IN    A    1.50.250.168
nxyhguci.law.nju.com.    IN    A    0.160.115.183
untlhryk.law.nju.com.    IN    A    129.213.176.253
buchxqlm.law.nju.com.    IN    A    20.114.154.243
dtmwibfq.law.nju.com.    IN    A    217.18.147.212
ilhjaneq.law.nju.com.    IN    A    206.222.169.215
xqybnlmo.law.nju.com.    IN    A    144.15.39.60
eqtimagp.law.nju.com.    IN    A    94.253.33.183
aghpufjd.law.nju.com.    IN    A    11.233.247.80
wabuxntd.law.nju.com.    IN    A    110.225.3.25
cjiheytr.law.nju.com.    IN    A    252.162.229.76
klpnxcit.law.nju.com.    IN    A    244.183.198.24
pavfchxy.law.nju.com.    IN    A    164.133.50.74
ekuxvdwj.law.nju.com.    IN    A    57.198.193.67
isbmqjul.law.nju.com.    IN    A    151.60.213.233
cxvutmdr.law.nju.com.    IN    A    44.5.221.26
txmnublg.law.nju.com.    IN    A    238.12.190.10
ujbdvori.law.nju.com.    IN    A    102.225.182.34
qrmkbaow.law.nju.com.    IN    A    235.46.120.26
exaiulmh.law.nju.com.    IN    A    178.216.186.226
ywxmdjeo.law.nju.com.    IN    A    91.91.50.229
gjkhdpix.law.nju.com.    IN    A    88.191.132.223
rdvwagty.law.nju.com.    IN    A    163.6.236.240
yvsamudk.law.nju.com.    IN    A    95.240.54.225
tkbsrcwl.law.nju.com.    IN    A    110.17.32.45
vbnpoygr.law.nju.com.    IN    A    220.217.63.233
rixpfubm.law.nju.com.    IN    A    23.130.45.16
csupkelm.law.nju.com.    IN    A    152.9.187.31
auylodsv.law.nju.com.    IN    A    155.164.53.186
rayxdkij.law.nju.com.    IN    A    10.167.68.218
edplnkwi.law.nju.com.    IN    A    198.119.24.28
mdjfgtkn.law.nju.com.    IN    A    145.87.203.249
khputqsj.law.nju.com.    IN    A    10.6.103.161
iomufhpd.law.nju.com.    IN    A    166.148.59.32
taswjevf.law.nju.com.    IN    A    86.134.89.220
gvifpuxh.law.nju.com.    IN    A    152.224.167.185
hunwyxso.law.nju.com.    IN    A    187.28.43.188
dwfqgryt.law.nju.com.    IN    A    76.49.16.150
rkoetcha.law.nju.com.    IN    A    218.104.188.155
vfxrkgmi.law.nju.com.    IN    A    18.179.108.244
krpjgtnm.law.nju.com.    IN    A    253.143.15.140
fnoirqpg.law.nju.com.    IN    A    72.140.236.1
vbswtpmk.law.nju.com.    IN    A    7.116.79.139
ytoxwdlu.law.nju.com.    IN    A    88.151.5.50
smxlckeb.law.nju.com.    IN    A    223.36.154.116
awlptcxy.law.nju.com.    IN    A    18.125.198.147
jbynwtsk.law.nju.com.    IN    A    229.14.208.128
mknbyjsu.law.nju.com.    IN    A    234.127.22.8
arevotjk.law.nju.com.    IN    A    181.104.87.209
lxnovckh.law.nju.com.    IN    A    198.105.120.201
csuhmnfg.law.nju.com.    IN    A    34.219.39.254
pnaktgws.law.nju.com.    IN    A    33.171.191.200
qfaohgnv.law.nju.com.    IN    A    148.142.112.81
samjdpig.law.nju.com.    IN    A    11.151.231.202
cjmdgaul.law.nju.com.    IN    A    84.164.11.165
mxvrdwka.law.nju.com.    IN    A    218.65.253.4
fohbgste.law.nju.com.    IN    A    236.204.205.71
ylsprjbi.law.nju.com.    IN    A    249.97.202.168
exobfspk.law.nju.com.    IN    A    108.197.36.12
julsnite.law.nju.com.    IN    A    202.22.249.118
mgsvubhp.law.nju.com.    IN    A    205.142.107.193
hwjvgtsi.law.nju.com.    IN    A    34.185.116.40
oblyhiaw.law.nju.com.    IN    A    191.214.142.192
rkqnmuji.law.nju.com.    IN    A    190.84.36.131
arsjcxgl.law.nju.com.    IN    A    254.76.209.28
fxpygntr.law.nju.com.    IN    A    69.143.147.72
ixfjytqo.law.nju.com.    IN    A    52.226.237.228
bodvlpxf.law.nju.com.    IN    A    241.241.139.129
dsnbyxpi.law.nju.com.    IN    A    174.140.13.184
fykbxqst.law.nju.com.    IN    A    178.21.206.212
rfedmpgy.law.nju.com.    IN    A    79.32.77.57
fvigjqnr.law.nju.com.    IN    A    53.2.142.234
iowqbfxl.law.nju.com.    IN    A    71.240.202.6
vgjkqian.law.nju.com.    IN    A    154.248.54.158
nmtgrewu.law.nju.com.    IN    A    126.230.26.60
ebcwsfxa.law.nju.com.    IN    A    218.106.65.8
ymnacewx.law.nju.com.    IN    A    130.44.41.207
jbwmdxck.law.nju.com.    IN    A    45.82.79.40
sbwavjhg.law.nju.com.    IN    A    112.53.41.250
rqscaegt.law.nju.com.    IN    A    7.85.25.118
xldsjnhr.law.nju.com.    IN    A    120.202.183.243
revcoyta.law.nju.com.    IN    A    181.23.151.187
otlwfevn.law.nju.com.    IN    A    16.8.217.108
oqwnpbsf.law.nju.com.    IN    A    11.232.137.93
amcklyxh.law.nju.com.    IN    A    181.180.159.217
tndlexua.law.nju.com.    IN    A    2.113.27.228
hixqfewv.law.nju.com.    IN    A    185.231.0.1
wjebaqiv.law.nju.com.    IN    A    74.59.195.95
vlwntahq.law.nju.com.    IN    A    81.166.139.37
uhdtwrpm.law.nju.com.    IN    A    223.39.61.89
iuhjkbyl.law.nju.com.    IN    A    162.203.146.47
xofgkrqa.law.nju.com.    IN    A    210.158.3.111
pgkqxdct.law.nju.com.    IN    A    27.241.225.107
umvslgqf.law.nju.com.    IN    A    184.67.244.236
acbhtseo.law.nju.com.    IN    A    36.220.177.107
jomrpqut.law.nju.com.    IN    A    35.233.97.189
aicehrfg.law.nju.com.    IN    A    185.224.57.65
qirxykpv.law.nju.com.    IN    A    237.213.151.191
tsrfghuk.law.nju.com.    IN    A    245.217.68.117
lobdguhn.law.nju.com.    IN    A    168.32.199.173
wpsdoerm.law.nju.com.    IN    A    178.70.199.168
vexfdwmy.law.nju.com.    IN    A    112.220.94.4
loriuchk.law.nju.com.    IN    A    13.205.253.26
bnhplmky.law.nju.com.    IN    A    53.67.41.241
elkvgdqx.law.nju.com.    IN    A    221.182.71.113
munaqilv.law.nju.com.    IN    A    255.162.104.11
ifvhosqn.law.nju.com.    IN    A    94.13.135.224
worxhsmq.law.nju.com.    IN    A    142.189.40.166
eptsqwni.law.nju.com.    IN    A    226.112.34.91
hodfyrkb.law.nju.com.    IN    A    189.177.82.215
cxmbnvju.law.nju.com.    IN    A    235.70.30.247
fujgavnb.law.nju.com.    IN    A    198.98.241.190
powmtnxb.law.nju.com.    IN    A    45.165.23.119
yjwtavhu.law.nju.com.    IN    A    193.103.126.7
dyxcsnbk.law.nju.com.    IN    A    135.129.92.76
mdwcubnk.law.nju.com.    IN    A    217.128.116.183
cyruwgpe.law.nju.com.    IN    A    0.27.36.255
lnhmfcgy.law.nju.com.    IN    A    234.216.30.215
rdycjsig.law.nju.com.    IN    A    185.239.197.9
dhoeknrp.law.nju.com.    IN    A    107.23.30.219
netqfcpo.law.nju.com.    IN    A    100.127.242.180
lfehirwu.law.nju.com.    IN    A    125.233.40.41
rdmhyfia.law.nju.com.    IN    A    145.87.132.169
tdrusyxj.law.nju.com.    IN    A    97.95.135.182
hlkvpfnw.law.nju.com.    IN    A    44.254.243.96
eograxnf.law.nju.com.    IN    A    175.86.157.14
qrexjuab.law.nju.com.    IN    A    76.105.81.32
tjablumx.law.nju.com.    IN    A    0.115.79.86
ishlgcmd.law.nju.com.    IN    A    109.242.242.122
hjmepbdf.law.nju.com.    IN    A    85.243.9.82
yfkmajep.law.nju.com.    IN    A    46.40.248.110
mlwidtok.law.nju.com.    IN    A    40.94.208.136
rkslhmdw.law.nju.com.    IN    A    68.201.123.72
hqunwryt.law.nju.com.    IN    A    21.16.22.177
cjhinlxy.law.nju.com.    IN    A    154.223.9.20
fpkehcbr.law.nju.com.    IN    A    252.51.165.12
mitoxsly.law.nju.com.    IN    A    8.105.146.159
rhcxnmsj.law.nju.com.    IN    A    152.249.18.110
proekctm.law.nju.com.    IN    A    98.139.166.70
ougypvdk.law.nju.com.    IN    A    196.114.47.250
uvinpdjg.law.nju.com.    IN    A    178.205.180.85
bhwxmire.law.nju.com.    IN    A    0.171.104.32
txpwolgr.law.nju.com.    IN    A    130.70.239.62
wdfkcibe.law.nju.com.    IN    A    185.31.58.199
bvildtas.law.nju.com.    IN    A    21.2.145.222
bdnsvaef.law.nju.com.    IN    A    219.143.226.15
ybolfdpq.law.nju.com.    IN    A    248.251.128.41
xtynoubi.law.nju.com.    IN    A    246.27.189.213
swvldnkf.law.nju.com.    IN    A    152.249.118.49
bdyfpglo.law.nju.com.    IN    A    15.13.5.199
jlxvaucd.law.nju.com.    IN    A    112.180.100.134
gyixmlwj.law.nju.com.    IN    A    70.46.31.239
roaqklgc.law.nju.com.    IN    A    102.130.107.38
cyfomhwn.law.nju.com.    IN    A    11.182.158.37
fxdcnwjq.law.nju.com.    IN    A    59.45.221.125
snwhkrmt.law.nju.com.    IN    A    9.136.35.158
alywovke.law.nju.com.    IN    A    101.224.117.125
pwbgvxum.law.nju.com.    IN    A    154.155.145.106
poewnyid.law.nju.com.    IN    A    23.140.158.12
qwupgjnx.law.nju.com.    IN    A    81.77.169.125
fabsvtwk.law.nju.com.    IN    A    192.142.172.73
qdeocilt.law.nju.com.    IN    A    81.228.14.121
cyetgsqr.law.nju.com.    IN    A    151.12.57.38
gphxuemv.law.nju.com.    IN    A    127.36.32.86
edkswila.law.nju.com.    IN    A    51.63.134.76
emchnuro.law.nju.com.    IN    A    3.189.182.15
fbmhnpic.law.nju.com.    IN    A    171.158.231.130
xlefpkrq.law.nju.com.    IN    A    222.131.154.59
ajfcmodn.law.nju.com.    IN    A    246.114.163.212
colufyeh.law.nju.com.    IN    A    80.103.199.238
qrbtijlv.law.nju.com.    IN    A    46.39.36.63
nyogxwkt.law.nju.com.    IN    A    196.31.27.0
gjbkxihl.law.nju.com.    IN    A    118.0.234.45
ougrqpdh.law.nju.com.    IN    A    66.107.6.108
dfeksijq.law.nju.com.    IN    A    251.21.222.246
sxicmple.law.nju.com.    IN    A    152.71.195.222
xdjsrmtk.law.nju.com.    IN    A    252.9.146.19
yfhbtgum.law.nju.com.    IN    A    23.26.31.157
hlxapkdc.law.nju.com.    IN    A    6.188.41.240
rigbnhvk.law.nju.com.    IN    A    60.101.72.205
avxshyud.law.nju.com.    IN    A    16.202.187.144
vcagdyuf.law.nju.com.    IN    A    70.241.172.132
fckumryn.law.nju.com.    IN    A    177.61.178.131
mostfbyc.law.nju.com.    IN    A    10.139.1.134
deoyavls.law.nju.com.    IN    A    102.175.24.2
xsdbcgoi.law.nju.com.    IN    A    213.213.93.155
jxursmci.law.nju.com.    IN    A    101.221.131.177
cjphgmuf.law.nju.com.    IN    A    0.224.102.34
tnqiwlpk.law.nju.com.    IN    A    26.62.62.160
noxhirqk.law.nju.com.    IN    A    203.22.97.6
nqvklmyb.law.nju.com.    IN    A    118.50.142.226
fuoaqgci.law.nju.com.    IN    A    77.17.15.217
umlyiaof.law.nju.com.    IN    A    194.205.174.227
yupnvbio.law.nju.com.    IN    A    160.43.223.92
yrgiaucm.law.nju.com.    IN    A    80.205.174.141
ogyxdwut.law.nju.com.    IN    A    236.172.103.145
vdotlasy.law.nju.com.    IN    A    43.58.66.105
mayfdljk.law.nju.com.    IN    A    232.232.127.220
indckgrf.law.nju.com.    IN    A    26.223.191.99
ajiycqlo.law.nju.com.    IN    A    243.156.132.206
ogkvncup.law.nju.com.    IN    A    90.104.222.45
hbfxicyj.law.nju.com.    IN    A    34.204.30.162
lrgqsyfb.law.nju.com.    IN    A    139.127.30.204
fxijberu.law.nju.com.    IN    A    155.78.110.62
palsofwq.law.nju.com.    IN    A    172.103.93.134
powqesnu.law.nju.com.    IN    A    67.9.130.239
xuibyfcs.law.nju.com.    IN    A    184.156.103.49
bugyspie.law.nju.com.    IN    A    254.19.94.76
bohexnjm.law.nju.com.    IN    A    187.84.139.160
owtdajnv.law.nju.com.    IN    A    217.13.3.58
sdbiqrmu.law.nju.com.    IN    A    75.198.217.223
urgsvmft.law.nju.com.    IN    A    101.172.236.22
khfobqtc.law.nju.com.    IN    A    142.37.174.129
turgqbjw.law.nju.com.    IN    A    149.146.6.166
robsnhix.law.nju.com.    IN    A    108.82.57.206
kfvnescj.law.nju.com.    IN    A    248.15.245.114
gunoibpl.law.nju.com.    IN    A    32.253.87.225
jegbnasx.law.nju.com.    IN    A    151.69.113.68
awfdgmuy.law.nju.com.    IN    A    104.9.136.11
xcvyjqna.law.nju.com.    IN    A    208.37.9.95
getdlwqp.law.nju.com.    IN    A    231.42.36.91
qxnuvhyd.law.nju.com.    IN    A    139.153.190.100
ixdywqag.law.nju.com.    IN    A    156.208.206.172
mfkvexib.law.nju.com.    IN    A    46.99.138.243
fbvuwknh.law.nju.com.    IN    A    220.60.7.33
ftaiwrbh.law.nju.com.    IN    A    16.190.212.222
umjgspdl.law.nju.com.    IN    A    189.124.187.157
wiqnface.law.nju.com.    IN    A    0.210.55.73
sekrycit.law.nju.com.    IN    A    38.99.79.46
srjqbnxw.law.nju.com.    IN    A    179.73.239.252
vpgeodrm.law.nju.com.    IN    A    246.36.229.190
cvrlahdi.law.nju.com.    IN    A    139.221.41.171
dcxytkra.law.nju.com.    IN    A    245.129.139.145
jhrtsgad.law.nju.com.    IN    A    115.136.224.30
inslrydu.law.nju.com.    IN    A    79.120.35.41
qkevpbry.law.nju.com.    IN    A    84.46.142.213
becmuslj.law.nju.com.    IN    A    134.8.40.67
syirkbav.law.nju.com.    IN    A    189.201.2.102
pigofdbm.law.nju.com.    IN    A    155.150.43.165
uyqwpetr.law.nju.com.    IN    A    215.170.225.31
ailhntpc.law.nju.com.    IN    A    120.121.79.208
bmuijxeg.law.nju.com.    IN    A    9.69.193.124
nvlewkdq.law.nju.com.    IN    A    20.170.235.188
uxqekohp.law.nju.com.    IN    A    231.49.134.81
icwmhasn.law.nju.com.    IN    A    92.44.51.5
hxqolcva.law.nju.com.    IN    A    79.86.191.27
wtvgnheo.law.nju.com.    IN    A    158.210.205.12
snelrtcq.law.nju.com.    IN    A    87.150.102.248
feaktdnm.law.nju.com.    IN    A    114.45.247.103
dkefmnyb.law.nju.com.    IN    A    102.176.21.215
vnfapbrh.law.nju.com.    IN    A    132.61.19.158
brajfluq.law.nju.com.    IN    A    79.154.219.214
ejimxprs.law.nju.com.    IN    A    0.145.213.67
amfnulth.law.nju.com.    IN    A    210.186.15.25
qhbtglrn.law.nju.com.    IN    A    64.1.83.185
pnkhjdci.law.nju.com.    IN    A    22.47.32.207
oayiesvb.law.nju.com.    IN    A    183.56.167.58
nhyqvarb.law.nju.com.    IN    A    208.252.239.25
htxmyuji.law.nju.com.    IN    A    186.142.83.98
nepglrqw.law.nju.com.    IN    A    130.148.183.163
eaydrimb.law.nju.com.    IN    A    236.99.49.130
cbrodeym.law.nju.com.    IN    A    177.18.147.81
lygdpmxt.law.nju.com.    IN    A    68.150.176.196
wvbmyhfl.law.nju.com.    IN    A    24.11.203.37
bunawmlk.law.nju.com.    IN    A    208.252.241.146
lfwhtjxs.law.nju.com.    IN    A    136.81.21.80
pbglymcf.law.nju.com.    IN    A    143.208.57.71
ercghtyo.law.nju.com.    IN    A    29.18.131.131
dwiyegof.law.nju.com.    IN    A    172.60.97.211
tcbwlvmy.law.nju.com.    IN    A    126.40.128.244
hdbitaro.law.nju.com.    IN    A    225.189.58.51
syrhfvmi.law.nju.com.    IN    A    52.215.141.69
coqywphg.law.nju.com.    IN    A    225.114.111.157
xyakumoi.law.nju.com.    IN    A    145.102.16.20
rvwhoduj.law.nju.com.    IN    A    242.0.74.211
mcbedgru.law.nju.com.    IN    A    141.98.240.49
jyumcdwp.law.nju.com.    IN    A    41.179.85.34
jmporflb.law.nju.com.    IN    A    188.30.15.222
bxpylegh.law.nju.com.    IN    A    7.122.106.215
qsmnpldg.law.nju.com.    IN    A    164.37.34.107
mtvjhuix.law.nju.com.    IN    A    130.163.219.251
ykxspjwi.law.nju.com.    IN    A    101.95.83.79
girwqbtx.law.nju.com.    IN    A    148.167.2.158
prqkydme.law.nju.com.    IN    A    169.62.214.105
puwdtslc.law.nju.com.    IN    A    173.125.105.211
kafsncvm.law.nju.com.    IN    A    194.241.76.98
skbadwct.law.nju.com.    IN    A    192.143.38.77
ifbclrks.law.nju.com.    IN    A    19.118.20.163
juysqnwb.law.nju.com.    IN    A    92.85.168.77
klecuqfi.law.nju.com.    IN    A    189.129.254.16
unqrklsx.law.nju.com.    IN    A    225.105.112.25
vejxmobn.law.nju.com.    IN    A    75.56.73.92
slymrfgn.law.nju.com.    IN    A    192.131.14.198
mrepjxih.law.nju.com.    IN    A    241.56.45.126
iantbdlf.law.nju.com.    IN    A    49.203.108.195
mgqtihop.law.nju.com.    IN    A    223.113.69.174
mtoxljin.law.nju.com.    IN    A    21.209.52.119
fbgkxpqi.law.nju.com.    IN    A    99.211.158.113
nfudikmw.law.nju.com.    IN    A    29.195.192.55
mnxojglt.law.nju.com.    IN    A    224.114.120.245
shcjnifq.law.nju.com.    IN    A    98.155.192.198
lvhwjkbt.law.nju.com.    IN    A    9.166.150.240
nsalidjy.law.nju.com.    IN    A    5.22.230.118
bdtamvpj.law.nju.com.    IN    A    48.210.84.174
birohvfx.law.nju.com.    IN    A    90.200.106.140
nbomvsck.law.nju.com.    IN    A    141.80.18.122
rjplymne.law.nju.com.    IN    A    179.127.231.240
xpidyqle.law.nju.com.    IN    A    3.61.158.143
qrnhkatj.law.nju.com.    IN    A    154.208.215.242
bjmvfquk.law.nju.com.    IN    A    97.6.62.234
vcuwxmai.law.nju.com.    IN    A    228.249.89.141
yxbelrgw.law.nju.com.    IN    A    48.237.109.46
ikadnftw.law.nju.com.    IN    A    118.118.228.118
nqtkgwbp.law.nju.com.    IN    A    27.56.177.9
wfskcmgq.law.nju.com.    IN    A    140.14.27.67
tmsfcliv.law.nju.com.    IN    A    244.160.143.51
xskpgrwh.law.nju.com.    IN    A    237.54.35.215
lptjiudk.law.nju.com.    IN    A    228.36.148.103
wlxrfhac.law.nju.com.    IN    A    127.188.1.165
lvckehxt.law.nju.com.    IN    A    151.208.135.102
cxonjvqa.law.nju.com.    IN    A    15.63.179.38
lyfjmepg.law.nju.com.    IN    A    191.226.15.87
numfboep.law.nju.com.    IN    A    172.23.231.104
eobaryvi.law.nju.com.    IN    A    137.128.147.124
ugrhljdn.law.nju.com.    IN    A    83.233.12.6
arjdnyks.law.nju.com.    IN    A    50.179.110.233
ymoritex.law.nju.com.    IN    A    47.7.165.43
apegvxql.law.nju.com.    IN    A    139.30.224.175
redlktij.law.nju.com.    IN    A    254.181.179.44
jgwfnsrc.law.nju.com.    IN    A    86.71.131.29
tbyxvcnf.law.nju.com.    IN    A    53.242.223.126
wsavplmi.law.nju.com.    IN    A    234.220.226.62
plajqebn.law.nju.com.    IN    A    176.109.153.67
kwqiyjmo.law.nju.com.    IN    A    254.27.31.228
aiwnjdgy.law.nju.com.    IN    A    184.116.54.63
olxensyu.law.nju.com.    IN    A    245.127.184.169
yptemdgk.law.nju.com.    IN    A    31.84.199.103
malukijo.law.nju.com.    IN    A    223.135.84.33
wjmvkega.law.nju.com.    IN    A    211.155.170.48
ilrjyeqa.law.nju.com.    IN    A    170.186.33.49
fbagrcev.law.nju.com.    IN    A    216.170.156.65
nhqwptsv.law.nju.com.    IN    A    193.232.2.52
mapclvyw.law.nju.com.    IN    A    50.148.164.48
mngpxvya.law.nju.com.    IN    A    246.156.235.226
alipjrny.law.nju.com.    IN    A    224.185.22.72
mhuylbjt.law.nju.com.    IN    A    102.19.235.183
lmqvfnhp.law.nju.com.    IN    A    195.151.127.215
vxfwenmi.law.nju.com.    IN    A    166.108.179.78
rvugkctp.law.nju.com.    IN    A    27.80.166.238
hibjutoc.law.nju.com.    IN    A    0.52.90.115
eougnyvb.law.nju.com.    IN    A    99.226.170.167
rmfkjiye.law.nju.com.    IN    A    223.107.211.212
wmjnvfad.law.nju.com.    IN    A    216.64.153.213
vguhbcmd.law.nju.com.    IN    A    196.54.159.106
pacrlqko.law.nju.com.    IN    A    34.173.58.0
tvnujgox.law.nju.com.    IN    A    215.146.222.231
jstaydgq.law.nju.com.    IN    A    227.225.155.120
vnheqpsj.law.nju.com.    IN    A    158.193.239.25
dypfelhc.law.nju.com.    IN    A    166.26.170.187
fnhogtiv.law.nju.com.    IN    A    160.245.165.5
hoxcrtwu.law.nju.com.    IN    A    253.199.129.39
ujnmqsbp.law.nju.com.    IN    A    95.106.61.4
hvaxdweq.law.nju.com.    IN    A    14.204.141.58
dtnmyplc.law.nju.com.    IN    A    122.101.197.119
qswvfdtc.law.nju.com.    IN    A    239.170.115.4
lwytmfns.law.nju.com.    IN    A    41.200.42.78
nxvhglkd.law.nju.com.    IN    A    95.141.251.81
lxqjmuvd.law.nju.com.    IN    A    205.118.73.172
kenpcodf.law.nju.com.    IN    A    55.170.103.35
siqhmvyr.law.nju.com.    IN    A    21.225.14.94
parvynms.law.nju.com.    IN    A    166.244.117.48
syoitpwv.law.nju.com.    IN    A    0.11.136.156
icdyxvop.law.nju.com.    IN    A    196.48.112.67
msjewpug.law.nju.com.    IN    A    195.33.243.233
bnfaigyj.law.nju.com.    IN    A    212.225.162.168
mgdqklxc.law.nju.com.    IN    A    201.47.183.193
isghfrnp.law.nju.com.    IN    A    33.91.55.203
ejtpobvu.law.nju.com.    IN    A    25.130.21.94
sycpikwn.law.nju.com.    IN    A    74.145.228.152
klbfhteu.law.nju.com.    IN    A    6.138.4.211
extcvosn.law.nju.com.    IN    A    61.108.223.75
xlspvaer.law.nju.com.    IN    A    125.17.214.79
xkgaerjy.law.nju.com.    IN    A    230.24.98.0
hoirylgk.law.nju.com.    IN    A    66.221.210.124
bpmukcht.law.nju.com.    IN    A    198.79.30.167
uqgokalt.law.nju.com.    IN    A    173.28.15.185
ndfpkqti.law.nju.com.    IN    A    242.50.150.115
frcwlnay.law.nju.com.    IN    A    97.251.29.219
ofscywlb.law.nju.com.    IN    A    26.86.87.199
crbdankv.law.nju.com.    IN    A    20.91.19.101
xanjrigq.law.nju.com.    IN    A    15.33.90.157
twynqfsb.law.nju.com.    IN    A    148.114.165.54
vxmpuiwd.law.nju.com.    IN    A    6.232.180.12
pdfrnkgc.law.nju.com.    IN    A    239.217.143.72
gsuqomil.law.nju.com.    IN    A    189.40.4.230
eynpdwvq.law.nju.com.    IN    A    234.107.186.245
