; <<>> DiG 9.11.3-1ubuntu1.11-Ubuntu <<>> AXFR pku.com. @ns2.pku.edu.
;; global options: +cmd

@               			      14400 IN SOA	ns1.pku.com. james.pku.edu. 19122302 14400 3600 2419200 14400
pku.com.			      14400 IN NS	ns1.pku.com.
ns1.pku.com.			      14400 IN A	10.166.21.14

www.pku.com.		      14400 IN NS	ns1.www.pku.com.
ns1.www.pku.com.		      14400 IN A		10.166.21.15

math.pku.com.		      14400 IN NS	ns1.math.pku.com.
ns1.math.pku.com.		      14400 IN A		10.166.21.12

hist.pku.com.		      14400 IN NS	ns1.hist.pku.com.
ns1.hist.pku.com.		      14400 IN A		10.166.21.13

pku.com.			      14400 IN MX	10 histtp.pku.edu.
pku.com.			      14400 IN TXT	"v=spf1 a mx ~all"
xstuanec.pku.com.        IN    A    111.92.167.7
baxgmuyr.pku.com.        IN    A    111.214.183.74
qfwjobed.pku.com.        IN    A    40.188.54.248
ahrjpxeb.pku.com.        IN    A    42.249.140.190
aynuoqsx.pku.com.        IN    A    126.224.197.66
tmbekruc.pku.com.        IN    A    190.53.234.182
pfoghjay.pku.com.        IN    A    130.143.50.249
fopjgaxw.pku.com.        IN    A    220.149.62.222
xhqonbvk.pku.com.        IN    A    45.148.177.178
qpxkgtui.pku.com.        IN    A    158.11.196.218
rgebkoas.pku.com.        IN    A    227.206.206.73
hpbnmsxy.pku.com.        IN    A    52.179.235.195
wykjdrei.pku.com.        IN    A    61.32.145.28
apesulox.pku.com.        IN    A    177.48.155.111
dglyrkqx.pku.com.        IN    A    99.45.188.181
avhbmcno.pku.com.        IN    A    164.18.137.20
gqbwncix.pku.com.        IN    A    176.81.110.53
dfvnerap.pku.com.        IN    A    89.173.76.21
csaniywf.pku.com.        IN    A    79.198.64.142
kfxdrcbt.pku.com.        IN    A    118.174.168.20
qbjopmly.pku.com.        IN    A    128.6.55.71
kxtmcefo.pku.com.        IN    A    172.57.165.22
cwxiqrdf.pku.com.        IN    A    67.162.93.116
peslxjnm.pku.com.        IN    A    78.230.122.176
mqocyisa.pku.com.        IN    A    148.226.44.169
wxkdyjuc.pku.com.        IN    A    149.225.117.86
erlsfgph.pku.com.        IN    A    13.246.117.202
mcsgxlah.pku.com.        IN    A    102.207.36.105
qjvcoifb.pku.com.        IN    A    195.96.92.41
vhoybern.pku.com.        IN    A    24.126.37.31
pmacnoqx.pku.com.        IN    A    57.195.26.124
oiksmgdp.pku.com.        IN    A    114.96.113.6
mfcepjkw.pku.com.        IN    A    208.224.85.121
ybwmuatp.pku.com.        IN    A    134.229.48.218
vochfisb.pku.com.        IN    A    241.212.57.253
uhacpidq.pku.com.        IN    A    204.21.233.40
awsxmyhd.pku.com.        IN    A    98.186.104.156
fstvknxb.pku.com.        IN    A    44.30.155.56
ugdrtmkq.pku.com.        IN    A    20.18.193.62
bwtlicnj.pku.com.        IN    A    126.136.241.253
xdpnivgw.pku.com.        IN    A    127.121.90.147
rmwpxusy.pku.com.        IN    A    187.24.237.53
uvojxmgf.pku.com.        IN    A    67.216.171.26
nurmlbpe.pku.com.        IN    A    179.224.172.254
hpymiewj.pku.com.        IN    A    198.247.70.86
nluyfwgv.pku.com.        IN    A    175.161.164.23
ikpqlden.pku.com.        IN    A    73.139.158.245
btycqwik.pku.com.        IN    A    27.178.229.239
alosptqy.pku.com.        IN    A    204.207.177.80
ylsqpwma.pku.com.        IN    A    51.53.107.133
tyrpljvi.pku.com.        IN    A    48.90.242.224
ntmsjvku.pku.com.        IN    A    170.61.193.38
chlonuef.pku.com.        IN    A    65.151.20.55
jndgtyol.pku.com.        IN    A    178.120.23.67
mxdcglsa.pku.com.        IN    A    25.224.72.203
dsyhlrfb.pku.com.        IN    A    2.110.26.116
aobphevq.pku.com.        IN    A    97.187.26.90
csgaiymq.pku.com.        IN    A    148.4.223.153
gtwyikfq.pku.com.        IN    A    8.216.208.117
scglptfq.pku.com.        IN    A    76.56.252.9
oftvdwbr.pku.com.        IN    A    7.177.237.121
wenoxcbp.pku.com.        IN    A    57.51.26.135
lefitpcy.pku.com.        IN    A    243.136.194.248
qeicduks.pku.com.        IN    A    246.17.72.102
igxsodym.pku.com.        IN    A    14.245.158.255
dvuoilnw.pku.com.        IN    A    169.101.180.99
pjsdomvr.pku.com.        IN    A    86.181.208.126
brmujpsl.pku.com.        IN    A    218.40.175.252
cblxrong.pku.com.        IN    A    166.194.87.58
mxdcfsqv.pku.com.        IN    A    131.239.183.170
axpweocq.pku.com.        IN    A    40.20.44.226
wrfmlocs.pku.com.        IN    A    60.195.171.163
bcestymd.pku.com.        IN    A    177.2.123.156
ltjwnice.pku.com.        IN    A    102.2.80.216
xaiyhcum.pku.com.        IN    A    141.165.99.152
yhtqlois.pku.com.        IN    A    51.3.18.7
chaxispy.pku.com.        IN    A    38.153.114.119
ujbepftv.pku.com.        IN    A    58.247.239.52
csernvxp.pku.com.        IN    A    27.181.196.22
blysnkmo.pku.com.        IN    A    61.231.143.54
pntlegha.pku.com.        IN    A    249.211.242.108
xspgbkuv.pku.com.        IN    A    125.173.238.210
jprkbdho.pku.com.        IN    A    195.202.239.223
epqioalf.pku.com.        IN    A    42.98.33.178
qpbmonex.pku.com.        IN    A    220.242.80.118
raoewmip.pku.com.        IN    A    135.113.53.188
syukvhxo.pku.com.        IN    A    59.252.255.227
wpxjfocm.pku.com.        IN    A    19.215.104.211
wxiyfebs.pku.com.        IN    A    203.132.128.203
chtfgusk.pku.com.        IN    A    142.117.29.112
ouvqhisp.pku.com.        IN    A    50.139.121.233
hagxyduw.pku.com.        IN    A    175.215.243.72
lhkuxtqg.pku.com.        IN    A    11.121.73.123
jlvisomn.pku.com.        IN    A    155.24.101.64
gluhrico.pku.com.        IN    A    105.96.237.49
rxdifltg.pku.com.        IN    A    216.4.248.101
xrycebou.pku.com.        IN    A    15.68.139.173
orvfxwip.pku.com.        IN    A    0.94.177.74
nofqvcei.pku.com.        IN    A    80.214.141.213
bmijyakg.pku.com.        IN    A    89.54.158.71
dlncfspq.pku.com.        IN    A    110.214.32.64
cwmopvgr.pku.com.        IN    A    37.194.156.124
fjdbxvwk.pku.com.        IN    A    166.177.182.179
bqgjypwd.pku.com.        IN    A    178.3.121.124
pmcqwleg.pku.com.        IN    A    18.132.171.97
hrsbflxt.pku.com.        IN    A    245.177.248.163
jqlyiebu.pku.com.        IN    A    238.110.201.247
pdjeagwt.pku.com.        IN    A    78.84.104.102
jqftseun.pku.com.        IN    A    2.220.19.166
kejwxloi.pku.com.        IN    A    49.128.176.141
bphfykse.pku.com.        IN    A    204.154.207.73
kcovjfet.pku.com.        IN    A    59.231.130.94
jmltapqw.pku.com.        IN    A    164.59.178.180
tcgudojm.pku.com.        IN    A    200.54.151.58
dnrljcti.pku.com.        IN    A    201.195.153.161
grqlofxc.pku.com.        IN    A    123.32.67.254
udgswrlb.pku.com.        IN    A    79.59.110.68
clahngwq.pku.com.        IN    A    30.198.28.14
hptkqxvr.pku.com.        IN    A    162.81.54.1
rnoltcba.pku.com.        IN    A    8.148.216.140
rhecvwjb.pku.com.        IN    A    13.48.63.184
ovdarixt.pku.com.        IN    A    242.97.101.129
slepthir.pku.com.        IN    A    74.85.73.37
cdutxbhs.pku.com.        IN    A    231.164.232.95
anweqout.pku.com.        IN    A    142.38.208.20
igywobeu.pku.com.        IN    A    191.246.2.141
wxspkyrj.pku.com.        IN    A    113.212.214.47
sfbcrhkj.pku.com.        IN    A    71.176.235.144
reqcmdiv.pku.com.        IN    A    138.22.41.160
egfotwqj.pku.com.        IN    A    56.68.143.229
stboeanq.pku.com.        IN    A    190.189.137.66
hvebnxkd.pku.com.        IN    A    174.126.175.100
chyxlsop.pku.com.        IN    A    129.89.151.3
xofwaunv.pku.com.        IN    A    133.61.212.18
kxfpivce.pku.com.        IN    A    51.33.239.101
lbuhmajo.pku.com.        IN    A    240.120.84.110
eljbhpvd.pku.com.        IN    A    95.18.27.7
aletidbv.pku.com.        IN    A    252.234.28.119
wpisdlat.pku.com.        IN    A    230.178.134.147
kbjsenra.pku.com.        IN    A    200.87.136.8
nciqhref.pku.com.        IN    A    141.6.173.29
qpcmfnsb.pku.com.        IN    A    3.50.174.211
ntypshje.pku.com.        IN    A    91.226.209.138
aofpljeu.pku.com.        IN    A    89.194.38.132
fqsrnkav.pku.com.        IN    A    137.45.176.20
cogdpnuj.pku.com.        IN    A    225.40.161.234
jgtvsnum.pku.com.        IN    A    29.30.208.154
bgqutflm.pku.com.        IN    A    124.189.231.204
nqjadwyg.pku.com.        IN    A    79.249.100.73
hgmsrqdo.pku.com.        IN    A    29.20.12.178
gnxkrcyj.pku.com.        IN    A    151.118.36.201
opqhedrg.pku.com.        IN    A    26.250.17.165
qlbacymv.pku.com.        IN    A    65.0.128.249
iayxknbm.pku.com.        IN    A    241.181.80.204
dvrinelj.pku.com.        IN    A    88.98.53.2
ufxyhdtm.pku.com.        IN    A    222.34.63.90
nmvsuxjt.pku.com.        IN    A    158.58.158.27
moeslgrj.pku.com.        IN    A    124.133.240.83
qrdlgjvy.pku.com.        IN    A    49.21.45.207
xmbshvle.pku.com.        IN    A    28.2.176.183
ykvpqlna.pku.com.        IN    A    168.139.127.203
hnduecsj.pku.com.        IN    A    190.239.245.237
sgqwyico.pku.com.        IN    A    133.142.101.142
sadgunby.pku.com.        IN    A    179.141.55.18
qyagjkwo.pku.com.        IN    A    190.127.26.90
homgdevy.pku.com.        IN    A    130.88.43.175
eydpilck.pku.com.        IN    A    207.31.225.40
bweyvhot.pku.com.        IN    A    48.153.51.161
amuenjcr.pku.com.        IN    A    159.238.143.136
epmwnfqu.pku.com.        IN    A    5.135.109.119
umjtxdir.pku.com.        IN    A    14.96.49.56
hopsiwtx.pku.com.        IN    A    198.48.162.16
icjnyvhl.pku.com.        IN    A    115.179.72.249
moexawjy.pku.com.        IN    A    159.38.78.115
mfxdsipw.pku.com.        IN    A    112.118.33.59
kswjbfyr.pku.com.        IN    A    61.6.121.235
gbctuvsd.pku.com.        IN    A    245.95.32.78
kotalqgv.pku.com.        IN    A    32.70.34.47
yxhrewkd.pku.com.        IN    A    15.18.147.90
wblujevf.pku.com.        IN    A    90.234.255.62
sltrukqy.pku.com.        IN    A    57.176.109.78
rbdtmgai.pku.com.        IN    A    100.47.77.196
daybsgfk.pku.com.        IN    A    41.167.69.210
bsagokmq.pku.com.        IN    A    72.220.70.156
khmosgcl.pku.com.        IN    A    92.225.122.50
rxycsopw.pku.com.        IN    A    236.238.237.158
dlkixubs.pku.com.        IN    A    45.190.67.33
pqtcgjfv.pku.com.        IN    A    180.145.29.157
nmlcxyvj.pku.com.        IN    A    194.177.150.164
lahfbotj.pku.com.        IN    A    255.189.206.90
ektamslr.pku.com.        IN    A    115.227.171.15
cswrfhgm.pku.com.        IN    A    5.62.83.238
pmcesfqu.pku.com.        IN    A    127.180.213.92
qxiodtwb.pku.com.        IN    A    34.56.3.144
wnkahgxu.pku.com.        IN    A    190.120.31.11
anudrfji.pku.com.        IN    A    35.15.239.176
adkietuv.pku.com.        IN    A    145.246.252.92
karqcvew.pku.com.        IN    A    254.138.159.84
dnxkjliy.pku.com.        IN    A    112.215.238.186
ywofxnav.pku.com.        IN    A    136.16.40.239
pvmhkifa.pku.com.        IN    A    210.108.118.41
xcjtdehm.pku.com.        IN    A    132.173.120.101
ofshpwia.pku.com.        IN    A    188.185.10.219
oasmkcpv.pku.com.        IN    A    139.98.155.145
guwdfqcx.pku.com.        IN    A    162.28.147.168
bxctujoh.pku.com.        IN    A    116.63.171.158
rujvqdsm.pku.com.        IN    A    118.221.150.1
uaxhdvcs.pku.com.        IN    A    28.202.153.182
bcoedhry.pku.com.        IN    A    82.78.193.5
tumjdlpe.pku.com.        IN    A    239.242.175.3
mdyscouk.pku.com.        IN    A    46.139.75.65
duqmcieo.pku.com.        IN    A    28.41.38.180
laxmrvfh.pku.com.        IN    A    208.153.109.205
lypmuawg.pku.com.        IN    A    59.15.13.100
ovxhdcyg.pku.com.        IN    A    83.188.197.32
thipwyav.pku.com.        IN    A    230.25.235.24
umbkpcvo.pku.com.        IN    A    190.132.164.148
adxjqpvn.pku.com.        IN    A    195.59.82.111
gcrwatmf.pku.com.        IN    A    118.86.224.224
bdhwtilc.pku.com.        IN    A    154.93.15.82
qfxtucdg.pku.com.        IN    A    91.253.94.204
pwrjixgb.pku.com.        IN    A    35.95.204.162
njghfikr.pku.com.        IN    A    184.78.14.3
hnwsrvmb.pku.com.        IN    A    142.92.180.86
kuvmhgde.pku.com.        IN    A    124.243.131.231
oldkrjht.pku.com.        IN    A    225.232.239.207
eskdlaqf.pku.com.        IN    A    255.203.115.222
eubsjngf.pku.com.        IN    A    99.57.6.215
cktmwgle.pku.com.        IN    A    172.173.125.97
akcjnleo.pku.com.        IN    A    1.201.38.58
ijrelpqb.pku.com.        IN    A    47.185.123.176
pbukneyl.pku.com.        IN    A    198.231.143.0
ecsjfqiu.pku.com.        IN    A    237.26.107.141
xgjqketr.pku.com.        IN    A    249.83.205.93
mtukdnvy.pku.com.        IN    A    131.244.206.44
lhwgrydk.pku.com.        IN    A    81.87.232.116
ctevhmuy.pku.com.        IN    A    157.165.232.8
otgedjlf.pku.com.        IN    A    33.130.184.254
hmkuoyne.pku.com.        IN    A    109.52.154.39
qonseglb.pku.com.        IN    A    17.157.125.75
dfjcieya.pku.com.        IN    A    9.157.119.238
rfxbvpek.pku.com.        IN    A    30.209.152.146
jtaufvmb.pku.com.        IN    A    167.69.68.38
foivjnra.pku.com.        IN    A    95.214.206.33
iygbjvsl.pku.com.        IN    A    8.131.60.30
dnsvktjy.pku.com.        IN    A    107.120.137.238
mjctxunw.pku.com.        IN    A    99.124.83.207
ilcoxsbe.pku.com.        IN    A    245.122.102.15
hcvnkure.pku.com.        IN    A    129.133.241.197
pijutgoc.pku.com.        IN    A    5.58.77.148
ixamdljt.pku.com.        IN    A    121.156.72.47
devshfkm.pku.com.        IN    A    33.219.218.132
ctmopiaq.pku.com.        IN    A    102.17.127.75
idjefhgt.pku.com.        IN    A    118.153.103.96
kilyveqj.pku.com.        IN    A    47.245.223.207
bxwearcv.pku.com.        IN    A    107.191.209.21
yownusdm.pku.com.        IN    A    237.140.142.78
avpruobm.pku.com.        IN    A    207.242.98.99
xbsuwnmq.pku.com.        IN    A    166.211.84.19
axhprwtj.pku.com.        IN    A    63.84.145.225
bmgyoaet.pku.com.        IN    A    193.170.110.117
kaxndfgt.pku.com.        IN    A    154.103.233.15
hrmqwpxt.pku.com.        IN    A    1.247.241.91
nwrdeasx.pku.com.        IN    A    152.156.20.185
goylncds.pku.com.        IN    A    184.200.52.160
prbdvgfi.pku.com.        IN    A    249.252.48.128
hplqwstm.pku.com.        IN    A    11.159.148.166
sqgywijk.pku.com.        IN    A    84.191.91.29
raflkdhi.pku.com.        IN    A    115.10.195.233
pbdjxiuc.pku.com.        IN    A    159.227.69.218
cwyjbofa.pku.com.        IN    A    36.160.157.43
bagvmrih.pku.com.        IN    A    206.54.122.111
pfywcqdu.pku.com.        IN    A    52.3.222.131
pafwvdqe.pku.com.        IN    A    214.9.104.54
jxudhmfg.pku.com.        IN    A    223.136.10.64
aphickue.pku.com.        IN    A    248.194.196.113
iykcflja.pku.com.        IN    A    69.149.63.180
bilwkhre.pku.com.        IN    A    4.225.56.252
kqougdyr.pku.com.        IN    A    119.172.133.157
drpgkaly.pku.com.        IN    A    27.116.254.245
djhiqwun.pku.com.        IN    A    10.240.188.17
hbmtnlrc.pku.com.        IN    A    44.48.65.146
nbfguqxy.pku.com.        IN    A    220.138.226.214
ayqveblu.pku.com.        IN    A    148.172.73.45
ajodewbx.pku.com.        IN    A    171.28.33.229
edgxktfy.pku.com.        IN    A    126.108.86.163
bhitrpdj.pku.com.        IN    A    62.111.222.92
pudktvjs.pku.com.        IN    A    241.210.93.228
qvwosthu.pku.com.        IN    A    111.17.138.109
ytgfkmvj.pku.com.        IN    A    45.209.235.165
uodcjlrq.pku.com.        IN    A    105.123.4.106
knrvhwfm.pku.com.        IN    A    179.119.2.233
gnqhoudb.pku.com.        IN    A    47.204.217.222
bpcxtrqi.pku.com.        IN    A    181.66.47.184
nfbjulac.pku.com.        IN    A    226.175.217.59
txjlbodm.pku.com.        IN    A    191.39.12.13
bwyqgphx.pku.com.        IN    A    230.28.135.124
bgkhfqxm.pku.com.        IN    A    243.139.235.127
dhbomqpy.pku.com.        IN    A    176.76.174.85
ugcjbnhk.pku.com.        IN    A    245.173.164.212
oukdjyas.pku.com.        IN    A    13.142.189.152
kuocxjyl.pku.com.        IN    A    70.198.73.51
fvwtahpj.pku.com.        IN    A    132.185.66.248
ndxhetik.pku.com.        IN    A    137.44.210.88
xltpeojq.pku.com.        IN    A    23.95.86.227
euljbwao.pku.com.        IN    A    40.135.188.71
efoxcqyg.pku.com.        IN    A    207.220.176.2
wkfxurso.pku.com.        IN    A    176.220.173.174
jvqbywso.pku.com.        IN    A    4.127.26.152
ndlfbksx.pku.com.        IN    A    171.25.14.130
sxhupbmn.pku.com.        IN    A    153.120.183.26
oufitswa.pku.com.        IN    A    104.248.108.230
dtmckiwx.pku.com.        IN    A    65.92.149.204
frxumwgn.pku.com.        IN    A    119.233.87.86
ogkqmcfh.pku.com.        IN    A    195.143.45.219
urlboyis.pku.com.        IN    A    123.253.205.206
hwuypblj.pku.com.        IN    A    24.207.147.10
awlvmscq.pku.com.        IN    A    133.61.232.155
mltnvuec.pku.com.        IN    A    173.119.255.38
umxokteb.pku.com.        IN    A    61.47.152.18
dsepinor.pku.com.        IN    A    162.43.102.68
qnutjrwg.pku.com.        IN    A    116.64.123.88
dvrkanus.pku.com.        IN    A    206.253.28.133
swmfdajr.pku.com.        IN    A    147.25.20.116
vgfbxqld.pku.com.        IN    A    156.124.173.115
ncaieomg.pku.com.        IN    A    42.95.176.97
pwtimfcl.pku.com.        IN    A    29.131.229.56
hpiexnca.pku.com.        IN    A    97.104.64.127
farcdyvk.pku.com.        IN    A    129.102.3.148
esmvrabt.pku.com.        IN    A    145.51.160.37
byjfsavp.pku.com.        IN    A    217.126.62.187
abjsvnoe.pku.com.        IN    A    174.84.252.28
midyrwkb.pku.com.        IN    A    203.122.61.142
okbpcexq.pku.com.        IN    A    130.162.254.81
mafoeisg.pku.com.        IN    A    207.34.57.54
hwudigfk.pku.com.        IN    A    235.147.16.32
pqygbwxf.pku.com.        IN    A    72.189.57.108
flqrmhcx.pku.com.        IN    A    4.233.232.58
iwfglxdh.pku.com.        IN    A    193.198.172.8
dlsygmkq.pku.com.        IN    A    151.1.145.69
kdfqmthn.pku.com.        IN    A    212.132.155.163
brwsopyq.pku.com.        IN    A    95.232.201.23
lvtisynd.pku.com.        IN    A    137.57.49.35
srghxvmk.pku.com.        IN    A    164.152.206.12
egwckuoq.pku.com.        IN    A    97.247.173.177
hifxlrqa.pku.com.        IN    A    161.128.199.60
catsblxn.pku.com.        IN    A    35.44.246.26
tpodvimb.pku.com.        IN    A    177.220.197.188
wpjgncfm.pku.com.        IN    A    6.188.184.48
xhbtgnlf.pku.com.        IN    A    63.125.16.159
vrlgqskx.pku.com.        IN    A    63.109.161.20
wkjyrscb.pku.com.        IN    A    163.224.58.140
umwxbsrn.pku.com.        IN    A    241.182.165.57
nkpdmwos.pku.com.        IN    A    182.249.168.206
wcvijgsl.pku.com.        IN    A    110.124.131.149
psgrlkdn.pku.com.        IN    A    211.249.46.36
qxfghuen.pku.com.        IN    A    30.238.167.229
lerjdkis.pku.com.        IN    A    30.71.38.189
ofqbdcar.pku.com.        IN    A    174.176.149.48
srhkldwt.pku.com.        IN    A    6.253.219.168
xyuenotc.pku.com.        IN    A    210.123.38.174
sqjgpvxe.pku.com.        IN    A    148.136.18.48
iyhmnrjg.pku.com.        IN    A    196.148.151.174
tlnihkog.pku.com.        IN    A    10.142.25.141
hfodjrxp.pku.com.        IN    A    78.218.234.254
olrtmudf.pku.com.        IN    A    56.250.199.51
iraudgej.pku.com.        IN    A    110.234.167.131
dlyntuxs.pku.com.        IN    A    223.163.212.17
shmbqrwl.pku.com.        IN    A    39.72.77.8
gmruxcoj.pku.com.        IN    A    120.216.87.224
gynliurc.pku.com.        IN    A    131.136.114.157
bpdiflue.pku.com.        IN    A    247.219.190.231
nsrdqkwa.pku.com.        IN    A    33.33.225.195
baepfhkq.pku.com.        IN    A    35.4.248.19
grvwcsfq.pku.com.        IN    A    188.215.38.61
ditmynvc.pku.com.        IN    A    49.125.198.138
tbsqcjkw.pku.com.        IN    A    191.249.168.124
otivqrnc.pku.com.        IN    A    104.253.156.231
mtunxqjd.pku.com.        IN    A    124.232.222.127
xymnwlpo.pku.com.        IN    A    230.84.123.210
cufierpw.pku.com.        IN    A    152.166.158.96
