www.nju.com. 	14400	IN	SOA	ns1.www.nju.com. james.nju.edu. 19122302 14400 3600 2419200 14400
www.nju.com.		    IN	NS ns1.www.nju.com.
owulcdmj.www.nju.com.    IN    A    32.103.222.216
uxdegbpn.www.nju.com.    IN    A    33.103.236.93
nvcymdqh.www.nju.com.    IN    A    203.21.252.201
finhtwsc.www.nju.com.    IN    A    84.15.247.167
utvcpweh.www.nju.com.    IN    A    122.3.154.112
yhtxeidc.www.nju.com.    IN    A    203.98.34.190
krmaocfx.www.nju.com.    IN    A    220.181.236.16
uangwpdx.www.nju.com.    IN    A    152.185.78.183
qfjtxorm.www.nju.com.    IN    A    169.98.15.140
xsvjglib.www.nju.com.    IN    A    13.95.156.134
noekdwxf.www.nju.com.    IN    A    255.16.165.33
avfbiweo.www.nju.com.    IN    A    58.44.216.123
hpdfymon.www.nju.com.    IN    A    64.14.88.32
vwgnmxsc.www.nju.com.    IN    A    169.93.250.174
nedbuwqg.www.nju.com.    IN    A    57.72.98.241
jfyaolgi.www.nju.com.    IN    A    49.10.131.55
puvktfba.www.nju.com.    IN    A    183.134.150.23
exyjtdlr.www.nju.com.    IN    A    172.209.130.170
ivqpxnch.www.nju.com.    IN    A    199.190.187.3
abdqmigy.www.nju.com.    IN    A    167.202.221.70
vgqpyktw.www.nju.com.    IN    A    135.149.23.158
akbvpojc.www.nju.com.    IN    A    179.168.156.204
gasiywro.www.nju.com.    IN    A    196.31.54.10
oadqhybw.www.nju.com.    IN    A    198.109.118.216
ipjaulvs.www.nju.com.    IN    A    53.202.162.179
caklinxj.www.nju.com.    IN    A    221.156.103.219
kygouqif.www.nju.com.    IN    A    130.33.159.34
clwpbqsm.www.nju.com.    IN    A    150.179.78.17
tldgyjki.www.nju.com.    IN    A    165.228.174.201
kedranyl.www.nju.com.    IN    A    105.96.133.21
namyloxe.www.nju.com.    IN    A    122.153.208.168
myajltup.www.nju.com.    IN    A    160.19.195.191
syefmjbh.www.nju.com.    IN    A    21.10.8.230
nhymtkjx.www.nju.com.    IN    A    81.145.228.185
mlaihbsv.www.nju.com.    IN    A    185.75.82.26
hclknegd.www.nju.com.    IN    A    14.173.111.54
twhoesbl.www.nju.com.    IN    A    211.93.237.31
thnxujcy.www.nju.com.    IN    A    132.220.166.240
mexidabl.www.nju.com.    IN    A    34.243.69.82
thlomvyg.www.nju.com.    IN    A    36.114.192.36
dnqufypc.www.nju.com.    IN    A    138.62.85.46
skucromv.www.nju.com.    IN    A    29.145.195.83
xfvosgpb.www.nju.com.    IN    A    37.247.76.77
nofkhqev.www.nju.com.    IN    A    246.255.52.28
lkfnbeao.www.nju.com.    IN    A    47.12.166.88
ekjfwmtu.www.nju.com.    IN    A    142.83.63.99
odeluxtn.www.nju.com.    IN    A    79.73.35.249
anfowled.www.nju.com.    IN    A    146.194.175.126
dgvwruab.www.nju.com.    IN    A    120.40.186.119
ebornudw.www.nju.com.    IN    A    9.174.250.167
jryemxtl.www.nju.com.    IN    A    108.218.213.245
wexfguqb.www.nju.com.    IN    A    167.103.174.14
cokqilxu.www.nju.com.    IN    A    73.166.245.190
mbykjcgd.www.nju.com.    IN    A    232.195.135.12
ebficqvm.www.nju.com.    IN    A    204.39.140.50
wuhekcnv.www.nju.com.    IN    A    181.88.52.76
wchifmxr.www.nju.com.    IN    A    129.78.209.78
mgxjlkaf.www.nju.com.    IN    A    201.175.183.163
aubtiswq.www.nju.com.    IN    A    124.83.18.34
kexaurdo.www.nju.com.    IN    A    60.33.117.88
kfxhdlcm.www.nju.com.    IN    A    3.239.186.64
gyqkalot.www.nju.com.    IN    A    137.60.96.124
epifknyu.www.nju.com.    IN    A    100.7.226.79
gailhpeq.www.nju.com.    IN    A    67.71.193.222
krlyqgfu.www.nju.com.    IN    A    216.165.142.152
poamuwkg.www.nju.com.    IN    A    181.22.242.16
csohbtyl.www.nju.com.    IN    A    134.123.121.180
vlocmfhi.www.nju.com.    IN    A    83.118.198.128
wuvyetox.www.nju.com.    IN    A    113.61.119.246
ihucwner.www.nju.com.    IN    A    179.41.160.24
hiyoltkf.www.nju.com.    IN    A    198.11.21.167
aysphfud.www.nju.com.    IN    A    140.119.171.222
jdeumgfc.www.nju.com.    IN    A    210.195.214.218
ltyhacdp.www.nju.com.    IN    A    214.170.27.68
igcrjfuy.www.nju.com.    IN    A    220.51.83.41
pviyqrhg.www.nju.com.    IN    A    72.174.150.146
shetbnmr.www.nju.com.    IN    A    221.151.164.236
dvsmltou.www.nju.com.    IN    A    3.209.83.149
ciwtsjpr.www.nju.com.    IN    A    172.35.98.242
mjpabquf.www.nju.com.    IN    A    156.129.172.232
qgbnkpmh.www.nju.com.    IN    A    136.169.62.68
nlbaocqj.www.nju.com.    IN    A    113.6.93.249
sltfejuk.www.nju.com.    IN    A    90.27.202.135
gihtujwx.www.nju.com.    IN    A    33.252.223.187
dlbvjmsx.www.nju.com.    IN    A    125.2.141.118
tipualhb.www.nju.com.    IN    A    34.157.238.112
dljxsgtn.www.nju.com.    IN    A    174.146.19.221
ycwxkbei.www.nju.com.    IN    A    7.176.198.25
nbcotpkj.www.nju.com.    IN    A    169.183.161.92
gdytslvq.www.nju.com.    IN    A    98.138.126.154
jfdgoeml.www.nju.com.    IN    A    75.177.52.128
xetfnvpy.www.nju.com.    IN    A    18.241.183.28
nlythjpb.www.nju.com.    IN    A    252.156.121.120
uixrfynj.www.nju.com.    IN    A    77.252.104.171
jacitgrw.www.nju.com.    IN    A    231.221.194.227
jqlyswfg.www.nju.com.    IN    A    111.216.28.29
qojtsfgv.www.nju.com.    IN    A    13.51.247.45
nitjbsmw.www.nju.com.    IN    A    82.183.15.128
bpevrgxy.www.nju.com.    IN    A    40.178.32.102
ranyivej.www.nju.com.    IN    A    12.0.94.143
hoyvcpaw.www.nju.com.    IN    A    135.254.124.69
aguxrtih.www.nju.com.    IN    A    13.170.52.76
gnxahits.www.nju.com.    IN    A    210.14.50.42
ufxcsbkw.www.nju.com.    IN    A    121.92.133.88
egycptlb.www.nju.com.    IN    A    13.200.75.60
tknpcevq.www.nju.com.    IN    A    223.135.132.230
jvciytnr.www.nju.com.    IN    A    102.52.102.222
fortajqi.www.nju.com.    IN    A    225.135.253.92
mqvnhwrc.www.nju.com.    IN    A    70.132.189.220
hpswtkxr.www.nju.com.    IN    A    91.120.137.221
toufbmen.www.nju.com.    IN    A    248.165.110.242
aumxptbj.www.nju.com.    IN    A    151.253.188.218
lypjoguc.www.nju.com.    IN    A    90.33.7.42
oxusnahp.www.nju.com.    IN    A    10.46.38.58
gyfsjiuw.www.nju.com.    IN    A    59.210.118.188
ibutsnlw.www.nju.com.    IN    A    5.85.79.119
ilgvwsot.www.nju.com.    IN    A    184.220.72.219
ielhqdka.www.nju.com.    IN    A    200.85.99.214
lsiqwdfp.www.nju.com.    IN    A    188.201.180.158
bgqdmouf.www.nju.com.    IN    A    206.148.95.151
sqybopaj.www.nju.com.    IN    A    182.109.77.24
oivclmpw.www.nju.com.    IN    A    255.46.92.142
khxdqmlw.www.nju.com.    IN    A    72.65.66.151
refwckoh.www.nju.com.    IN    A    87.128.36.94
eyrnkiow.www.nju.com.    IN    A    6.104.47.13
ylumcxhg.www.nju.com.    IN    A    183.222.3.254
jlckwtmh.www.nju.com.    IN    A    152.40.101.39
qihyvmdt.www.nju.com.    IN    A    190.169.176.146
storqhkb.www.nju.com.    IN    A    83.202.173.218
lifbycrp.www.nju.com.    IN    A    33.34.94.182
hxatkvqo.www.nju.com.    IN    A    244.155.46.77
notwharf.www.nju.com.    IN    A    24.195.28.30
kuqolixt.www.nju.com.    IN    A    150.161.47.78
covkturq.www.nju.com.    IN    A    20.128.70.93
lrtbwuig.www.nju.com.    IN    A    23.27.159.44
visfctwo.www.nju.com.    IN    A    78.107.175.158
sqriktam.www.nju.com.    IN    A    239.190.137.173
wiycxkvo.www.nju.com.    IN    A    215.167.174.97
clqdrvgy.www.nju.com.    IN    A    30.232.97.8
wecpqsdh.www.nju.com.    IN    A    34.231.172.148
hdexvrkw.www.nju.com.    IN    A    178.208.103.55
mqadvtlj.www.nju.com.    IN    A    47.148.144.201
rxmnobqk.www.nju.com.    IN    A    213.1.113.162
vorcfabp.www.nju.com.    IN    A    194.98.61.51
eltxsjyb.www.nju.com.    IN    A    238.183.47.2
trglsydh.www.nju.com.    IN    A    202.99.157.147
xrehwcdv.www.nju.com.    IN    A    174.1.7.131
chojptbk.www.nju.com.    IN    A    210.124.126.35
nbtldacv.www.nju.com.    IN    A    196.127.181.86
jntcvkgm.www.nju.com.    IN    A    89.151.191.225
hlmouycp.www.nju.com.    IN    A    185.147.188.40
oajwunig.www.nju.com.    IN    A    95.3.225.206
ursjcwnb.www.nju.com.    IN    A    169.85.43.44
jqeufmkl.www.nju.com.    IN    A    156.52.25.203
rbfenlsj.www.nju.com.    IN    A    215.32.204.139
fxbhygsm.www.nju.com.    IN    A    165.149.176.39
mguejqpy.www.nju.com.    IN    A    75.254.76.1
mielwcjg.www.nju.com.    IN    A    246.237.85.198
onvfsmjg.www.nju.com.    IN    A    166.75.165.71
tcsefwgl.www.nju.com.    IN    A    63.17.111.164
ywbmdsne.www.nju.com.    IN    A    191.61.240.157
eavnjtol.www.nju.com.    IN    A    76.219.127.78
couwgynv.www.nju.com.    IN    A    24.165.251.165
vfpdytxn.www.nju.com.    IN    A    149.155.114.249
odsrngbp.www.nju.com.    IN    A    144.55.185.193
xsylngpt.www.nju.com.    IN    A    202.202.71.17
tslvcdng.www.nju.com.    IN    A    67.191.144.203
fpynbqoc.www.nju.com.    IN    A    181.169.172.44
bkdxwusi.www.nju.com.    IN    A    86.253.243.244
ylbcqjuo.www.nju.com.    IN    A    236.43.193.168
tklmvobi.www.nju.com.    IN    A    241.50.237.89
fvyscrwe.www.nju.com.    IN    A    214.1.17.252
olibkmvq.www.nju.com.    IN    A    8.140.27.134
twhqfnvj.www.nju.com.    IN    A    239.211.12.154
phwxyloq.www.nju.com.    IN    A    131.247.206.143
tcvulrsq.www.nju.com.    IN    A    250.123.26.39
srcmlgqk.www.nju.com.    IN    A    250.22.128.251
dwefvqyg.www.nju.com.    IN    A    70.129.218.30
ywtxfoma.www.nju.com.    IN    A    134.171.62.120
nkbhfpos.www.nju.com.    IN    A    194.107.253.234
cwlvmgfh.www.nju.com.    IN    A    86.75.22.244
obgfwyqk.www.nju.com.    IN    A    148.227.200.223
uhvcmfxb.www.nju.com.    IN    A    99.71.213.103
rtvgbunj.www.nju.com.    IN    A    55.217.129.140
skwquiro.www.nju.com.    IN    A    155.255.222.100
lftyurxd.www.nju.com.    IN    A    254.97.175.236
uwobgtle.www.nju.com.    IN    A    218.101.117.126
gpoqavxs.www.nju.com.    IN    A    138.206.201.214
bedyhflu.www.nju.com.    IN    A    108.225.14.211
mobpugqn.www.nju.com.    IN    A    110.105.124.156
vlkwycsi.www.nju.com.    IN    A    81.22.40.122
lasmnkeh.www.nju.com.    IN    A    47.212.70.153
whvtjask.www.nju.com.    IN    A    37.217.130.168
nfstvmue.www.nju.com.    IN    A    200.52.7.159
dkxyibmu.www.nju.com.    IN    A    254.149.176.242
dkloxhtr.www.nju.com.    IN    A    205.176.192.61
grutiqkm.www.nju.com.    IN    A    94.176.45.109
mfpvoygt.www.nju.com.    IN    A    78.156.146.35
vgcpxaeb.www.nju.com.    IN    A    125.134.32.32
oetrygib.www.nju.com.    IN    A    242.44.210.62
yjgirbxs.www.nju.com.    IN    A    143.51.245.28
cpymubhe.www.nju.com.    IN    A    230.135.56.152
mhivqkab.www.nju.com.    IN    A    126.185.84.197
gemhndaq.www.nju.com.    IN    A    24.95.218.72
ukqsihpy.www.nju.com.    IN    A    63.62.2.231
tlnixdej.www.nju.com.    IN    A    116.10.202.68
ladkuxvi.www.nju.com.    IN    A    126.19.87.145
reynpamk.www.nju.com.    IN    A    32.216.243.34
kqvbuyht.www.nju.com.    IN    A    33.25.252.138
gkdtosbm.www.nju.com.    IN    A    94.188.226.142
utgjwlmp.www.nju.com.    IN    A    200.150.11.223
yrnhvgbk.www.nju.com.    IN    A    2.155.35.57
bhmokjdi.www.nju.com.    IN    A    137.35.171.239
aqpuydbw.www.nju.com.    IN    A    184.237.38.129
acdepqmj.www.nju.com.    IN    A    20.105.81.71
jndlpskb.www.nju.com.    IN    A    185.0.152.174
aotdpgvb.www.nju.com.    IN    A    14.134.230.243
pocasflm.www.nju.com.    IN    A    46.144.207.32
kuwhpvmj.www.nju.com.    IN    A    28.13.249.139
updwxter.www.nju.com.    IN    A    123.6.82.186
vcyflkpr.www.nju.com.    IN    A    30.190.78.27
wljqtorb.www.nju.com.    IN    A    190.103.161.115
hlnspjkg.www.nju.com.    IN    A    196.151.251.247
cyjldetr.www.nju.com.    IN    A    151.153.229.41
hmtfyqkc.www.nju.com.    IN    A    9.239.120.173
ylkcqbwi.www.nju.com.    IN    A    81.33.126.225
umehtkwg.www.nju.com.    IN    A    22.144.131.61
oefwlvum.www.nju.com.    IN    A    6.180.49.95
fhbyxesu.www.nju.com.    IN    A    133.175.91.141
hcxvkmbn.www.nju.com.    IN    A    249.56.50.74
fhoumgxr.www.nju.com.    IN    A    242.161.101.9
dweocxfg.www.nju.com.    IN    A    202.166.222.201
ovbsywdj.www.nju.com.    IN    A    71.71.195.44
mitlkjbc.www.nju.com.    IN    A    75.180.43.53
afspndby.www.nju.com.    IN    A    68.24.149.222
wtxkemsf.www.nju.com.    IN    A    174.224.142.188
wigrcfjv.www.nju.com.    IN    A    229.141.232.89
yskldtxa.www.nju.com.    IN    A    116.212.122.234
rgcomuvp.www.nju.com.    IN    A    146.173.30.127
rijwoclf.www.nju.com.    IN    A    165.182.159.23
vkowsbcf.www.nju.com.    IN    A    126.220.168.34
gxfqvwhi.www.nju.com.    IN    A    186.58.9.250
svgjeolc.www.nju.com.    IN    A    185.78.232.93
qiedhjkg.www.nju.com.    IN    A    30.67.230.30
ejgntfsm.www.nju.com.    IN    A    45.230.240.93
lyftdube.www.nju.com.    IN    A    149.19.226.23
gtmjbfnp.www.nju.com.    IN    A    209.38.74.21
quxpkrcj.www.nju.com.    IN    A    204.165.155.79
vtupkxjg.www.nju.com.    IN    A    94.3.183.239
pxdhmlfj.www.nju.com.    IN    A    79.4.201.223
fjhorgxu.www.nju.com.    IN    A    145.26.164.83
cupkivor.www.nju.com.    IN    A    188.101.247.22
awtlfqkh.www.nju.com.    IN    A    145.46.112.199
usvncjlo.www.nju.com.    IN    A    206.33.219.200
hdemjrcu.www.nju.com.    IN    A    213.205.136.235
husyfnra.www.nju.com.    IN    A    225.202.87.57
tqpjlgdi.www.nju.com.    IN    A    102.221.110.19
bmgyixjw.www.nju.com.    IN    A    16.108.179.45
caxdjipu.www.nju.com.    IN    A    185.65.206.99
ysmfuqgt.www.nju.com.    IN    A    158.35.50.157
jdiulbxo.www.nju.com.    IN    A    124.252.135.218
wgnavlut.www.nju.com.    IN    A    99.190.63.177
iwdmqaur.www.nju.com.    IN    A    55.182.138.91
msvtckbx.www.nju.com.    IN    A    216.164.57.240
tmslnufx.www.nju.com.    IN    A    220.49.9.26
elpcnbsu.www.nju.com.    IN    A    138.244.59.138
oqyegjdm.www.nju.com.    IN    A    176.213.20.147
oudhmtar.www.nju.com.    IN    A    155.191.20.37
kohmcdwl.www.nju.com.    IN    A    142.184.99.24
omdhbxqw.www.nju.com.    IN    A    132.170.67.59
orpqtayv.www.nju.com.    IN    A    218.245.244.114
mqvnfths.www.nju.com.    IN    A    235.37.8.183
bvlemqco.www.nju.com.    IN    A    81.164.210.114
pimrvhwl.www.nju.com.    IN    A    25.63.203.132
cvhuxdti.www.nju.com.    IN    A    69.116.81.92
sodxtcgv.www.nju.com.    IN    A    240.212.63.83
ohtiaqsc.www.nju.com.    IN    A    58.65.211.111
lintsuem.www.nju.com.    IN    A    164.118.33.34
fqidkeyt.www.nju.com.    IN    A    69.157.24.33
wlkodxyj.www.nju.com.    IN    A    8.20.164.1
pjehwvxd.www.nju.com.    IN    A    151.214.247.200
vnxymgdl.www.nju.com.    IN    A    38.248.117.159
pgwkftcr.www.nju.com.    IN    A    217.230.65.108
cfngsrjl.www.nju.com.    IN    A    85.70.228.222
mcxjwrdp.www.nju.com.    IN    A    242.144.4.129
pdofmrtc.www.nju.com.    IN    A    16.138.41.205
jrbvmxeq.www.nju.com.    IN    A    58.30.222.5
yltpoghc.www.nju.com.    IN    A    63.200.56.71
lsedykcm.www.nju.com.    IN    A    12.116.125.242
kjqxaslr.www.nju.com.    IN    A    112.204.188.60
bowxhidn.www.nju.com.    IN    A    101.112.73.5
omyhwqpr.www.nju.com.    IN    A    70.108.188.43
vljwxrdc.www.nju.com.    IN    A    106.195.17.145
lcdjauxq.www.nju.com.    IN    A    137.234.171.107
tyaofurn.www.nju.com.    IN    A    70.165.206.1
uxkoaich.www.nju.com.    IN    A    183.204.64.69
wrsbhvjm.www.nju.com.    IN    A    178.118.61.45
jvncafhe.www.nju.com.    IN    A    64.198.228.64
rbxtygip.www.nju.com.    IN    A    8.162.160.61
dhyuqvnj.www.nju.com.    IN    A    85.193.167.13
ilebyvhk.www.nju.com.    IN    A    251.179.133.231
jfudvbcs.www.nju.com.    IN    A    80.197.180.114
aljmxwsp.www.nju.com.    IN    A    232.29.231.223
yjdhesvi.www.nju.com.    IN    A    221.102.169.179
rnwtxyaf.www.nju.com.    IN    A    214.109.165.193
hewdfiax.www.nju.com.    IN    A    238.28.99.238
kanqxwsf.www.nju.com.    IN    A    73.164.234.79
fexijcos.www.nju.com.    IN    A    178.9.58.142
tjhdnxob.www.nju.com.    IN    A    111.151.9.21
napfyjrq.www.nju.com.    IN    A    141.34.221.27
kbqpiado.www.nju.com.    IN    A    71.182.0.216
gmnesvki.www.nju.com.    IN    A    140.149.93.130
rygdonix.www.nju.com.    IN    A    40.31.192.248
pxecuhjk.www.nju.com.    IN    A    138.177.136.236
lyvoxtdi.www.nju.com.    IN    A    229.53.180.82
vxabhgey.www.nju.com.    IN    A    52.152.237.91
yxkrciqd.www.nju.com.    IN    A    111.38.223.36
stofnjex.www.nju.com.    IN    A    221.26.165.120
xdcsgjbh.www.nju.com.    IN    A    108.230.3.167
tkvnlwux.www.nju.com.    IN    A    231.151.220.130
nmpdjiho.www.nju.com.    IN    A    222.92.17.220
vbsclita.www.nju.com.    IN    A    42.113.8.100
fnvietjd.www.nju.com.    IN    A    31.120.110.65
bwnulagi.www.nju.com.    IN    A    56.194.250.8
smvpohjn.www.nju.com.    IN    A    135.211.112.44
qhrvpinw.www.nju.com.    IN    A    110.94.18.19
fkhtodwp.www.nju.com.    IN    A    170.57.170.34
ueasgvnl.www.nju.com.    IN    A    175.5.179.140
psbmhgif.www.nju.com.    IN    A    125.2.43.22
fygrladn.www.nju.com.    IN    A    158.6.92.251
soqyirlu.www.nju.com.    IN    A    253.27.104.70
thnxbugo.www.nju.com.    IN    A    48.65.38.53
xbhvnmuc.www.nju.com.    IN    A    90.114.174.14
skmjptyd.www.nju.com.    IN    A    76.168.55.162
wcsuvrlt.www.nju.com.    IN    A    166.183.65.72
hbxmqlga.www.nju.com.    IN    A    102.107.33.45
frgwtlko.www.nju.com.    IN    A    149.55.125.139
jipwvqsk.www.nju.com.    IN    A    171.78.157.30
cihlptbn.www.nju.com.    IN    A    163.98.235.103
tipgokdl.www.nju.com.    IN    A    80.197.218.3
peurcgkw.www.nju.com.    IN    A    148.143.116.73
cwhmptln.www.nju.com.    IN    A    188.105.45.55
rjnqvfps.www.nju.com.    IN    A    133.72.51.130
pegdoimr.www.nju.com.    IN    A    96.29.138.64
ypnrsugb.www.nju.com.    IN    A    178.241.241.71
laugimcn.www.nju.com.    IN    A    197.61.93.159
wejharmg.www.nju.com.    IN    A    254.115.145.124
ubcosmhw.www.nju.com.    IN    A    84.164.147.26
wpivdymt.www.nju.com.    IN    A    63.46.36.61
ygwmndvi.www.nju.com.    IN    A    251.209.112.165
elhycabv.www.nju.com.    IN    A    79.127.179.196
ygtqfaxh.www.nju.com.    IN    A    239.146.55.57
cvbkenur.www.nju.com.    IN    A    234.170.234.173
kvunfpjo.www.nju.com.    IN    A    254.105.70.155
egfdnkcq.www.nju.com.    IN    A    76.114.139.106
bfjyqtpe.www.nju.com.    IN    A    138.42.91.27
bluvyciq.www.nju.com.    IN    A    58.243.161.216
jolguwtx.www.nju.com.    IN    A    113.4.67.91
oamynvre.www.nju.com.    IN    A    152.67.134.119
gljiqvmt.www.nju.com.    IN    A    151.177.1.20
fcqldtiu.www.nju.com.    IN    A    250.52.251.33
yaosjwbi.www.nju.com.    IN    A    100.60.215.41
ejudvilt.www.nju.com.    IN    A    29.46.53.84
yuoipslw.www.nju.com.    IN    A    2.60.231.198
myxdiswt.www.nju.com.    IN    A    66.140.148.180
ecbrntho.www.nju.com.    IN    A    210.202.179.122
grnpsqxi.www.nju.com.    IN    A    205.141.152.103
elvpducq.www.nju.com.    IN    A    19.51.221.91
mpscnrdo.www.nju.com.    IN    A    157.251.3.38
hfwodgtr.www.nju.com.    IN    A    100.33.226.41
upecjynd.www.nju.com.    IN    A    55.81.7.61
npwdvrme.www.nju.com.    IN    A    89.111.117.246
dvsnhuyk.www.nju.com.    IN    A    154.84.34.248
hnqybxdi.www.nju.com.    IN    A    68.101.168.23
saeqlmkc.www.nju.com.    IN    A    8.127.233.147
cyhujkdp.www.nju.com.    IN    A    180.12.127.179
xnrdygai.www.nju.com.    IN    A    31.4.0.160
drlabfty.www.nju.com.    IN    A    203.121.122.120
guptoamk.www.nju.com.    IN    A    43.41.66.230
xiluyfgr.www.nju.com.    IN    A    237.157.44.117
afnimtcp.www.nju.com.    IN    A    181.13.37.92
wrlahsog.www.nju.com.    IN    A    103.99.100.139
yjwexfdl.www.nju.com.    IN    A    17.245.59.180
spculhek.www.nju.com.    IN    A    116.130.115.148
hngrpjux.www.nju.com.    IN    A    45.56.20.14
alurdcop.www.nju.com.    IN    A    129.233.245.221
uwqcopht.www.nju.com.    IN    A    235.128.172.241
gkqrcfle.www.nju.com.    IN    A    12.176.157.123
iqrwfmhp.www.nju.com.    IN    A    171.8.161.177
kvajqfdm.www.nju.com.    IN    A    116.52.3.161
xifwdype.www.nju.com.    IN    A    16.138.145.12
xiglbpuf.www.nju.com.    IN    A    22.4.144.123
rlqgfkec.www.nju.com.    IN    A    60.27.26.252
iqlsyuvc.www.nju.com.    IN    A    87.193.41.185
lbormuds.www.nju.com.    IN    A    249.252.180.139
iafcvhsn.www.nju.com.    IN    A    213.6.240.91
kwjyrcvi.www.nju.com.    IN    A    137.158.238.200
aclpydgt.www.nju.com.    IN    A    112.191.29.21
ulhnoytf.www.nju.com.    IN    A    60.30.120.98
hewnopcm.www.nju.com.    IN    A    183.193.36.137
lgypsrik.www.nju.com.    IN    A    192.30.71.72
uafteldo.www.nju.com.    IN    A    130.222.15.157
qsibulac.www.nju.com.    IN    A    84.106.51.184
mnklsrji.www.nju.com.    IN    A    180.188.78.167
dvjgfqia.www.nju.com.    IN    A    115.144.127.196
bqmnjewx.www.nju.com.    IN    A    71.96.9.52
