sci.cqu.com.	14400	IN	SOA	ns1.sci.cqu.com. james.cqu.edu. 19122302 14400 3600 2419200 14400
sci.cqu.com.		    IN	NS ns1.sci.cqu.com.
wptscqjn.sci.cqu.com.    IN    A    176.42.132.122
btifgeju.sci.cqu.com.    IN    A    194.154.213.88
eurwgsfy.sci.cqu.com.    IN    A    180.227.210.150
phxijvbn.sci.cqu.com.    IN    A    4.25.179.222
uvtefdwn.sci.cqu.com.    IN    A    156.46.106.247
ayuhxwck.sci.cqu.com.    IN    A    2.190.58.248
uxlmfder.sci.cqu.com.    IN    A    58.242.123.19
runshjqd.sci.cqu.com.    IN    A    153.97.121.28
dlsuntwx.sci.cqu.com.    IN    A    157.203.231.156
rdspixjh.sci.cqu.com.    IN    A    161.11.231.250
qipcjrth.sci.cqu.com.    IN    A    157.108.191.253
lbdwshqv.sci.cqu.com.    IN    A    128.228.53.19
krnvjoby.sci.cqu.com.    IN    A    103.3.233.11
dyxujrfo.sci.cqu.com.    IN    A    189.170.102.77
drfnvayo.sci.cqu.com.    IN    A    140.63.31.239
pbmstljy.sci.cqu.com.    IN    A    97.180.117.172
lwcpruqo.sci.cqu.com.    IN    A    110.83.156.224
iqvhnsoc.sci.cqu.com.    IN    A    26.195.127.143
ohafsumn.sci.cqu.com.    IN    A    61.198.16.34
vsudkxjc.sci.cqu.com.    IN    A    218.123.183.44
utipvsgy.sci.cqu.com.    IN    A    73.141.122.233
qmgocaue.sci.cqu.com.    IN    A    81.70.171.48
jykfxosu.sci.cqu.com.    IN    A    205.139.177.227
eymtbjig.sci.cqu.com.    IN    A    127.225.9.68
bpwdtohj.sci.cqu.com.    IN    A    120.177.186.242
xpjylkgo.sci.cqu.com.    IN    A    211.195.160.128
gwpanvfc.sci.cqu.com.    IN    A    167.220.190.15
kedrtogf.sci.cqu.com.    IN    A    9.148.58.234
rdwmvcsl.sci.cqu.com.    IN    A    10.38.184.100
anjshgdw.sci.cqu.com.    IN    A    152.99.49.4
wguycxfi.sci.cqu.com.    IN    A    192.10.238.159
iahvrmcd.sci.cqu.com.    IN    A    5.46.119.58
aftevxnm.sci.cqu.com.    IN    A    16.10.25.220
rmsdktxn.sci.cqu.com.    IN    A    111.76.146.72
quntplah.sci.cqu.com.    IN    A    135.173.189.25
plfhdsye.sci.cqu.com.    IN    A    146.105.162.85
ehwbjofg.sci.cqu.com.    IN    A    140.192.103.175
amwpubqk.sci.cqu.com.    IN    A    47.88.254.170
qdvputel.sci.cqu.com.    IN    A    4.86.40.124
wkplmvui.sci.cqu.com.    IN    A    201.54.148.135
vehxrosd.sci.cqu.com.    IN    A    227.7.58.146
cksjhyud.sci.cqu.com.    IN    A    241.66.120.144
okfdyhxn.sci.cqu.com.    IN    A    75.222.253.45
kyudspao.sci.cqu.com.    IN    A    81.53.57.241
obfdyvkg.sci.cqu.com.    IN    A    15.252.217.185
qnifyusj.sci.cqu.com.    IN    A    177.131.81.42
kecdaqyn.sci.cqu.com.    IN    A    73.107.230.182
sradgujb.sci.cqu.com.    IN    A    176.217.225.143
kcexlpnb.sci.cqu.com.    IN    A    24.48.158.238
akeijyhn.sci.cqu.com.    IN    A    44.227.139.223
pjrvgyxa.sci.cqu.com.    IN    A    80.131.159.248
qxiboysd.sci.cqu.com.    IN    A    97.3.53.83
nucasile.sci.cqu.com.    IN    A    172.188.193.85
kotgrypj.sci.cqu.com.    IN    A    93.75.199.213
tmngqkjh.sci.cqu.com.    IN    A    113.172.206.206
wqnkypxj.sci.cqu.com.    IN    A    207.101.117.180
afoyihrc.sci.cqu.com.    IN    A    19.158.133.35
plcdemfa.sci.cqu.com.    IN    A    208.20.114.16
hcvbtpsm.sci.cqu.com.    IN    A    135.209.132.151
gpymnikx.sci.cqu.com.    IN    A    41.74.42.29
qyrvsulc.sci.cqu.com.    IN    A    123.202.149.15
gnuwriqf.sci.cqu.com.    IN    A    250.191.11.147
ytlqgdoi.sci.cqu.com.    IN    A    12.216.168.78
aljfwniq.sci.cqu.com.    IN    A    135.236.74.244
unwepmaj.sci.cqu.com.    IN    A    142.132.181.229
pbhkmgfc.sci.cqu.com.    IN    A    43.211.249.19
fgdawoip.sci.cqu.com.    IN    A    104.15.226.119
wenrcfbt.sci.cqu.com.    IN    A    37.225.209.17
jfovtwnx.sci.cqu.com.    IN    A    131.144.25.213
rceqfdpa.sci.cqu.com.    IN    A    107.225.245.97
hytodumj.sci.cqu.com.    IN    A    199.208.128.20
wdjfunyr.sci.cqu.com.    IN    A    21.209.4.16
jucfdhpt.sci.cqu.com.    IN    A    149.43.13.174
ohujpexv.sci.cqu.com.    IN    A    111.235.64.221
egljfxdr.sci.cqu.com.    IN    A    108.203.153.238
bjlonyie.sci.cqu.com.    IN    A    111.81.23.30
tlnrgcjm.sci.cqu.com.    IN    A    75.208.169.28
nxtgdbri.sci.cqu.com.    IN    A    126.14.95.37
nvfukhgc.sci.cqu.com.    IN    A    230.230.237.72
aomkbriu.sci.cqu.com.    IN    A    76.75.180.199
hgcajvmu.sci.cqu.com.    IN    A    162.143.69.87
dspyowtr.sci.cqu.com.    IN    A    120.8.0.112
veolshpi.sci.cqu.com.    IN    A    213.28.69.26
eqyhbodv.sci.cqu.com.    IN    A    57.28.80.240
njtqgyws.sci.cqu.com.    IN    A    193.156.69.222
jnfpxrio.sci.cqu.com.    IN    A    4.100.1.217
xjesrtin.sci.cqu.com.    IN    A    244.50.34.43
wurnqapv.sci.cqu.com.    IN    A    229.109.19.245
opencxra.sci.cqu.com.    IN    A    117.194.91.86
cnswkyua.sci.cqu.com.    IN    A    208.210.17.245
adbkxule.sci.cqu.com.    IN    A    89.247.105.87
awtvsqod.sci.cqu.com.    IN    A    61.87.100.111
bjrwkvqp.sci.cqu.com.    IN    A    58.212.246.251
iwckyugf.sci.cqu.com.    IN    A    123.37.32.223
dhxmqofn.sci.cqu.com.    IN    A    131.49.34.241
vutwgfil.sci.cqu.com.    IN    A    200.237.36.18
aicjmdyk.sci.cqu.com.    IN    A    102.143.155.171
vcrgyaxl.sci.cqu.com.    IN    A    97.241.7.128
acthpugn.sci.cqu.com.    IN    A    197.228.228.22
eckxapot.sci.cqu.com.    IN    A    61.83.147.172
mcoistar.sci.cqu.com.    IN    A    213.78.75.247
rnjayqic.sci.cqu.com.    IN    A    97.94.230.218
xwogjfcl.sci.cqu.com.    IN    A    24.225.208.164
lfjenkmg.sci.cqu.com.    IN    A    113.71.45.118
sfgyxckt.sci.cqu.com.    IN    A    123.80.246.155
xcdtnuhv.sci.cqu.com.    IN    A    22.84.139.133
fnkytxgu.sci.cqu.com.    IN    A    144.99.233.196
mtdiskhe.sci.cqu.com.    IN    A    17.65.245.208
shdxcrwp.sci.cqu.com.    IN    A    66.164.112.87
cjuesxtk.sci.cqu.com.    IN    A    242.213.191.175
yokvrgwa.sci.cqu.com.    IN    A    254.64.39.239
sgedkwux.sci.cqu.com.    IN    A    0.111.131.111
hdfcgoas.sci.cqu.com.    IN    A    34.172.18.26
weyqagvl.sci.cqu.com.    IN    A    63.32.109.142
amchwvsx.sci.cqu.com.    IN    A    134.197.120.1
vkmpento.sci.cqu.com.    IN    A    208.52.253.47
jifkvans.sci.cqu.com.    IN    A    158.44.190.71
aqiyghkp.sci.cqu.com.    IN    A    195.145.156.70
lbgcvsxt.sci.cqu.com.    IN    A    144.217.187.111
gunqvrjm.sci.cqu.com.    IN    A    105.206.44.123
macfosrj.sci.cqu.com.    IN    A    26.10.198.91
acvioskp.sci.cqu.com.    IN    A    179.235.246.103
edjtpgos.sci.cqu.com.    IN    A    183.27.58.186
etpygxbj.sci.cqu.com.    IN    A    155.198.24.242
uagbfoxe.sci.cqu.com.    IN    A    222.7.141.119
shfjleid.sci.cqu.com.    IN    A    30.113.11.104
lknxgrui.sci.cqu.com.    IN    A    102.124.212.187
dvgxchjf.sci.cqu.com.    IN    A    255.43.234.235
ryhunvxj.sci.cqu.com.    IN    A    132.183.224.171
kpcgyatr.sci.cqu.com.    IN    A    1.65.16.52
vfoamupr.sci.cqu.com.    IN    A    84.107.129.178
wrfbuolc.sci.cqu.com.    IN    A    221.135.70.191
rfskgmiy.sci.cqu.com.    IN    A    185.2.203.45
ivbwnypr.sci.cqu.com.    IN    A    75.23.254.240
xqculdvh.sci.cqu.com.    IN    A    37.41.85.19
vdunpesm.sci.cqu.com.    IN    A    102.228.125.254
kexgdipl.sci.cqu.com.    IN    A    100.96.217.173
mvkhcjnb.sci.cqu.com.    IN    A    246.218.253.102
rtxnpkob.sci.cqu.com.    IN    A    16.213.79.221
iogblutq.sci.cqu.com.    IN    A    222.14.102.159
hoscbwaf.sci.cqu.com.    IN    A    169.136.13.101
nckwmuxh.sci.cqu.com.    IN    A    180.171.190.108
ikwxajsl.sci.cqu.com.    IN    A    48.9.88.28
thuemqil.sci.cqu.com.    IN    A    152.89.95.250
ygqwlasn.sci.cqu.com.    IN    A    29.239.177.202
blidvspg.sci.cqu.com.    IN    A    54.139.23.133
oahdjnbw.sci.cqu.com.    IN    A    204.176.74.141
ywxfsopc.sci.cqu.com.    IN    A    63.184.78.148
rovtfsep.sci.cqu.com.    IN    A    196.57.181.201
mcekwtxp.sci.cqu.com.    IN    A    132.70.198.67
neuobyrs.sci.cqu.com.    IN    A    134.175.232.77
vywxaohk.sci.cqu.com.    IN    A    110.137.246.147
yofarxtq.sci.cqu.com.    IN    A    54.153.96.140
gvlatuxn.sci.cqu.com.    IN    A    222.1.64.245
ctnrudki.sci.cqu.com.    IN    A    177.201.16.170
xyoqmscf.sci.cqu.com.    IN    A    87.192.137.101
qubhrpxm.sci.cqu.com.    IN    A    233.16.27.119
jdplkeuy.sci.cqu.com.    IN    A    83.4.72.190
wejrsfpx.sci.cqu.com.    IN    A    198.206.42.120
yuhqwldc.sci.cqu.com.    IN    A    96.159.20.61
jlvqiogy.sci.cqu.com.    IN    A    215.75.188.26
cskebvyt.sci.cqu.com.    IN    A    105.139.249.197
rivnseht.sci.cqu.com.    IN    A    45.77.150.93
yaqiutfw.sci.cqu.com.    IN    A    74.52.69.47
sgblmoet.sci.cqu.com.    IN    A    117.229.56.148
fxeaviqo.sci.cqu.com.    IN    A    189.27.142.40
qijltrcn.sci.cqu.com.    IN    A    162.158.78.247
lwbtvqea.sci.cqu.com.    IN    A    32.206.99.170
lvjufyer.sci.cqu.com.    IN    A    82.137.4.110
bujhndvy.sci.cqu.com.    IN    A    148.80.208.214
omwvyika.sci.cqu.com.    IN    A    245.16.46.105
gyfwrkeq.sci.cqu.com.    IN    A    202.124.6.158
icjpdyfb.sci.cqu.com.    IN    A    92.97.67.231
nrlkqemo.sci.cqu.com.    IN    A    204.51.176.17
avieskrp.sci.cqu.com.    IN    A    68.68.250.137
ratpwkxm.sci.cqu.com.    IN    A    11.207.221.130
mpebcvgf.sci.cqu.com.    IN    A    133.255.126.28
wsonpmbr.sci.cqu.com.    IN    A    182.182.58.8
rdlpqmba.sci.cqu.com.    IN    A    78.155.71.36
tyclnwqu.sci.cqu.com.    IN    A    68.58.173.54
ixawtygd.sci.cqu.com.    IN    A    87.132.213.172
mbjeyfvp.sci.cqu.com.    IN    A    99.67.147.3
kvnoarjf.sci.cqu.com.    IN    A    75.48.95.173
aitbvuog.sci.cqu.com.    IN    A    187.224.47.145
ablmenft.sci.cqu.com.    IN    A    113.5.237.115
wyvltmgd.sci.cqu.com.    IN    A    122.243.62.206
yglijnaq.sci.cqu.com.    IN    A    39.116.109.208
kvcwofum.sci.cqu.com.    IN    A    133.230.232.104
sxhkijyb.sci.cqu.com.    IN    A    162.135.147.99
cjyklfdm.sci.cqu.com.    IN    A    172.1.39.38
erkwuptj.sci.cqu.com.    IN    A    224.201.11.220
lpkcoeyr.sci.cqu.com.    IN    A    213.236.41.147
gpaocubk.sci.cqu.com.    IN    A    129.170.101.158
npdovyct.sci.cqu.com.    IN    A    180.161.153.90
womjqpir.sci.cqu.com.    IN    A    97.162.152.213
hqdpxjvs.sci.cqu.com.    IN    A    68.211.70.32
equjlvob.sci.cqu.com.    IN    A    212.154.109.119
tqijmhva.sci.cqu.com.    IN    A    187.115.77.30
lgcutnpy.sci.cqu.com.    IN    A    3.103.106.180
qdfnlcot.sci.cqu.com.    IN    A    242.36.183.226
vesyijup.sci.cqu.com.    IN    A    118.12.212.195
fotusibw.sci.cqu.com.    IN    A    227.154.194.101
javgylsq.sci.cqu.com.    IN    A    5.104.156.172
drclxuse.sci.cqu.com.    IN    A    242.133.160.24
upyhjwmd.sci.cqu.com.    IN    A    119.213.56.254
wshvgcxr.sci.cqu.com.    IN    A    95.255.218.134
cuopbhnm.sci.cqu.com.    IN    A    111.180.22.134
sixngvhm.sci.cqu.com.    IN    A    9.75.119.80
xwltpsmo.sci.cqu.com.    IN    A    86.222.93.125
dvwuthnl.sci.cqu.com.    IN    A    151.175.235.126
uptjmgas.sci.cqu.com.    IN    A    129.13.150.76
kcmnhtif.sci.cqu.com.    IN    A    40.168.79.179
vrpxmhbi.sci.cqu.com.    IN    A    38.137.188.19
yeiwrmax.sci.cqu.com.    IN    A    140.188.98.212
xeyujkvt.sci.cqu.com.    IN    A    219.132.144.244
rslibkvg.sci.cqu.com.    IN    A    90.57.167.72
cqesduir.sci.cqu.com.    IN    A    11.142.37.243
rvgftdqe.sci.cqu.com.    IN    A    250.171.237.130
bfjrnyps.sci.cqu.com.    IN    A    15.195.96.213
wgqtykuj.sci.cqu.com.    IN    A    220.243.120.174
ruyjihbx.sci.cqu.com.    IN    A    27.46.62.127
mubixrpt.sci.cqu.com.    IN    A    101.111.15.175
hmygbwkf.sci.cqu.com.    IN    A    118.223.226.118
waxjepcl.sci.cqu.com.    IN    A    195.157.194.15
erdfnsbu.sci.cqu.com.    IN    A    78.207.218.253
rbpcuayv.sci.cqu.com.    IN    A    56.212.199.64
dyovxwim.sci.cqu.com.    IN    A    219.161.41.81
tridfxls.sci.cqu.com.    IN    A    111.136.254.25
ilwtepug.sci.cqu.com.    IN    A    193.186.119.186
ybfalprh.sci.cqu.com.    IN    A    219.89.190.206
uxmftwhr.sci.cqu.com.    IN    A    136.197.143.168
ipxjwguv.sci.cqu.com.    IN    A    49.106.222.227
yxcpqomv.sci.cqu.com.    IN    A    70.187.210.57
iaofcvgq.sci.cqu.com.    IN    A    200.95.246.122
tyrkojcp.sci.cqu.com.    IN    A    106.248.228.55
hjkvurqs.sci.cqu.com.    IN    A    137.144.26.59
hkbfywta.sci.cqu.com.    IN    A    57.195.216.187
giorxwdc.sci.cqu.com.    IN    A    88.222.197.1
asgejblt.sci.cqu.com.    IN    A    89.235.74.215
xismrhnv.sci.cqu.com.    IN    A    178.151.158.130
deatkgjs.sci.cqu.com.    IN    A    19.206.135.103
hvyknjep.sci.cqu.com.    IN    A    182.185.76.218
lqftmvok.sci.cqu.com.    IN    A    135.15.190.32
mfnuwrqs.sci.cqu.com.    IN    A    250.58.167.22
ncbfuvpm.sci.cqu.com.    IN    A    164.104.170.230
isdebofr.sci.cqu.com.    IN    A    29.57.85.23
hcwtjrby.sci.cqu.com.    IN    A    156.52.55.183
ftvehcgw.sci.cqu.com.    IN    A    190.131.130.171
akjcdgpb.sci.cqu.com.    IN    A    8.162.134.56
adjhfpmb.sci.cqu.com.    IN    A    242.115.54.193
cnjhyplk.sci.cqu.com.    IN    A    223.35.4.116
mpvbtdhj.sci.cqu.com.    IN    A    117.190.39.236
umcovwjn.sci.cqu.com.    IN    A    126.220.70.46
hiweqfvo.sci.cqu.com.    IN    A    3.113.190.187
kmhwfocj.sci.cqu.com.    IN    A    255.206.7.50
gybrckpf.sci.cqu.com.    IN    A    7.66.7.117
qojrpkdm.sci.cqu.com.    IN    A    121.22.75.59
stcnifbg.sci.cqu.com.    IN    A    227.119.61.192
onbtgeqh.sci.cqu.com.    IN    A    109.15.30.195
brnwydvu.sci.cqu.com.    IN    A    97.26.207.229
htpjadwr.sci.cqu.com.    IN    A    73.148.209.5
ncsbhrwy.sci.cqu.com.    IN    A    42.177.136.77
trpenivk.sci.cqu.com.    IN    A    166.48.178.68
jauswnty.sci.cqu.com.    IN    A    230.67.20.203
nxteycuq.sci.cqu.com.    IN    A    40.130.206.91
dcxvnqpt.sci.cqu.com.    IN    A    149.106.106.115
kdertymo.sci.cqu.com.    IN    A    166.107.88.240
ajyesdgc.sci.cqu.com.    IN    A    170.199.253.49
migfvlju.sci.cqu.com.    IN    A    77.223.128.40
sxpjgbod.sci.cqu.com.    IN    A    52.168.233.227
rhqmygpd.sci.cqu.com.    IN    A    171.87.245.127
qbtfcgwp.sci.cqu.com.    IN    A    78.155.175.31
apnulkiq.sci.cqu.com.    IN    A    179.210.254.122
fnjbypeq.sci.cqu.com.    IN    A    49.91.112.127
xwctqsrk.sci.cqu.com.    IN    A    23.72.118.147
eyaqmhln.sci.cqu.com.    IN    A    65.41.247.145
ahintudc.sci.cqu.com.    IN    A    217.2.148.224
khauxecy.sci.cqu.com.    IN    A    202.159.109.199
mtljuypd.sci.cqu.com.    IN    A    224.21.67.225
ymdhutsg.sci.cqu.com.    IN    A    201.174.140.116
qybikhcm.sci.cqu.com.    IN    A    45.239.234.2
vpulyxio.sci.cqu.com.    IN    A    101.83.229.195
uykrgihv.sci.cqu.com.    IN    A    90.19.95.76
opkrtsxc.sci.cqu.com.    IN    A    230.8.158.251
bsexaipt.sci.cqu.com.    IN    A    195.127.12.230
fpqtkhxi.sci.cqu.com.    IN    A    150.68.3.145
jiywktmc.sci.cqu.com.    IN    A    55.85.78.37
rlgkwext.sci.cqu.com.    IN    A    251.129.152.58
swvokmti.sci.cqu.com.    IN    A    82.194.170.10
xiqwrkyg.sci.cqu.com.    IN    A    199.38.111.200
chnagmfl.sci.cqu.com.    IN    A    248.37.186.190
viblxfrc.sci.cqu.com.    IN    A    193.214.171.73
wulkxvjd.sci.cqu.com.    IN    A    77.131.251.143
ubhgoarp.sci.cqu.com.    IN    A    139.26.117.167
gbotsknd.sci.cqu.com.    IN    A    144.241.4.226
vfqmwxok.sci.cqu.com.    IN    A    40.36.114.16
fwcvgoxq.sci.cqu.com.    IN    A    19.104.122.111
nrdkvgjh.sci.cqu.com.    IN    A    186.146.140.161
ysxjqeai.sci.cqu.com.    IN    A    88.50.191.96
pevsgirt.sci.cqu.com.    IN    A    36.189.254.227
eqxjswfo.sci.cqu.com.    IN    A    15.164.164.3
heialrxn.sci.cqu.com.    IN    A    63.20.209.80
vcoxlhpi.sci.cqu.com.    IN    A    35.82.50.56
sqyaxtfl.sci.cqu.com.    IN    A    148.108.4.228
rgupmawt.sci.cqu.com.    IN    A    116.129.50.107
licuhsbd.sci.cqu.com.    IN    A    100.184.58.168
buhqnfme.sci.cqu.com.    IN    A    112.93.226.186
yletrwdi.sci.cqu.com.    IN    A    95.3.81.86
saqgfjrb.sci.cqu.com.    IN    A    108.145.169.78
vugrxtle.sci.cqu.com.    IN    A    149.202.1.218
awjkysnb.sci.cqu.com.    IN    A    0.34.216.235
fuyvsqrm.sci.cqu.com.    IN    A    142.29.248.91
goadjpfw.sci.cqu.com.    IN    A    250.30.119.192
wpoxydku.sci.cqu.com.    IN    A    215.150.174.79
kqhbouel.sci.cqu.com.    IN    A    159.133.218.150
hinlpdbs.sci.cqu.com.    IN    A    172.237.57.66
swkpetun.sci.cqu.com.    IN    A    53.242.66.181
xnlkirde.sci.cqu.com.    IN    A    254.83.182.64
wvjcdbfa.sci.cqu.com.    IN    A    161.87.166.186
jcdybrsm.sci.cqu.com.    IN    A    170.222.235.63
mnifecpq.sci.cqu.com.    IN    A    193.248.55.141
udykocqx.sci.cqu.com.    IN    A    148.179.125.62
hoygpsxe.sci.cqu.com.    IN    A    99.100.84.228
tfgdraou.sci.cqu.com.    IN    A    29.4.239.160
edgvbpcw.sci.cqu.com.    IN    A    16.151.228.234
rjqahpcy.sci.cqu.com.    IN    A    218.73.0.6
ynrlifhk.sci.cqu.com.    IN    A    191.179.59.149
tgdisnlr.sci.cqu.com.    IN    A    127.151.142.76
hvtqynek.sci.cqu.com.    IN    A    200.199.112.34
jgdtyoeb.sci.cqu.com.    IN    A    85.249.205.216
srgdawif.sci.cqu.com.    IN    A    173.137.87.3
jqfcyglk.sci.cqu.com.    IN    A    137.112.183.165
jslvebfu.sci.cqu.com.    IN    A    140.138.55.106
qevrcfwu.sci.cqu.com.    IN    A    139.157.172.169
jfustglc.sci.cqu.com.    IN    A    255.213.176.22
bwntqfcv.sci.cqu.com.    IN    A    132.4.247.7
qdeyibsx.sci.cqu.com.    IN    A    96.127.59.74
stbfaroi.sci.cqu.com.    IN    A    245.45.199.184
hwdxfibm.sci.cqu.com.    IN    A    199.218.101.192
shwvmopy.sci.cqu.com.    IN    A    244.113.13.145
hyvjrfnt.sci.cqu.com.    IN    A    103.199.153.172
jwcekmyu.sci.cqu.com.    IN    A    64.64.172.154
bolanvct.sci.cqu.com.    IN    A    80.202.226.99
hseglxqn.sci.cqu.com.    IN    A    154.143.49.233
qfjsipke.sci.cqu.com.    IN    A    236.233.183.47
tfxiuykg.sci.cqu.com.    IN    A    94.44.7.115
xwqyaitv.sci.cqu.com.    IN    A    155.214.9.136
ybmkwfol.sci.cqu.com.    IN    A    106.146.83.27
dgjmburf.sci.cqu.com.    IN    A    228.154.245.234
vhrowfbd.sci.cqu.com.    IN    A    92.180.65.2
oehysaxw.sci.cqu.com.    IN    A    193.51.184.216
kgvxqawf.sci.cqu.com.    IN    A    61.84.165.192
ejkphwun.sci.cqu.com.    IN    A    198.65.89.173
autkfvlp.sci.cqu.com.    IN    A    55.155.34.21
abogkpne.sci.cqu.com.    IN    A    127.135.244.14
bfpxhqlj.sci.cqu.com.    IN    A    135.254.178.225
pctaqduy.sci.cqu.com.    IN    A    88.42.10.146
nyilrvpf.sci.cqu.com.    IN    A    174.51.197.165
bwnupqyl.sci.cqu.com.    IN    A    139.71.53.203
swnbtjfp.sci.cqu.com.    IN    A    176.88.98.87
nxfasimw.sci.cqu.com.    IN    A    33.231.2.150
vdnqkxlf.sci.cqu.com.    IN    A    242.164.102.156
vanhkdow.sci.cqu.com.    IN    A    245.218.214.146
eskwibvg.sci.cqu.com.    IN    A    201.79.231.55
wbnieupa.sci.cqu.com.    IN    A    154.147.66.98
cakwyibp.sci.cqu.com.    IN    A    90.50.206.169
irkplsqf.sci.cqu.com.    IN    A    181.125.54.253
hlbcaugk.sci.cqu.com.    IN    A    158.112.136.254
tjhcqiyr.sci.cqu.com.    IN    A    123.41.36.93
evblkojg.sci.cqu.com.    IN    A    249.172.154.214
shjgpmak.sci.cqu.com.    IN    A    50.78.109.60
agkbmuwh.sci.cqu.com.    IN    A    2.99.149.32
ivcxkond.sci.cqu.com.    IN    A    128.75.186.6
yimuelxr.sci.cqu.com.    IN    A    125.244.177.192
sxcpktgl.sci.cqu.com.    IN    A    164.66.26.24
xndfthol.sci.cqu.com.    IN    A    198.31.124.154
dmbphuco.sci.cqu.com.    IN    A    70.96.209.28
xglqhrky.sci.cqu.com.    IN    A    0.91.196.28
hyjwpkea.sci.cqu.com.    IN    A    86.161.3.78
xiodugpn.sci.cqu.com.    IN    A    245.9.229.247
uadfpsgh.sci.cqu.com.    IN    A    102.10.196.149
ilhvaqxe.sci.cqu.com.    IN    A    122.3.29.204
jgwrlpkh.sci.cqu.com.    IN    A    23.79.195.2
ojyutige.sci.cqu.com.    IN    A    185.245.186.146
jgcmkies.sci.cqu.com.    IN    A    195.182.196.163
xbogyvsk.sci.cqu.com.    IN    A    153.79.21.124
tdgpxslc.sci.cqu.com.    IN    A    50.191.149.142
edyfqnkj.sci.cqu.com.    IN    A    71.60.32.136
udpckovy.sci.cqu.com.    IN    A    149.175.81.173
dvqfrjne.sci.cqu.com.    IN    A    219.175.6.78
egmlnpjw.sci.cqu.com.    IN    A    27.43.195.143
erfuscdg.sci.cqu.com.    IN    A    68.202.160.215
atwbnjvy.sci.cqu.com.    IN    A    169.48.173.47
lkbwxyhm.sci.cqu.com.    IN    A    118.229.175.70
heqimujx.sci.cqu.com.    IN    A    66.108.89.44
wepcjlms.sci.cqu.com.    IN    A    53.207.62.183
pxsfqicr.sci.cqu.com.    IN    A    9.160.218.16
ehtbplix.sci.cqu.com.    IN    A    47.158.191.181
rkvxeyui.sci.cqu.com.    IN    A    62.196.4.5
xfcauqkh.sci.cqu.com.    IN    A    142.196.27.64
qbjgcoin.sci.cqu.com.    IN    A    104.239.239.168
fatviuqb.sci.cqu.com.    IN    A    153.100.118.167
cgdnmsab.sci.cqu.com.    IN    A    215.182.247.135
pyedchqt.sci.cqu.com.    IN    A    79.165.202.254
mrktdnqu.sci.cqu.com.    IN    A    87.89.148.201
gtowdxha.sci.cqu.com.    IN    A    186.159.45.9
qnclohiv.sci.cqu.com.    IN    A    205.2.30.166
mtfxvkoc.sci.cqu.com.    IN    A    203.198.105.77
smpdiwqr.sci.cqu.com.    IN    A    226.178.203.80
rnsbjilu.sci.cqu.com.    IN    A    32.177.90.92
acusnfqd.sci.cqu.com.    IN    A    3.162.70.204
jeiydrau.sci.cqu.com.    IN    A    175.164.192.191
wyeqmtkr.sci.cqu.com.    IN    A    51.242.122.14
riyxbouf.sci.cqu.com.    IN    A    237.152.218.195
libwycpe.sci.cqu.com.    IN    A    154.46.19.43
fbceqdiv.sci.cqu.com.    IN    A    52.59.43.172
nsfdquer.sci.cqu.com.    IN    A    134.83.182.170
ocpydhew.sci.cqu.com.    IN    A    25.140.131.185
npebkvtu.sci.cqu.com.    IN    A    149.228.84.148
lqsjodtb.sci.cqu.com.    IN    A    65.204.13.120
nfpcskbg.sci.cqu.com.    IN    A    79.208.9.71
lqfvwpts.sci.cqu.com.    IN    A    24.165.60.129
aoevrldg.sci.cqu.com.    IN    A    70.226.33.127
ahxwgtqd.sci.cqu.com.    IN    A    82.164.108.43
rvgdipok.sci.cqu.com.    IN    A    188.71.43.114
htnrpgic.sci.cqu.com.    IN    A    25.247.208.34
cmqfhedg.sci.cqu.com.    IN    A    246.137.243.240
itjkgyan.sci.cqu.com.    IN    A    252.168.54.244
dtlgokfm.sci.cqu.com.    IN    A    72.250.231.74
futyamcx.sci.cqu.com.    IN    A    188.202.199.244
kaexlwbg.sci.cqu.com.    IN    A    21.13.244.11
nrlkcxoi.sci.cqu.com.    IN    A    199.118.133.206
mpwhgniq.sci.cqu.com.    IN    A    166.80.22.127
btkgplfh.sci.cqu.com.    IN    A    87.96.118.147
anliqsjg.sci.cqu.com.    IN    A    71.135.196.129
lwcxfaig.sci.cqu.com.    IN    A    57.146.202.213
dcpjoeyb.sci.cqu.com.    IN    A    127.87.241.41
wcalufmj.sci.cqu.com.    IN    A    9.173.207.43
qwjbgyte.sci.cqu.com.    IN    A    171.115.252.212
